hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19
1	0.00270301797147566	0.00736185013265948	0.00827294695412195	0.0227288534513868	0.0130719959209106	0.0290109744651713	0.0515774583588777	0.0365589968979229	0.336661555010667	0.0890380247413079	0.0341154940206683	0.142125575221439	0.0288094847265798	0.0314749629328877	0.019648285251826	0.0164940954988876	0.0192422923953422	0.00277741259029901	0.0264735001942394
2	0.000751189595860609	0.00587529696143923	0.0072674463457074	0.00640374484272161	0.00669304508475324	0.0111967341297119	0.0416147708665603	0.017179744623274	0.0727267793903966	0.164694148100095	0.022927680695515	0.0673491414120615	0.0204122550983916	0.0269819576510507	0.0119104835512537	0.00270266415654059	0.00317817688248015	0.00570261204367437	0.00515489205838282
3	0.00126745616260273	0.00245805635806604	0.0046473544672225	0.00860216785492982	0.00672050581910032	0.00873443804349007	0.0254164715056376	0.0026139148561027	0.0215361555794462	0.138797123238679	0.012589514351406	0.0287461718281364	0.00509481802916503	0.0039495959775386	0.00506463644749679	0.00210994889141691	0.0100749116524229	0.00702066119341712	0.00287191298074255
4	0.00354402772395216	0.00298800518913086	0.00320733890623377	0.00958070964529577	0.00228904374659828	0.00377384762220175	0.0111702196718812	0.000799594755802407	0.010750111746561	0.0508190280553566	0.00678234067550237	0.0164912642735257	0.00551513241927612	0.00534056429014214	0.00205733653725982	0.00127310037484102	0.0367507960929567	0.0230352692584756	0.00819973361451801
5	0.00857415340156913	0.00187290346815763	0.00277864892270145	0.010538251668317	0.0013158449422742	0.00290292163278956	0.00444178073695551	0.00246665877048776	0.00833454557138707	0.0306414207731135	0.0038819942070229	0.0123476181313002	0.00290851598347737	0.00648067253698555	0.00212687764975776	0.000630467829781236	0.103623286465644	0.0657448450471506	0.0466801709306843
6	0.0294107241324697	0.00807452676305778	0.00354650466318243	0.0560248529878129	0.00272816910631131	0.0012652821252569	0.00241472201215949	0.00261994769387464	0.0092686823634336	0.0197055288715012	0.00784373097691934	0.00929968269819321	0.00691247722338874	0.00277794896520223	0.0103723954684029	0.00465614964109895	0.242831355488462	0.229239728478777	0.228237915533603
7	0.00165363333193536	0.00580535450827151	0.0196725847311959	0.00787566274594695	0.0181494980211787	0.011388671906055	0.0631264700662547	0.0167909109631755	0.0190406088401759	0.0390390634241839	0.0287416666912136	0.0603499527346378	0.0199814790031094	0.0179194565181928	0.016712222817253	0.282685331534633	0.00157723847915143	0.00935866040249001	0.0171613852045064
8	0.00169754708791447	0.00371282130776346	0.0168152640539947	0.00346022482224605	0.0103938908835841	0.00540098750827765	0.0537429666629481	0.00940925660346399	0.009181239731042	0.0347604389304334	0.0188872680355329	0.0337830642222913	0.0146105432136225	0.0150990933511207	0.0129427083161467	0.121863181349897	0.00585822909960805	0.00827784694234095	0.00208729674232754
9	0.0046660121598568	0.00306083578489067	0.00506286892554112	0.00568004233426782	0.00754976015884964	0.0127698687098966	0.0388424190711583	0.00719940984627781	0.0109349789198659	0.0279372581933454	0.0153233388116513	0.0650635106056074	0.0134299144135349	0.00326951868943741	0.0140056973847971	0.0194807428362411	0.00477280667289836	0.00873470443635408	0.00512309229147011
10	0.0154830479773623	0.00450022229408612	0.00244298508166485	0.00858744433384041	0.00624696801168808	0.014724790976065	0.0241844057004179	0.00959711754667522	0.0185651943435128	0.02411226415641	0.0130182869873978	0.0743338529326842	0.0139222299510004	0.018599533806294	0.0164898672488272	0.0492507374334296	0.041952048517439	0.0261954973604108	0.00357722404128975
