hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19	hdp.20
1	0.0140839404235504	0.00280293206007428	0.0222358876825553	0.232188544541686	0.110379862884175	0.00987404872349221	0.0157797107154669	0.0300003359518021	0.0399412903509163	0.0334742588990549	0.0193333623692453	0.0046689971246593	0.0451619215363382	0.0620854394171577	0.00245325956485436	0.00620269121631877	0.00790334327600513	0.00796705334919309	0.0940377210152525	0.00577953767473405
2	0.00699520769999952	0.000984384145055309	0.00887514777008265	0.147761466543814	0.161227948781158	0.0057581927789744	0.0129586747691657	0.0176434954131914	0.0268759939669966	0.0141076123541501	0.00914756742333898	0.00388251211725258	0.0334251262759198	0.0331524476352731	0.00248893189097651	0.00527183415044981	0.00165715952627025	0.00807567294445902	0.0211678384248118	0.00289086982152103
3	0.003628754310636	0.000924223939364277	0.00423496344130533	0.0548323043601429	0.146734931301492	0.00283145558201555	0.00573596579274665	0.0059450137553599	0.0193742081323958	0.00889146237219763	0.00357229312267572	0.00421680983950025	0.0139980132214374	0.016824050080297	0.00872819818838559	0.0028987441211565	0.00224443135115538	0.00386666362790418	0.00844077165448834	0.00555871171013038
4	0.00298185679405639	0.00255946540251698	0.00142534149176316	0.0159038035770529	0.0511848215461134	0.00103459841938278	0.00462023217741325	0.00517344444983626	0.00852737966574346	0.00420489252174785	0.00319801593060334	0.00409428550546636	0.0111351594847482	0.00778527697807464	0.0317879177450827	0.00216365395638952	0.00247043683478464	0.00939268553705844	0.00969169961007323	0.0231118593609133
5	0.00214367060323912	0.00692861483028039	0.00127232857591372	0.00567444685098081	0.041582571149099	0.00102689948319581	0.00359818301120395	0.00664827286112019	0.0057703310791946	0.00427745751394017	0.00205821298213954	0.00192390537698812	0.00384163603687741	0.00502561559076093	0.092852089318799	0.00118048862417011	0.00564264637867946	0.00627763071568191	0.00141258270688605	0.0670426999402952
6	0.00748912574008165	0.026566117233826	0.00140601842675998	0.00255558279973458	0.0185574514796909	0.00143466356333148	0.00201101703987577	0.00613186694815517	0.00491668478729809	0.00352197603541671	0.00677163296667659	0.0051958161089195	0.000859520595442416	0.00582273460968961	0.141771961731587	0.00215323290461983	0.0362392088267127	0.00141641891862404	0.00384515801035534	0.087469101666135
7	0.00947956540824477	0.00164230709442048	0.0149006321827629	0.0312865523115532	0.0377105740509657	0.0788456149855774	0.0163737257770419	0.462131779494035	0.0485197588282579	0.0220972786167876	0.0156669250330601	0.00751890600387063	0.00256321013557226	0.0472476648709902	0.00257532742766614	0.0219283966826138	0.00393433599011055	0.032669767820766	0.0414271063496098	0.0039830461022959
8	0.00580887262920671	0.00141556570295611	0.0108569444692217	0.0181540658791675	0.0299571296560695	0.123666276507643	0.0151760489383386	0.0221846039154916	0.0424094340415199	0.0019076688122556	0.0146632988852694	0.0180350828405918	0.0192033684729564	0.0260263854442836	0.00430849732108097	0.0030292102757796	0.00360281847671876	0.00523798601813656	0.00907727670236444	0.00462979565104968
9	0.00751779270695932	0.00263993694846197	0.00864966856899514	0.0127186822738192	0.0190266827708337	0.0941136420635863	0.0112714390847584	0.0161698934926136	0.0326792712861372	0.012218036327125	0.0125736113589907	0.0133792769875889	0.161586721417833	0.0326264068287055	0.0101886875753323	0.0205927426577431	0.00268959366739484	0.00299285777670236	0.0196546218425068	0.0111891446737218
10	0.0103104847906069	0.0101601349668405	0.0153413099937183	0.0148967910083849	0.0154216441409289	0.208023817317173	0.012488385417309	0.0219836194167343	0.0281125610142703	0.0189860949622233	0.01498048369808	0.0246342838773544	0.196745037607535	0.0300493208562136	0.0924577215465971	0.0150969235634123	0.00670054894078121	0.00988389826029231	0.0210763071109885	0.103790719898936
11	0.0140731604287361	0.032676887855573	0.0114116900779086	0.00860863903130298	0.0122565604725346	0.0836731216888787	0.0117029321233815	0.0148568018774906	0.0114657103600666	0.00888687455879989	0.0154512868172111	0.00671388191197381	0.217140163893765	0.017390697330067	0.263965732976689	0.00599129273756225	0.0165018246304457	0.0114976751042433	0.00990055282890758	0.360887506472214
