hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19	hdp.20	hdp.21	hdp.22	hdp.23	hdp.24	hdp.25	hdp.26	hdp.27	hdp.28	hdp.29	hdp.30	hdp.31	hdp.32
1	0.012112542554274	0.00471501905970212	0.00948098989087739	0.110460586186737	0.0310963600614729	0.32144177442485	0.0261278405973618	0.0542879274203177	0.0553770559314913	0.00195974433070827	0.039483947966625	0.00454835222328947	0.0181735549717505	0.00123740961834227	0.0111616991435339	0.0606734851713321	0.0582849279493562	0.0330540770491554	0.0241191905756703	0.0252650641019425	0.176629139990681	0.0537392993384318	0.0148418397307161	0.0089015445284259	0.00205279631038514	0.059071542886868	0.0481880120354285	0.0632769826952883	0.0218479928270344	0.0052972239487839	0.00573808148667572	0.0135287228310661
2	0.0075741801913181	0.00104471980721872	0.00325845759160823	0.174649168738597	0.012256588471992	0.132361453016499	0.0127512552243793	0.0296220566555346	0.0452208235750539	0.000686748497259928	0.0226157720057179	0.00383507022342586	0.0112918877159548	0.000553222439646107	0.00536488364526948	0.0844502957097383	0.0322711847966703	0.0162204031369787	0.00642648705851262	0.0116731594058835	0.06842282046353	0.0425832916504151	0.00853281102713775	0.00532627889144485	0.00133255044715066	0.0371182545337763	0.0259595474275043	0.0314141900729151	0.00781700489411509	0.00722741827170221	0.00192619365492427	0.0166147989606242
3	0.0038472754095003	0.00111850759501082	0.00158047767263181	0.15617714376424	0.00856843047063025	0.0428582780999242	0.00523377167125802	0.0102928026728628	0.0270851740797795	0.00056543934931868	0.0122032211881583	0.00275581138579591	0.00497612754718947	0.000514919306715546	0.00186111467797786	0.050452376679721	0.0146611200353901	0.00564196377884674	0.00279194278614486	0.00806508523286123	0.0256092472083724	0.0316292534455922	0.00384819986960571	0.00319333990579472	0.00098927052675072	0.0126978908172555	0.00538780424727025	0.0104069824030967	0.00522766192636975	0.00179487357156879	0.00121801154805202	0.00788292702220846
4	0.00349249928679429	0.00316634568929828	0.00172390362727628	0.0545978783837626	0.00356144409874423	0.0137389467794076	0.00445700998073054	0.00701716075670292	0.0129125997854757	0.000549330853361021	0.00685707287622134	0.00213132313264552	0.00239980628366152	0.0013439535768731	0.000832550009076098	0.0266276433817877	0.00782659481617652	0.00435062982603155	0.00388062432143665	0.00455473678986115	0.0164900760151623	0.0161317632803058	0.00434882644422608	0.00116328184905247	0.000571717967618555	0.00727789410690967	0.00240047640928553	0.00380763801625391	0.0101953743626891	0.00720629750740481	0.00103967521540439	0.0012580712163209
5	0.00261582590650169	0.00752758526686434	0.00168825777374953	0.0387734876074862	0.00291485941669517	0.00558723261377209	0.00321753649194919	0.00462911818203075	0.0047353748108959	0.00126421967572097	0.00389573175085607	0.00306784560595298	0.0014280594525852	0.00163310732758524	0.000856025866606784	0.0160681314142736	0.0048919081805052	0.00292634756281332	0.000856682511901209	0.00413613650052082	0.0120599633884307	0.00577120870642481	0.00307533097514695	0.000657793843794501	0.00107465016668816	0.00453054609761619	0.00168301444299628	0.0042516925214317	0.00389024063697994	0.00343404492672139	0.000462893615707822	0.000710326430252458
6	0.00653475778253452	0.0266770352183668	0.0100200031751211	0.0203087344148065	0.00141271656882817	0.00458145783414157	0.0069495821451544	0.000500307768769174	0.00239828228508656	0.0066384555661011	0.00773567554809471	0.00728747771476868	0.00364119439705266	0.00151788267667067	0.00192033267813382	0.00642877835110739	0.00512447061447549	0.00266712436401374	0.00461281549931179	0.00237740323264903	0.0055540784960679	0.000988423143210125	0.00217615430671666	0.000152108664694928	0.00114633870394019	0.00549872244952193	0.0094946099828795	0.0176014300722101	0.00145594385411076	0.000685359379009521	0.000829581520434717	0.00361265977003006
7	0.0105091241167093	0.00396774902155191	0.00655225839402254	0.0371108645547181	0.013093109957297	0.0232448937032502	0.0178504377781264	0.0433202274767314	0.0670649200658056	0.00161888968865165	0.0308574715264502	0.0027380193179742	0.0170742594158482	0.000554033087962098	0.0135999583748256	0.0553682001009864	0.0361373133893224	0.019684375698944	0.0131447759544296	0.0172968540843926	0.0679180036863474	0.0763698789519516	0.555791041644873	0.015830014240333	0.0901720241569918	0.0537951004585504	0.00566655612503986	0.0441389317129906	0.0346502801691729	0.000439056766671045	0.00345428154244137	0.0173327849466448
8	0.00608482858926325	0.00418664275934291	0.00454075899824303	0.0331171527140072	0.00443920194676449	0.0111098089408386	0.00933695015685269	0.350381391561322	0.0535344824229796	0.000570365321720495	0.0183870493223665	0.00136002033333486	0.0114844377562633	0.00141442368534235	0.0108192356289587	0.0445720812805973	0.0219511570811315	0.0104508909399807	0.00900795673227631	0.0121354419717977	0.0337875514758808	0.0716179184671446	0.0590571580808413	0.00825477051155658	0.141467678443983	0.0269924417881752	0.0190670085179549	0.0132187820077408	0.0157174089993833	0.00814211986893355	0.00185942539204676	0.012914681776994
9	0.00795839036236465	0.0038665861175533	0.00536710350105969	0.0212824368189172	0.0121008988300193	0.00815937990945738	0.00867282571434979	0.0295016665363137	0.042216416920435	0.000708235928598879	0.0172614385987542	0.00282731284187342	0.00702443923020806	0.000629198201261459	0.0090840270458095	0.0424715647080618	0.0227454086264368	0.00987864421484987	0.00395854080734973	0.0196020589514479	0.057350754222097	0.0907840967872024	0.0359189494899845	0.00295085989703144	0.111984407369438	0.0332408916873853	0.00807404740622369	0.0175981138787237	0.0132733770297635	0.108633310277828	0.00165347642187012	0.010806302503185
10	0.0101331942525449	0.0128773906271341	0.0102611809288788	0.0266203211233731	0.016504076422957	0.0103198160595648	0.00650291936918526	0.0548829998778589	0.0253232540788123	0.00106454793233016	0.0120301815841868	0.00193455085897238	0.00489028291101325	0.00294502903697232	0.0164016735927092	0.0370838190314622	0.0191968487224843	0.00749251914751986	0.00334034943610699	0.0156535165858158	0.0807125079832895	0.0701128630390039	0.0239456401730667	0.000437200131449228	0.245939986931515	0.0336822816666323	0.00331753061255022	0.018329978173863	0.0245670271525194	0.202348721764677	0.00150749157591759	0.0066438207794206
11	0.0117934763458648	0.0346306238773958	0.0164005887606089	0.0163554697558115	0.0129713652127691	0.00433359657252155	0.0054766011993351	0.0276410165831537	0.0150467519588054	0.00186561296153566	0.00691613749338117	0.00652908915794434	0.00183663225896841	0.00319100450585356	0.0122458265172321	0.0291894984982079	0.0189555093396986	0.00335272469421353	0.00189075714273322	0.0177923106983972	0.0618416123868388	0.0426065369489983	0.0241042947089302	0.000998860773359623	0.0917716351187758	0.0397243769804256	0.00104765198654221	0.01870258959546	0.00748245786860388	0.295061802951358	0.00267634640500788	0.00417546402167637
12	0.0874409418465846	0.669097962033948	0.334726356884263	0.0171693386942153	0.0169459809560028	0.0156389765172526	0.0524000739185778	0.0221373657771847	0.0123300442623049	0.0308531203841126	0.0264912129913324	0.0785209932473172	0.00699694439730719	0.00594209719222949	0.077531107444104	0.0173890765486119	0.0358447538246957	0.0140920543621181	0.00869721032059194	0.0330579369349224	0.0971647638374142	0.0247389336388729	0.011085960512489	0.00308620878519005	0.07787712424802	0.00335512874452819	0.020938385025733	0.125409516328704	0.0235109760979995	0.262146258726956	0.0130208863433143	0.00778132972246584
13	0.0035513089588911	0.00422321281523654	0.0344504432747491	0.00801918035742951	0.00352173910712162	0.00690333235987343	0.0096406195699522	0.0171790588360896	0.00190578606974846	0.00321320613566666	0.0124778609917291	0.000404413035217886	0.00617058457738198	0.00111388708119318	0.569613470747893	0.00678648789990794	0.00379705099457039	0.00399184434066956	0.216031760678489	0.00884228875511767	0.00655165725270782	0.00162825113419167	0.00316002538817913	0.00691043925950268	0.00676244872492292	0.00083486843516728	0.0217880199328988	0.000524154643991178	0.0114984891206871	0.000521249445851738	0.00108423454338409	0.00131749768501286
14	0.00178964753482865	0.000447193210326345	0.00205813786880021	0.00393303388420458	0.00112821945725918	0.00103738975339362	0.00661947030347379	0.00513850718856781	0.00510971673824333	0.0039968604003485	0.0074935588618841	0.000462767019455606	0.00424287555614073	0.000864027255797824	0.0179705773136495	0.00361620508852347	0.00650094612618733	0.00203209955704113	0.0634731757180944	0.00664300476450392	0.00477791177355688	0.00666768285458287	0.00361259227208807	0.0081302004600723	0.000974652392144167	0.00358939791456118	0.00291511929752614	0.00417353606414763	0.00345365751883063	0.000431924703504044	0.0883369297426286	0.00601103112344727
15	0.00101340344274627	0.000222330586588546	0.000520104263038771	0.00362645566719794	0.000382677901975439	0.000734495018926708	0.0037557539954285	0.00270805931850544	0.00410970660478351	0.00249783604014101	0.00447181409819986	0.000397915931799845	0.00281148059751118	0.000126843943443769	0.00240708510020065	0.00270544083394801	0.00379102513843514	0.00164140647718242	0.0121118313508353	0.0044663468498191	0.00269025931412836	0.00713843510903632	0.00165126766067729	0.0114095081608062	0.000200910993110119	0.00461412458750868	0.00195547206752623	0.0028241820494745	0.00184868529220155	0.00104632585242723	0.0489153488622638	0.00193135482319793
16	0.0014229722717928	0.000537682332630155	0.000797308798227343	0.00683832536137276	6.66146425298401e-05	0.000399985310696694	0.00503427547288391	0.00127854121566197	0.00231481195716635	0.0064471353276444	0.00405031386708481	0.000315406050238642	0.00425481872039856	0.000568636016654319	0.000638092726606674	0.00200900808591788	0.0021536126543335	0.00073018648081841	0.016898792910444	0.00362205599896959	0.00102664021451207	0.00237506385865765	0.00663436690926258	0.0194765691751561	0.000239243763049459	0.00159604416982716	0.00187248613296935	0.00137422120336179	0.00171596002352248	0.00134640885978517	0.0230333531945339	0.000365527416292604
