hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16
1	0.0217208376618116	0.00388211441863864	0.0579776138047938	0.0110298058958883	0.0503066615718399	0.0263265139845934	0.0279299934754367	0.0458629048985224	0.103161329214271	0.00350738428601054	0.182112023784777	0.0287607698142168	0.0446346892005319	0.220492305757714	0.00996693329855209	0.0116925714285714
2	0.0145557121001187	0.00107504712587251	0.0432536420677089	0.00405744337152045	0.0408043529931112	0.0104211396863017	0.0107332671899846	0.0170173892892856	0.156843376688307	0.0149515430034663	0.0713694985997158	0.0265018926183402	0.0226136360064005	0.0242677327353289	0.00250639671969414	0.0109127619047619
3	0.00725440044089714	0.00130508820429273	0.023543834995476	0.0043952200509368	0.0268142776781283	0.00376896424190664	0.00872833013042004	0.00962774753968239	0.148205596118477	0.00730251648060212	0.0276504689917753	0.00698663960279222	0.0130222823712115	0.00890981205824256	0.00227774716966652	0.00623542857142857
4	0.00516564584336027	0.00375301522590062	0.011682634630635	0.00472795724104584	0.0145884012748309	0.0027834152709705	0.00390376819789842	0.00685522120962334	0.0511446238025621	0.00914730547635104	0.0145854257623062	0.00272623109847174	0.0214925227680691	0.00147230649124737	0.00164031198932863	0.00104304761904762
5	0.00288496918115994	0.00902085394917377	0.00740910102280048	0.00146459339894967	0.00428997722434448	0.00294305626015311	0.00316002309221232	0.00062672086889447	0.0349950076457356	0.00801574576454044	0.0157760575938864	0.00355808661754765	0.00511593874862857	0.00102782013060389	0.00161744703432586	0.0048392380952381
6	0.00760477775577579	0.0359864616575683	0.00437191867378038	0.00415221194966323	0.00249167162506666	0.00613946828679791	0.00115081608809109	0.0026911297612052	0.0239860413532754	0.00728681548721115	0.00768664906913425	0.00567416123207571	0.00259117444569144	0.000454965410403251	0.00596139083345942	0.00617028571428571
7	0.0187398623873068	0.00220345542966959	0.0540774172693921	0.0150729816223569	0.0655188297606114	0.0142567999064375	0.0114918294434828	0.0241695198853644	0.0291289027164591	0.00430829040433012	0.0541757992992646	0.0328242958043225	0.0239665953052352	0.0698254015659193	0.0094080342680063	0.0203542857142857
8	0.0120994624100371	0.00183835237746867	0.0440710564246024	0.0104204203771816	0.0480254950563747	0.0095053486530979	0.00387013248000414	0.00939225358176933	0.0285808682736585	0.0082730244186202	0.0207630620631399	0.0198699284373302	0.0363255621677528	0.0218461989866759	0.00209502635534009	0.0098792380952381
9	0.0141404910861322	0.00288589851543804	0.0468864922627739	0.0107545974213784	0.0382155041448555	0.0100031394493163	0.0109938966821149	0.0159312930090297	0.017924948990528	0.00748828565983192	0.0471939655126135	0.0172431785946748	0.0716903385424035	0.0172659809875107	0.00584646958135858	0.0136053333333333
10	0.0139385780936386	0.0119931264959162	0.0429610596760759	0.0080004837909735	0.0272639492253595	0.0111692413954277	0.0142166307332491	0.0177122313991599	0.0185781339431395	0.00845615085638814	0.087228585757385	0.025963316735193	0.145629190912263	0.013056022746524	0.0135481817290718	0.016559619047619
