hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16
1	0.00668061467643672	0.0124911130228961	0.0241707827040455	0.103655762025068	0.0468927908394162	0.00882708926505177	0.00249588665406991	0.0454511171472981	0.0289060238847932	0.00887722798861256	0.0475526358267347	0.329222100818493	0.11763683881396	0.00829617327205715	0.289773602861595	0.014515940735857
2	0.000915439692861231	0.00669100908670365	0.0203608412010809	0.159446172865212	0.0415930553971525	0.00492713138502286	0.00237907263700713	0.0322264649838724	0.0135340921797246	0.00247106397853336	0.00529199134613206	0.124620904279569	0.053994263142075	0.00967147472357465	0.0742402740221229	0.00298176543992132
3	0.0011781458847253	0.00301271263843019	0.0095876552782306	0.144099888044632	0.0235588631800353	0.00304489702557509	0.000875923702183329	0.0195040134637632	0.00898403621587085	0.00264347296817249	0.00629345766561198	0.0303338898784981	0.019588675257098	0.00625995358784183	0.0156289924027899	0.00124971750784882
4	0.00290394881158074	0.00223388828110773	0.00407071485226298	0.0496439737841146	0.0115217729227496	0.00101250044300222	0.000658599798830249	0.0100322674317591	0.00164017188533697	0.00101318398008343	0.00546768873827321	0.0127855352385361	0.0165625184417393	0.0059971788688174	0.00607029154221555	0.00164475955329399
5	0.00735946577056442	0.0026803155434798	0.00204749948915766	0.0366151620290297	0.00452189128490201	0.000479655296641094	0.000736008134842031	0.00519323779973465	0.00473886167568676	0.000728782151672083	0.00253346294799419	0.00275205510411699	0.00960930963614581	0.0141261318651317	0.00322225741750534	0.00173444443172229
6	0.0271210099100705	0.00576216927812283	0.00119630035391304	0.0199757280825693	0.00210212907425058	6.56737855275211e-06	0.00295782089922022	0.00688007728414665	0.00136109888406869	0.00485700866417325	0.00945380679299189	0.00249791804097025	0.00673952273924338	0.0209355235018428	0.00304498851977587	0.0107856051725237
7	0.0030553457417405	0.012072746056709	0.0232093116788636	0.0351530798426693	0.0554944983158726	0.0178943907546456	0.00139088265750171	0.0410476358655176	0.0178801994176376	0.0212201963102661	0.00536463291719293	0.0200474845061652	0.0619919875457801	0.466949538153524	0.00829544869313153	0.00771207535183246
8	0.00262458599144464	0.00557695405036639	0.0152710426069305	0.0339764192613144	0.0497707288456758	0.00796019529608849	0.00225226810657783	0.024555525729106	0.00526659727206841	0.0223059901646768	0.00805051974426993	0.0165543982720757	0.0362440801839896	0.0317411384629385	0.00602117722057878	0.00538404712061011
9	0.00207827437503041	0.0073771518032783	0.0104335871891485	0.0224498489280564	0.0414452773393395	0.0027910767193471	0.00135711327091657	0.0224819972766036	0.00986882978145179	0.0191692830556256	0.0105135450523641	0.0103447461014067	0.0479176764339179	0.011474496064067	0.00230747832159461	0.00256841362995608
10	0.0100531756947168	0.00703896827468696	0.01203496715487	0.0254717310406374	0.02647316790372	0.000314405852516439	0.0033892998021709	0.0198083705932521	0.0148967768825192	0.0354975074687543	0.0111126616991234	0.00594010761527423	0.0704576146520518	0.0143479546798926	0.00327475207706852	0.00905937731102925
11	0.0288598071562205	0.00920105871748374	0.010025253138488	0.0171295823495126	0.0170081454289248	0.000898961709283924	0.00479793799674532	0.0135278713269354	0.0116528136590858	0.0139298097708109	0.00402622960184573	0.0116250394600591	0.0483404278176106	0.00610183373526869	0.00314600097075352	0.0160545695903747
12	0.641232342039714	0.0668649838278227	0.00686559818428975	0.0219034884672808	0.0175008079456578	0.00342213671613678	0.026041978492239	0.0191714510346448	0.00608273421516463	0.0338298875344078	0.0143330459113242	0.0407767938237769	0.0893385420427901	0.0118476134140238	0.0415023971566983	0.379731189579441
13	0.00293220275161481	0.00376424575649092	0.00589208965636602	0.00763856340178396	0.00522112055109763	0.00704579137236971	0.00107834650085414	0.0123257728363863	0.00902246899910958	0.43438592921658	0.00562549020938845	0.0156223315500171	0.016794197138919	0.00278927970150612	0.0103274294737231	0.00843359926491114
14	0.000395770084712817	0.000755567582454304	0.00546139277487912	0.0050984164913223	0.00587152165650096	0.00860752582532867	0.00178774552019212	0.00842393947158956	0.00222558775106153	0.0179423734889352	0.00376546046689665	0.00565100073826124	0.00698391321124384	0.00333871775037539	0.0076780399130418	0.000834146716726374
15	0.000341591983360394	0.000431728816151238	0.00350061297159727	0.00442753062111388	0.00455330792032524	0.0101712127421817	0.000630055474925904	0.00453240469890538	0.000466137421951288	0.0016477311426829	0.00378644189154772	0.00176926484016328	0.00214781843971942	0.00261523410838604	0.00320843780068852	0.000367475959526443
16	0.000383489313881028	0.00162781384922067	0.00425579962568987	0.0064125191708185	0.00225234767771948	0.0225568745336644	0.000204406387281114	0.00253563205170592	0.000498195835801717	0.000730636860418487	0.00346334558337044	0.000900386148110492	0.00267596062118483	0.0145003867679847	0.00611831222511142	0.000661319784310467
17	0.00214320298665596	0.00218132920368684	0.00305595729214272	0.00652066141859388	0.00171157277860219	0.00729493759836646	7.63923516016281e-05	0.00230121918830106	0.000624283971750785	0.000939824329879918	0.00242873213923168	0.00223754873376814	0.00135527511402075	0.00395185876143241	0.0048585398172987	0.00143310679057305
18	0.0108775433919137	0.0226976334716077	0.00534241624126533	0.00781216302898382	0.00189989149058051	0.00196725528719827	0.00339215423456134	0.008061911851936	0.0030984099399864	0.00177306209967394	0.00310692583604145	0.00277871525924274	0.00881927471705126	0.0143752559494016	0.0152894672845924	0.0153633886596343
19	0.0023759616355081	0.00487281869187341	0.00812664749431865	0.0186976407607442	0.00664686490135302	0.00773412364338519	0.00367454952037432	0.0173481369160025	0.0100818270024755	0.0368795022561545	0.0457423267712312	0.00760048130235897	0.0166565553990934	0.0155890248896574	0.0391081236877578	0.00606950941991103
20	0.000515512973428659	0.00560446325763309	0.0150944664266468	0.038952518181222	0.0123162524602188	0.0372229549878382	0.00509121882980996	0.0316335440670213	0.00712570542502989	0.0142996860491097	0.24869485400587	0.0129592590415795	0.0140464545964165	0.00946102743777586	0.019710651027235	0.00170914804653008
21	0.00151889536508148	0.00569271973661997	0.00311011951946289	0.0492239785977869	0.00947126613223316	0.0317290765833846	0.001622672243647	0.0127824467122029	0.00111025967501786	0.00576581594991118	0.167261801544462	0.00636493891838193	0.00513665091921692	0.00850775811075215	0.0172468817873954	0.00226101500027458
22	0.00138723277824994	0.00723083358289642	0.004379938823346	0.0272050386008071	0.00654888949782755	0.00632734382492765	0.000328767717105043	0.00888080842728834	0.00281106580575574	0.00353029998217112	0.0814999638114503	0.0113575723193495	0.00638785544946714	0.00373003594667152	0.0185519904921036	0.00325197394540797
23	0.00308696109682199	0.00920241587675987	0.00452234993070136	0.0080988809025227	0.00378674374076576	0.00277616699506518	0.00203755673456515	0.00589550911886685	0.00455164178257965	0.00575267514113347	0.0363884902956944	0.00657103576693519	0.00521280840694171	0.00968853801701779	0.00462738435615399	0.00500623704883723
24	0.145737919151692	0.620531797269209	0.0309952233463876	0.040198834379445	0.0505110938107374	0.00776122147561186	0.0486906174347714	0.0987645794270788	0.060132629171776	0.0964703077309075	0.0168941902346984	0.020966221150661	0.0673445877553508	0.0126404877826819	0.0335908156616226	0.372264546223489
25	0.00266435987051589	0.00353392760212456	0.0108462343515405	0.00671366744019192	0.0237784691698932	0.0288188404009272	0.0859408633695215	0.0159168683338817	0.00989215064506753	0.00412412247612615	0.0122364902766524	0.0654401206423955	0.00868372645942915	0.0072086727032807	0.00454734988466088	0.00348765510408841
