hdp.1	hdp.2
1	0.0667919773190741	0.000647016534867002
2	0.0527225007610248	2.39635753654445e-05
3	0.0279108842297522	4.79271507308891e-05
4	0.0104964768605507	2.39635753654445e-05
5	0.00739476386281895	7.18907260963336e-05
6	0.00413595529849828	0.0603642463455548
7	0.0474705943818713	0.000958543014617781
8	0.0324446479675627	0
9	0.0286274761935207	0
10	0.023615805555529	7.18907260963336e-05
11	0.0181296872211762	7.18907260963336e-05
12	0.0355452874192813	7.18907260963336e-05
13	0.00413631314716932	0.0602204648933621
14	0.00286237187824748	0
15	0.00286189474668608	0
16	0.00119205356469761	2.39635753654445e-05
17	0.000954203481342725	0
18	0.00739428673125756	2.39635753654445e-05
19	0.00667668086292106	0.000167745027558112
20	0.0353893250401506	0.0599568655643422
21	0.00930197799660091	0.000335490055116223
22	0.00882496571809731	0.000311526479750779
23	0.00381687356681607	0
24	0.110215780362983	4.79271507308891e-05
25	0.0143125750885795	0
26	0.0178920160621569	4.79271507308891e-05
27	0.00548665510735937	0
28	0.00166930440898191	0
29	0.00071480272041331	2.39635753654445e-05
30	0.0324590215558497	0.630649412892404
31	0.00715595951634128	0
32	0.0245712615072204	4.79271507308891e-05
33	0.00548689367314007	0
34	0.0028627893683637	0
35	0.00477030170937153	0
36	0.00620080177187577	0.000335490055116223
37	0.00429251409208067	0
38	0.0305343921200768	0.000335490055116223
39	0.0050074957368295	0.000191708602923556
40	0.00476779676867421	0.000455307931943446
41	0.00357771137166736	4.79271507308891e-05
42	0.000952891369548891	4.79271507308891e-05
43	0.0417484152075188	0
44	0.0069181094329864	2.39635753654445e-05
45	0.00198439016383744	0.0609633357296909
46	0.000237551876129013	0
47	0	0
48	0.000712655628387038	0.000359453630481668
49	0.00644097787159245	0
50	0.00477077884093293	2.39635753654445e-05
51	0.00262344824887946	2.39635753654445e-05
52	0.000476952637058427	2.39635753654445e-05
53	0.000237551876129013	0
54	0.00763374713363215	2.39635753654445e-05
55	0.00214667453615655	0
56	0.0035778306545577	2.39635753654445e-05
57	0.000238207932025929	4.79271507308891e-05
58	0	0
59	0	0
60	0.000238386856361452	2.39635753654445e-05
61	0.000953785991226505	0
62	0.00429388584531967	0
63	0.000238565780696975	0
64	0	0
65	0	0
66	0.000238386856361452	0
67	0.00715214246385013	0.000431344356578001
68	0.0151091462303267	0.0603882099209202
69	0.00119211320614278	2.39635753654445e-05
70	0.000238565780696975	0
71	0.000476833354168078	4.79271507308891e-05
72	0.000714385230297091	2.39635753654445e-05
73	0.0181283751093824	0.000143781452192667
74	0.00357824814467392	0
75	0.0176520785282209	2.39635753654445e-05
76	0.00405549898895822	2.39635753654445e-05
77	0.0171762590786208	0
78	0.0255258824786794	7.18907260963336e-05
79	0.0327630140019028	0.0606757728253055
80	0.0207522408483781	0.000623052959501558
81	0.0126430321138169	0
82	0.00715631736501232	0
83	0.00834759559092267	0.000359453630481668
