hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19	hdp.20	hdp.21	hdp.22	hdp.23	hdp.24	hdp.25	hdp.26	hdp.27
1	0.00701669275170462	0.00254808334146414	0.0367508238728885	0.00889309640276307	0.107733010091348	0.0290972088683591	0.0222194275034569	0.000541551862419714	0.0141032992479998	0.0041571703240753	0.104128823585725	0.0557711439035247	0.0228099171508741	0.227705950959529	0.049295200359217	0.0278193174760548	0.00535469237600804	0.0114813370342032	0.00875535349756713	0.0425562056536316	0.0213574243184332	0.12923590413226	0.00104002929494551	0.374865790221208	0.0493082097972285	0.0348954448022948	0.00267731675032515
2	0.00421245103124491	0.000560509573270512	0.023728469982838	0.00265098161428463	0.178443642691779	0.0110034715652745	0.0149984118128645	0.000692360865421088	0.0060657447208073	0.00391049893383356	0.0479582657429339	0.0480149399604461	0.00848224786120494	0.124543782291765	0.0303481994664217	0.017919844390257	0.00414761851193329	0.004280534661128	0.00511489823547345	0.022178222532948	0.00850859531176493	0.0578995852548191	0.000566601928533834	0.0810108052766682	0.0313425414501799	0.00675982313313631	0.00220512997024187
3	0.00226974140744892	0.000905638433646435	0.0120584875141377	0.00149895784948903	0.159989020249631	0.0082420903834147	0.00676518625490274	0.000708404104822978	0.00165248165074946	0.00341620307324358	0.0353357183509808	0.0292794646938861	0.00332618060834483	0.041916919860274	0.00861302904437953	0.0046200432886078	0.00185574338808632	0.00246821813654052	0.00322626021484301	0.00644312260198311	0.00419776852676607	0.0253486304386643	0.000293284075011737	0.0205098556586837	0.0152994002061408	0.00339399178123824	0.00180564240620478
4	0.00257203473611212	0.00312295847376667	0.00673148747977035	0.00191040477231154	0.0552690980942038	0.00312700041860662	0.00385492665107884	0.00102341062167106	0.000849692599875614	0.00196662076322685	0.0163327201000739	0.0141272752313955	0.004057751478023	0.0119883171730487	0.00561136468768042	0.00232119878368021	0.00143568165124831	0.0032896544061897	0.00114483339129214	0.00100887386396934	0.00950815880011845	0.016508844776008	0.000490020073265704	0.0109125926065453	0.00932823217743798	0.00662574020647757	0.00120578434276944
5	0.00226548164213866	0.00869493228683124	0.00428493741000138	0.00265069526445813	0.039899910589397	0.00277335815575247	0.00214005940428169	0.00153766217455963	0.000659009909129568	0.00116618731740355	0.00451538342786978	0.0053895216302965	0.000998354117038538	0.00431741109705899	0.00389592036905787	0.00319450224230427	0.00229689699851028	0.00413001062770104	0.000625624776433308	0.00153739979123532	0.00302404826967819	0.0103804768388543	0.00111830473650845	0.00741506503375418	0.00507313158218474	0.010128714904768	0.00137575407530437
6	0.00734966446893126	0.0326054361471357	0.00619305518690794	0.0136625295891355	0.0207244958443842	0.00160297271492291	0.00174394557858879	0.000748237796289404	0.00197483736056721	0.000560943926935288	0.00164073042306044	0.0016754034598201	0.00361604164181986	0.00369645592554372	0.00147325365188747	0.00391799690249203	0.00768128673252733	0.00468537388346545	0.000143358676848956	0.0179213196652935	0.00225815661156573	0.00646433454597386	0.00609661530803629	0.0101497365364159	0.00395221827567063	0.0488361682815915	0.0168306245547074
7	0.00592622017431547	0.00133667083747883	0.0288202593253722	0.00679979504387358	0.0377263859995451	0.0118616237903258	0.022572206180964	0.000435477588219948	0.0128650828102597	0.100078480518345	0.0249446371911111	0.0698707704154489	0.0153135502925494	0.0253619094108568	0.0346056699926348	0.0157328711245063	0.00186300301009962	0.470781760175644	0.0168488183779263	0.0310493692118668	0.0345097100146159	0.0582648930952417	0.000772871178673064	0.014222704780533	0.0427995827401455	0.0211244512878678	0.00975011086928884
8	0.00347962387515379	0.0013620125401547	0.0196969356818941	0.00500839433881466	0.033380844368532	0.00374848860466256	0.0138945562213563	0.00175144440207089	0.0112165273589161	0.138533142775347	0.0228731061508591	0.0550537586181557	0.0103373079770072	0.0132814462393828	0.304844952023923	0.0100460276633404	0.00107206578562603	0.0288499722124398	0.00802591414514205	0.0111225425650282	0.0159213986776889	0.0322108529461802	0.000250917101733677	0.00522485444225033	0.0196424892746983	0.00411515456862267	0.00497492235170623
9	0.00514578878931547	0.00255540572378757	0.019194158112403	0.00524388119801826	0.0216660724636859	0.011250203311938	0.0103129124574878	0.000477315089221853	0.00845432325525573	0.137437806082239	0.0196763529941866	0.047343834634937	0.00540883718370666	0.00976625196405563	0.02537581499583	0.00860062847362888	0.00197912482231452	0.0173940905708839	0.00293456591481296	0.0117419338214959	0.012513318785358	0.0485238432356613	0.000312937870803848	0.00541751741967876	0.0207519809106342	0.00579614263691858	0.00792156840898741
10	0.00771915172708684	0.0113977232874166	0.0135592771901106	0.010465905840765	0.0273395544381011	0.0149206375465837	0.00901828394166786	0.00344787976530157	0.0164660913726906	0.22456307993705	0.00944367057190737	0.0261294738663161	0.00456890929093111	0.0129978722665491	0.0457626451621179	0.00640273138001461	0.0036725330987842	0.020776524362467	0.000425166951664712	0.00950614294611656	0.0246381270494778	0.0619467759945982	0.000516871610810728	0.0145465966296845	0.0164829316644722	0.012453167641539	0.00527150889073212
11	0.00982124530142884	0.0346150836140446	0.0118201188021679	0.0167255882863376	0.0167781005004444	0.0120000225125567	0.00680169891717154	0.00357201385155677	0.0114760024674055	0.0964652337615075	0.00215645318698463	0.017175458606641	0.00282873312132322	0.00847504276894385	0.0227164422422634	0.00354158708848514	0.00275209177049289	0.0332950268966215	0.000955053378654312	0.0121556089401046	0.00644818885895693	0.0471098142611489	0.00290958296171605	0.00711325373446166	0.011651562672247	0.0129283777415234	0.00367099207769545
12	0.0816922299452022	0.730964325519936	0.0222765200057456	0.336474922676801	0.0150551243102181	0.0135912595344834	0.00167274426326211	0.00681650056744823	0.0678284641432572	0.0674999248417538	0.0147298222921455	0.00684720780140833	0.00586198491609135	0.0800939892312038	0.0195002637204634	0.0277916713903717	0.122851260858744	0.0142186720885559	0.00258887174707919	0.101905637069452	0.014112511787364	0.0788504893178686	0.134912516621943	0.0339740915812544	0.00185915623364695	0.0404670622577395	0.0285693793050759
13	0.00460845782963199	0.000683105458331328	0.00700970422502977	0.0225381926208095	0.00802948036931089	0.00388454375505533	0.00401750129399362	0.00192567372671305	0.552611665675973	0.00307825737752669	0.00491732338260936	0.00205306674921028	0.235117267661832	0.029410264828053	0.0169739174989949	0.00471263696696791	0.000785473424839898	0.0359485949085813	0.00652898442333435	0.000902981487397938	0.0175155246429113	0.0090244653827684	0.00124890892154115	0.00355894854313064	0.0135705996904891	0.00534578131805508	0.0117069811740068
14	0.00132001172447489	0.000152437162189701	0.00719399546374262	0.00159948854340027	0.0042095569284238	0.00122638778595399	0.00378603861107538	0.0017475771772986	0.0174102788719255	0.00243213285414367	0.00701701883358287	0.00577645308489435	0.0722104937496127	0.00184656420471661	0.0048527360028963	0.00113712832364443	0.000534910001638296	0.00506812988123194	0.00847637303316737	0.00365651970468815	0.00475957623014137	0.0060023685072244	0.00219950422651362	0.00277263927741933	0.00928894359425985	0.00130213094422413	0.00927531774073756
15	0.000807457622916986	0.000109008410292345	0.00404892176104777	0.000462603541549638	0.00368304229519541	0.000588163098060139	0.00280439163669922	0.000265932327905945	0.00231689366636075	0.00108884524198922	0.00827297176017376	0.00489105135623216	0.0129187376233852	0.000602014527520865	0.00287936165252439	0.000655459255640089	0.000393168593640995	0.00140807414615734	0.0114399862165734	0.00203582849216774	0.00427553849311348	0.00337263142486866	0.00125567814498762	0.000863689705461162	0.00540764206446149	0.000263853858946506	0.0117466732747217
16	0.00130601135796281	0.000326256500392625	0.00284214279403902	0.000885887632865216	0.00705318877012723	0.000119001836247282	0.00425858481354824	0.00052536822871916	0.000509738591678414	0.000399239252959903	0.00416568585509115	0.00246588386736452	0.0182803208938385	0.000173206793356792	0.00141072965774309	0.00062422982899561	0.000251676270626994	0.00836679663042223	0.0204670809838753	0.00155243977808329	0.00286848571628345	0.00249295077046565	0.00219683921824125	0.00149207903620515	0.00562627845977702	0.00120000428093339	0.0220204811239689
17	0.00219557998086466	0.00193322365013495	0.00301420370644906	0.00177874448717298	0.00628155155288438	0.000105308620847365	0.00281137860822574	0.000232748220948974	0.000628128447066951	0.000230574092379938	0.00200825145258749	0.00108762290098754	0.0133385437621546	0.000642488228178611	0.000590257856777989	0.000230768637101486	0.000352748528850857	0.00381201219387913	0.00719035272342575	0.000639788187297584	0.00221646666160114	0.00123157660210567	0.133954163599104	0.0012540268023592	0.00478006264227618	0.00228417852663437	0.050419035177547
18	0.0262497983453201	0.0105464120097088	0.0115190440753784	0.0139560346692281	0.00704112512756881	0.000108155735426035	0.00523678492387848	0.0021362396484731	0.000570510754326895	0.000313458291090747	0.00321338681615973	0.00167363111923386	0.0397603616829417	0.00215664100269361	0.00365355948283194	0.000964062939753178	0.000926917537857131	0.00803292214866552	0.00217521963942838	0.00072766449703103	0.00329592646209516	0.00257369375455398	0.130672386025953	0.00148563613929506	0.0106032912841157	0.0128378532664767	0.283645123571756
