NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	234.177	23.519	54.302	14.634	8.439	0.977	1000000.0
2	239.112	23.316	51.929	14.091	16.761	0.977	1000000.0
3	233.511	23.524	51.105	14.586	25.09	0.976	1000000.0
4	227.62	23.365	46.852	14.207	8.433	0.978	1000000.0
5	236.74	23.334	53.103	14.106	16.762	0.979	1000000.0
6	229.808	23.593	53.566	14.318	8.431	0.977	1000000.0
7	233.002	23.642	49.634	14.473	16.764	0.976	1000000.0
8	231.003	23.22	48.039	13.983	8.468	0.978	1000000.0
9	238.262	23.055	54.098	14.376	8.422	0.977	1000000.0
10	232.393	23.208	51.651	14.173	8.429	0.978	1000000.0
11	233.198	22.922	50.941	13.659	16.762	0.979	1000000.0
12	228.569	23.479	50.24	14.843	8.428	0.976	1000000.0
13	244.583	23.145	60.209	14.121	8.424	0.978	1000000.0
14	233.852	23.736	50.206	15.114	25.09	0.975	1000000.0
15	226.397	23.532	48.614	14.551	16.764	0.977	1000000.0
16	223.977	23.508	47.638	14.635	8.454	0.978	1000000.0
17	229.334	23.61	49.49	14.797	33.438	0.975	1000000.0
18	231.025	23.171	50.627	14.135	8.427	0.978	1000000.0
19	241.28	23.327	52.304	14.206	16.76	0.979	1000000.0
20	221.092	23.664	46.109	14.608	16.755	0.977	1000000.0
21	237.506	23.191	52.506	14.169	0.097	0.978	1000000.0
22	228.739	23.748	48.876	14.555	8.435	0.976	1000000.0
23	233.459	23.024	53.227	13.802	25.087	0.981	1000000.0
24	246.521	22.888	59.581	13.738	16.763	0.979	1000000.0
25	245.735	23.62	57.669	14.432	16.755	0.976	1000000.0
26	247.041	23.293	59.968	14.246	16.766	0.976	1000000.0
27	234.645	23.165	52.439	14.042	8.422	0.978	1000000.0
28	231.067	22.981	50.589	13.92	8.432	0.978	1000000.0
29	238.35	23.005	55.302	14.061	16.757	0.979	1000000.0
30	242.262	23.222	56.238	14.1	8.438	0.978	1000000.0
31	229.146	23.372	52.678	14.211	50.091	0.979	1000000.0
32	223.712	23.128	46.854	14.121	0.097	0.98	1000000.0
33	211.088	22.854	44.172	13.668	0.099	0.98	1000000.0
34	237.688	23.077	56.451	14.094	16.754	0.979	1000000.0
35	241.68	23.497	57.378	14.432	16.767	0.976	1000000.0
36	240.615	23.216	52.688	14.274	25.093	0.978	1000000.0
37	239.013	23.447	52.627	14.118	8.432	0.979	1000000.0
38	214.094	23.172	45.479	14.004	8.431	0.978	1000000.0
39	229.567	23.412	49.555	14.852	16.773	0.976	1000000.0
40	226.661	23.35	48.573	14.189	33.424	0.977	1000000.0
41	251.544	23.175	61.554	14.255	16.771	0.977	1000000.0
42	235.878	23.069	51.812	14.233	0.114	0.977	1000000.0
43	229.347	23.096	51.538	14.036	25.084	0.978	1000000.0
44	222.808	23.515	48.092	14.291	16.763	0.979	1000000.0
45	230.455	23.486	47.691	14.298	8.454	0.978	1000000.0
46	227.854	23.225	50.202	14.204	0.1	0.978	1000000.0
47	208.594	23.086	40.945	13.984	0.098	0.979	1000000.0
48	239.923	23.199	56.737	13.96	0.099	0.981	1000000.0
49	220.329	22.61	46.908	13.69	33.425	0.979	1000000.0
50	232.327	23.157	50.842	14.338	8.436	0.977	1000000.0
51	233.535	23.377	52.418	14.371	8.472	0.979	1000000.0
52	227.405	23.057	45.934	14.026	58.423	0.978	1000000.0
53	223.413	23.001	46.561	13.826	25.084	0.98	1000000.0
54	253.618	23.486	58.341	14.526	33.429	0.977	1000000.0
55	247.27	23.854	56.679	14.556	8.432	0.977	1000000.0
56	228.395	23.22	48.053	14.139	25.088	0.979	1000000.0
57	218.102	22.799	47.807	13.713	16.76	0.98	1000000.0
58	237.328	23.536	54.247	14.254	8.49	0.977	1000000.0
59	224.985	23.586	49.813	14.508	8.428	0.976	1000000.0
60	218.715	23.062	48.917	13.894	16.763	0.977	1000000.0
61	235.89	23.2	51.153	14.059	33.413	0.977	1000000.0
62	226.682	23.678	47.806	14.483	16.763	0.976	1000000.0
63	247.439	23.406	56.214	14.45	16.763	0.976	1000000.0
64	242.852	23.321	56.168	14.512	0.106	0.977	1000000.0
65	234.06	23.398	49.535	14.475	25.088	0.977	1000000.0
66	233.895	23.438	50.751	14.156	16.765	0.979	1000000.0
67	232.179	23.562	49.798	14.477	0.104	0.974	1000000.0
68	228.847	23.512	51.819	14.417	16.751	0.977	1000000.0
69	236.525	23.446	51.422	14.446	41.749	0.977	1000000.0
70	224.235	22.775	45.865	13.696	16.776	0.98	1000000.0
71	235.157	23.052	48.715	13.769	33.421	0.979	1000000.0
72	254.745	23.465	58.809	14.448	16.759	0.976	1000000.0
73	216.501	22.938	43.023	13.736	33.423	0.98	1000000.0
74	223.089	23.275	44.998	14.372	8.435	0.976	1000000.0
75	214.828	23.296	44.677	14.306	0.104	0.977	1000000.0
76	245.222	23.652	57.025	14.654	33.497	0.976	1000000.0
77	232.469	22.994	46.182	14.138	8.428	0.977	1000000.0
78	213.697	23.531	44.519	14.704	8.501	0.976	1000000.0
79	227.137	23.386	48.048	14.244	8.425	0.976	1000000.0
80	223.568	23.294	47.2	14.255	16.759	0.977	1000000.0
81	230.647	23.247	48.484	14.308	25.095	0.978	1000000.0
82	243.361	23.368	50.349	14.264	8.443	0.975	1000000.0
83	221.139	23.289	48.046	14.179	8.421	0.979	1000000.0
84	242.174	23.578	54.684	14.634	8.427	0.976	1000000.0
85	216.681	23.484	44.505	14.422	41.759	0.978	1000000.0
86	223.918	23.491	48.553	14.368	25.119	0.975	1000000.0
