MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
3:Del:R:3	1.24E-05	1.21E-06	3.72E-05	2.01E-06	1.37E-05
3:Del:R:4	9.11E-06	6.67E-07	1.43E-05	1.91E-06	3.82E-06
3:Del:R:5	2.73E-05	8.43E-07	1.32E-05	5.00E-06	3.27E-06
4:Del:R:0	1.18E-05	2.73E-06	2.16E-04	5.06E-06	6.35E-05
4:Del:R:1	3.32E-05	1.34E-05	5.47E-04	7.82E-06	2.14E-04
4:Del:R:2	2.43E-05	3.49E-06	2.13E-04	6.60E-06	5.34E-05
4:Del:R:3	3.32E-05	1.43E-06	1.15E-04	6.69E-06	2.51E-05
4:Del:R:4	8.75E-06	1.50E-06	2.48E-05	2.17E-06	7.05E-06
4:Del:R:5	2.16E-05	1.03E-06	2.64E-05	4.59E-06	3.24E-06
5:Del:R:0	1.86E-06	7.98E-06	9.74E-04	1.31E-05	5.12E-04
5:Del:R:1	9.72E-06	3.53E-06	3.12E-04	9.08E-06	1.26E-04
5:Del:R:2	7.69E-06	1.74E-06	9.78E-05	6.90E-06	2.83E-05
5:Del:R:3	5.60E-06	3.91E-07	2.97E-05	1.79E-06	9.28E-06
5:Del:R:4	2.81E-06	5.88E-07	1.19E-05	3.27E-07	2.92E-06
5:Del:R:5	2.09E-06	6.03E-07	1.14E-05	1.57E-06	1.11E-06
2:Ins:R:0	1.88E-05	5.23E-05	1.58E-03	3.57E-04	3.44E-04
2:Ins:R:1	4.07E-06	2.03E-05	1.90E-04	7.51E-05	2.97E-05
2:Ins:R:2	8.44E-06	2.41E-05	1.39E-04	9.45E-05	3.05E-05
2:Ins:R:3	1.28E-05	1.27E-04	1.71E-05	4.95E-04	1.21E-05
2:Ins:R:4	5.51E-05	3.84E-04	1.17E-04	1.50E-03	1.36E-05
2:Ins:R:5	4.29E-04	1.52E-03	4.20E-04	4.87E-03	1.37E-05
3:Ins:R:0	8.53E-07	1.86E-05	4.50E-04	1.48E-04	1.20E-04
3:Ins:R:1	4.90E-07	1.96E-06	1.08E-04	7.56E-06	4.69E-05
3:Ins:R:2	7.29E-07	2.80E-05	2.19E-05	1.20E-04	8.00E-06
3:Ins:R:3	5.56E-07	2.21E-05	3.61E-06	1.08E-04	1.65E-06
3:Ins:R:4	2.25E-06	2.51E-05	6.68E-06	7.74E-05	1.31E-10
3:Ins:R:5	3.27E-05	1.01E-04	4.27E-05	3.06E-04	1.07E-06
4:Ins:R:0	0.00E+00	4.13E-05	1.30E-03	4.10E-04	3.35E-04
4:Ins:R:1	1.75E-06	6.94E-06	1.69E-04	4.05E-05	6.41E-05
4:Ins:R:2	1.90E-06	4.12E-05	2.98E-05	1.46E-04	6.19E-06
4:Ins:R:3	2.93E-06	1.02E-04	7.38E-06	3.66E-04	1.29E-06
4:Ins:R:4	6.74E-06	9.36E-05	1.31E-05	3.00E-04	3.53E-07
4:Ins:R:5	9.90E-06	2.50E-05	3.27E-05	8.58E-05	5.20E-06
5:Ins:R:0	0.00E+00	1.09E-04	3.77E-03	1.14E-03	9.91E-04
5:Ins:R:1	1.24E-06	2.43E-05	4.99E-04	1.07E-04	2.34E-04
5:Ins:R:2	9.19E-07	4.28E-05	3.69E-05	1.58E-04	9.52E-06
5:Ins:R:3	1.11E-06	1.67E-05	1.57E-05	5.40E-05	2.43E-06
5:Ins:R:4	1.33E-06	5.64E-06	1.56E-05	1.70E-05	3.79E-06
5:Ins:R:5	4.10E-07	1.37E-06	8.57E-06	3.97E-06	1.77E-06
2:Del:M:1	8.25E-05	1.32E-05	1.21E-03	3.08E-05	3.56E-04
3:Del:M:1	1.06E-05	1.09E-06	1.92E-04	5.33E-06	5.99E-05
3:Del:M:2	4.34E-05	9.30E-06	4.24E-04	8.66E-06	1.63E-04
4:Del:M:1	2.43E-05	3.51E-06	3.85E-04	8.90E-06	7.86E-05
4:Del:M:2	1.09E-05	6.02E-06	2.51E-04	5.19E-06	1.08E-04
4:Del:M:3	2.42E-05	1.05E-05	3.65E-04	4.06E-06	1.39E-04
5:Del:M:1	1.43E-05	6.98E-06	1.67E-03	2.81E-05	6.30E-04
5:Del:M:2	2.48E-06	5.85E-06	7.43E-04	1.53E-05	5.82E-04
5:Del:M:3	2.33E-06	5.04E-06	8.07E-04	1.22E-05	4.91E-04
5:Del:M:4	1.24E-06	2.05E-06	3.93E-04	8.70E-06	2.68E-04
5:Del:M:5	3.67E-06	3.31E-06	5.65E-04	2.23E-05	2.93E-04
