MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	2.68E-04	6.17E-05	4.86E-04	6.98E-04	4.14E-04	1.96E-03	2.29E-04
1:Del:C:1	2.76E-04	4.28E-05	5.11E-04	6.51E-04	3.57E-04	1.85E-03	1.80E-04
1:Del:C:2	1.79E-04	2.85E-05	4.19E-04	4.00E-04	9.76E-07	1.39E-03	1.19E-04
1:Del:C:3	9.40E-05	3.58E-05	2.03E-04	2.04E-04	3.88E-05	5.95E-04	7.85E-05
1:Del:C:4	5.33E-05	4.54E-05	1.06E-04	1.18E-04	3.99E-05	3.86E-04	5.83E-05
1:Del:C:5	5.15E-05	9.02E-05	6.11E-05	3.95E-05	9.16E-05	2.42E-04	8.83E-05
1:Del:T:0	1.52E-04	2.94E-05	2.72E-04	3.23E-04	3.16E-04	9.21E-04	1.80E-04
1:Del:T:1	1.03E-03	4.11E-05	1.46E-03	2.04E-05	2.18E-04	5.99E-04	8.63E-04
1:Del:T:2	1.22E-04	4.40E-05	2.47E-04	2.37E-04	2.31E-04	3.95E-04	1.53E-04
1:Del:T:3	1.67E-04	5.84E-05	3.04E-04	1.86E-04	4.84E-05	3.24E-04	1.96E-04
1:Del:T:4	1.11E-04	9.14E-05	2.24E-04	1.79E-04	1.00E-05	2.75E-04	1.53E-04
1:Del:T:5	3.50E-04	8.96E-04	6.35E-04	9.12E-04	1.77E-04	1.80E-03	8.99E-04
1:Ins:C:0	1.33E-04	3.83E-05	2.07E-04	2.29E-04	3.18E-04	7.24E-04	4.71E-05
1:Ins:C:1	5.91E-05	1.34E-05	9.36E-05	1.14E-04	1.24E-04	2.32E-04	7.55E-05
1:Ins:C:2	3.87E-05	1.57E-06	7.13E-05	6.92E-05	9.08E-05	1.47E-04	2.20E-05
1:Ins:C:3	2.73E-05	1.35E-05	5.96E-05	8.44E-05	7.99E-05	1.62E-04	4.79E-05
1:Ins:C:4	2.45E-05	2.61E-05	3.16E-05	7.84E-05	7.35E-05	1.20E-04	1.48E-05
1:Ins:C:5	7.06E-05	7.58E-05	7.52E-05	2.18E-04	1.80E-04	1.96E-04	4.79E-05
1:Ins:T:0	1.87E-04	3.46E-05	9.22E-05	2.19E-04	3.28E-04	4.47E-04	1.34E-04
1:Ins:T:1	1.52E-04	0.00E+00	2.68E-04	3.71E-04	2.31E-04	9.65E-04	1.12E-04
1:Ins:T:2	1.22E-04	3.89E-05	1.87E-04	3.01E-04	1.91E-04	8.33E-04	8.34E-05
1:Ins:T:3	8.86E-05	3.79E-05	1.53E-04	1.82E-04	1.70E-04	4.26E-04	6.27E-05
1:Ins:T:4	7.29E-05	4.14E-05	9.49E-05	1.29E-04	1.35E-04	2.03E-04	6.43E-05
1:Ins:T:5	5.91E-04	7.93E-04	7.74E-04	2.21E-03	8.33E-04	7.63E-04	3.62E-04
2:Del:R:0	8.41E-05	3.67E-05	1.89E-04	1.36E-04	7.93E-05	2.59E-04	3.11E-04
2:Del:R:1	1.04E-04	6.89E-05	1.96E-04	7.84E-05	6.79E-05	3.47E-04	1.06E-03
2:Del:R:2	5.20E-05	2.35E-05	1.01E-04	5.15E-05	4.44E-05	1.60E-04	3.52E-04
2:Del:R:3	1.32E-05	3.05E-05	2.02E-05	2.76E-05	6.45E-05	9.23E-05	1.63E-04
2:Del:R:4	0.00E+00	2.73E-05	9.10E-06	2.33E-05	3.76E-05	6.19E-05	7.08E-05
2:Del:R:5	0.00E+00	6.38E-05	3.28E-05	1.30E-04	8.57E-05	1.89E-04	7.47E-05
3:Del:R:0	5.93E-05	6.83E-06	1.12E-04	8.50E-05	1.30E-04	9.65E-05	9.50E-05
3:Del:R:1	6.15E-05	4.41E-05	1.23E-04	1.84E-04	1.55E-04	1.73E-03	9.41E-04
3:Del:R:2	1.46E-05	2.32E-05	1.90E-05	7.48E-05	4.39E-05	4.76E-04	3.11E-04
3:Del:R:3	3.53E-06	1.31E-05	2.02E-05	2.63E-05	2.24E-05	1.18E-04	1.23E-04
3:Del:R:4	9.01E-06	1.27E-05	2.21E-05	2.60E-05	2.11E-05	3.18E-05	5.40E-05
3:Del:R:5	1.21E-05	1.79E-05	2.88E-05	3.64E-05	3.02E-05	6.49E-05	5.15E-05
4:Del:R:0	5.02E-05	3.65E-06	1.02E-04	6.29E-05	1.09E-04	9.46E-05	7.60E-05
4:Del:R:1	2.13E-05	3.30E-05	7.26E-05	1.34E-04	1.07E-04	9.46E-04	4.87E-04
4:Del:R:2	5.00E-08	1.70E-05	2.23E-05	6.38E-05	6.11E-05	2.58E-04	1.55E-04
4:Del:R:3	3.23E-06	1.53E-05	2.75E-05	4.13E-05	3.91E-05	1.19E-04	8.60E-05
4:Del:R:4	1.39E-06	1.04E-05	1.58E-05	3.24E-05	2.07E-05	6.69E-05	5.30E-05
4:Del:R:5	3.20E-06	1.28E-05	7.65E-06	1.10E-05	1.59E-05	2.59E-05	4.40E-05
5:Del:R:0	5.42E-04	6.12E-07	8.11E-04	5.57E-06	7.65E-04	2.29E-04	3.16E-04
5:Del:R:1	4.34E-05	2.11E-05	1.14E-04	1.09E-04	1.22E-04	3.04E-04	1.20E-04
5:Del:R:2	0.00E+00	9.55E-06	3.54E-05	4.88E-05	4.70E-05	9.61E-05	7.04E-05
5:Del:R:3	1.15E-06	8.55E-06	7.82E-06	1.13E-05	1.97E-05	1.97E-05	3.49E-05
5:Del:R:4	2.83E-09	8.69E-06	1.60E-06	3.61E-06	1.22E-05	6.59E-06	1.71E-05
5:Del:R:5	1.41E-06	3.96E-06	4.91E-06	4.88E-06	5.67E-06	8.13E-06	1.86E-05
2:Ins:R:0	8.51E-05	3.80E-05	7.49E-05	1.63E-04	2.71E-04	2.35E-04	6.94E-05
2:Ins:R:1	5.59E-05	9.19E-07	1.03E-04	9.84E-05	1.13E-04	1.19E-04	6.39E-05
2:Ins:R:2	3.83E-05	1.40E-05	6.44E-05	7.76E-05	8.50E-05	8.23E-05	5.06E-05
2:Ins:R:3	2.51E-05	1.73E-05	1.88E-05	6.33E-05	6.71E-05	8.02E-05	1.86E-05
2:Ins:R:4	1.86E-05	3.00E-05	2.15E-05	6.63E-05	6.99E-05	6.95E-05	1.13E-05
2:Ins:R:5	4.86E-05	1.01E-04	2.08E-05	3.59E-04	2.87E-04	5.26E-05	4.54E-05
3:Ins:R:0	3.67E-05	4.02E-06	1.17E-05	5.89E-05	1.84E-04	7.47E-05	3.73E-05
3:Ins:R:1	4.65E-05	0.00E+00	9.18E-05	8.76E-05	9.71E-05	9.52E-05	6.45E-05
3:Ins:R:2	1.80E-05	3.35E-06	3.39E-05	3.55E-05	3.14E-05	2.35E-05	2.44E-05
3:Ins:R:3	3.93E-06	1.64E-06	3.17E-06	2.47E-05	1.37E-05	1.75E-05	1.53E-05
3:Ins:R:4	2.40E-06	7.04E-06	3.50E-06	1.55E-05	8.08E-07	1.90E-05	1.82E-05
3:Ins:R:5	1.45E-05	2.03E-05	2.22E-05	5.29E-05	3.12E-05	2.15E-05	2.72E-05
4:Ins:R:0	8.37E-05	1.95E-05	0.00E+00	2.20E-05	4.55E-04	1.94E-05	1.13E-06
4:Ins:R:1	5.76E-05	0.00E+00	9.03E-05	9.04E-05	1.06E-04	9.20E-05	7.69E-05
4:Ins:R:2	1.17E-05	4.13E-06	5.24E-06	3.03E-05	3.73E-05	2.11E-05	2.77E-05
4:Ins:R:3	0.00E+00	6.76E-06	9.64E-06	2.71E-05	2.74E-05	1.99E-05	1.62E-05
4:Ins:R:4	3.51E-06	1.05E-05	1.95E-05	4.00E-05	3.77E-05	1.30E-05	4.51E-06
4:Ins:R:5	0.00E+00	1.49E-05	4.47E-06	3.89E-05	3.51E-05	2.09E-05	6.85E-06
