Samples	ID83A	ID83B
SP117655	588	876
SP117556	166	620
SP117627	71	386
SP117775	361	621
SP117332	27	127
SP117712	52	475
SP117017	27	358
SP117031	201	741
SP117759	537	1005
SP117621	163	704
SP117425	167	423
SP117930	297	1353
SP99287	11	155
SP99293	35	279
SP99289	68	657
SP99297	2	21
SP99301	1083	194
SP99305	22	243
SP99309	38	454
SP99313	20	524
SP99317	0	37
SP99321	54	192
SP99325	126072	0
SP99329	28	492
SP99333	16	234
SP99337	36	404
SP99341	24	310
SP99345	2	53
SP99113	19	60
SP99185	24	409
SP99209	34	502
SP99213	103	434
SP99221	0	48
SP99225	22	175
SP99241	108	750
CPCT02020318T	142	360
CPCT02010377T	52	544
CPCT02060017T	70	607
CPCT02060166T	290	541
DRUP01080024T	44	282
CPCT02300029T	331	854
CPCT02130024T	120	470
CPCT02370015T	47	277
CPCT02080291T	65	348
CPCT02330082T	25	289
CPCT02130035T	304	680
CPCT02020667T	31	467
CPCT02190030T	109	655
CPCT02070304T	173	786
CPCT02230093T	471	644
CPCT02170024T	35	534
CPCT02050342T	133	751
CPCT02130064T	46	573
CPCT02130063T	1464	687
CPCT02080208T	48	256
CPCT02130066T	447	885
CPCT02130067T	139	826
CPCT02100172T	57	220
CPCT02130084T	55	551
CPCT02060220T	84	626
CPCT02100169T	856	1091
CPCT02080218T	403	1277
CPCT02050332T	148	482
DRUP01080031T	72052	0
CPCT02040245T	330	1180
DRUP01050048T	105739	4690
DRUP01010142T	54855	0
CPCT02080224T	65	491
CPCT02260021T	30	387
CPCT02020762T	27	403
CPCT02130116T	33	447
CPCT02050342TII	127	667
CPCT02130138T	105	588
CPCT02130139T	269	784
CPCT02230115T	204	402
CPCT02010902T	33	811
CPCT02290056T	39	932
CPCT02130152T	41	236
DRUP01170003T	2	504
DRUP01010095T	45	960
DRUP01030024T	411	630
CPCT02040292T	96	882
DRUP01050035T	1593	795
CPCT02020577T	41	578
CPCT02050263T	238	602
DRUP01010108T	2542	2873
DRUP01010109T	41	461
DRUP01010113T	79	900
CPCT02120059T	225	1589
CPCT02170010T	28	573
CPCT02030398T	170	496
CPCT02050250T	185	403
CPCT02050076TII	299	885
CPCT02050182T	41	407
CPCT02070187T	55	645
CPCT02030373T	980	1097
CPCT02020589T	77	755
CPCT02040154T	108	517
CPCT02050091T	33	251
CPCT02020406T	50	350
CPCT02020405T	135	843
CPCT02070052T	124	651
CPCT02060063T	361	1482
CPCT02230004T	102	605
CPCT02300006T	124	524
CPCT02080066T	125	248
CPCT02010492T	74	119
CPCT02020460T	14	247
DRUP01010019T	177	1033
CPCT02050133T	344	911
CPCT02050144T	1522	1757
CPCT02050286T	425	1806
CPCT02130006T	501	636
CPCT02130003T	94	312
CPCT02340039T	247	684
CPCT02230075T	191	183
CPCT02080169T	124	421
CPCT02150005T	55	378
WIDE01010522T	26	279
WIDE01010696T	26	267
