Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP107455	9.22E-01	2.99E-01	1.23E+00	6.77E-01	0.00E+00	1.10E-01	0.00E+00	4.10E-01	4.60E-01
SP107549	1.28E+00	2.93E-01	1.36E+00	4.97E-01	3.56E-01	2.76E-01	1.51E-01	2.43E-02	3.05E-01
SP78814	1.13E+00	3.45E-01	1.60E+00	1.28E+00	5.55E-01	3.05E-01	2.78E-01	8.52E-01	9.85E-01
SP107357	4.95E+00	1.37E+00	5.36E+00	3.62E+00	9.91E-01	1.62E+00	7.17E-01	1.52E+00	2.38E+00
SP78919	2.19E+00	2.82E-01	2.29E+00	9.83E-01	4.62E-01	3.49E-01	1.93E-01	5.02E-01	4.03E-01
SP107453	1.27E+00	4.20E-01	1.43E+00	8.71E-01	2.13E-01	3.63E-01	0.00E+00	6.48E-01	7.58E-01
SP78719	1.47E-01	2.13E-01	2.67E-01	2.34E-01	0.00E+00	2.08E-01	1.72E-01	5.00E-02	1.75E-01
SP78662	5.54E-01	2.70E-01	4.10E-01	3.84E-01	0.00E+00	1.11E-01	0.00E+00	4.11E-01	2.49E-01
SP107457	2.91E+00	4.23E-01	3.09E+00	1.20E+00	4.87E-01	3.98E-01	2.90E-01	7.34E-01	7.91E-01
SP107404	2.55E+00	1.22E+00	3.19E+00	2.26E+00	6.49E-01	7.96E-01	2.98E-01	7.16E-01	9.41E-01
SP78714	1.30E+00	5.55E-01	1.41E+00	9.10E-01	2.29E-01	3.27E-01	0.00E+00	4.78E-01	3.79E-01
SP107454	1.37E+00	2.78E-01	1.43E+00	7.43E-01	4.73E-02	2.68E-01	0.00E+00	3.63E-01	3.54E-01
SP107359	4.93E+00	1.31E+00	5.53E+00	3.86E+00	8.03E-01	7.24E-01	0.00E+00	1.10E+00	1.05E+00
SP78664	2.56E+00	1.81E-01	2.96E+00	1.95E+00	1.00E-02	2.25E-01	0.00E+00	5.71E-01	4.24E-01
SP78931	2.45E+00	4.63E-01	2.55E+00	1.03E+00	2.89E-01	8.82E-02	0.00E+00	7.79E-02	4.67E-01
SP78815	8.14E-01	2.66E-01	1.13E+00	8.11E-01	1.47E-01	2.70E-01	0.00E+00	4.16E-01	3.91E-01
SP107466	2.20E+00	9.25E-01	2.51E+00	1.90E+00	4.80E-01	7.93E-01	1.65E-01	1.07E+00	1.33E+00
SP78901	5.15E+00	6.78E-01	6.11E+00	2.84E+00	2.55E-01	4.23E-01	2.21E-01	2.54E-01	5.18E-01
SP107384	3.94E+00	1.26E+00	4.49E+00	2.91E+00	2.91E+00	1.37E+00	5.61E-01	2.79E+00	2.46E+00
SP107467	6.17E-01	3.75E-01	5.94E-01	4.63E-01	1.77E-01	1.14E-01	0.00E+00	5.45E-01	2.73E-01
SP78680	1.02E+00	1.79E-01	9.80E-01	2.71E-01	1.86E-01	0.00E+00	0.00E+00	3.28E-01	1.00E-02
SP78672	1.35E+00	2.35E-01	1.42E+00	4.09E-01	3.83E-01	0.00E+00	0.00E+00	3.05E-01	1.74E-01
SP107365	1.72E+00	6.02E-01	2.00E+00	1.29E+00	4.49E-01	9.03E-01	4.11E-02	1.01E+00	1.48E+00
SP78660	1.27E+00	2.62E-01	1.39E+00	5.44E-01	5.10E-01	1.29E-01	0.00E+00	2.11E-01	5.09E-01
SP78659	6.44E-01	4.52E-01	7.38E-01	4.92E-01	4.08E-01	2.95E-01	0.00E+00	5.14E-01	4.31E-01
SP107449	1.57E+00	3.86E-01	1.64E+00	8.68E-01	4.76E-01	2.58E-01	9.03E-02	8.69E-01	5.15E-01
SP78813	1.42E+00	3.59E-01	1.52E+00	1.15E+00	3.04E-01	3.67E-01	0.00E+00	6.08E-01	5.02E-01
SP78953	8.05E-01	2.43E-01	9.23E-01	4.41E-01	0.00E+00	2.54E-01	0.00E+00	2.15E-01	2.77E-01
SP78804	1.51E+00	2.09E-01	1.77E+00	7.87E-01	5.79E-01	4.55E-01	0.00E+00	7.41E-01	7.18E-01
SP107460	1.10E+00	7.49E-01	1.33E+00	9.89E-01	5.86E-01	4.21E-01	2.54E-01	6.69E-01	4.86E-01
SP107548	2.67E+00	1.01E-01	2.66E+00	1.18E+00	3.61E-01	2.95E-01	0.00E+00	5.91E-01	5.92E-01
SP78730	3.16E+00	9.37E-01	3.19E+00	1.98E+00	5.81E-01	5.26E-01	0.00E+00	6.18E-01	9.55E-01
SP78727	2.28E+00	4.79E-01	2.64E+00	1.83E+00	3.43E-01	2.40E-01	0.00E+00	5.19E-01	3.26E-01
SP78822	2.91E+00	7.95E-01	3.17E+00	2.03E+00	7.78E-01	7.52E-01	0.00E+00	1.16E+00	1.60E+00
SP78818	2.29E+00	3.91E-01	2.38E+00	8.98E-01	3.07E-01	6.92E-02	0.00E+00	4.80E-01	4.40E-01
SP78923	8.79E-01	1.82E-01	9.20E-01	4.79E-01	2.29E-01	2.97E-01	0.00E+00	2.64E-01	2.09E-01
SP107405	4.54E+00	1.09E+00	5.45E+00	3.88E+00	5.75E-01	1.08E+00	2.85E-01	1.49E+00	1.98E+00
SP107437	2.60E+00	1.52E+00	2.78E+00	1.79E+00	6.66E-01	2.95E-01	6.62E-01	8.77E-01	1.22E+00
SP78675	2.12E+00	5.48E-01	2.20E+00	1.09E+00	4.23E-01	2.48E-01	0.00E+00	5.97E-01	5.42E-01
SP107371	4.27E+00	1.37E+00	5.13E+00	2.55E+00	2.11E+00	1.03E+00	1.25E+00	1.86E+00	1.39E+00
SP107556	3.71E+00	6.10E-01	4.10E+00	1.57E+00	4.48E-01	3.82E-01	0.00E+00	9.37E-01	1.01E+00
SP78807	8.26E-01	3.73E-01	1.17E+00	9.08E-01	6.39E-01	4.67E-01	0.00E+00	5.69E-01	6.57E-01
SP78945	2.05E+00	1.47E-01	2.29E+00	1.69E+00	1.99E-01	2.59E-01	0.00E+00	4.09E-01	4.09E-01
SP107480	1.07E+00	4.05E-01	1.04E+00	5.60E-01	3.31E-01	2.79E-01	0.00E+00	6.57E-01	5.46E-01
SP107448	1.76E+00	2.45E-01	1.85E+00	1.18E+00	3.64E-01	3.41E-01	2.30E-01	5.11E-01	3.68E-01
SP107436	2.93E+00	3.66E-01	3.15E+00	2.09E+00	3.81E-01	3.43E-02	0.00E+00	6.56E-01	5.95E-01
SP79150	1.10E-01	1.52E-01	3.16E-01	2.62E-01	1.01E-01	2.32E-01	3.51E-01	2.24E-01	3.37E-01
SP107546	4.40E+00	1.09E+00	4.57E+00	2.81E+00	6.01E-02	5.17E-01	0.00E+00	5.92E-01	6.30E-01
SP107459	1.30E+00	6.65E-01	1.57E+00	1.10E+00	4.07E-01	6.87E-01	1.57E-01	6.69E-01	9.90E-01
SP78823	4.84E-01	1.23E-01	6.40E-01	4.39E-01	1.55E-01	8.09E-02	0.00E+00	1.94E-01	3.52E-01
SP78666	1.55E+00	3.36E-01	1.78E+00	5.51E-01	2.87E-01	2.90E-01	0.00E+00	5.01E-01	4.84E-01
SP78721	6.54E-01	2.74E-01	1.09E+00	7.73E-01	1.49E-01	2.69E-01	7.67E-02	5.00E-02	4.40E-01
SP78665	4.51E+00	4.40E-01	4.67E+00	2.63E+00	5.94E-01	3.46E-01	0.00E+00	3.73E-01	7.13E-01
SP78935	2.12E+00	4.66E-01	2.39E+00	1.74E+00	3.33E-01	1.84E-01	2.39E-01	5.41E-01	4.51E-01
SP107458	5.24E+00	6.76E-01	5.19E+00	2.97E+00	8.36E-01	9.88E-01	2.28E-01	8.26E-01	1.35E+00
SP79160	1.94E+00	1.98E-01	1.98E+00	8.16E-01	5.15E-01	1.82E-01	9.07E-02	5.75E-01	5.87E-01
SP107479	3.07E+00	4.16E-01	2.95E+00	1.34E+00	4.23E-01	2.81E-01	1.67E-01	2.95E-01	5.97E-01
SP107377	3.45E+00	8.19E-01	3.81E+00	1.77E+00	6.93E-01	9.59E-01	0.00E+00	9.80E-01	1.65E+00
SP78937	4.44E+00	1.04E+00	5.35E+00	2.44E+00	3.63E-01	4.10E-01	0.00E+00	1.80E+00	1.53E+00
SP107444	1.58E+00	2.43E-01	1.67E+00	8.15E-01	2.58E-01	2.16E-01	0.00E+00	6.54E-01	6.64E-01
SP79144	2.66E+00	5.45E-01	2.96E+00	1.57E+00	7.00E-01	4.68E-01	1.92E-01	1.01E+00	9.74E-01
SP107469	8.50E-01	1.11E-01	9.09E-01	5.61E-01	1.66E-01	0.00E+00	3.00E-02	2.38E-01	1.62E-01
SP107373	3.32E+00	6.62E-01	4.17E+00	3.53E+00	9.68E-01	9.10E-01	8.61E-01	1.10E+00	1.59E+00
SP107406	3.39E+00	1.20E+00	3.90E+00	3.01E+00	4.17E+00	1.66E+00	1.20E+00	4.38E+00	2.30E+00
SP107369	4.34E+00	1.42E+00	4.71E+00	2.60E+00	5.97E-01	1.03E+00	3.59E-01	1.38E+00	1.51E+00
SP107403	5.13E+00	1.79E+00	5.52E+00	2.51E+00	8.96E-01	1.10E+00	3.66E-01	1.87E+00	1.96E+00
SP107363	3.32E+00	1.21E+00	3.80E+00	2.86E+00	7.70E-01	9.32E-01	1.33E+00	9.28E-01	2.02E+00
SP78955	1.18E+00	9.13E-02	1.31E+00	7.64E-01	2.26E-01	2.06E-01	4.00E-02	2.69E-01	4.46E-01
SP78711	5.14E-02	0.00E+00	7.29E-02	8.73E-02	2.00E-02	0.00E+00	0.00E+00	5.37E-02	6.34E-02
SP78677	9.06E-01	3.81E-01	1.06E+00	5.39E-01	3.51E-01	3.41E-01	1.70E-01	2.82E-01	2.46E-01
SP78805	2.29E+00	1.20E-01	2.33E+00	1.58E+00	6.66E-01	2.27E-01	0.00E+00	6.97E-01	5.01E-01
SP107461	9.83E-01	1.86E-01	1.04E+00	4.81E-01	2.67E-01	2.88E-01	1.49E-01	3.96E-01	3.23E-01
SP107472	5.83E-01	3.74E-01	6.15E-01	3.08E-01	1.12E-01	2.97E-01	0.00E+00	4.35E-01	2.06E-01
SP107356	1.69E+00	8.49E-01	2.24E+00	1.75E+00	6.61E-01	8.58E-01	5.00E-02	1.26E+00	1.59E+00
SP78825	1.13E+00	4.41E-01	1.70E+00	1.29E+00	6.15E-01	3.89E-02	0.00E+00	6.73E-01	1.04E+00
SP107468	1.72E+00	3.47E-01	1.84E+00	9.24E-01	5.23E-01	2.10E-01	0.00E+00	4.42E-01	8.03E-01
SP78851	6.90E+00	8.69E-01	6.53E+00	3.40E+00	8.66E-01	8.63E-01	4.38E-01	1.14E+00	2.03E+00
SP78726	9.47E-01	4.98E-01	1.16E+00	9.82E-01	1.05E-01	2.40E-01	0.00E+00	9.23E-01	5.57E-01
SP107379	4.71E+00	1.84E+00	5.17E+00	2.84E+00	9.05E-01	1.34E+00	5.69E-01	1.53E+00	1.79E+00
SP107474	2.57E+00	4.52E-01	2.85E+00	1.31E+00	4.31E-01	2.23E-01	0.00E+00	7.27E-01	3.52E-01
SP107438	9.88E-01	2.91E-01	1.59E+00	1.07E+00	4.20E-01	1.73E-01	0.00E+00	6.80E-01	7.80E-01
SP107478	2.81E+00	2.97E-01	2.96E+00	1.38E+00	3.81E-01	2.65E-01	0.00E+00	6.21E-01	5.96E-01
SP78716	4.61E+00	1.33E+00	4.80E+00	2.31E+00	5.41E-01	6.22E-01	0.00E+00	1.30E+00	1.39E+00
SP78676	2.75E+00	8.00E-01	2.74E+00	1.05E+00	1.00E-02	3.67E-01	0.00E+00	7.26E-01	7.05E-01
SP107443	3.69E-01	0.00E+00	5.50E-01	3.53E-01	1.80E-01	9.30E-02	2.23E-02	3.23E-01	2.89E-01
SP107361	4.53E+00	1.47E+00	4.60E+00	2.82E+00	6.28E-01	1.49E+00	4.97E-01	1.34E+00	1.99E+00
SP107464	3.29E+00	1.06E+00	3.89E+00	2.52E+00	8.71E-01	9.86E-01	0.00E+00	6.37E-01	1.26E+00
SP78717	2.46E-01	2.97E-01	5.01E-01	4.76E-01	2.42E-01	1.41E-01	0.00E+00	2.49E-01	3.35E-01
SP78671	1.81E+00	2.70E-01	1.92E+00	9.96E-01	4.69E-01	5.16E-01	0.00E+00	4.82E-01	8.85E-01
SP78817	7.68E-01	3.39E-01	9.65E-01	4.29E-01	3.50E-01	2.76E-01	0.00E+00	3.46E-01	3.41E-01
SP107381	3.12E+00	1.22E+00	3.63E+00	2.23E+00	8.04E-01	8.10E-01	0.00E+00	1.15E+00	1.44E+00
SP107463	2.96E+00	1.17E+00	3.19E+00	1.99E+00	6.44E-01	9.61E-01	0.00E+00	9.80E-01	1.43E+00
SP107477	2.54E+00	3.98E-01	2.82E+00	1.05E+00	3.46E-01	3.90E-01	0.00E+00	6.21E-01	8.46E-01
SP78661	2.23E+00	7.51E-01	2.25E+00	1.13E+00	6.13E-01	6.59E-01	4.66E-01	7.02E-01	8.87E-01
SP78939	9.84E-01	3.71E-01	1.28E+00	1.02E+00	3.26E-01	2.21E-01	0.00E+00	4.43E-01	6.29E-01
SP78674	4.97E+00	6.98E-01	5.36E+00	2.84E+00	6.26E-01	4.52E-01	0.00E+00	8.27E-01	7.77E-01
SP107553	3.70E-01	1.77E-01	4.39E-01	3.75E-01	1.57E-01	2.73E-01	0.00E+00	1.80E-01	1.86E-01
SP107555	2.70E+00	4.87E-01	2.88E+00	1.01E+00	4.40E-01	5.11E-01	9.13E-02	7.58E-01	7.22E-01
SP107446	9.61E-01	4.17E-01	1.13E+00	7.07E-01	2.12E-01	3.33E-01	0.00E+00	4.04E-01	3.77E-01
SP78713	7.27E+00	1.18E+00	7.78E+00	3.51E+00	3.63E-01	7.34E-01	1.77E-01	1.04E+00	8.39E-01
SP78720	1.42E+00	4.39E-01	1.52E+00	7.31E-01	1.22E-01	3.22E-01	0.00E+00	6.30E-01	4.91E-01
SP78947	1.60E+00	2.96E-01	1.83E+00	5.78E-01	1.83E-01	3.43E-01	1.17E-01	4.37E-01	5.35E-01
SP78875	1.11E+00	2.27E-01	1.21E+00	5.40E-01	0.00E+00	2.52E-01	0.00E+00	3.87E-01	2.77E-01
SP107554	5.61E+00	4.93E-01	5.52E+00	2.28E+00	4.29E-01	5.64E-01	0.00E+00	1.01E+00	9.72E-01
SP107407	6.31E+00	2.00E+00	7.06E+00	2.88E+00	6.02E-01	1.08E+00	4.72E-01	1.36E+00	1.27E+00
SP78820	2.11E+00	3.08E-01	2.33E+00	1.15E+00	2.94E-01	3.81E-01	1.63E-01	6.50E-01	6.76E-01
SP78668	2.68E-01	2.35E-01	4.27E-01	3.29E-01	4.44E-01	1.17E-01	0.00E+00	3.46E-01	3.82E-01
SP107547	1.18E+00	1.28E-01	1.22E+00	6.83E-01	6.08E-02	2.24E-01	0.00E+00	3.28E-01	4.57E-01
SP79148	6.78E+00	1.36E+00	7.92E+00	4.78E+00	4.06E-01	5.70E-01	0.00E+00	5.78E-01	6.23E-01
SP107386	5.45E+00	1.16E+00	5.92E+00	3.46E+00	4.65E-01	9.89E-01	3.45E-01	8.06E-01	1.23E+00
SP78921	2.81E+00	4.51E-01	3.02E+00	1.75E+00	5.63E-01	5.88E-01	1.64E-01	4.32E-01	1.34E+00
SP107545	1.21E+00	2.59E-01	1.63E+00	1.23E+00	6.56E-01	1.71E-02	0.00E+00	8.33E-02	6.60E-01
SP107440	1.56E+00	5.28E-01	1.72E+00	8.66E-01	3.89E-01	4.81E-01	6.82E-02	4.19E-01	5.13E-01
SP79066	7.10E-01	3.84E-01	7.06E-01	4.12E-01	2.56E-01	2.42E-01	2.34E-01	5.81E-01	2.07E-01
SP107473	1.71E+00	3.55E-01	1.98E+00	9.53E-01	5.42E-01	3.57E-01	0.00E+00	5.00E-01	6.90E-01
SP107362	3.11E+00	8.73E-01	3.77E+00	1.98E+00	1.05E+00	8.17E-01	2.39E-01	9.24E-01	1.37E+00
SP78722	3.77E-01	1.78E-01	2.44E-01	1.69E-01	2.57E-01	0.00E+00	2.15E-01	1.90E-01	2.17E-01
SP78729	4.26E+00	3.26E-01	4.38E+00	1.55E+00	2.63E-01	2.38E-01	0.00E+00	3.29E-01	5.50E-01
SP107441	3.05E+00	4.12E-01	3.35E+00	2.08E+00	4.33E-01	1.18E-01	0.00E+00	8.75E-01	5.72E-01
SP78873	2.14E+00	1.60E-01	2.26E+00	1.02E+00	4.76E-01	9.15E-02	3.36E-01	2.42E-01	7.37E-01
SP47708	1.81E+00	7.00E-01	2.15E+00	2.32E+00	6.87E-01	1.64E+00	1.39E-01	1.61E+00	2.61E+00
SP47990	4.88E-01	6.01E-01	1.12E+00	1.46E+00	9.10E-01	6.60E-01	4.04E-01	9.87E-01	1.37E+00
SP48414	1.03E+00	5.88E-01	1.25E+00	1.57E+00	9.21E-01	8.82E-01	2.67E-01	1.56E+00	2.11E+00
SP48135	2.38E+00	1.24E+00	2.74E+00	2.20E+00	6.77E-01	1.89E+00	6.00E-02	1.59E+00	2.46E+00
SP47652	8.43E-01	5.73E-01	1.27E+00	1.16E+00	5.43E-01	6.79E-01	9.36E-02	9.73E-01	1.34E+00
SP48888	6.14E-01	6.13E-02	8.61E-01	6.66E-01	5.88E-02	8.09E-01	0.00E+00	5.86E-01	9.52E-01
SP48426	1.71E-01	0.00E+00	2.56E-01	3.67E-01	5.00E-02	2.45E-01	0.00E+00	5.10E-01	4.98E-01
SP48480	2.50E+00	9.28E-01	2.86E+00	2.59E+00	7.69E-01	1.96E+00	3.15E-02	1.65E+00	3.00E+00
SP48263	4.42E-01	3.15E-01	6.25E-01	4.70E-01	6.90E-01	5.25E-01	0.00E+00	7.64E-01	8.41E-01
SP47628	1.80E-01	3.03E-01	4.70E-01	7.87E-01	2.82E-01	3.69E-01	0.00E+00	1.24E+00	1.49E+00
SP47808	1.06E+00	7.13E-01	1.50E+00	1.25E+00	7.01E-01	9.89E-01	0.00E+00	1.12E+00	1.26E+00
SP48850	9.87E-01	1.31E+00	1.48E+00	2.54E+00	1.30E+00	1.10E+00	4.45E-02	2.86E+00	2.31E+00
SP48189	1.08E+00	1.80E+00	1.72E+00	1.63E+00	9.42E-01	2.00E+00	0.00E+00	1.07E+00	2.24E+00
SP48073	8.84E-01	5.63E-01	1.41E+00	1.54E+00	6.20E-01	9.59E-01	0.00E+00	9.14E-01	1.45E+00
SP48008	7.89E-01	2.15E+00	1.88E+00	1.86E+00	9.25E-01	3.24E+00	0.00E+00	1.43E+00	4.02E+00
SP48504	9.82E-01	1.39E+00	1.71E+00	1.94E+00	6.10E-01	2.58E+00	0.00E+00	6.34E-01	3.12E+00
SP48534	1.86E+00	8.23E-01	2.03E+00	1.69E+00	7.21E-01	1.69E+00	0.00E+00	1.24E+00	2.75E+00
