Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP24708	36	71	44	0	22	88	0	100	64
SP24301	59	97	103	0	41	130	4	96	111
SP27201	21	127	59	0	23	90	1	118	58
SP28791	8	24	11	22	4	17	0	67	14
SP23739	35	26	6	0	27	56	0	76	27
SP24702	116	70	17	0	31	69	0	71	109
SP25332	20	18	4	9	16	26	3	11	47
SP28335	3	37	30	0	28	36	1	84	93
SP26709	35	28	65	0	24	24	0	25	31
SP25350	0	60	51	12	9	139	3	86	83
SP25380	27	113	56	8	29	88	5	132	46
SP24565	10	16	0	0	24	69	2	66	50
SP25833	82	37	25	0	28	65	0	101	73
SP25905	4	23	12	2	34	31	1	90	11
SP26439	11	19	12	13	23	0	0	25	58
SP24236	31	137	54	0	23	114	0	200	44
SP23925	6	118	41	0	75	1453	0	64	0
SP24815	12	115	84	0	43	90	5	131	96
SP27957	53	71	0	0	32	60	0	85	74
SP27603	0	47	46	0	33	54	0	98	101
SP27825	43	104	32	0	38	88	1	97	115
SP24135	38	95	9	0	432	119	4	144	223
SP26499	5	36	44	8	20	29	0	58	49
SP25518	55	110	24	8	42	92	9	204	13
SP28659	99	122	0	0	503	180	1	200	86
SP23622	24	59	21	0	0	90	9	86	103
SP27939	13	32	41	0	18	33	0	65	114
SP23754	9	22	3	7	13	14	0	39	22
SP29697	8	52	79	0	16	54	0	47	57
SP27339	49	42	3	0	16	36	4	67	95
SP29559	0	16	76	4	562	13	6	137	0
SP29331	25	93	24	0	41	62	1	138	69
SP26475	43	67	63	0	20	35	1	77	101
SP23775	48	96	16	0	488	120	1	166	85
SP28275	16	20	39	0	31	77	0	42	63
SP28581	32	79	35	0	30	73	0	78	94
SP23639	26	74	49	0	35	96	3	101	89
SP24391	52	58	27	0	31	76	1	108	73
SP28041	93	126	0	0	21	105	0	110	82
SP25494	152	193	0	0	801	218	9	480	103
SP26649	57	51	0	0	24	112	2	46	144
SP78927	19	5	29	0	0	1	0	9	0
SP78913	6	3	20	0	11	4	0	7	0
SP107375	11	12	63	11	34	4	0	35	25
SP107408	88	51	111	0	17	22	4	27	0
SP107439	22	0	0	25	0	0	5	76	159
SP78816	24	2	10	0	2	4	0	2	0
SP78663	55	5	96	0	37	10	0	8	0
SP78709	21	6	82	0	10	6	0	2	4
SP107462	109	8	74	9	6	0	0	17	0
SP78951	19	9	52	0	1	3	1	28	0
SP107435	48	20	50	15	11	19	0	19	17
SP78679	0	54	76	16	11	26	0	36	0
SP107360	37	41	127	24	29	33	7	0	0
SP78819	0	4	13	3	1	2	0	2	10
