Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP135192	2	0.093	3.823	191.15%	1.51	106.773%	3.22591	0.045
SP135335	56	0.866	48.84	87.214%	9.756	61.702%	0.77895	0.85
SP135278	24	0.744	25.603	106.679%	5.992	81.541%	0.96148	0.715
SP135287	64279	1.0	4164.838	6.479%	1422.806	3.194%	0.00978	1.0
SP135345	283	0.917	194.033	68.563%	49.939	63.914%	0.40419	0.914
SP85122	100440	1.0	6189.443	6.162%	1528.751	2.245%	0.01103	1.0
SP84384	101638	0.999	11066.377	10.888%	4102.067	6.069%	0.01695	0.999
SP135184	7	0.095	12.816	183.086%	4.121	114.296%	2.75293	0.028
SP135226	229	0.982	106.76	46.62%	18.113	20.646%	0.26366	0.981
SP135436	1306	0.994	383.013	29.327%	103.218	17.963%	0.09821	0.994
SP135262	133	0.936	80.252	60.34%	16.261	42.896%	0.41456	0.929
SP135431	1632	0.99	682.022	41.791%	222.129	28.367%	0.12922	0.993
SP135425	840	0.988	245.027	29.17%	45.461	15.524%	0.12543	0.987
SP135222	472	0.986	209.054	44.291%	55.303	26.486%	0.18094	0.988
SP135230	310	0.992	94.237	30.399%	15.613	12.845%	0.16714	0.991
SP135205	99	0.98	48.527	49.017%	8.579	22.323%	0.34292	0.979
SP135180	5	0.078	9.41	188.2%	2.697	120.614%	3.02576	-0.002
SP135213	352	0.961	198.707	56.451%	47.612	42.798%	0.28699	0.96
SP135217	1	0.068	1.954	195.4%	1.034	103.4%	3.77224	0.034
SP135405	808	0.989	246.131	30.462%	44.296	15.057%	0.13241	0.988
SP135238	8	0.633	11.54	144.25%	4.289	135.63%	2.7254	0.621
SP135270	865	0.978	325.108	37.585%	67.782	24.452%	0.15499	0.975
SP135411	284	0.975	116.612	41.061%	24.138	22.894%	0.237	0.972
SP135188	200	0.941	117.298	58.649%	26.638	48.061%	0.29614	0.938
SP135194	367	0.992	122.88	33.482%	23.072	15.089%	0.15563	0.992
SP135186	433	0.977	176.706	40.81%	32.828	22.501%	0.20416	0.974
SP135420	777	0.986	323.522	41.637%	81.039	30.759%	0.1621	0.987
SP135258	70	0.975	44.967	64.239%	8.832	28.93%	0.45825	0.976
