Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP77443	1.65E+00	8.39E+00	3.20E+00	9.61E-01	7.81E+00	1.05E+00	2.65E-01	5.98E+00	3.56E-01
SP72118	3.81E+00	6.39E+00	2.81E+00	6.22E-01	7.12E+00	3.62E-01	7.42E-01	4.16E+00	2.41E-01
SP76891	3.44E+00	6.84E+00	3.09E+00	2.85E-01	7.86E+00	0.00E+00	8.67E-01	5.45E+00	5.74E-01
SP125732	2.17E+02	3.53E+01	3.74E+00	3.54E-01	2.32E+02	0.00E+00	3.09E-01	2.39E+01	4.92E-01
SP125716	3.00E+00	6.44E+00	2.73E+00	8.92E-01	6.99E+00	1.85E+00	3.80E+00	5.10E+00	4.97E-01
SP125746	8.98E+02	1.28E+02	1.92E+00	6.00E-02	9.17E+02	1.76E+00	2.51E+01	8.98E+01	1.94E+00
SP125797	6.19E+00	5.39E+00	2.81E+00	5.59E-01	7.79E+00	7.43E-01	2.47E+00	4.22E+00	5.02E-01
SP76057	1.60E+00	5.77E+00	3.03E+00	6.35E-01	5.98E+00	3.31E-01	7.36E-01	3.52E+00	0.00E+00
SP69565	9.93E+00	7.03E+00	4.16E+00	3.21E+00	1.21E+01	2.51E-01	8.14E-01	5.55E+00	3.50E-01
SP75202	2.12E+00	3.41E+00	3.69E+00	4.45E-01	4.07E+00	4.06E-01	9.40E-01	4.44E+00	2.89E-01
SP110736	4.57E+00	5.25E+00	2.65E+00	5.25E-01	7.43E+00	0.00E+00	7.81E-01	2.63E+00	4.59E-01
SP107774	6.01E-01	6.62E+00	2.24E+00	6.15E-01	5.87E+00	1.02E-01	5.22E-01	4.27E+00	3.90E-01
SP110779	3.16E+00	5.29E+00	3.43E+00	6.74E-01	6.38E+00	4.39E-01	8.54E-01	5.11E+00	4.84E-01
SP107805	2.86E+00	4.85E+00	2.67E+00	6.87E-01	5.09E+00	3.75E-01	4.92E-01	3.92E+00	3.27E-01
SP110789	2.93E+00	5.32E+00	4.96E+00	3.71E+00	8.45E+00	2.74E-01	0.00E+00	7.21E+00	6.00E-01
SP71846	3.81E+00	4.80E+00	3.38E+00	7.91E-01	5.95E+00	0.00E+00	5.90E-01	3.81E+00	4.37E-01
SP70122	4.82E+00	6.82E+00	1.96E+00	4.95E-01	7.78E+00	2.99E-01	5.06E-01	4.10E+00	3.25E-01
SP71404	1.30E+01	9.88E+00	4.11E+00	6.30E-01	1.53E+01	3.64E-01	1.37E+00	5.94E+00	2.84E-01
SP76955	1.49E+00	6.61E+00	2.66E+00	4.56E-01	6.95E+00	1.00E-02	7.18E-01	3.57E+00	2.21E-01
SP107781	2.08E+00	1.94E+00	2.70E+00	6.34E-01	2.71E+00	2.00E-02	6.72E-01	2.84E+00	4.17E-01
SP70202	1.36E+00	4.26E+00	2.92E+00	2.94E+00	4.33E+00	8.96E-01	3.20E-01	3.56E+00	5.21E-01
SP70677	7.85E-01	1.57E+00	2.72E+00	4.90E-01	2.18E+00	5.17E-01	8.70E-01	2.85E+00	3.79E-01
SP70082	1.19E+00	1.77E+00	2.61E+00	5.42E-01	2.03E+00	2.58E-01	6.46E-01	2.97E+00	3.44E-01
SP70288	7.94E+00	6.74E+00	3.30E+00	5.98E-01	9.96E+00	3.98E-01	9.62E-01	4.45E+00	5.57E-01
SP70266	1.19E+00	3.52E+00	3.81E+00	6.08E-01	3.97E+00	5.02E-01	8.29E-01	3.99E+00	5.75E-01
SP107956	6.66E+00	9.00E+00	3.71E+00	9.19E-01	1.16E+01	3.07E-01	1.25E+00	4.74E+00	5.06E-01
SP70956	2.76E+00	3.15E+00	2.16E+00	6.12E-01	4.07E+00	3.93E-01	3.96E-01	2.30E+00	4.31E-01
SP108017	1.70E+00	2.55E+00	2.17E+00	3.67E-01	3.38E+00	3.00E-02	6.22E-01	2.23E+00	2.22E-01
SP71536	1.70E+00	3.40E+00	1.98E+00	7.93E-01	3.80E+00	0.00E+00	5.35E-01	2.22E+00	4.31E-01
SP70756	4.03E+00	4.36E+00	3.72E+00	6.62E-01	6.18E+00	3.32E-01	9.94E-01	3.96E+00	3.95E-01
SP76675	4.82E+00	8.94E+00	4.27E+00	3.09E+00	9.96E+00	6.18E-01	4.36E-01	6.33E+00	4.76E-01
SP71480	2.99E+00	6.84E+00	3.48E+00	5.85E-01	7.55E+00	4.02E-01	1.02E+00	4.72E+00	2.79E-01
SP70313	2.01E+00	3.18E+00	3.98E+00	6.97E-01	4.05E+00	0.00E+00	1.10E+00	4.37E+00	4.10E-01
