Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP77443	44	396	198	57	0	17	0	0	6
SP72118	126	335	125	26	39	1	1	7	3
SP76891	141	251	111	0	0	0	0	31	13
SP125732	6002	403	252	0	1064	0	22	0	0
SP125716	101	346	88	40	0	71	94	12	12
SP125746	38581	5760	0	0	2276	2	745	0	93
SP125797	263	248	75	11	0	16	77	39	11
SP76057	37	290	119	21	80	6	0	20	0
SP69565	310	365	248	484	72	0	8	0	1
SP75202	61	138	148	8	0	7	6	0	4
SP110736	169	217	27	11	11	2	0	86	10
SP107774	1	391	77	21	0	1	0	46	5
SP110779	75	260	154	17	32	0	8	72	10
SP107805	80	220	137	27	0	4	4	54	6
SP110789	66	145	10	682	0	0	0	253	13
SP71846	120	254	211	23	16	0	0	0	7
SP70122	156	334	52	9	1	4	0	64	3
SP71404	433	559	194	17	0	3	0	73	2
SP76955	0	337	84	10	102	4	0	0	0
SP107781	80	80	115	21	0	3	0	17	4
SP70202	37	188	95	496	0	29	0	0	14
SP70677	17	61	74	20	0	5	6	17	10
SP70082	27	73	75	10	5	4	14	1	7
SP70288	324	343	70	15	0	8	0	57	18
SP70266	28	176	101	18	4	12	5	37	20
SP107956	198	379	106	35	0	1	0	112	12
SP70956	92	131	101	16	0	7	0	26	7
SP108017	64	109	79	4	0	0	4	26	3
SP71536	47	160	60	39	19	0	0	24	10
SP70756	131	163	121	16	0	2	0	19	11
SP76675	139	470	211	525	17	0	0	0	8
SP71480	99	330	55	15	0	4	2	61	3
SP70313	72	126	130	20	0	2	0	34	7
SP73319	45	184	71	37	15	13	0	0	3
SP107813	138	254	108	15	70	2	0	40	6
SP77339	47	285	121	19	0	0	4	0	8
SP76017	102	131	93	18	0	0	0	43	2
SP76915	81	99	160	34	88	0	0	16	9
SP71974	285	663	27	848	138	31	0	90	7
SP70178	194	407	134	32	0	0	3	39	7
SP107920	70	204	94	26	103	5	0	2	19
SP110798	32	215	89	11	55	0	3	12	0
SP107952	88	286	98	31	0	1	0	100	29
SP70465	21	163	168	18	0	4	2	25	11
SP70780	163	330	64	20	29	7	0	61	9
SP110803	28	77	160	83	0	22	0	0	11
SP107915	51	182	89	8	80	13	2	0	6
SP71132	194	436	120	11	40	0	7	17	7
SP71552	97	317	129	50	14	13	0	84	14
SP69573	47	148	66	19	8	3	0	13	5
SP75681	0	237	80	9	83	2	0	52	13
SP107874	146	444	99	26	11	0	0	85	2
SP110816	12	129	62	19	71	7	4	0	4
SP77203	830	348	8	1103	0	2	0	123	6
SP76515	56	256	133	36	56	7	9	0	13
SP110770	165	202	122	16	75	3	0	23	8
SP69812	48	97	87	10	0	0	3	19	0
SP76136	192	322	307	113	0	31	0	82	11
SP70106	0	17	0	274	220	6	13	129	8
SP108059	70	157	83	25	0	9	0	24	16
SP108020	108	237	66	56	0	5	8	46	7
SP76867	150	241	99	21	0	7	0	14	11
SP108088	102	198	118	21	0	11	8	34	2
SP71734	94	206	77	16	0	8	0	47	8
SP76001	30	107	106	15	0	6	0	0	0
SP108033	131	261	85	23	0	9	0	29	4
SP110822	132	262	77	36	0	5	0	136	7
SP69762	125	168	81	20	12	10	0	43	4
SP107945	99	274	99	34	25	1	9	45	8
SP107770	52	154	86	25	11	14	0	33	7
SP73263	161	305	56	12	0	0	0	56	14
SP77131	87	417	93	11	58	4	0	53	7
SP75322	496	496	67	27	285	11	0	374	7
SP70046	5	136	66	4	35	7	0	38	12
SP70932	72	293	123	26	0	6	0	2	2
SP71758	2	90	135	73	0	26	0	0	4
SP71228	337	338	176	38	14	7	8	116	15
SP76353	26	72	67	1	27	4	2	55	3
SP69587	30	135	26	1	0	0	0	16	0
SP69898	355	663	108	20	0	11	22	103	0
SP75977	55	142	107	7	0	2	0	28	9
SP70226	29	163	78	3	59	0	5	54	8
SP108068	97	187	112	30	35	1	0	59	12
SP107784	91	937	145	27	71	9	0	27	14
SP110824	43	198	77	5	0	4	0	43	9
SP76843	142	477	109	15	43	0	10	27	8
SP71456	129	275	164	56	0	0	0	56	19
SP108065	128	145	102	3	80	0	0	16	11
SP70860	219	239	133	32	2	2	13	9	11
SP71084	75	215	108	6	30	12	0	7	5
SP72262	35	146	87	37	0	14	0	34	18
SP69705	115	124	68	22	76	9	0	67	9
SP107786	154	431	173	123	51	29	0	57	11
SP71576	54	139	84	5	0	0	0	50	0
SP108123	59	149	79	19	0	7	5	11	22
SP74896	51	218	144	12	28	0	0	0	1
SP71950	74	336	122	16	0	0	10	33	1
SP108049	23	118	66	30	0	7	0	11	6
SP116965	44	416	335	1157	334	0	50	0	16
SP77930	14	101	68	17	13	4	7	10	2
SP125807	133	512	125	12	0	5	40	43	7
SP125696	0	128	106	26	309	10	31	0	5
