Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
SP29914	358	227	311	225	105	10	25	10	90	0	85	5	0	26
SP31046	12	21	0	81	20	12	0	0	0	1	0	13	15	11
SP31334	11	0	27	95	28	115	102	9	34	76	17	16	0	0
SP30011	13	170	3	16	290	117	35	0	16	0	23	23	0	0
SP31174	69	46	36	144	17	61	27	1	49	0	7	15	14	6
SP32662	103	118	6	149	67	67	16	3	57	6	72	19	27	29
SP31126	100	0	73	249	599	100	80	9	90	40	162	50	0	0
SP32958	17	132	10	283	2	7	19	3	13	0	39	16	6	9
SP31422	108	105	27	45	141	67	117	6	82	11	37	9	27	17
SP33496	241	284	81	160	0	39	138	8	35	0	192	4	9	7
SP34005	8	56	12	70	39	4	5	0	6	0	38	7	9	5
SP30113	21	81	3120	56	108	3	91	0	60	0	25	17	0	0
SP31030	265	227	21	224	0	23	0	4	23	1	60	22	107	5
SP33544	37	76	75	198	131	199	171	6	159	0	81	1	11	51
SP33688	0	42	9	43	50	1070	11	8	5	0	46	12	0	49
SP30907	41	66	168	0	78	101	184	0	28	37	0	16	0	18
SP30185	2	8	4	28	0	16	6	0	0	0	20	17	2	0
SP33837	7	32	25	62	18	9	0	0	19	0	32	6	26	1
SP31790	94	39	0	108	42	44	3	5	24	0	51	20	30	16
SP30143	18	55	4	102	46	9	17	0	12	0	27	22	6	6
SP30071	102	69	118	133	18	17	180	0	68	0	50	27	29	1
SP30493	1	20	0	37	23	0	11	1	12	0	41	14	26	0
SP32014	134	0	13	149	23	52	0	1	11	0	0	7	28	10
SP30332	126	66	1824	34	18	21	45	8	60	89	12	72	0	0
SP31814	36	15	25	145	4	88	9	6	7	0	22	16	0	12
SP29987	98	0	17	291	115	13	277	12	70	168	24	4	38	1
SP30083	54	13	1	117	30	20	24	1	16	13	5	6	23	14
SP32742	12	28	30	265	0	24	18	4	28	0	56	15	43	20
SP115162	2	43	9	22	13	25	4	1	35	3	12	10	17	8
SP29940	59	58	8	109	0	8	0	2	16	36	24	10	53	0
SP30843	5	31	0	60	32	0	16	2	1	0	0	6	17	0
SP32222	0	0	2	0	0	0	0	0	0	3	0	0	0	0
SP31190	55	80	28	178	64	29	152	1	89	0	14	7	0	6
SP30077	123	99	61	107	14	154	212	9	108	0	131	35	36	0
SP32694	95	53	22	193	38	34	144	4	85	61	43	18	17	11
SP33774	0	0	33	154	9	49	7	0	16	7	11	10	1	0
SP30093	145	31	22	117	6	25	14	6	14	0	0	4	54	3
SP33094	93	48	0	179	57	22	96	5	34	0	49	43	0	20
SP30803	0	106	31	1	127	50	76	7	36	0	206	0	4	0
SP30675	32	2	2089	42	0	6	80	13	5	147	36	18	0	44
SP31854	77	184	172	187	71	222	265	5	127	0	92	25	30	14
SP31606	0	85	4	139	20	9	10	2	9	11	0	0	18	12
SP30213	15	141	6	0	36	26	20	1	20	2	23	7	24	0
SP32894	8	47	7	91	43	0	3	1	0	0	16	1	15	0
SP117260	28	0	69	43	62	33	50	3	38	0	7	17	28	2
SP117124	172	14	23	152	32	32	16	1	19	0	37	25	43	0
SP117932	155	4	21	257	11	20	13	0	34	0	27	23	34	14
SP117189	7	13	6	23	20	5	3	3	0	8	6	7	8	2
SP117217	1	3	0	0	7	0	11	2	0	0	0	0	0	2
SP117779	84	4	15	53	17	64	7	3	17	0	13	13	37	5
SP117376	742	0	0	220	15	42	11	6	44	0	58	40	73	4
SP117681	30	0	2	20	3	0	0	2	6	51	17	4	7	0
SP117408	12	0	3	0	9	11	0	0	6	40	19	0	7	2
SP118015	61	83	18	48	7	20	0	3	49	0	14	17	45	5
SP117509	235	0	24	258	40	42	9	0	44	35	6	4	36	12
SP117482	152	0	32	167	11	20	0	0	47	0	54	7	9	19
SP117003	75	0	0	84	5	253	0	0	11	84	0	1	35	0
CPCT02060034T	0	39	27	0	108	7	4	35	13	51	13	1	11	12
CPCT02020356T	46	121	31	5	2	31	36	66	13	38	16	10	0	13
CPCT02050063T	18	41	25	24	199	43	46	41	74	55	84	23	0	19
CPCT02030275T	20	215	46	4	306	78	49	61	37	0	0	27	5	26
CPCT02070033T	17	83	17	63	50	10	17	29	29	25	14	4	22	5
CPCT02030294T	25	38	146	0	94	180	174	84	26	148	42	21	35	30
CPCT02070038T	31	238	31	45	0	10	59	63	20	33	15	17	0	26
CPCT02080179T	37	0	5	6	30	112	4	115	37	0	135	13	45	88
