Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP116536	19	13	15	14	0	0	0	25	14	0
SP116539	1	0	5	4	0	4	0	4	5	0
SP116542	0	3	4	2	0	0	0	17	2	2
SP116545	0	1	20	6	0	0	1	0	0	1
SP116548	2	7	5	4	0	0	0	9	9	4
SP116550	1	1	2	0	0	0	0	0	0	2
SP116553	3	13	7	1	0	1	0	10	0	0
SP116557	0	0	0	0	1	3	0	5	0	0
SP116559	1	5	11	4	0	0	0	12	6	1
SP116562	11	18	2	0	2	0	0	3	7	3
SP116564	2	4	1	11	1	6	1	8	3	9
SP116571	2	1	4	10	0	1	0	1	3	4
SP116393	0	0	0	0	0	1	1	0	0	0
SP116442	0	0	2	0	0	0	0	2	0	0
SP116446	0	1	0	2	0	0	3	3	0	1
SP116419	10	0	44	11	0	3	0	37	25	1
SP116383	159	38	25	129	4	45	0	55	23	25
SP116385	31	55	9	18	0	20	9	63	4	17
SP116440	21	28	0	18	0	6	0	79	23	4
SP116450	156	98	32	56	4	0	0	54	24	20
SP116493	1	28	19	3	0	2	4	15	6	5
SP116391	7	13	15	24	0	2	1	11	1	0
SP116401	27	12	8	2	0	0	0	4	6	7
SP116409	11	37	11	15	0	4	0	30	11	25
SP116416	2	1	10	4	0	2	5	1	3	3
SP116424	3	2	4	1	0	2	0	9	7	6
SP116515	24	0	26	10	2	12	2	6	11	1
SP116499	8	5	59	47	7	21	0	0	9	2
SP116505	3	143	28	81	3	9	0	5	2	4
SP116509	25	12	43	48	2	17	9	12	9	5
SP116437	12	6	17	3	0	0	0	12	15	0
SP116512	22	30	69	22	0	6	0	0	0	237
SP116465	0	0	0	47	0	11	0	64	0	70
SP116496	212	45	72	49	0	43	1	89	22	19
SP116525	61	16	58	41	0	3	0	58	12	5
SP116481	2	11	16	5	2	4	0	0	0	1
SP116586	7	2	27	5	0	9	2	15	5	3
SP116528	44	198	31	23	0	8	20	23	9	19
SP116589	88	72	94	55	9	49	5	0	14	9
SP116406	14	6	42	31	1	5	0	3	0	15
SP116484	0	3	20	5	3	2	0	4	1	5
SP116453	15	10	30	10	0	0	8	17	2	7
SP116469	205	24	77	14	0	34	17	3	24	34
SP116578	450	19	17	32	0	123	17	21	16	24
SP116531	2	40	22	6	0	2	0	5	9	12
SP116593	0	3	39	5	2	1	0	4	7	1
SP116487	4	8	5	1	0	6	1	0	0	5
SP116456	1	2	8	2	0	0	20	8	7	1
SP116472	22	36	23	64	3	40	9	30	4	8
SP116518	26	122	130	178	4	15	17	46	4	25
SP116412	4	21	35	31	0	0	0	0	7	5
SP116534	15	8	13	18	0	15	0	13	7	0
SP116596	112	23	108	9	0	25	20	32	47	22
SP116490	0	19	41	55	0	21	0	7	8	6
SP116459	32	30	54	37	0	8	1	19	3	17
SP116475	2	31	31	26	0	2	0	16	5	0
SP116520	30	18	105	43	0	13	0	19	17	7
SP116431	26	53	108	32	5	4	11	0	19	26
SP116582	67	107	67	62	0	41	11	24	8	6
SP116599	0	33	26	64	0	1	3	10	13	9
SP116478	0	20	88	40	2	8	5	0	0	6
SP116462	12	28	14	19	0	4	0	15	3	7
SP116523	19	45	18	31	0	4	6	3	1	0
SP116434	16	7	0	2	0	0	1	0	1	0
SP122725	43	70	42	56	1	16	0	15	5	47
SP122476	34	15	101	18	8	36	4	17	34	12
SP122372	181	0	52	0	0	2	0	0	38	14
SP122489	15	30	55	26	0	3	6	22	14	10
SP122560	34	44	36	25	1	19	18	0	0	6
SP122590	34	12	76	27	0	9	6	14	4	11
SP122714	20	14	41	9	2	9	6	38	1	8
SP121870	9	43	38	65	0	6	0	38	14	13
SP123010	42	73	23	20	1	8	0	91	0	20
SP121865	50	16	48	37	3	3	0	29	16	12
SP122676	10	142	101	47	5	23	0	0	24	19
SP122412	39	24	23	7	4	20	5	50	4	12
SP122392	81	124	122	82	4	174	0	105	16	52
SP122634	44	27	43	25	0	12	6	33	11	16
SP122702	15	29	88	25	7	11	0	24	56	21
SP121828	24	30	62	4	2	21	0	14	44	8
SP121783	78	9	92	14	1	25	0	7	6	10
SP121774	89	44	194	47	1	28	5	0	11	30
SP121790	28	13	104	27	1	20	5	17	12	4
SP121859	18	25	75	23	0	14	2	26	34	13
SP121808	25	11	14	3	3	2	0	49	22	3
SP121781	81	37	185	75	2	26	0	77	39	32
SP121763	51	14	42	9	0	17	5	17	0	6
SP121811	48	17	46	4	1	47	2	23	11	2
SP121852	57	30	71	27	4	21	22	4	18	1
SP122361	63	55	113	229	1	25	0	111	18	74
SP121837	46	6	33	9	2	14	3	23	8	10
SP121824	37	0	31	0	0	12	0	33	2	2
SP121841	18	1	42	23	0	1	0	18	9	4
SP121831	40	37	81	35	6	21	0	0	0	0
SP121761	46	67	167	27	3	20	0	18	20	16
SP121816	32	21	111	23	1	14	6	14	29	17
SP121861	6	1	1	0	0	0	7	1	0	0
SP121847	50	33	90	25	2	16	0	0	14	15
DRUP01010001T	94	60	73	37	25	50	3	79	60	77
CPCT02010424T	188	107	112	29	31	29	33	0	82	40
CPCT02010349T	26	10	21	4	8	9	10	14	19	23
CPCT02020325T	0	66	20	25	75	16	70	11	16	42
CPCT02030246T	38	39	50	35	58	25	18	67	14	16
CPCT02070010T	0	81	31	36	48	16	18	25	27	15
CPCT02010370T	52	6	71	35	28	31	30	0	0	0
CPCT02010369T	240	154	109	79	91	82	80	0	46	85
CPCT02070013T	367	87	94	98	77	55	12	43	47	15
CPCT02060018T	0	62	35	11	52	12	36	41	16	14
CPCT02060022T	29	64	23	30	49	8	0	62	36	23
CPCT02070009T	44	109	88	62	109	27	63	28	16	35
CPCT02010398T	332	30	0	73	130	28	15	0	38	45
CPCT02010408T	8	58	7	14	76	35	26	115	16	29
CPCT02030246TII	28	62	77	38	23	23	28	54	23	29
CPCT02010386T	72	170	130	108	56	16	44	0	7	12
CPCT02020309T	31	154	44	61	174	11	35	24	11	32
CPCT02080045T	598	61	116	143	35	114	35	32	73	53
CPCT02020398T	29	31	4	38	37	40	25	41	0	21
CPCT02010392T	70	6	0	9	112	0	0	37	19	11
CPCT02090003T	0	118	46	23	83	29	40	0	17	6
CPCT02060274T	38	108	27	104	44	45	61	77	33	3
CPCT02020650T	324	95	85	23	82	0	20	59	13	29
CPCT02080181T	28	60	67	25	50	8	18	46	43	38
DRUP01340015T	0	46	7	21	61	12	496	0	17	0
CPCT02070436T	201	96	60	301	151	1813	32	13	74	58
CPCT02050225TII	0	72	9	46	78	16	18	74	28	41
DRUP01070031T	0	184	20	15	55	7	38	35	16	5
CPCT02070278T	7	37	5	17	55	10	26	43	15	9
CPCT02010732T	27	131	42	44	94	45	33	42	14	28
CPCT02060181T	34	31	30	70	58	2	61	28	18	16
CPCT02080175T	81	100	58	36	89	18	31	72	20	10
CPCT02020903T	0	15	22	41	42	34	39	43	27	52
CPCT02070441T	6	109	25	41	37	16	41	20	33	25
CPCT02080181TII	31	62	65	34	33	2	236	11	37	26
CPCT02070290T	34	86	83	53	78	21	33	24	64	30
DRUP01090011T	10	108	41	1	138	29	32	27	3	16
CPCT02080297T	56	42	111	38	14	6	41	21	14	3
CPCT02010680T	23	29	42	27	79	3	20	51	20	9
CPCT02090064T	7	59	20	38	16	20	36	32	22	10
CPCT02020937T	0	119	27	35	52	1	43	37	11	14
CPCT02090065T	38	96	43	52	44	22	52	45	17	20
CPCT02060191T	376	109	67	124	76	60	36	35	18	7
CPCT02060192T	54	15	29	12	106	8	22	40	0	25
CPCT02011090T	12	26	23	11	21	3	51	0	1	35
CPCT02070463T	69	53	18	22	28	82	24	5	17	21
CPCT02011094T	0	15	9	4	20	11	18	64	6	15
CPCT02030458T	48	33	21	4	72	13	27	15	23	22
CPCT02060282T	0	36	10	12	13	4	36	9	15	11
DRUP01090012T	0	156	23	24	97	14	64	29	9	19
CPCT02090042T	35	58	27	6	56	15	34	29	17	33
CPCT02340078T	8	14	6	4	56	4	28	30	0	3
WIDE01010040T	495	40	35	54	22	68	7	74	55	42
CPCT02020683T	841	78	26	87	186	88	0	0	27	37
CPCT02020691T	148	113	99	119	150	48	59	29	38	21
DRUP01010077T	30	125	46	20	58	27	71	18	6	28
DRUP01050021T	606	353	0	1363	245	176	36	0	937	114
CPCT02080206T	6	29	21	13	59	12	17	21	4	13
CPCT02060292T	332	122	43	39	27	55	19	0	0	6
CPCT02060290T	10	14	26	16	19	10	26	29	2	14
CPCT02090044T	133	39	140	21	113	27	0	0	834	0
WIDE01010138T	80	82	26	36	76	78	78	0	9	3
CPCT02130062T	76	59	79	60	88	34	73	14	4	0
WIDE01010160T	107	130	45	121	49	22	79	28	4	6
CPCT02020706T	41	7	0	3	117	24	4	0	10	3
CPCT02070313T	21	39	8	48	68	9	44	36	2	27
WIDE01010187T	401	56	132	47	29	40	55	67	36	32
WIDE01010169T	57	293	161	187	51	47	57	10	81	56
CPCT02100161T	645	389	211	199	87	65	102	0	51	77
CPCT02070317T	0	107	42	85	55	10	38	26	22	33
WIDE01010239T	0	158	14	38	59	23	46	42	10	19
WIDE01010233T	0	173	30	177	60	39	49	47	45	16
CPCT02070322T	35	43	43	16	94	12	7	49	10	6
WIDE01010262T	336	13	67	99	44	93	0	73	59	27
WIDE01010267T	1	138	39	117	41	14	47	67	39	44
WIDE01010293T	0	2	0	0	14	4	33	17	4	3
WIDE01010167T	32	25	24	4	31	3	33	37	17	8
CPCT02060211T	42	31	131	134	156	5	18	16	35	31
DRUP01080012T	777	68	95	184	463	129	4	6	65	37
WIDE01010356T	59	39	29	31	51	141	63	74	16	10
WIDE01010374T	217	25	11	35	6	43	12	0	0	0
WIDE01010393T	436	92	321	181	54	90	55	28	62	52
CPCT02090036T	32	253	0	258	73	17	33	0	2	0
CPCT02340018TII	285	50	181	108	233	285	59	21	22	6
CPCT02340088T	28	33	10	55	60	36	20	89	26	37
WIDE01010452T	36	161	40	18	35	13	8	83	14	3
CPCT02080227T	74	92	25	23	145	27	31	28	4	17
CPCT02060230T	47	269	41	13	76	0	0	45	21	3
CPCT02020750T	15	12	20	4	49	10	20	22	10	17
CPCT02060241T	31	26	0	65	65	8	26	8	9	37
CPCT02060245T	11	36	85	79	106	14	0	40	23	3
CPCT02070319T	53	38	74	29	101	24	19	38	35	25
CPCT02010856T	50	65	16	38	47	1	9	0	15	321
CPCT02090052T	0	31	139	111	53	0	57	0	74	29
CPCT02090053T	15	18	31	66	55	13	40	18	4	27
CPCT02070357T	369	209	646	447	124	307	50	0	51	50
CPCT02090057T	41	0	45	6	34	11	13	20	4	28
CPCT02270035T	17	115	41	35	70	9	53	42	7	12
CPCT02060254T	0	81	114	168	48	13	45	28	23	23
CPCT02070365T	33	30	18	38	29	8	47	37	5	14
CPCT02060258T	10	33	13	8	45	19	34	44	5	3
CPCT02080247T	45	85	29	55	132	18	56	120	13	27
CPCT02020794T	78	142	100	53	99	47	44	0	40	362
CPCT02020790T	24	35	51	18	53	15	0	96	29	13
CPCT02060253T	24	30	38	15	44	8	68	17	19	24
CPCT02020775T	16	49	16	35	41	0	32	92	9	10
CPCT02030513T	38	101	94	17	109	48	39	21	8	50
CPCT02380051T	12	18	9	41	54	11	41	17	9	10
CPCT02080248T	52	47	14	68	90	9	22	12	16	18
CPCT02070371T	146	0	22	77	72	25	13	11	27	2
CPCT02070366T	28	23	31	13	70	20	22	3	23	13
CPCT02050392T	76	31	21	35	101	3	9	54	11	19
CPCT02130147T	682	307	25	105	61	130	31	0	45	17
CPCT02020812T	0	75	21	44	46	26	35	0	15	14
CPCT02020820T	61	62	4	17	98	65	44	38	15	9
DRUP01090014T	22	204	77	180	78	16	63	0	39	16
CPCT02060240T	99	143	38	51	77	16	53	29	29	34
DRUP01060024T	332	366	27	82	75	119	78	0	19	4
CPCT02020848T	40	0	33	0	50	25	28	13	50	36
CPCT02010648T	64	1	48	61	69	111	41	46	23	17
CPCT02060130T	63	52	7	47	59	28	34	71	22	46
CPCT02010649T	20	280	24	33	141	3	33	0	0	46
CPCT02060127T	0	131	56	32	70	13	28	33	16	16
CPCT02340106T	30	62	54	14	92	36	64	10	17	21
CPCT02150034T	153	227	119	128	52	33	37	67	54	12
CPCT02030415T	322	35	385	76	320	70	143	0	354	0
CPCT02060235T	28	46	14	8	23	7	71	35	10	25
CPCT02010625T	35	157	22	10	86	0	23	14	26	17
CPCT02060275T	11	72	26	85	61	10	53	0	11	20
CPCT02340026T	5	13	41	39	89	12	24	63	28	18
CPCT02090063T	98	70	5	27	15	6	19	50	11	5
CPCT02010549T	53	25	75	47	196	12	8	0	15	3
CPCT02060066T	46	29	17	18	29	16	28	12	17	23
CPCT02020450T	10	34	30	1	15	16	4	13	4	15
CPCT02010406TII	50	2	18	23	27	11	1	69	30	5
CPCT02050167T	33	61	37	43	27	13	13	8	29	36
CPCT02110036T	37	7	36	17	59	13	21	17	17	20
CPCT02010599T	2	37	19	69	40	23	18	57	7	15
CPCT02010595T	16	48	1	48	12	8	13	55	7	16
CPCT02100091T	490	49	247	20	55	304	71	162	181	83
CPCT02060104T	18	0	5	1	19	7	10	44	7	1
CPCT02010600T	18	149	19	24	52	16	66	53	8	30
CPCT02110040T	0	256	328	146	189	64	151	0	65	62
CPCT02340018T	311	44	145	113	159	371	41	0	20	8
