MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	2.74E-04	1.93E-03	9.48E-04	2.13E-03	3.56E-03	7.27E-03	1.57E-03	3.67E-03	4.95E-03	2.13E-03	6.30E-03	3.09E-03	2.03E-03
1:Del:C:1	3.59E-04	1.43E-03	7.90E-04	8.07E-04	2.10E-03	3.39E-03	6.14E-04	1.24E-03	2.34E-03	1.26E-03	3.16E-03	2.97E-03	1.02E-03
1:Del:C:2	3.62E-04	8.87E-04	3.33E-04	1.05E-05	1.26E-03	2.56E-03	4.64E-04	7.00E-04	1.74E-03	8.39E-04	1.96E-03	1.23E-03	8.71E-04
1:Del:C:3	2.86E-04	4.66E-04	2.59E-04	2.70E-04	7.36E-04	1.25E-03	4.07E-04	5.86E-04	1.07E-03	2.32E-04	1.62E-03	8.44E-04	6.98E-04
1:Del:C:4	1.42E-04	2.31E-04	1.35E-04	3.38E-04	6.85E-04	1.19E-03	1.76E-04	5.77E-04	7.25E-04	4.90E-04	1.15E-03	5.27E-04	1.10E-04
1:Del:C:5	7.39E-05	1.35E-04	3.10E-04	4.46E-04	5.31E-04	1.34E-03	1.44E-04	9.78E-04	7.05E-04	1.83E-04	1.00E-03	4.60E-04	4.33E-04
1:Del:T:0	8.15E-04	2.10E-03	7.31E-04	1.17E-03	2.94E-03	6.72E-03	6.28E-04	2.25E-03	2.87E-03	7.27E-04	3.98E-03	2.78E-03	1.07E-03
1:Del:T:1	3.40E-05	1.96E-03	1.81E-05	1.61E-04	9.74E-04	2.68E-03	2.33E-04	6.22E-03	6.67E-04	9.01E-04	1.02E-03	1.51E-03	3.20E-04
1:Del:T:2	3.52E-04	1.44E-03	3.82E-04	7.77E-04	2.41E-03	3.64E-03	7.28E-04	1.71E-03	2.53E-03	7.30E-04	2.26E-03	1.68E-03	8.34E-04
1:Del:T:3	4.19E-04	9.03E-04	4.65E-04	1.31E-03	3.36E-03	3.95E-03	8.65E-04	1.83E-03	2.58E-03	1.48E-03	2.76E-03	1.73E-03	6.55E-04
1:Del:T:4	4.75E-04	6.26E-04	1.53E-04	1.23E-03	1.98E-03	2.92E-03	6.06E-04	1.14E-03	2.32E-03	1.00E-03	3.92E-03	2.03E-03	7.14E-04
1:Del:T:5	1.67E-03	1.61E-03	5.17E-04	9.12E-03	2.94E-03	3.28E-03	2.02E-03	2.11E-03	2.58E-03	3.63E-03	4.59E-03	3.02E-03	1.01E-03
1:Ins:C:0	8.41E-47	1.95E-04	1.63E-04	3.11E-04	8.53E-05	9.21E-04	3.12E-04	1.53E-03	5.28E-04	1.06E-04	5.83E-04	5.52E-04	4.84E-03
1:Ins:C:1	1.52E-04	2.14E-04	1.80E-04	2.24E-04	3.23E-04	2.64E-04	1.45E-04	3.15E-04	1.07E-03	3.07E-04	9.87E-04	5.58E-04	1.52E-03
