MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	0.016801349138841033	0.01717482068343088	0.01220557721273508	0.006383132173796185	0.021363665159442463	0.04615658088121563	0.05152262558112852	0.0713529959396692	0.029955747286294354	0.12755839130841196	0.03218007116112858	0.0652495900093345	0.05840017562266439	0.06502768551581539	0.13094801558181643	0.014963527424260974	0.08484354808368608	0.040732806582236665
1:Del:C:1	0.008040359586593694	0.011584481173467793	0.01054813905822357	0.007842399340588599	0.01520475815326961	0.04432924102060497	0.052305838076881626	0.026820269556537255	0.028041069659911953	0.02121681850052937	0.13105894201784396	0.017987446819656725	0.021612139661065156	0.18391029223613486	0.05461257622324325	0.007506835809767836	0.004334998839599962	0.018585508384830973
1:Del:C:2	0.004584752779212522	0.004344407652624795	0.002094481281583285	0.012010350685524146	0.009939220110385918	0.020627370405363762	0.020988696339665013	0.029731185612895387	0.02540998470329214	0.01676744197312473	0.07944557322189212	0.0436006592198828	0.024163624340510524	0.02152979786621927	0.026143743255061053	0.011473104750189122	0.00811621085055549	0.0268986994817854
1:Del:C:3	0.003696863785166897	0.0027714088562106553	0.0036308166735079792	0.0035564670273402045	0.0067556067238956526	0.017103057621666834	0.0076491946073952025	0.009347068979638494	0.013168741569302825	0.010935194745708827	0.02242849112426768	0.012311876057708844	0.0013767716306722377	0.006934404647458905	0.01064885111992055	0.0058647666670579215	0.00168077415833519	0.02018638722563651
1:Del:C:4	0.0017166464371348412	0.0008295768009833182	0.0007899705662265433	0.0012660703347401635	0.003464330048927877	0.014710801338584361	0.00415403133970754	0.004823323116350764	0.009057289499643843	0.0019459637944965636	0.009764381335746464	0.007743368016224821	0.0025465050448224245	0.013517451744730522	0.012903348167332069	0.0023439463284788786	0.001830285129064606	0.010423646536416413
1:Del:C:5	0.01335063602529317	0.010453903777088271	0.005487590266056941	0.005625588929061678	0.009295732728865573	0.004319027707857685	0.0019978675259170586	0.0019166476569466794	0.009587126075365405	0.005340175983251356	0.0036555077113632705	0.00486151189447206	0.0013639855832116154	0.0007667455278917146	0.0034670906016890514	0.004192008127638758	0.007490733579418247	0.0103579136235507
1:Del:T:0	0.01230795865994878	0.01311519839335233	0.007029077195966238	0.023506235991590074	0.015237476261181654	0.01646221949324172	0.033314131442457436	0.08780555512534192	0.01271527881763177	0.053709545955061916	0.01885613193269819	0.07223415507280151	0.18369426794350147	0.02358916555705946	0.042274909290332514	0.026570781954610538	0.00398326175283728	0.04640475818614505
1:Del:T:1	0.00815795569092188	0.006343797456938773	0.0029338722825104926	0.01766845380421728	0.00904145100619644	0.025607116676401347	0.0497545049459768	0.04469885213913699	0.02215316080953926	0.047609002178896846	0.021407152280137325	0.045727344117599385	0.052652880158275364	0.010227148848930483	0.0394126190057068	0.02104392139357515	0.005284258552678694	0.03424239057508203
1:Del:T:2	0.010258689184270224	0.010233228222941761	0.006976388586660959	0.010716806813984476	0.013339766828121356	0.013303063954226672	0.01784875062177889	0.01804456707866393	0.011530109235776536	0.11654951980337501	0.04662536417017691	0.02423070934549287	0.016784101713257088	0.020003251932548663	0.0159379270063323	0.012129786173327375	0.025838474213605238	0.022981091891415416
1:Del:T:3	0.013773306740476983	0.014344596849405207	0.0005743549086037092	0.006949896222085954	0.008138879505568184	0.012941705724203985	0.016491670893183253	0.03127011300277445	0.013290667389221654	0.027678833084812594	0.02201517936133314	0.023015513418940828	0.018938294009875564	0.04457222875442312	0.05434557996819422	0.00855885992597905	0.03790959377646686	0.016482934618834405
