Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
SP18310	1:Del:C:0	0.6970303655887468	0.3029696344112532	0.0	0.0	0.0
SP18310	1:Del:C:1	0.0005162107107972371	0.9994837892892029	0.0	0.0	0.0
SP18310	1:Del:C:2	0.7478896963871904	0.2521103036128097	0.0	0.0	0.0
SP18310	1:Del:C:3	0.9379695818093752	0.06203041819062479	0.0	0.0	0.0
SP18310	1:Del:C:4	0.9893218382683467	0.01067816173165329	0.0	0.0	0.0
SP18310	1:Del:C:5	0.9910197502373259	0.008980249762673998	0.0	0.0	0.0
SP18310	1:Del:T:0	0.8253836520660096	0.17461634793399036	0.0	0.0	0.0
SP18310	1:Del:T:1	0.6012625147403313	0.39873748525966873	0.0	0.0	0.0
SP18310	1:Del:T:2	0.3415134563930093	0.6584865436069907	0.0	0.0	0.0
SP18310	1:Del:T:3	0.7756295517375755	0.22437044826242442	0.0	0.0	0.0
SP18310	1:Del:T:4	0.9204822039305515	0.07951779606944863	0.0	0.0	0.0
SP18310	1:Del:T:5	0.9726591948824013	0.02734080511759869	0.0	0.0	0.0
SP18310	1:Ins:C:0	0.4441941258214554	0.5558058741785447	0.0	0.0	0.0
SP18310	1:Ins:C:1	0.5140190168790825	0.4859809831209175	0.0	0.0	0.0
SP18310	1:Ins:C:2	0.5271940966128534	0.47280590338714656	0.0	0.0	0.0
SP18310	1:Ins:C:3	0.8046849844986196	0.19531501550138047	0.0	0.0	0.0
SP18310	1:Ins:C:4	0.933562716869625	0.06643728313037503	0.0	0.0	0.0
SP18310	1:Ins:C:5	0.8784007130504798	0.12159928694952014	0.0	0.0	0.0
SP18310	1:Ins:T:0	0.41115171114575066	0.5888482888542493	0.0	0.0	0.0
SP18310	1:Ins:T:1	0.00014139795914703542	0.999858602040853	0.0	0.0	0.0
SP18310	1:Ins:T:2	0.820140363139675	0.17985963686032508	0.0	0.0	0.0
SP18310	1:Ins:T:3	0.4378906792578784	0.5621093207421217	0.0	0.0	0.0
SP18310	1:Ins:T:4	0.3098576905370804	0.6901423094629195	0.0	0.0	0.0
SP18310	1:Ins:T:5	0.4333244634609988	0.5666755365390012	0.0	0.0	0.0
SP18310	2:Del:R:0	0.997507479202868	0.002492520797132059	0.0	0.0	0.0
SP18310	2:Del:R:1	0.9346767326275729	0.0653232673724272	0.0	0.0	0.0
SP18310	2:Del:R:2	0.9624531101547708	0.03754688984522926	0.0	0.0	0.0
