MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	1.47E-03	3.22E-04	2.34E-03	9.16E-04	2.13E-03	5.98E-03	1.29E-03	3.14E-03	2.14E-03	1.99E-03	5.29E-03
1:Del:C:1	9.09E-04	4.40E-04	1.22E-03	7.21E-04	8.43E-04	3.52E-03	5.34E-04	1.31E-03	1.52E-03	1.31E-03	2.66E-03
1:Del:C:2	5.61E-04	3.50E-04	8.07E-04	3.56E-04	1.75E-05	2.21E-03	3.78E-04	6.46E-04	7.82E-04	7.75E-04	1.23E-03
1:Del:C:3	3.32E-04	2.67E-04	5.32E-04	2.64E-04	2.52E-04	1.29E-03	3.24E-04	5.00E-04	2.31E-04	6.37E-04	9.84E-04
1:Del:C:4	2.41E-04	1.58E-04	5.38E-04	1.51E-04	3.19E-04	1.18E-03	2.03E-04	5.45E-04	4.64E-04	2.21E-04	6.80E-04
1:Del:C:5	1.50E-04	8.60E-05	5.15E-04	2.69E-04	3.87E-04	1.05E-03	1.37E-04	8.94E-04	2.24E-04	6.57E-04	5.31E-04
1:Del:T:0	1.16E-03	7.31E-04	2.19E-03	6.65E-04	9.62E-04	5.31E-03	5.55E-04	1.80E-03	9.10E-04	1.36E-03	2.41E-03
1:Del:T:1	1.15E-03	2.05E-05	8.93E-04	9.13E-05	2.15E-04	1.37E-03	1.47E-05	4.94E-03	7.49E-04	6.39E-04	1.13E-03
1:Del:T:2	8.14E-04	3.65E-04	1.28E-03	4.16E-04	6.82E-04	3.19E-03	6.08E-04	1.32E-03	7.97E-04	8.90E-04	2.17E-03
1:Del:T:3	7.33E-04	3.72E-04	1.55E-03	4.34E-04	1.19E-03	2.45E-03	7.25E-04	1.52E-03	1.15E-03	7.25E-04	1.84E-03
1:Del:T:4	4.18E-04	3.87E-04	1.32E-03	1.36E-04	9.52E-04	2.51E-03	5.82E-04	1.04E-03	9.94E-04	5.23E-04	2.55E-03
1:Del:T:5	1.15E-03	1.44E-03	3.27E-03	4.63E-04	6.66E-03	2.71E-03	1.70E-03	2.52E-03	3.27E-03	9.80E-04	1.11E-03
1:Ins:C:0	1.83E-04	2.00E-06	5.82E-05	2.11E-04	2.96E-04	9.02E-04	3.36E-04	1.52E-03	1.06E-04	4.53E-03	4.61E-04
1:Ins:C:1	1.55E-04	1.54E-04	2.26E-04	1.82E-04	1.99E-04	6.14E-04	1.40E-04	3.31E-04	2.81E-04	1.28E-03	4.86E-04
1:Ins:C:2	1.80E-04	3.13E-05	1.74E-04	1.65E-04	0.00E+00	8.02E-04	1.39E-04	2.53E-04	1.08E-04	7.97E-04	5.35E-04
1:Ins:C:3	1.03E-04	1.48E-04	4.01E-05	1.85E-04	5.90E-05	6.35E-04	5.72E-05	1.08E-04	3.86E-04	6.35E-04	4.55E-04
1:Ins:C:4	8.78E-05	8.80E-05	1.16E-04	9.38E-05	1.70E-04	1.02E-03	1.37E-05	2.64E-06	2.00E-04	8.05E-04	5.81E-04
1:Ins:C:5	1.67E-04	4.41E-04	3.95E-04	1.61E-04	4.19E-04	2.15E-03	6.58E-05	3.81E-05	2.78E-04	1.20E-03	1.05E-03
