MutationType	ID83A	ID83B	ID83C	ID83D
2:Ins:R:3	1.40E-05	2.97E-05	1.73E-05	8.10E-05
2:Ins:R:4	1.34E-05	3.20E-05	4.13E-05	9.86E-05
2:Ins:R:5	3.19E-05	1.34E-04	2.07E-04	7.80E-04
3:Ins:R:0	4.00E-05	3.09E-04	1.15E-05	6.24E-04
3:Ins:R:1	2.10E-05	4.58E-05	6.40E-06	1.32E-04
3:Ins:R:2	8.40E-06	1.66E-05	6.83E-06	2.25E-05
3:Ins:R:3	2.54E-06	8.13E-06	5.45E-06	1.54E-05
3:Ins:R:4	2.32E-06	8.05E-06	7.13E-06	1.79E-05
3:Ins:R:5	8.85E-06	4.46E-05	2.49E-05	2.50E-05
4:Ins:R:0	2.25E-04	8.70E-04	2.56E-05	2.07E-03
4:Ins:R:1	2.33E-05	6.49E-05	4.57E-06	1.61E-04
4:Ins:R:2	8.43E-06	3.02E-05	5.03E-06	5.18E-05
4:Ins:R:3	3.18E-07	1.32E-05	5.49E-06	2.78E-05
4:Ins:R:4	5.33E-06	1.86E-05	8.94E-06	4.44E-05
4:Ins:R:5	7.37E-09	1.51E-05	1.60E-05	4.02E-05
5:Ins:R:0	1.05E-04	4.29E-03	1.44E-05	7.87E-03
5:Ins:R:1	5.71E-05	1.13E-04	2.42E-05	3.37E-04
5:Ins:R:2	8.01E-06	2.84E-05	3.66E-06	5.13E-05
5:Ins:R:3	6.17E-06	1.32E-05	2.91E-06	2.42E-05
5:Ins:R:4	3.51E-06	7.16E-06	4.24E-06	7.40E-06
5:Ins:R:5	3.53E-06	6.62E-06	1.82E-06	1.05E-05
2:Del:M:1	1.52E-04	8.95E-05	1.43E-03	4.54E-03
3:Del:M:1	2.29E-05	4.09E-05	1.71E-05	8.45E-05
3:Del:M:2	3.90E-05	8.65E-05	3.19E-04	1.00E-03
4:Del:M:1	2.50E-05	9.31E-05	2.54E-05	1.09E-04
4:Del:M:2	2.49E-05	4.85E-05	1.04E-04	3.27E-04
4:Del:M:3	2.56E-05	4.63E-05	2.13E-04	6.64E-04
5:Del:M:1	1.47E-04	5.37E-04	3.31E-05	1.12E-03
5:Del:M:2	8.66E-05	2.91E-04	5.21E-06	4.98E-04
5:Del:M:3	5.28E-05	1.14E-04	1.00E-05	2.11E-04
5:Del:M:4	3.67E-05	6.85E-05	7.74E-06	1.13E-04
5:Del:M:5	6.78E-05	1.66E-04	2.54E-05	1.82E-04
