Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP109953	47	217	12	14	18	2	4	37	7	10	1	9	16
SP107650	45	171	4	0	20	0	20	42	21	7	11	6	4
SP13206	140	77	25	0	20	0	5	42	16	16	0	7	10
SP13078	64	147	19	27	37	0	41	26	21	18	5	5	10
SP107607	38	99	18	4	0	0	46	37	15	40	0	6	12
SP109941	38	71	7	7	22	3	3	22	14	12	2	8	1
SP109801	140	114	31	0	9	0	0	30	27	16	8	7	13
SP13072	14	81	13	0	40	0	24	73	15	19	11	0	21
SP107595	115	231	2	0	41	4	8	71	26	192	0	6	16
SP107640	46	149	17	0	20	0	39	19	4	4	0	1	2
SP13084	49	198	5	0	45	0	18	36	24	27	10	4	1
SP107603	25	97	8	5	29	0	35	23	14	9	16	5	12
SP109957	37	137	7	0	29	9	75	124	26	12	23	5	62
SP114020	108	217	0	0	46	8	32	133	22	23	27	6	30
SP96540	40	77	8	31	9	0	14	42	3	0	0	0	4
SP114032	18	136	16	41	23	4	10	30	10	4	1	1	15
SP107624	16	52	8	0	25	1	9	24	13	17	0	0	0
SP107575	72	66	0	12	44	0	21	41	23	9	14	0	12
SP13242	38	90	6	19	8	1	19	34	29	12	9	1	4
SP114016	19	154	3	0	30	0	40	16	11	13	11	1	14
CPCT02070011T	46	438	23	121	34	72	58	197	1105	173	156	8	53
CPCT02020317T	10	36	31	8	17	56	30	48	31	10	21	7	2
CPCT02010352T	0	8	12	9	20	28	8	0	7	0	3	5	8
CPCT02010362T	8	3	16	16	4	21	14	23	2	15	10	6	4
CPCT02010366T	1	0	2	0	8	18	7	0	3	3	0	5	4
CPCT02010383T	5	0	20	1	6	65	11	19	18	0	0	2	0
CPCT02050049T	8	24	18	16	35	35	41	15	1	13	3	5	8
CPCT02020350T	3	33	24	11	59	29	19	58	7	27	3	3	6
CPCT02060023T	41	247	47	0	226	23	15	86	41	101	25	16	39
CPCT02080030T	49	162	1867	0	148	235	52	0	21	72	184	50	33
CPCT02060010T	192	75	150	46	94	37	77	106	48	72	73	23	42
CPCT02040037T	132	294	9	41	63	115	13	43	0	12	47	1394	3
CPCT02070018T	37	130	19	0	266	36	34	40	46	83	12	8	26
CPCT02080041T	13	21	87	0	486	37	53	29	49	84	36	6	10
CPCT02070029T	391	50	19	0	32	19	60	151	110	63	28	20	12
CPCT02060033T	97	103	36	0	30	91	52	114	67	44	33	33	50
CPCT02020399T	722	436	71	75	106	59	241	238	20	34	10	60	1
CPCT02140024T	3803	805	43	1167	6	66	0	0	109	62	13	6	20
CPCT02080050T	23	22	43	15	116	66	19	45	16	0	14	0	3
CPCT02030293T	37	85	17	23	29	46	54	36	37	13	20	10	12
CPCT02010441T	66257	306	62	10250	0	0	0	0	44	0	0	0	0
CPCT02090030T	299	275	28	7	33	91	21	59	42	37	9	10	10
CPCT02010718T	71	345	7	18	67	108	20	5	25	7	15	20	9
CPCT02020653T	21	92	33	7	157	110	10	7	14	23	14	8	3
CPCT02340008TII	29	94	8	19	32	134	18	6	9	9	12	16	7
CPCT02020876T	14	11	21	21	45	14	12	40	8	28	35	10	0
CPCT02370016T	35	75	49	34	71	84	80	69	7	63	0	12	6
CPCT02070275T	32	306	0	47	43	102	40	13	11	19	16	7	14
CPCT02011028T	321	141	27	54	186	25	65	76	38	58	30	21	32
CPCT02230072T	21756	4028	185	9066	501	325	1491	0	401	141	861	318	193
CPCT02130028T	141	243	0	9	30	121	51	3	23	12	15	13	2
CPCT02060182T	11	9	16	4	0	51	20	25	6	15	13	6	0
CPCT02020657T	0	45	9	1	64	90	24	15	15	0	6	8	9
DRUP01090026T	12	46	24	0	34	24	29	75	18	21	18	3	10
