Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP109953	1.05E+00	1.39E+00	6.69E-01	1.22E+00	1.06E+00	2.68E-01	4.40E-01	1.47E+00	5.00E-01	6.78E-01	6.19E-01	4.32E-01	5.63E-01
SP107650	9.10E-01	1.41E+00	6.72E-01	1.11E+00	9.62E-01	8.90E-02	7.09E-01	1.23E+00	8.44E-01	4.78E-01	5.80E-01	3.59E-01	5.06E-01
SP13206	1.33E+00	1.20E+00	8.90E-01	1.34E+00	9.97E-01	1.40E-01	6.06E-01	1.46E+00	6.96E-01	6.82E-01	4.47E-01	4.00E-01	6.01E-01
SP13078	9.99E-01	1.39E+00	9.62E-01	1.31E+00	1.12E+00	0.00E+00	1.01E+00	1.41E+00	7.66E-01	8.75E-01	5.64E-01	3.87E-01	6.25E-01
SP107607	8.43E-01	1.10E+00	8.92E-01	1.41E+00	5.32E-01	0.00E+00	1.06E+00	1.66E+00	7.17E-01	9.61E-01	3.31E-01	4.22E-01	6.56E-01
SP109941	6.66E-01	1.20E+00	5.99E-01	1.01E+00	9.73E-01	3.05E-01	4.69E-01	1.14E+00	5.54E-01	6.46E-01	3.66E-01	4.15E-01	2.11E-01
SP109801	1.20E+00	1.29E+00	7.95E-01	1.00E+00	8.39E-01	1.40E-01	3.84E-01	1.25E+00	6.76E-01	7.29E-01	6.81E-01	4.08E-01	5.94E-01
SP13072	5.30E-01	1.07E+00	8.68E-01	1.74E+00	1.49E+00	2.11E-01	8.07E-01	2.02E+00	7.54E-01	7.71E-01	1.03E+00	0.00E+00	8.39E-01
SP107595	1.18E+00	2.13E+00	8.33E-01	2.27E+00	2.23E+00	4.10E-01	5.82E-01	2.78E+00	9.27E-01	2.36E+00	5.83E-01	3.73E-01	6.91E-01
SP107640	7.87E-01	1.17E+00	8.36E-01	8.06E-01	9.59E-01	0.00E+00	9.01E-01	9.86E-01	3.83E-01	4.30E-01	3.74E-01	2.36E-01	2.78E-01
SP13084	9.10E-01	1.50E+00	6.31E-01	1.56E+00	1.28E+00	0.00E+00	7.47E-01	1.84E+00	8.54E-01	9.36E-01	6.96E-01	3.78E-01	2.03E-01
SP107603	5.08E-01	9.74E-01	8.52E-01	1.17E+00	9.25E-01	7.56E-02	7.76E-01	1.25E+00	6.42E-01	7.26E-01	7.09E-01	2.72E-01	4.58E-01
SP109957	9.16E-01	1.71E+00	9.04E-01	3.49E+00	1.69E+00	5.30E-01	1.58E+00	3.60E+00	1.03E+00	8.91E-01	2.15E+00	4.10E-01	1.44E+00
SP114020	1.31E+00	2.16E+00	5.46E-01	3.69E+00	1.83E+00	4.92E-01	1.11E+00	3.56E+00	8.40E-01	1.18E+00	1.51E+00	4.49E-01	9.50E-01
SP96540	8.81E-01	9.86E-01	4.55E-01	1.45E+00	3.94E-01	1.48E-01	9.06E-01	1.53E+00	3.44E-01	2.82E-01	6.88E-01	0.00E+00	3.54E-01
SP114032	9.58E-01	1.53E+00	1.10E+00	2.33E+00	9.89E-01	3.22E-01	7.11E-01	1.48E+00	5.42E-01	4.12E-01	9.16E-01	2.08E-01	6.07E-01
SP107624	4.48E-01	9.46E-01	5.89E-01	1.06E+00	1.06E+00	1.36E-01	4.99E-01	1.29E+00	4.97E-01	5.44E-01	4.15E-01	0.00E+00	1.16E-01
SP107575	1.04E+00	1.11E+00	5.76E-01	1.34E+00	1.37E+00	6.04E-02	7.81E-01	1.50E+00	9.54E-01	6.33E-01	6.69E-01	0.00E+00	6.12E-01
SP13242	7.91E-01	1.16E+00	6.76E-01	1.20E+00	8.88E-01	2.54E-01	6.05E-01	1.31E+00	7.59E-01	6.40E-01	5.51E-01	1.96E-01	4.83E-01
SP114016	6.79E-01	1.14E+00	8.26E-01	1.09E+00	1.21E+00	1.00E-01	8.91E-01	1.29E+00	6.35E-01	7.34E-01	6.61E-01	2.52E-01	7.28E-01
CPCT02070011T	3.38E+00	3.77E+00	2.03E+00	5.02E+00	3.74E+00	2.04E+00	2.83E+00	7.76E+00	5.59E+00	3.50E+00	4.39E+00	5.59E-01	1.49E+00
CPCT02020317T	5.39E-01	9.08E-01	9.39E-01	1.82E+00	1.34E+00	9.38E-01	1.05E+00	2.18E+00	9.59E-01	6.12E-01	1.02E+00	4.60E-01	1.41E-02
