Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
SP101845	142	24	171	63	23	99	70	2	76	38	28	0	0	0	54	34	0	0	0
SP101682	3	45	17	32	60	46	47	4	0	0	0	45	89	0	0	33	2	0	0
SP61553	4	34	0	82	44	0	0	1	0	5	2	39	6	7	26	0	0	20	0
SP101724	61	36	41	107	77	0	103	2	126	33	22	0	35	0	0	12	10	0	0
SP102103	0	7	9	0	18	30	53	0	8	16	0	5	18	0	71	63	0	0	0
SP102174	34	10	0	42	36	19	59	4	76	63	3	0	23	1	0	0	0	0	72
SP101622	331	0	195	21	22	188	68	0	35	4	4	50	0	0	0	17	7	0	0
SP102161	82	5	25	42	26	0	77	3	0	47	3	17	43	11	0	12	2	3	0
SP101654	29	66	0	47	91	22	132	1	2	38	0	0	184	0	0	1	2	0	0
SP102074	23	17	27	6	12	0	0	1	65	0	0	25	12	0	44	0	1	0	0
SP101694	56	0	36	62	29	0	131	2	26	21	0	0	51	2	0	64	12	3	0
SP101616	72	71	25	114	27	0	157	0	93	0	0	9	21	0	0	0	11	1	0
SP101666	110	0	108	60	13	59	2	0	79	0	0	63	0	5	0	6	10	0	0
SP101558	139	28	102	12	6	119	2	0	0	82	43	0	0	0	0	0	0	0	0
SP102096	17	60	43	52	11	0	0	3	59	0	24	47	59	1	0	0	5	5	0
SP102084	93	23	35	117	83	0	44	4	60	0	0	0	59	0	0	8	1	0	0
SP101580	103	21	82	4	16	0	45	2	23	22	0	4	11	0	130	0	11	0	0
SP102064	227	20	185	26	20	67	34	3	47	33	0	12	17	0	0	1	13	0	0
SP101564	14	15	0	42	22	43	36	3	0	14	24	1	41	0	0	7	0	0	0
SP101921	11	32	8	61	23	0	31	0	95	0	10	44	43	0	0	0	3	0	0
SP101648	155	0	50	27	0	120	18	0	0	56	3	24	6	0	0	0	11	0	43
SP101628	15	43	12	35	14	0	38	2	0	31	12	87	7	0	5	0	5	0	0
SP101708	12	26	0	39	47	42	48	4	4	0	2	56	16	0	0	19	14	4	0
SP102055	14	18	0	37	18	0	9	1	0	0	30	43	19	0	0	0	1	12	0
SP101634	246	1	127	16	3	51	7	2	71	0	0	34	0	0	0	0	5	0	23
SP101588	28	22	15	30	53	0	54	3	31	18	15	0	71	0	39	0	10	14	0
SP101584	18	20	13	25	26	28	34	0	61	26	39	54	72	0	0	0	4	0	0
SP101686	6	7	6	36	25	0	40	0	0	0	0	39	29	0	0	61	2	0	0
SP101532	225	0	173	32	18	0	49	0	69	16	0	19	18	2	0	0	4	17	0
SP101732	213	0	110	49	23	245	95	8	52	55	0	0	36	4	0	4	0	0	0
SP101528	11	0	5	30	9	44	59	0	67	0	34	28	0	0	0	0	0	3	0
