MutationType	ID83A	ID83B
1:Del:C:0	0.0059291268535889684	0.047635040767490866
1:Del:C:1	0.002841008258401416	0.02678112292662263
1:Del:C:2	0.0018184598081279547	0.01410573249682784
1:Del:C:3	0.0032086561899632216	0.007065664231777191
1:Del:C:4	0.0058647990040481095	0.0029407254024408757
1:Del:C:5	0.01752484862692654	0.0009677814903261606
1:Del:T:0	0.005109349169069901	0.030163325127214192
1:Del:T:1	0.0044434712512884285	0.016929124407470228
1:Del:T:2	0.004543161876499653	0.02059530023485422
1:Del:T:3	0.012883944688364863	0.019515359587967396
1:Del:T:4	0.029154554195702075	0.012580401534214615
1:Del:T:5	0.39699542373418806	0.0008976986949949151
1:Ins:C:0	0.004201879305765033	0.009469193527475
1:Ins:C:1	0.004993327632978435	0.012152763177136627
1:Ins:C:2	0.0026057345655135576	0.006399753935048196
1:Ins:C:3	0.0015826232440304012	0.003593668559042271
1:Ins:C:4	0.0038131098146550356	0.002188261735136621
1:Ins:C:5	0.020537033500149845	0.008778344267047941
1:Ins:T:0	0.003333172843558714	0.008637285982258618
1:Ins:T:1	0.0071917731749272205	0.02533583789598197
1:Ins:T:2	0.006358110594446771	0.013737492554355413
1:Ins:T:3	0.005522161243134178	0.011276868176646531
1:Ins:T:4	0.008957313362043352	0.010065798140130937
1:Ins:T:5	0.3378531086444855	0.22729139998555184
2:Del:R:0	0.0029511047538835554	0.010913508106023073
2:Del:R:1	0.006389112470205873	0.013470425000414253
2:Del:R:2	0.0022612125193700195	0.0041932047693990174
2:Del:R:3	0.003590074391104281	0.0007889722846448422
2:Del:R:4	0.001620854230131954	0.00032950121791145646
2:Del:R:5	0.004610763737000525	0.001638144253520295
3:Del:R:0	0.0007719311199616641	0.005655743430834264
3:Del:R:1	0.004564604287734256	0.012624611780047416
3:Del:R:2	0.0011878470014198683	0.0029197392729111015
3:Del:R:3	0.0005006715380295645	0.0006385204620892182
3:Del:R:4	0.0006019972727517597	0.001511602426180616
3:Del:R:5	0.001129269968951121	0.0014167685381835326
4:Del:R:0	0.0004227434691711096	0.0047138903802260755
4:Del:R:1	0.0022847744065802545	0.010042141498997808
4:Del:R:2	0.0006166988777113147	0.002241725152125582
4:Del:R:3	0.0006403397221583873	0.0014548018132336438
4:Del:R:4	0.00040663767540536353	0.0007779719991958701
4:Del:R:5	0.00027297818072838706	0.00032262744352919983
5:Del:R:0	0.0016697806600132026	0.049996832348406316
5:Del:R:1	0.0008793175607570447	0.00655592861585319
5:Del:R:2	0.0002509359025862068	0.0009383325115777553
5:Del:R:3	0.00012998858142964308	0.00025796307643759063
5:Del:R:4	4.205517509035417e-05	5.9182459501538887e-05
5:Del:R:5	1.8597467334302565e-05	6.28047264721765e-05
2:Ins:R:0	0.0030416360881645233	0.005747057613916695
2:Ins:R:1	0.0012867900929995812	0.0038686597254127264
2:Ins:R:2	0.001230279847222846	0.0018873382662422955
2:Ins:R:3	0.0009261289058485999	0.0009100274089723825
2:Ins:R:4	0.0031434000073932112	0.0008671413842239417
2:Ins:R:5	0.015834717825055123	0.006382616525515914
3:Ins:R:0	0.0006633244667318649	0.0029639693233184518
3:Ins:R:1	0.0010645107633899897	0.002671083458699286
3:Ins:R:2	0.00010966258834741893	0.000768999638967216
3:Ins:R:3	0.00010393016771558905	0.00014250592616008362
3:Ins:R:4	0.00014632147056545364	0.00017944067189091585
3:Ins:R:5	0.0013647823297651485	0.0005545032808731776
4:Ins:R:0	0.0015459130622912198	0.002936041292268783
4:Ins:R:1	0.0013000662131526042	0.0029461262049153445
4:Ins:R:2	0.0001835170799313346	0.0004409695623326115
4:Ins:R:3	0.0002250027298578061	0.0002787768278358271
4:Ins:R:4	0.0003617182243760908	0.00027378150961645533
4:Ins:R:5	0.0006608547767973505	0.0009603659575805068
5:Ins:R:0	0.005106429785955697	0.022844224292784928
5:Ins:R:1	0.002547687959013274	0.014672726225107909
5:Ins:R:2	0.0002585662685305579	0.0008695875888224691
5:Ins:R:3	0.00011250086486143118	0.00029083152836392403
5:Ins:R:4	0.00012394452227454167	0.00023586971539771184
5:Ins:R:5	4.986700802341204e-05	0.00023971368973434436
2:Del:M:1	0.00501082060392946	0.013027863893657923
3:Del:M:1	0.000434397061180789	0.004784963491838426
3:Del:M:2	0.0022270172683056446	0.007948627844452858
4:Del:M:1	0.0007275883949478157	0.004534866395406425
4:Del:M:2	0.0006986346597841475	0.007882261550985276
4:Del:M:3	0.0015858906513312831	0.007963894726708531
5:Del:M:1	0.0024629368065507153	0.04644761708565057
5:Del:M:2	0.0038347310516792187	0.06099145124722636
5:Del:M:3	0.003093430190913402	0.047417171939705724
5:Del:M:4	0.0016597836703005876	0.025921270971560315
5:Del:M:5	0.0017928483640571357	0.026518750117975286
