Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP77339	1.40E+00	2.88E+00	3.36E+00	5.65E-01	4.75E-01
SP76017	1.14E+00	2.64E+00	3.31E+00	9.40E-01	3.72E-01
SP76915	1.27E+00	3.71E+00	4.50E+00	1.12E+00	5.58E-01
SP71974	4.47E+00	5.21E+00	9.70E+00	1.09E+01	3.55E+00
SP70178	2.51E+00	3.89E+00	4.15E+00	8.65E-01	5.17E-01
SP107920	1.50E+00	2.65E+00	2.74E+00	7.61E-01	7.28E-01
SP110798	1.38E+00	2.59E+00	3.01E+00	6.02E-01	2.63E-01
SP107952	1.62E+00	3.96E+00	4.86E+00	8.88E-01	1.14E+00
SP70465	7.90E-01	3.90E+00	4.67E+00	1.00E+00	4.64E-01
SP70780	2.30E+00	2.79E+00	3.06E+00	7.83E-01	5.22E-01
SP110803	6.73E-01	2.22E+00	4.70E+00	2.53E+00	5.95E-01
SP107915	1.31E+00	1.92E+00	2.12E+00	5.17E-01	1.00E+00
SP71132	2.50E+00	3.69E+00	3.82E+00	5.89E-01	5.13E-01
SP71552	1.47E+00	3.28E+00	4.07E+00	1.08E+00	1.23E+00
SP69573	1.00E+00	1.95E+00	2.15E+00	6.48E-01	3.56E-01
SP75681	1.04E+00	3.19E+00	3.66E+00	5.63E-01	6.76E-01
SP107874	2.70E+00	3.43E+00	3.61E+00	8.58E-01	2.94E-01
SP110816	8.66E-01	1.84E+00	2.03E+00	6.36E-01	6.50E-01
SP77203	4.27E+00	4.37E+00	1.35E+01	1.25E+01	8.60E-01
SP76515	1.54E+00	3.40E+00	4.00E+00	9.83E-01	5.34E-01
SP110770	1.88E+00	3.18E+00	3.81E+00	8.00E-01	5.33E-01
SP69812	9.34E-01	2.23E+00	2.74E+00	6.97E-01	4.11E-02
SP76136	2.10E+00	5.45E+00	9.21E+00	4.14E+00	1.27E+00
SP70106	1.26E+00	2.00E+00	4.21E+00	3.92E+00	1.44E+00
SP108059	1.05E+00	1.88E+00	2.34E+00	7.39E-01	5.60E-01
SP108020	1.67E+00	2.77E+00	2.88E+00	1.06E+00	5.05E-01
SP76867	1.62E+00	2.34E+00	2.33E+00	6.37E-01	5.61E-01
SP108088	1.47E+00	3.21E+00	3.58E+00	7.69E-01	7.76E-01
SP71734	1.45E+00	2.35E+00	2.70E+00	8.09E-01	6.42E-01
SP76001	6.65E-01	2.02E+00	2.51E+00	9.27E-01	5.11E-01
SP108033	1.66E+00	2.51E+00	2.45E+00	7.96E-01	7.58E-01
SP110822	2.09E+00	3.17E+00	3.51E+00	1.20E+00	9.26E-01
SP69762	1.60E+00	2.35E+00	2.54E+00	7.61E-01	8.28E-01
SP107945	1.80E+00	3.19E+00	3.82E+00	9.22E-01	5.04E-01
SP107770	9.38E-01	2.26E+00	2.66E+00	8.41E-01	1.04E+00
SP73263	2.26E+00	2.55E+00	2.52E+00	5.93E-01	6.81E-01
SP77131	2.30E+00	3.02E+00	3.39E+00	6.15E-01	4.97E-01
SP75322	4.49E+00	6.45E+00	6.23E+00	1.72E+00	2.59E+00
SP70046	7.98E-01	1.82E+00	2.23E+00	5.06E-01	8.93E-01
SP70932	1.52E+00	2.75E+00	3.26E+00	8.46E-01	3.14E-01
SP71758	3.01E-01	2.57E+00	4.05E+00	1.95E+00	5.75E-01
SP71228	2.37E+00	5.70E+00	6.76E+00	1.16E+00	7.78E-01
SP76353	8.14E-01	2.31E+00	2.57E+00	4.29E-01	6.15E-01
SP69587	7.50E-01	1.24E+00	1.15E+00	2.65E-01	1.77E-01
SP69898	4.06E+00	4.54E+00	4.53E+00	8.68E-01	9.82E-01
SP75977	9.78E-01	2.85E+00	3.31E+00	5.34E-01	4.87E-01
SP70226	1.42E+00	2.55E+00	2.72E+00	6.28E-01	7.04E-01
SP108068	1.51E+00	3.58E+00	4.41E+00	8.93E-01	6.39E-01
SP107784	3.18E+00	3.43E+00	4.19E+00	9.54E-01	1.07E+00
SP110824	1.06E+00	2.67E+00	2.99E+00	3.69E-01	5.44E-01
SP76843	2.75E+00	3.34E+00	3.62E+00	6.48E-01	5.82E-01
SP71456	1.66E+00	4.12E+00	5.34E+00	1.21E+00	7.72E-01
SP108065	1.63E+00	2.90E+00	3.23E+00	4.84E-01	7.17E-01
SP70860	1.83E+00	3.07E+00	3.69E+00	9.73E-01	4.97E-01
SP71084	1.51E+00	2.58E+00	2.69E+00	3.97E-01	1.11E+00
SP72262	8.77E-01	2.13E+00	2.69E+00	1.09E+00	1.14E+00
SP69705	1.42E+00	2.14E+00	3.01E+00	1.04E+00	9.56E-01
SP107786	2.35E+00	4.35E+00	6.11E+00	2.36E+00	6.73E-01
SP71576	9.64E-01	2.66E+00	3.00E+00	5.99E-01	2.75E-01
SP108123	1.01E+00	1.82E+00	2.14E+00	6.30E-01	5.70E-01
SP74896	1.50E+00	2.84E+00	3.32E+00	6.73E-01	4.06E-01
SP71950	1.77E+00	3.30E+00	3.82E+00	7.39E-01	3.16E-01
SP108049	7.62E-01	1.53E+00	1.99E+00	1.03E+00	6.64E-01
SP116965	2.96E+00	6.19E+00	1.83E+01	1.49E+01	8.95E-01
SP77930	7.04E-01	1.87E+00	2.30E+00	6.71E-01	2.53E-01
SP125807	2.47E+00	3.99E+00	4.30E+00	7.10E-01	6.21E-01
SP125696	1.75E+00	3.32E+00	3.98E+00	9.84E-01	6.74E-01
SP125725	1.92E+00	4.14E+00	5.06E+00	1.46E+00	1.16E+00
SP125752	2.46E+00	3.25E+00	3.29E+00	7.75E-01	5.64E-01
SP118048	3.78E+00	4.71E+00	5.32E+00	1.03E+00	3.14E+00
SP117981	3.53E-01	2.73E+00	3.46E+00	8.88E-01	6.09E-01
SP125749	7.87E-01	3.20E+00	3.55E+00	6.69E-01	4.91E-01
SP125762	1.27E+00	3.54E+00	3.82E+00	5.67E-01	6.13E-01
SP117164	1.20E+00	2.09E+00	2.33E+00	6.88E-01	7.09E-01
SP117002	2.13E+00	3.09E+00	3.53E+00	9.12E-01	4.61E-01
SP117158	7.20E-01	2.73E+00	3.57E+00	1.02E+00	9.69E-01
SP125691	4.03E+00	5.05E+00	6.15E+00	9.61E-01	6.17E-01
SP125721	1.54E+00	2.81E+00	3.26E+00	8.49E-01	6.29E-01
SP125753	1.80E+00	2.42E+00	2.60E+00	6.49E-01	5.25E-01
SP117972	1.43E+00	2.53E+00	3.18E+00	8.08E-01	4.52E-01
SP125726	2.25E+00	3.03E+00	3.18E+00	5.80E-01	6.40E-01
SP125800	2.41E-01	5.85E-01	5.93E-01	2.76E-01	1.42E-01
SP117745	3.64E+00	3.43E+00	2.68E+00	5.15E-01	6.04E-01
SP117351	1.15E+00	2.45E+00	2.69E+00	4.75E-01	5.50E-01
SP117980	4.98E-01	3.34E+00	3.83E+00	9.53E-01	7.79E-01
SP117878	1.91E+00	2.45E+00	2.72E+00	7.05E-01	1.03E+00
SP125805	1.33E+00	2.36E+00	2.65E+00	7.91E-01	7.17E-01
SP78013	2.65E+00	2.63E+00	2.89E+00	7.43E-01	5.93E-01
SP118083	7.98E-01	4.45E+00	7.86E+00	3.66E+00	6.43E-01
SP125772	6.02E-01	1.48E+00	1.79E+00	3.88E-01	4.03E-01
SP117216	1.65E+00	3.20E+00	3.70E+00	6.57E-01	6.45E-01
SP125784	1.34E+00	2.98E+00	3.55E+00	1.03E+00	3.53E-01
SP117323	2.12E+00	6.68E+00	8.10E+00	1.38E+00	6.53E-01
SP118046	2.31E+00	3.16E+00	3.02E+00	6.35E-01	4.85E-01
SP77888	4.36E-01	1.65E+00	2.31E+00	7.70E-01	2.30E-01
SP125766	1.38E+00	4.13E+00	4.60E+00	4.66E-01	5.25E-01
SP125737	1.12E+00	3.89E+00	5.49E+00	1.91E+00	6.52E-01
SP125763	3.45E+00	4.24E+00	4.75E+00	1.34E+00	3.00E+00
SP125802	1.55E+00	2.91E+00	3.32E+00	6.43E-01	3.51E-01
SP117656	1.16E+00	2.51E+00	5.42E+00	3.17E+00	6.46E-01
SP77872	4.13E-01	1.30E+00	1.61E+00	3.87E-01	4.14E-01
SP117309	2.30E+00	3.35E+00	3.48E+00	6.66E-01	6.64E-01
SP117201	1.92E+00	3.55E+00	4.04E+00	9.08E-01	7.35E-01
SP125685	1.20E+00	3.56E+00	4.09E+00	6.57E-01	6.14E-01
SP117463	2.09E+00	2.49E+00	2.86E+00	6.10E-01	4.08E-01
SP117568	2.09E+00	4.94E+00	5.88E+00	1.11E+00	5.26E-01
SP125717	1.66E+00	2.24E+00	2.17E+00	5.37E-01	1.60E+00
SP125707	0.00E+00	1.54E-01	5.06E-01	3.89E-01	5.03E-01
SP125794	1.59E+00	2.65E+00	3.18E+00	4.33E-01	7.08E-01
SP125756	1.81E+00	3.47E+00	7.48E+00	9.28E+00	6.27E+00
SP117441	1.48E+00	2.96E+00	3.56E+00	7.45E-01	1.33E+00
SP125780	2.19E+00	3.39E+00	3.87E+00	9.32E-01	5.58E-01
SP125764	2.47E+00	4.43E+00	1.12E+01	1.16E+01	3.51E+00
SP117690	1.30E+00	2.39E+00	2.78E+00	6.52E-01	4.69E-01
SP125742	8.44E-01	3.94E+00	6.96E+00	3.54E+00	9.53E-01
SP125804	1.54E+00	5.18E+00	1.03E+01	1.11E+01	6.25E+00
SP125695	1.06E+00	2.76E+00	3.54E+00	9.11E-01	4.12E-01
SP77986	4.46E-01	7.56E-01	1.10E+00	7.47E-01	5.24E-01
SP125689	2.60E+00	6.79E+00	8.20E+00	1.71E+00	9.56E-01
SP117523	1.20E+00	2.81E+00	3.26E+00	8.15E-01	5.11E-01
SP125694	1.62E+00	2.95E+00	2.88E+00	9.29E-01	9.39E-01
SP125745	1.18E+00	2.27E+00	2.52E+00	5.45E-01	2.95E-01
SP117001	1.60E+00	2.66E+00	3.12E+00	5.68E-01	4.86E-01
SP117949	3.14E+00	3.97E+00	4.33E+00	1.05E+00	3.12E-01
SP117653	8.94E-01	2.10E+00	2.34E+00	5.45E-01	4.46E-01
SP117522	1.28E+00	2.79E+00	3.26E+00	8.85E-01	6.89E-01
SP125710	1.10E+00	2.86E+00	3.26E+00	6.45E-01	8.85E-01
SP117214	1.79E+00	3.22E+00	3.59E+00	8.41E-01	4.93E-01
SP125768	4.24E+00	4.86E+00	5.07E+00	1.01E+00	5.67E-01
SP117722	1.20E+00	3.02E+00	3.52E+00	5.81E-01	7.05E-01
SP125699	2.02E+00	3.83E+00	4.34E+00	7.33E-01	4.18E-01
SP125771	3.23E+00	7.57E+00	8.94E+00	1.50E+00	1.14E+00
SP125719	9.39E-01	2.46E+00	3.28E+00	7.53E-01	4.46E-01
SP117648	8.54E-01	2.22E+00	3.21E+00	9.62E-01	6.12E-01
SP125760	1.38E+00	2.94E+00	3.56E+00	7.03E-01	2.32E-01
SP125770	7.17E+01	6.87E+01	4.02E+00	1.03E+01	2.83E+00
SP77956	1.18E+02	1.34E+01	2.03E+00	2.25E+02	2.52E+02
SP125785	1.35E+00	2.76E+00	3.49E+00	1.09E+00	7.18E-01
SP125706	1.75E+00	4.02E+00	9.08E+00	9.99E+00	4.80E+00
SP125705	1.64E+00	2.97E+00	3.46E+00	7.46E-01	1.40E-01
SP125715	3.01E-01	1.51E+00	2.05E+00	6.98E-01	3.67E-02
SP116962	8.43E-01	1.97E+00	2.34E+00	6.34E-01	7.36E-01
SP117660	1.40E+00	2.54E+00	2.65E+00	7.75E-01	1.23E+00
SP117643	1.96E+00	3.78E+00	1.36E+01	1.33E+01	2.22E+00
SP125713	2.04E+00	3.95E+00	1.75E+01	1.60E+01	2.14E+00
SP117760	1.33E+00	2.28E+00	2.88E+00	7.49E-01	5.91E-01
SP116968	1.95E+00	3.16E+00	3.38E+00	8.32E-01	2.23E-01
SP125775	1.02E+00	2.65E+00	3.04E+00	7.02E-01	7.73E-01
SP125731	1.44E+00	2.71E+00	2.94E+00	6.61E-01	4.68E-01
SP125733	1.20E+00	2.31E+00	2.57E+00	5.14E-01	4.63E-01
SP78502	4.07E-01	1.32E+00	1.69E+00	6.50E-01	6.70E-01
SP125791	1.80E+00	2.93E+00	3.28E+00	7.80E-01	2.28E-01
SP125755	1.29E+00	3.28E+00	3.64E+00	9.72E-01	1.55E+00
SP117340	2.18E+00	4.53E+00	6.88E+00	2.09E+00	6.42E-01
SP125781	1.10E+00	2.74E+00	3.11E+00	8.38E-01	6.05E-01
SP125783	8.23E-01	2.82E+00	3.70E+00	6.92E-01	7.88E-01
SP116950	2.73E+00	3.11E+00	3.41E+00	7.92E-01	1.48E+00
SP125712	1.71E+00	3.07E+00	3.81E+00	7.79E-01	4.76E-01
SP125786	7.07E-01	1.99E+00	3.26E+00	4.32E+00	3.30E+00
SP125693	3.77E+00	5.56E+00	6.10E+00	8.73E-01	6.20E-01
SP116949	1.69E+00	4.82E+00	6.09E+00	1.51E+00	1.16E+00
SP78533	6.00E-01	1.54E+00	2.17E+00	7.18E-01	4.06E-01
SP117215	1.41E+00	3.25E+00	4.01E+00	9.18E-01	2.64E-01
SP117040	2.10E+00	2.97E+00	3.62E+00	6.44E-01	8.43E-01
SP117476	1.58E+00	2.58E+00	3.23E+00	7.90E-01	5.13E-01
SP116985	1.13E+00	3.24E+00	3.44E+00	5.69E-01	9.67E-01
SP125769	9.20E-01	2.66E+00	2.96E+00	5.51E-01	2.06E-01
SP125778	1.55E+00	7.24E+00	1.70E+01	2.33E+01	1.39E+01
SP117440	1.82E+00	3.57E+00	4.09E+00	8.48E-01	4.51E-01
SP125730	9.82E-01	1.57E+00	1.68E+00	4.67E-01	3.48E-01
SP125686	1.37E+00	2.76E+00	3.45E+00	8.42E-01	1.03E+00
SP125758	1.16E+00	3.00E+00	3.84E+00	8.27E-01	3.26E-01
SP77848	5.49E-01	1.03E+00	1.05E+00	1.16E-01	3.73E-01
SP117974	2.16E+00	3.11E+00	3.28E+00	7.48E-01	6.62E-01
SP117911	2.17E+00	2.52E+00	2.66E+00	5.62E-01	5.04E-01
SP117165	1.36E+00	3.63E+00	4.98E+00	1.21E+00	4.54E-01
SP117412	1.66E+00	3.51E+00	6.81E+00	5.62E+00	9.02E-01
SP117650	6.64E-01	2.02E+00	3.92E+00	2.04E+00	4.19E-01
SP117076	6.06E-01	1.90E+00	2.25E+00	8.02E-01	7.23E-01
SP125757	1.45E+00	3.45E+00	4.09E+00	8.98E-01	3.69E-01
SP125711	1.38E+00	4.13E+00	4.35E+00	9.01E-01	2.97E+00
SP125811	1.08E+00	2.87E+00	3.36E+00	8.78E-01	4.63E-01
SP125723	1.11E+00	3.80E+00	5.20E+00	1.22E+00	1.18E+00
SP125809	2.49E+00	2.59E+00	2.71E+00	9.41E-01	9.37E-01
SP125722	7.69E-01	1.92E+00	2.46E+00	6.99E-01	4.23E-01
SP117908	1.36E+00	3.42E+00	4.13E+00	9.72E-01	3.01E-01
SP125741	2.15E+00	2.43E+00	2.82E+00	7.43E-01	7.38E-01
SP125724	1.76E+00	5.06E+00	5.86E+00	1.04E+00	5.68E-01
SP117037	1.04E+00	3.03E+00	3.51E+00	6.63E-01	4.44E-01
SP125777	1.30E+00	3.76E+00	1.04E+01	1.20E+01	5.12E+00
SP117291	2.15E+00	3.49E+00	4.00E+00	7.74E-01	5.65E-01
SP125793	9.49E-01	1.74E+00	2.39E+00	1.47E+00	3.62E-01
SP125744	1.49E+00	2.66E+00	2.76E+00	6.36E-01	3.63E-01
SP125795	1.31E+00	2.37E+00	2.60E+00	5.74E-01	6.13E-01
SP125703	1.65E+00	3.06E+00	3.44E+00	6.68E-01	3.38E-01
SP125761	1.00E+00	2.73E+00	3.65E+00	8.98E-01	6.41E-01
SP117661	2.29E+00	3.45E+00	3.81E+00	9.42E-01	4.38E-02
SP125776	1.73E+00	2.66E+00	3.25E+00	1.09E+00	9.18E-01
SP117261	9.49E-01	2.20E+00	2.62E+00	5.42E-01	4.46E-01
SP125698	1.90E+00	2.69E+00	9.95E+00	9.20E+00	1.27E+00
SP125714	1.90E+00	2.70E+00	3.05E+00	6.90E-01	1.32E+00
SP77972	1.78E+00	2.38E+00	2.71E+00	5.19E-01	5.53E-01
SP77866	1.32E-01	9.63E-01	1.00E+00	7.21E-02	3.05E-01
SP125704	1.06E+00	2.53E+00	2.92E+00	7.89E-01	5.33E-01
SP117290	2.75E+00	2.70E+00	2.85E+00	7.99E-01	9.67E-01
SP125738	8.15E-01	2.53E+00	2.96E+00	6.98E-01	2.93E-01
SP135427	2.94E-01	1.61E+00	2.41E+00	8.60E-01	5.37E-01
SP135403	0.00E+00	1.79E-01	2.19E-01	1.51E-01	9.44E-02
SP102557	1.20E-01	6.48E-01	8.89E-01	4.73E-01	8.20E-01
SP106801	2.28E-01	4.85E-01	9.17E-01	7.55E-01	5.53E-01
SP106758	3.27E-01	1.20E+00	1.55E+00	4.88E-01	2.50E-01
SP106808	3.53E-01	1.64E+00	2.20E+00	7.01E-01	3.11E-01
SP102617	5.26E-01	7.40E-01	2.77E+00	2.00E+00	4.28E-01
SP102605	1.53E-01	7.36E-01	9.09E-01	2.57E-01	2.19E-01
SP117086	0.00E+00	1.85E-01	3.08E-01	1.78E-01	3.43E-02
SP117700	4.46E-01	6.90E-01	1.82E+00	1.14E+00	4.09E-01
SP135339	3.66E-01	2.47E+00	3.04E+00	7.95E-01	6.36E-01
SP135324	2.70E-01	8.49E-01	9.21E-01	4.50E-01	2.62E-01
SP102529	4.11E-01	1.59E+00	2.54E+00	1.08E+00	4.54E-01
SP102507	5.42E-01	1.38E+00	1.68E+00	6.62E-01	8.89E-01
SP102485	1.53E-01	2.38E-01	8.65E-01	6.62E-01	3.98E-01
SP117043	3.45E-01	1.45E+00	2.59E+00	1.34E+00	4.62E-01
SP135496	3.85E-01	1.61E+00	2.27E+00	7.55E-01	2.23E-01
SP117228	3.78E-01	1.18E+00	1.39E+00	4.28E-01	7.07E-01
SP118044	0.00E+00	4.90E-02	2.83E-01	2.45E-01	1.81E-01
SP117984	3.04E-01	1.30E+00	1.49E+00	4.70E-01	6.58E-01
SP135346	3.27E-01	6.09E-01	1.27E+00	9.09E-01	7.32E-01
SP135492	0.00E+00	3.40E-01	3.72E-01	6.26E-02	1.73E-01
SP102573	2.31E-01	2.53E-01	8.48E-01	6.96E-01	2.55E-01
SP135460	2.07E-01	4.27E-01	1.36E+00	1.04E+00	2.62E-01
SP117667	1.08E-01	8.00E-02	4.75E-01	3.80E-01	3.09E-01
SP106815	3.79E-01	1.69E+00	2.49E+00	8.81E-01	5.46E-01
SP106734	2.20E-01	4.92E-01	1.02E+00	5.43E-01	1.45E-01
SP117796	3.15E-01	1.53E+00	2.56E+00	1.17E+00	3.47E-01
SP102537	2.99E-01	2.02E+00	3.44E+00	1.28E+00	4.93E-01
SP135334	4.76E-01	1.24E+00	1.73E+00	5.76E-01	2.26E-01
SP102517	4.50E-01	1.21E+00	2.25E+00	1.19E+00	4.49E-01
SP117493	2.06E-01	3.63E-01	3.83E-01	1.36E-01	2.35E-01
SP106722	2.87E-01	4.24E-01	1.42E+00	1.18E+00	5.53E-01
SP135434	4.21E-01	2.66E+00	3.45E+00	8.29E-01	5.62E-01
SP106753	1.77E-01	1.62E-01	5.65E-01	4.13E-01	7.54E-02
SP102523	4.19E-01	1.27E+00	2.44E+00	1.29E+00	5.39E-01
SP102591	3.42E-01	3.25E-01	1.42E+00	1.10E+00	1.79E-01
SP102547	3.33E-01	9.76E-01	2.00E+00	1.23E+00	5.64E-01
SP118043	3.98E-01	2.18E+00	3.33E+00	1.30E+00	3.43E-01
SP135478	2.39E-01	8.87E-01	1.23E+00	5.86E-01	8.88E-01
SP102561	1.18E-01	0.00E+00	4.51E-01	4.48E-01	2.94E-01
SP135274	2.55E-01	7.50E-01	1.02E+00	6.05E-01	4.48E-01
SP106797	9.96E-02	1.55E+00	1.96E+00	6.31E-01	1.63E-01
SP135488	1.37E+00	5.27E+00	7.08E+00	1.96E+00	7.75E-01
SP135480	1.95E-01	2.65E-01	9.38E-01	6.08E-01	3.83E-01
SP135455	2.51E+00	3.71E+00	4.14E+00	6.81E-01	3.29E-01
SP135389	3.52E-01	1.71E+00	2.59E+00	9.45E-01	6.44E-01
SP102597	3.17E-01	2.56E+00	3.60E+00	1.29E+00	4.76E-01
SP102489	2.26E-01	3.60E-01	8.05E-01	7.08E-01	6.84E-01
SP135410	3.16E-01	1.29E+00	1.41E+00	4.27E-01	7.55E-01
SP135372	3.36E-01	7.25E-01	9.91E-01	3.19E-01	2.22E-01
SP117223	3.02E-01	1.06E+00	1.39E+00	4.72E-01	4.24E-01
SP135328	2.60E-01	1.04E+00	1.31E+00	7.37E-01	8.13E-01
SP135444	1.64E-01	1.69E-01	4.22E-01	2.41E-01	4.54E-01
SP106750	0.00E+00	7.35E-01	1.18E+00	6.30E-01	3.75E-01
SP102511	2.30E-01	2.24E+00	3.37E+00	1.12E+00	4.81E-01
SP102541	3.39E-01	1.86E+00	2.67E+00	1.24E+00	6.78E-01
SP102567	4.79E-01	2.43E+00	3.92E+00	1.70E+00	5.88E-01
SP117595	2.64E-01	1.06E+00	1.36E+00	4.44E-01	3.60E-01
SP135440	4.14E-01	1.65E+00	2.07E+00	6.81E-01	6.86E-01
SP135296	4.89E-01	2.45E+00	3.32E+00	9.14E-01	5.17E-01
SP117294	1.02E-01	5.29E-01	6.17E-01	3.17E-01	2.87E-01
SP135363	4.66E-01	1.43E+00	2.67E+00	1.37E+00	6.51E-01
SP102499	2.54E-01	1.22E+00	2.28E+00	1.11E+00	4.14E-01
SP117951	2.34E-01	3.35E-01	6.58E-01	5.11E-01	2.96E-01
SP117085	1.46E-01	1.77E-01	8.44E-01	7.21E-01	1.88E-01
SP106669	3.04E-01	1.20E+00	1.98E+00	7.79E-01	5.76E-01
SP135316	2.20E-01	7.70E-01	1.09E+00	5.94E-01	3.48E-01
SP135305	1.07E+00	2.49E+00	9.53E+00	9.53E+00	2.07E+00
SP102581	1.66E-01	3.26E-01	5.85E-01	3.29E-01	2.06E-01
SP106718	5.33E-01	2.25E+00	2.72E+00	5.56E-01	1.69E-01
SP135451	2.34E-01	1.22E+00	1.71E+00	6.28E-01	3.80E-01
SP135354	4.38E-01	1.53E+00	2.12E+00	6.33E-01	4.19E-01
SP102611	1.40E+00	5.76E+00	7.32E+00	1.96E+00	6.97E-01
SP135448	3.25E-01	1.27E+00	1.69E+00	5.57E-01	3.14E-01
SP117758	6.18E-01	2.41E+00	3.44E+00	1.42E+00	8.69E-01
SP135282	3.18E-01	1.04E+00	1.38E+00	4.49E-01	2.94E-01
SP135288	3.13E-01	1.89E+00	2.84E+00	1.03E+00	2.52E-01
SP135475	2.83E-01	1.10E+00	1.77E+00	7.53E-01	3.42E-01
SP135416	3.71E-01	1.58E+00	1.89E+00	4.83E-01	4.76E-01
SP117331	6.39E-01	2.43E+00	3.10E+00	1.08E+00	7.79E-01
SP135468	2.49E-01	7.36E-01	1.16E+00	5.01E-01	1.35E-01
SP135463	1.28E-01	2.56E-01	8.32E-01	5.60E-01	2.91E-01
SP135422	4.00E-01	1.61E+00	2.46E+00	9.48E-01	5.25E-01
SP135484	3.09E-01	1.37E+00	1.98E+00	6.48E-01	3.12E-01
CPCT02030262T	8.40E-01	2.32E+00	2.81E+00	1.02E+00	4.84E+00
CPCT02190001T	1.66E+00	3.32E+00	4.22E+00	1.54E+00	7.49E+00
CPCT02160010T	1.88E+00	4.96E+00	6.20E+00	1.76E+00	1.04E+01
CPCT02330006T	1.26E+00	3.60E+00	4.91E+00	9.66E-01	6.96E+00
CPCT02030290T	2.11E+00	1.01E+01	9.98E+00	1.81E+01	2.32E+01
CPCT02060058T	1.75E+00	4.12E+00	5.64E+00	1.18E+00	8.56E+00
CPCT02130025T	2.52E+00	3.95E+00	5.02E+00	9.67E-01	7.95E+00
CPCT02060167T	2.12E+00	4.39E+00	6.49E+00	1.25E+00	9.87E+00
CPCT02090031T	1.01E+00	3.82E+00	4.88E+00	8.09E+00	8.06E+00
CPCT02220061T	3.30E+00	3.59E+00	4.64E+00	9.55E-01	6.86E+00
DRUP01020037T	1.38E+00	6.06E+00	8.91E+00	1.39E+01	1.18E+01
CPCT02380033T	1.45E+00	4.07E+00	5.16E+00	7.76E-01	8.29E+00
CPCT02100135T	1.62E+00	2.61E+00	3.35E+00	6.53E-01	4.63E+00
CPCT02080286T	4.03E-01	1.60E+00	1.89E+00	7.87E-01	2.59E+00
CPCT02380032T	1.92E+00	4.43E+00	6.09E+00	1.23E+00	8.93E+00
CPCT02250006T	1.50E+00	5.26E+00	4.91E+00	8.60E+00	1.19E+01
CPCT02050312T	1.25E+00	2.84E+00	4.48E+00	9.74E-01	6.16E+00
CPCT02270017T	1.69E+00	7.91E+00	1.16E+01	2.79E+00	1.58E+01
CPCT02060210T	1.27E+00	5.40E+00	7.06E+00	1.50E+00	1.12E+01
CPCT02090039T	1.61E+00	2.44E+00	3.52E+00	8.50E-01	4.72E+00
