Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP77443	33	412	214	59	0
SP72118	134	364	139	26	0
SP76891	138	263	135	0	11
SP125732	6848	573	322	0	0
SP125716	104	399	192	51	18
SP125746	41633	5824	0	0	0
SP125797	283	279	157	13	8
SP76057	59	338	154	22	0
SP69565	331	390	257	510	0
SP75202	57	136	172	6	1
SP110736	179	250	81	14	9
SP107774	0	420	100	22	0
SP110779	84	295	226	18	5
SP107805	77	236	189	29	1
SP110789	69	191	142	767	0
SP71846	120	263	226	22	0
SP70122	155	368	89	11	0
SP71404	431	589	245	16	0
SP76955	24	401	102	10	0
SP107781	79	78	143	20	0
SP70202	34	196	102	527	0
SP70677	16	62	102	20	10
SP70082	28	77	96	9	6
SP70288	330	367	105	17	16
SP70266	25	188	145	19	24
SP107956	198	418	183	39	5
SP70956	91	137	130	16	6
SP108017	63	116	106	3	1
SP71536	51	180	80	42	6
SP70756	130	164	146	15	8
SP76675	133	491	198	548	0
SP71480	94	363	95	17	0
SP70313	69	129	171	19	3
SP73319	46	201	82	39	0
SP107813	165	299	151	17	1
SP77339	39	297	128	18	2
SP76017	101	140	130	18	0
SP76915	116	127	203	37	4
SP71974	331	769	67	922	0
SP70178	187	432	164	33	0
SP107920	107	251	117	28	20
SP110798	47	246	113	11	0
SP107952	85	316	167	33	32
SP70465	16	167	204	17	8
SP70780	174	372	108	23	6
SP110803	26	72	192	84	7
SP107915	79	220	117	9	6
SP71132	203	478	140	11	0
SP71552	98	353	202	55	10
SP69573	47	160	79	20	3
SP75681	24	295	132	11	14
SP107874	144	490	151	28	0
SP110816	36	162	87	21	2
SP77203	846	362	33	1179	0
SP76515	70	288	161	37	10
SP110770	196	236	162	16	4
SP69812	46	100	110	8	0
SP76136	189	334	417	118	0
SP70106	69	126	119	353	0
SP108059	67	167	108	26	16
SP108020	107	258	107	61	0
SP76867	148	251	114	21	9
SP108088	101	209	163	21	0
SP71734	92	223	118	17	6
SP76001	27	105	119	13	0
SP108033	128	277	112	25	0
SP110822	135	301	173	43	3
SP69762	132	184	123	23	1
SP107945	105	307	145	36	1
SP107770	54	170	124	28	6
SP73263	160	331	87	13	13
SP77131	101	477	139	12	1
SP75322	653	699	364	45	2
SP70046	15	164	105	4	15
SP70932	64	303	132	25	0
SP71758	1	89	165	75	0
SP71228	351	369	281	41	7
SP76353	37	92	123	2	3
SP69587	26	146	35	1	0
SP69898	353	723	185	21	0
SP75977	52	149	135	7	7
SP70226	49	206	132	4	8
SP108068	110	214	168	32	9
SP107784	92	1040	159	28	2
SP110824	39	214	113	5	8
SP76843	150	533	133	15	0
SP71456	124	290	215	58	12
