MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	0.0029928313179698306	0.019021842153742908	0.004124124121578348	0.003252771164115984	0.026393022765405477	0.10577287862077356	0.2552761188149452	0.005940652622739435	0.024502404825761916	0.006266490868292749	0.05063936734279196	0.03140338563534897	0.01949418520081963	0.045640895548276605
1:Del:C:1	0.0003828717498072365	0.003925210377783515	0.0020483945912565106	0.0077128593890847695	0.03089980666525662	0.1500863126292825	0.07558066518977284	0.009495628784643486	0.005078120199323166	0.0027785798027617336	0.04494587406516075	0.005785201010439778	0.0030580299808934796	0.014814430619189807
1:Del:C:2	0.0004594524569802161	0.001822037845504383	0.003729869531453005	0.006084173907875083	0.015410485547035932	0.12130377359688282	0.014472232600382995	0.0023771717296767747	0.005361064917015029	0.0008915780157622066	0.0260862278053537	0.0038616054659360087	0.006993908579461277	0.0072398350240837316
1:Del:C:3	0.0013628344668032638	0.0013627159555107938	0.017971809026457775	0.0037236812228002235	0.0063227170138270596	0.0787482659285888	0.005176056372438325	0.0019106725660822121	0.0005605241220473545	0.0004812350487554795	0.012927021015202626	0.00434229080186924	0.0017462325552332913	0.006695190141908824
1:Del:C:4	0.006641336183529347	0.00020190431343507952	0.03923477395845112	0.0033207706640951073	0.0020981814808328637	0.04856525469571352	0.000391060714609921	7.025076251011341e-05	0.0030578654995105127	0.002181211143891346	0.0005105451327108312	0.00920137271474232	0.0007881925376932486	2.0156679529463872e-05
1:Del:C:5	0.02486224808730185	0.0051688459154684094	0.15523486832156777	0.0006131289213954005	0.0021823102053895125	0.014350863851723262	0.0005326211522333324	9.311288449680433e-05	0.0016136753442697227	0.00281036563719681	0.0023741862928000046	0.003998510560886643	0.0009504833642859012	0.0022158057044725865
1:Del:T:0	0.0006626059198288203	0.00828274447005242	0.01085947400672012	0.0069276892200286965	0.029084032364189626	0.04525276247411966	0.010756767896236853	0.01144745203666389	0.013528333976864815	0.1221573306620121	0.030679966723546385	0.012682822542483336	0.030819369405508043	0.03841452110558748
1:Del:T:1	0.00020107445023313632	0.002493958606646629	0.007018153949502448	0.0025300282146054087	0.014922240066807717	0.05242835160344839	0.002169841787108453	0.01079331478496897	0.0031866987404646353	0.1503390672802925	0.040422697430476544	0.004661900234787027	0.005577391184633598	0.016015104977414013
1:Del:T:2	0.001536567578150425	0.0035459495770555805	0.006280973808898125	0.00853916660649702	0.025638901395723224	0.02559908052906394	0.015092671632046403	0.0014388827589573339	0.00230472255899258	0.14391524605453015	0.034467293345369396	0.003180084996856749	0.006331879942445084	0.0037334505195030943
1:Del:T:3	0.008699251571670175	0.0017799995734822005	0.009079000934725627	0.010408045819494872	0.0022309041989569873	0.01339239790569991	0.009800566445337609	0.010244400053052232	0.015382709186524153	0.2571305032074451	0.0012519527727272361	0.007302254152091336	0.0011184179260089937	0.008457155466021504
1:Del:T:4	0.03515807243064046	0.0025590957420354244	0.009435307737840048	0.01167565818526782	0.008383730136556551	0.028472178690135477	0.01877923895022832	0.008099296553846216	0.011352631845511496	0.09890829116106033	0.006797087139129871	0.0006932185788173229	0.006816897177050123	0.014420677181042264
