Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP109953	394	0.996	101.459	25.751%	17.185	8.73%	0.1649	0.996
SP107650	351	0.998	75.842	21.607%	11.346	7.14%	0.10976	0.997
SP13206	358	0.995	90.312	25.227%	14.642	10.675%	0.14335	0.995
SP13078	420	0.994	106.508	25.359%	16.713	10.772%	0.12114	0.994
SP107607	315	0.982	123.481	39.2%	20.106	19.82%	0.22844	0.979
SP109941	210	0.986	85.02	40.486%	14.716	19.919%	0.27888	0.985
SP109801	395	0.997	83.178	21.058%	12.656	8.037%	0.1091	0.997
SP13072	311	0.975	120.343	38.695%	22.104	25.805%	0.23572	0.972
SP107595	712	0.989	215.307	30.24%	36.193	14.821%	0.12651	0.988
SP107640	301	0.993	93.304	30.998%	16.6	12.091%	0.23986	0.993
SP13084	417	0.996	97.194	23.308%	15.269	8.691%	0.11648	0.996
SP107603	278	0.99	85.809	30.867%	13.318	14.09%	0.15583	0.989
SP109957	546	0.951	214.693	39.321%	47.761	31.315%	0.24008	0.942
SP114020	652	0.987	159.263	24.427%	37.778	16.279%	0.1255	0.986
SP96540	228	0.981	118.499	51.973%	27.466	33.08%	0.38165	0.982
SP114032	309	0.991	143.907	46.572%	30.832	24.769%	0.29082	0.991
SP107624	165	0.978	70.423	42.681%	11.591	21.483%	0.30753	0.976
SP107575	314	0.981	127.765	40.689%	22.127	22.63%	0.21372	0.98
SP13242	270	0.994	71.27	26.396%	10.844	11.012%	0.14296	0.993
SP114016	312	0.995	87.604	28.078%	15.019	11.112%	0.13078	0.994
CPCT02070011T	2484	0.994	454.824	18.31%	77.505	12.113%	0.04962	0.993
CPCT02020317T	307	0.964	111.533	36.33%	17.752	27.66%	0.18279	0.952
CPCT02010352T	108	0.958	43.059	39.869%	6.969	29.345%	0.27503	0.944
CPCT02010362T	142	0.93	67.557	47.575%	10.441	38.486%	0.26907	0.898
CPCT02010366T	51	0.902	35.292	69.2%	5.751	43.227%	0.54041	0.88
CPCT02010383T	147	0.977	57.097	38.841%	9.232	22.138%	0.24842	0.974
CPCT02050049T	222	0.952	87.113	39.24%	15.749	30.675%	0.18739	0.938
CPCT02020350T	282	0.961	92.84	32.922%	17.13	27.745%	0.17626	0.948
CPCT02060023T	907	0.992	196.258	21.638%	32.126	12.59%	0.06055	0.991
CPCT02080030T	2873	0.992	430.65	14.99%	91.361	13.122%	0.04456	0.99
CPCT02060010T	1035	0.99	215.233	20.795%	35.124	14.859%	0.05318	0.987
CPCT02040037T	2166	0.995	362.848	16.752%	84.606	10.311%	0.04822	0.994
CPCT02070018T	737	0.986	173.87	23.592%	29.551	16.879%	0.07019	0.982
CPCT02080041T	911	0.961	279.451	30.675%	54.381	28.031%	0.08906	0.948
CPCT02070029T	955	0.994	227.469	23.819%	39.084	11.705%	0.08032	0.993
CPCT02060033T	750	0.992	149.223	19.896%	23.379	14.092%	0.05436	0.99
CPCT02020399T	2073	0.992	519.761	25.073%	99.865	13.105%	0.09965	0.992
CPCT02140024T	6100	0.999	1022.734	16.766%	297.439	9.043%	0.08173	0.999
CPCT02080050T	382	0.961	117.426	30.74%	22.239	27.803%	0.10433	0.946
CPCT02030293T	419	0.981	119.419	28.501%	20.889	19.79%	0.09715	0.976
CPCT02010441T	76919	1.0	4466.358	5.807%	1326.046	2.552%	0.01598	1.0
CPCT02090030T	921	0.998	151.511	16.451%	24.414	6.903%	0.05077	0.997
CPCT02010718T	717	0.995	166.946	23.284%	30.5	9.855%	0.1278	0.995
CPCT02020653T	499	0.984	139.114	27.879%	24.103	18.584%	0.09767	0.98
CPCT02340008TII	393	0.99	119.429	30.389%	18.024	14.913%	0.22431	0.988
CPCT02020876T	259	0.932	109.473	42.268%	18.457	37.73%	0.23669	0.901
CPCT02370016T	585	0.975	175.636	30.023%	30.147	22.13%	0.12303	0.968
CPCT02070275T	650	0.997	152.089	23.398%	25.923	9.541%	0.11964	0.996
CPCT02011028T	1074	0.997	152.958	14.242%	26.32	7.971%	0.03582	0.996
CPCT02230072T	39266	0.998	5197.646	13.237%	1252.866	6.435%	0.03482	0.998
CPCT02130028T	663	0.996	147.205	22.203%	23.454	9.034%	0.12664	0.996
CPCT02060182T	176	0.946	80.127	45.527%	13.017	32.873%	0.2718	0.93
CPCT02020657T	286	0.982	94.46	33.028%	15.546	19.833%	0.19475	0.979
DRUP01090026T	314	0.973	105.921	33.733%	16.18	24.481%	0.1461	0.964
CPCT02130029T	150	0.96	64.977	43.318%	10.74	28.663%	0.28263	0.95
CPCT02340010TII	2776	0.998	268.96	9.689%	54.822	6.773%	0.01835	0.998
DRUP01020022T	265	0.951	98.841	37.298%	16.307	31.6%	0.17743	0.928
CPCT02120103T	622	0.993	165.647	26.631%	29.617	12.683%	0.12988	0.993
CPCT02300030T	641	0.997	134.481	20.98%	21.141	8.529%	0.08521	0.997
CPCT02150044T	276	0.978	88.674	32.128%	14.924	21.32%	0.15836	0.974
CPCT02020920T	345	0.954	116.394	33.737%	19.688	30.189%	0.12368	0.93
CPCT02080192T	532	0.995	126.151	23.713%	20.074	11.147%	0.08987	0.994
CPCT02130170T	1547	0.987	407.202	26.322%	72.369	16.383%	0.11954	0.984
CPCT02260014T	2329	0.999	248.209	10.657%	50.151	5.04%	0.02801	0.999
CPCT02020922T	243	0.829	142.22	58.527%	30.299	56.626%	0.34315	0.767
CPCT02011072T	173	0.974	58.047	33.553%	9.537	22.51%	0.17628	0.968
CPCT02010758T	442	0.985	100.39	22.713%	17.96	17.632%	0.10926	0.98
