Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
SP24708	0	69	60	0	17	0	49	68	70	38	15	1	38	0
SP24301	26	120	90	4	32	4	81	70	110	65	7	6	0	26
SP27201	0	77	113	6	16	1	60	82	60	53	6	14	0	9
SP28791	0	24	23	11	4	0	9	45	21	18	0	3	0	9
SP23739	26	17	24	3	25	0	34	53	43	17	4	3	1	3
SP24702	50	86	67	0	23	0	42	50	71	63	1	21	0	9
SP25332	8	17	16	6	16	1	11	9	40	6	8	8	0	8
SP28335	25	2	31	2	26	0	5	57	73	27	0	6	45	13
SP26709	23	61	25	2	21	0	12	18	30	7	0	5	12	16
SP25350	0	43	53	10	7	2	82	58	100	33	2	1	38	14
SP25380	15	67	103	10	18	5	64	90	41	65	6	10	0	10
SP24565	5	5	14	0	27	0	26	46	87	0	5	0	14	8
SP25833	20	84	38	0	22	0	39	71	62	55	0	15	0	5
SP25905	14	0	20	0	26	1	17	61	18	22	0	0	25	4
SP26439	0	23	18	4	13	1	1	15	8	44	0	16	13	5
SP24236	26	57	122	6	10	0	70	134	66	80	0	0	26	6
SP23925	12	27	127	0	43	0	1139	20	298	0	1	4	86	0
SP24815	29	46	88	0	35	2	30	84	104	26	18	0	98	16
SP27957	55	8	65	0	20	0	44	59	35	70	5	10	0	4
SP27603	0	40	44	0	22	1	29	68	62	70	0	5	18	20
SP27825	17	62	94	0	30	1	47	72	97	73	13	1	0	11
SP24135	5	48	84	4	347	5	78	113	119	206	27	21	0	7
SP26499	0	43	30	4	15	0	19	39	23	32	17	13	1	13
SP25518	44	44	102	6	19	11	72	137	16	105	0	0	0	1
SP28659	65	45	108	2	415	0	123	151	112	119	25	26	0	0
SP23622	1	46	55	0	4	8	47	63	103	33	9	8	0	15
SP27939	0	50	29	1	7	0	18	48	47	86	17	2	0	11
SP23754	5	8	18	3	8	1	10	27	8	28	4	0	9	0
SP29697	16	54	42	6	9	0	34	32	37	43	16	0	11	13
SP27339	17	38	38	0	17	3	8	49	76	32	9	11	6	8
SP29559	13	42	12	5	454	3	15	109	0	91	3	0	61	6
SP29331	35	18	78	2	31	1	39	94	44	62	24	4	0	21
SP26475	15	78	55	0	15	0	14	52	53	50	19	16	30	10
SP23775	15	54	87	0	404	0	81	133	87	130	15	0	0	14
SP28275	42	4	18	0	21	0	46	26	46	30	0	0	38	17
SP28581	7	61	73	1	22	0	51	56	56	63	0	15	0	16
SP23639	5	65	66	0	29	2	57	72	84	49	15	6	5	18
SP24391	41	32	49	0	19	1	41	71	57	56	6	0	53	0
SP28041	63	43	113	2	14	0	68	78	77	65	6	8	0	0
SP25494	175	0	180	0	646	7	157	350	112	274	0	17	28	10
SP26649	10	52	51	1	29	1	53	39	151	36	5	8	0	0
SP78927	5	36	5	0	1	0	2	7	0	0	0	2	0	5
SP78913	0	19	1	0	8	0	2	4	0	0	0	1	16	0
SP107375	19	39	9	5	22	1	2	22	1	32	0	4	32	7
SP107408	21	156	44	7	18	3	20	21	2	0	3	5	20	0
SP107439	0	22	5	0	0	1	0	3	0	0	0	256	0	0
SP78816	4	26	2	0	2	0	4	2	0	3	0	1	0	0
SP78663	55	69	4	7	31	0	7	7	8	0	0	0	0	23
SP78709	2	81	5	6	7	0	4	2	6	11	0	0	4	3
SP107462	71	89	5	10	5	0	0	11	0	0	0	0	32	0
SP78951	0	60	7	4	4	0	2	22	5	0	6	1	0	2
SP107435	44	45	17	9	1	0	15	11	0	36	0	0	16	5
SP78679	0	65	48	6	10	0	22	26	4	0	0	3	0	35
SP107360	0	133	27	16	24	3	19	0	14	0	28	6	28	0
SP78819	3	7	3	1	0	0	2	1	1	8	3	0	0	6
SP78821	1	59	8	1	0	3	1	24	5	21	0	6	7	5
SP107552	12	31	0	0	3	0	4	4	0	7	0	1	9	0
SP78865	13	13	2	2	5	0	0	4	2	1	0	0	0	23
SP107470	0	83	29	2	0	4	7	7	0	9	0	0	0	3
SP78673	4	0	5	0	1	0	8	7	0	12	0	3	0	7
SP78824	4	21	3	2	10	0	3	7	0	0	0	0	0	1
SP107550	10	20	8	6	0	0	0	7	0	0	0	0	0	11
SP78718	65	140	31	4	0	0	2	12	0	0	0	9	11	0
SP107451	12	39	6	6	4	0	1	0	6	10	0	4	0	2
SP107557	23	31	5	6	4	0	0	3	0	7	0	0	0	0
SP107358	0	20	4	0	5	2	13	8	0	11	0	5	21	4
SP78731	0	32	3	0	3	0	1	3	0	0	0	1	17	4
SP107455	0	28	4	1	0	0	0	6	2	0	2	0	1	14
SP107549	5	29	6	0	3	1	5	0	0	0	0	0	0	7
SP78814	0	40	3	4	9	2	3	17	0	5	0	7	0	23
SP107357	21	191	61	13	16	14	11	7	45	16	22	36	28	15
SP78919	12	53	3	3	14	2	8	7	0	0	0	2	0	8
SP107453	29	20	11	3	1	0	1	5	2	7	0	4	16	1
SP78719	0	3	2	0	0	0	3	0	0	0	2	1	0	3
SP78662	15	0	4	1	0	0	1	10	0	0	0	2	0	2
SP107457	26	93	1	4	7	2	7	10	0	0	1	2	19	13
SP107404	27	86	46	10	14	2	23	10	10	0	12	1	32	6
SP78714	7	33	12	6	1	0	4	10	0	0	0	4	0	7
SP107454	0	41	5	4	0	0	1	7	3	0	0	0	0	8
SP107359	0	159	50	14	20	0	16	23	16	7	3	19	26	3
SP78664	7	75	2	6	0	0	0	13	8	2	0	0	0	0
SP78931	0	71	10	3	5	0	0	0	0	0	0	0	4	10
SP78815	0	23	2	2	0	0	0	4	3	2	0	0	10	2
SP107466	6	71	23	0	6	0	4	12	16	7	10	0	46	1
SP78901	39	150	13	5	0	2	7	3	0	0	0	1	11	0
SP107384	0	165	41	12	242	8	15	49	0	140	29	30	0	9
SP107467	3	9	4	0	1	0	0	17	2	6	0	3	3	1
SP78680	19	13	2	0	3	0	0	8	0	0	0	0	0	0
SP78672	0	32	3	0	10	0	0	4	0	0	0	0	0	4
SP107365	18	34	12	1	4	0	7	7	21	5	5	9	21	0
SP78660	0	31	4	0	6	0	1	0	0	16	0	0	0	0
SP78659	13	0	9	0	0	0	5	2	0	2	1	0	21	0
SP107449	6	28	4	0	9	0	0	22	0	3	0	0	21	3
SP78813	16	25	4	3	1	0	1	6	7	2	0	0	19	0
SP78953	0	18	3	0	0	0	1	0	2	0	0	0	9	0
SP78804	56	15	2	1	12	0	11	17	3	4	0	0	1	10
SP107460	1	33	22	4	5	4	8	11	0	10	0	0	4	4
SP107548	22	69	0	5	4	0	1	10	3	0	0	10	0	9
SP78730	9	93	27	9	7	0	9	4	6	9	0	2	21	5
SP78727	0	64	7	8	2	0	3	7	2	8	0	4	5	0
SP78822	26	98	22	11	10	0	14	24	9	38	0	6	0	28
SP78818	13	57	8	2	3	0	0	8	5	2	0	0	0	3
SP78923	0	20	2	2	2	0	5	3	1	0	0	0	0	3
SP107405	0	158	30	19	2	2	33	22	11	36	21	0	25	0
SP107437	48	35	64	7	8	8	0	5	3	0	0	13	49	12
SP78675	18	54	5	2	6	0	1	9	2	9	9	0	8	3
SP107371	37	108	54	10	164	36	20	40	19	0	16	3	38	3
SP107556	39	85	16	0	3	0	1	9	4	21	0	0	5	7
SP78807	9	19	7	2	4	0	5	1	1	11	0	1	15	10
SP78945	0	59	0	8	2	0	2	7	2	0	0	0	3	7
SP107480	24	10	8	1	3	0	0	5	5	0	0	0	13	1
SP107448	14	33	1	8	5	2	4	8	5	1	0	0	5	3
SP107436	0	88	5	7	3	0	0	13	2	5	0	4	0	11
SP79150	0	3	2	1	1	3	0	1	4	0	0	1	0	4
SP107546	52	125	38	12	0	0	6	4	7	7	0	9	0	7
SP107459	2	38	15	0	4	0	10	2	16	0	3	4	17	0
SP78823	3	7	1	1	0	0	0	0	0	3	0	2	0	5
SP78666	30	19	7	0	1	0	6	6	0	3	0	2	0	7
SP78721	0	19	5	0	1	0	3	0	0	0	0	0	0	14
SP78665	0	131	4	6	9	0	0	0	6	15	0	0	7	5
SP78935	13	58	8	10	2	3	0	11	6	2	0	0	0	11
SP107458	36	179	13	15	20	1	13	10	26	5	0	0	3	16
SP79160	25	49	0	0	2	0	0	2	0	9	4	0	11	0
SP107479	16	76	6	4	11	0	2	2	1	0	0	0	0	20
SP107377	56	73	19	5	1	0	19	2	4	33	12	0	31	3
SP78937	42	102	20	0	2	0	1	62	0	17	0	6	31	18
SP107444	12	32	2	4	2	0	0	6	0	13	2	0	0	7
SP79144	17	77	7	4	13	1	7	14	1	26	0	0	7	19
SP107469	0	17	0	3	2	0	0	5	0	0	0	2	0	0
SP107373	0	110	4	10	11	17	7	6	22	0	0	17	84	0
SP107406	0	119	25	1	429	31	24	61	0	62	1	8	114	2
SP107369	0	162	50	0	12	2	14	6	13	10	24	5	84	13
SP107403	108	146	64	1	7	4	36	42	11	73	24	11	13	4
SP107363	0	140	37	9	0	52	28	0	2	5	26	34	44	14
SP78955	15	29	0	4	2	0	0	1	4	2	0	0	0	7
SP78711	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SP78677	0	22	8	0	5	1	6	5	0	0	2	0	0	3
SP78805	50	42	0	11	15	0	0	6	0	12	0	0	2	3
SP107461	3	25	0	0	3	0	9	6	0	0	1	7	0	0
SP107472	2	11	6	0	0	0	1	9	2	0	0	0	7	0
SP107356	0	64	17	2	3	0	26	4	0	52	18	5	0	4
SP78825	5	23	13	0	6	0	0	8	0	18	0	0	0	13
SP107468	0	54	4	1	2	0	0	0	0	24	0	2	7	1
SP78851	138	216	22	18	22	5	18	24	13	5	0	7	14	52
SP78726	6	18	8	7	0	0	0	37	3	1	0	2	16	9
SP107379	66	180	88	11	19	6	35	25	35	17	11	17	34	3
SP107474	6	59	9	7	6	0	3	20	0	0	0	6	0	1
SP107438	9	25	3	3	8	0	1	18	0	0	0	0	0	21
SP107478	4	80	3	4	3	0	0	17	8	0	0	3	0	14
SP78716	11	150	56	7	2	0	0	19	17	21	0	3	22	13
SP78676	44	72	32	1	0	0	2	10	9	10	0	0	0	10
SP107443	0	8	0	0	2	0	0	1	1	2	0	0	1	2
SP107361	3	168	52	0	3	7	38	10	24	15	26	7	68	13
SP107464	0	131	30	8	19	0	21	6	6	29	20	3	12	12
SP78717	2	3	4	6	2	0	0	1	4	3	0	0	0	0
SP78671	5	39	2	2	2	0	6	0	6	16	0	4	14	0
SP78817	6	13	7	1	3	0	1	0	3	0	0	0	13	3
SP107381	28	99	42	9	12	0	11	7	8	39	18	3	0	0
SP107463	39	99	29	3	4	0	11	2	15	3	22	10	62	6
SP107477	56	35	7	3	2	0	5	6	6	4	0	0	0	19
SP78661	24	61	24	3	5	7	5	4	19	13	0	6	0	9
SP78939	0	32	5	1	1	0	2	3	0	0	0	3	14	7
SP78674	37	161	12	13	9	0	7	11	0	7	0	0	1	11
SP107553	0	5	2	3	0	0	5	3	2	0	0	1	0	0
SP107555	21	64	9	1	8	0	12	16	1	0	0	5	0	12
SP107446	7	23	7	5	1	0	6	9	0	0	0	4	3	6
