Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
SP24708	1.91E+00	2.34E+00	1.93E+00	4.72E-01	8.37E-01	0.00E+00	1.41E+00	1.77E+00	2.26E+00	2.48E+00	1.56E+00	4.66E-01	2.72E+00	4.80E-01
SP24301	3.38E+00	3.50E+00	2.20E+00	9.28E-01	1.33E+00	2.87E-01	1.71E+00	1.49E+00	2.31E+00	2.58E+00	1.63E+00	1.02E+00	2.74E+00	1.07E+00
SP27201	1.66E+00	2.51E+00	2.41E+00	1.17E+00	8.09E-01	1.58E-01	1.37E+00	2.04E+00	2.02E+00	2.45E+00	1.52E+00	9.33E-01	2.57E+00	8.12E-01
SP28791	3.76E-01	1.01E+00	7.98E-01	8.08E-01	4.14E-01	0.00E+00	5.47E-01	1.07E+00	1.13E+00	1.18E+00	6.48E-01	3.69E-01	1.05E+00	6.24E-01
SP23739	1.44E+00	1.51E+00	8.91E-01	5.84E-01	8.82E-01	0.00E+00	1.15E+00	1.18E+00	1.45E+00	1.27E+00	9.99E-01	3.81E-01	1.23E+00	4.29E-01
SP24702	4.18E+00	4.20E+00	1.80E+00	3.33E-01	9.98E-01	0.00E+00	1.26E+00	1.82E+00	2.16E+00	2.79E+00	1.52E+00	1.32E+00	2.46E+00	7.75E-01
SP25332	7.52E-01	9.73E-01	7.13E-01	5.10E-01	6.46E-01	2.07E-01	7.82E-01	5.91E-01	9.72E-01	9.09E-01	8.84E-01	9.02E-01	9.66E-01	6.67E-01
SP28335	1.19E+00	1.04E+00	1.06E+00	4.74E-01	8.29E-01	0.00E+00	6.63E-01	1.36E+00	2.24E+00	1.87E+00	1.20E+00	8.68E-01	2.02E+00	9.47E-01
SP26709	2.70E+00	2.91E+00	7.18E-01	7.08E-01	7.53E-01	0.00E+00	6.15E-01	7.65E-01	1.08E+00	1.23E+00	6.49E-01	5.80E-01	1.37E+00	1.04E+00
SP25350	8.66E-01	1.59E+00	1.45E+00	1.24E+00	7.44E-01	2.16E-01	1.82E+00	1.74E+00	2.46E+00	1.96E+00	1.25E+00	7.46E-01	2.54E+00	1.30E+00
SP25380	1.98E+00	2.71E+00	2.28E+00	1.03E+00	7.59E-01	3.97E-01	1.23E+00	2.14E+00	1.97E+00	2.73E+00	1.67E+00	1.01E+00	2.66E+00	1.00E+00
SP24565	5.66E-01	6.97E-01	8.46E-01	0.00E+00	8.18E-01	0.00E+00	1.03E+00	1.20E+00	1.77E+00	1.18E+00	1.06E+00	1.98E-01	1.88E+00	7.97E-01
SP25833	3.40E+00	3.51E+00	1.36E+00	4.27E-01	9.73E-01	0.00E+00	1.44E+00	1.69E+00	2.10E+00	2.50E+00	1.30E+00	1.08E+00	2.25E+00	7.25E-01
SP25905	8.19E-01	7.67E-01	8.39E-01	2.19E-01	9.38E-01	0.00E+00	7.29E-01	1.26E+00	1.01E+00	1.45E+00	7.59E-01	2.69E-01	1.16E+00	9.10E-01
SP26439	1.06E+00	1.07E+00	6.71E-01	6.06E-01	8.09E-01	1.70E-01	4.97E-01	8.11E-01	8.22E-01	1.46E+00	8.63E-01	1.15E+00	1.10E+00	7.05E-01
SP24236	2.33E+00	2.99E+00	2.84E+00	6.15E-01	6.35E-01	0.00E+00	1.58E+00	2.93E+00	2.26E+00	3.32E+00	2.49E+00	9.88E-01	4.02E+00	1.17E+00
SP23925	1.79E+00	2.30E+00	5.38E+00	3.37E-01	1.68E+00	0.00E+00	1.55E+01	1.88E+00	1.45E+01	3.94E+00	7.86E+00	6.96E-01	7.09E+00	5.83E-01
SP24815	2.51E+00	2.88E+00	2.29E+00	6.34E-01	1.17E+00	3.21E-01	1.63E+00	2.40E+00	2.17E+00	2.61E+00	2.14E+00	4.65E-01	3.36E+00	1.23E+00
SP27957	2.10E+00	2.16E+00	1.46E+00	2.31E-01	8.74E-01	1.73E-01	1.13E+00	1.81E+00	1.79E+00	2.77E+00	1.31E+00	1.16E+00	1.86E+00	8.89E-01
SP27603	8.99E-01	1.37E+00	1.38E+00	3.12E-01	9.65E-01	0.00E+00	1.14E+00	1.94E+00	2.31E+00	3.03E+00	1.43E+00	1.27E+00	2.36E+00	1.09E+00
SP27825	2.09E+00	2.34E+00	2.05E+00	2.97E-01	1.14E+00	0.00E+00	1.27E+00	2.14E+00	2.38E+00	2.56E+00	2.04E+00	1.03E+00	2.39E+00	6.99E-01
SP24135	1.61E+00	2.05E+00	2.10E+00	4.09E-01	6.21E+00	3.90E-01	1.96E+00	2.80E+00	3.28E+00	7.16E+00	2.83E+00	1.94E+00	4.94E+00	1.69E+00
SP26499	7.23E-01	1.18E+00	1.09E+00	6.07E-01	7.56E-01	0.00E+00	7.55E-01	1.01E+00	1.18E+00	1.54E+00	1.23E+00	1.02E+00	1.40E+00	8.30E-01
SP25518	2.43E+00	2.80E+00	2.13E+00	7.62E-01	1.08E+00	4.71E-01	1.43E+00	2.71E+00	1.66E+00	3.38E+00	1.79E+00	9.50E-01	2.72E+00	8.49E-01
SP28659	3.05E+00	3.24E+00	2.37E+00	4.30E-01	6.72E+00	0.00E+00	2.50E+00	3.49E+00	2.69E+00	7.37E+00	2.68E+00	1.60E+00	4.88E+00	9.36E-01
SP23622	1.51E+00	1.62E+00	1.59E+00	4.31E-01	5.19E-01	4.60E-01	1.43E+00	1.64E+00	2.50E+00	2.31E+00	1.49E+00	9.96E-01	2.34E+00	8.59E-01
SP27939	1.45E+00	1.52E+00	1.14E+00	4.16E-01	6.67E-01	0.00E+00	8.55E-01	1.46E+00	1.93E+00	2.39E+00	1.36E+00	8.44E-01	1.60E+00	7.24E-01
SP23754	6.07E-01	7.19E-01	6.39E-01	4.07E-01	4.64E-01	0.00E+00	4.82E-01	1.03E+00	6.76E-01	1.29E+00	6.17E-01	5.72E-01	9.36E-01	5.44E-01
SP29697	1.63E+00	1.94E+00	1.14E+00	8.45E-01	5.86E-01	0.00E+00	1.04E+00	1.11E+00	1.45E+00	1.60E+00	1.15E+00	5.66E-01	1.41E+00	8.65E-01
SP27339	2.13E+00	2.27E+00	1.21E+00	1.00E-02	8.26E-01	3.18E-01	7.32E-01	1.49E+00	2.12E+00	1.74E+00	1.25E+00	7.60E-01	1.98E+00	8.17E-01
SP29559	1.44E+00	2.02E+00	9.18E-01	8.90E-01	6.39E+00	3.04E-01	1.28E+00	2.67E+00	8.93E-01	6.48E+00	1.54E+00	4.92E-01	4.30E+00	1.45E+00
SP29331	1.97E+00	1.84E+00	2.04E+00	4.10E-01	1.07E+00	0.00E+00	1.34E+00	1.96E+00	1.64E+00	2.25E+00	1.81E+00	1.00E+00	2.33E+00	1.08E+00
SP26475	2.45E+00	2.62E+00	1.54E+00	4.71E-01	6.34E-01	0.00E+00	8.62E-01	1.55E+00	1.72E+00	1.98E+00	1.48E+00	9.85E-01	2.01E+00	1.06E+00
SP23775	1.94E+00	2.55E+00	2.37E+00	1.99E-01	5.91E+00	0.00E+00	1.99E+00	3.32E+00	2.97E+00	6.83E+00	2.71E+00	1.54E+00	4.66E+00	1.60E+00
SP28275	1.73E+00	1.69E+00	8.81E-01	2.68E-01	9.65E-01	0.00E+00	1.21E+00	1.09E+00	1.66E+00	1.95E+00	1.04E+00	7.03E-01	1.85E+00	1.42E+00
SP28581	2.14E+00	2.45E+00	1.86E+00	6.19E-01	1.05E+00	0.00E+00	1.22E+00	1.61E+00	1.96E+00	2.39E+00	1.68E+00	1.26E+00	2.40E+00	9.07E-01
