MutationType	ID83A	ID83B	ID83C	ID83D
4:Del:R:4	6.72E-10	3.55E-04	4.36E-05	1.80E-04
4:Del:R:5	3.96E-05	1.38E-04	2.13E-05	8.89E-05
5:Del:R:0	3.48E-04	1.87E-03	2.51E-03	3.10E-03
5:Del:R:1	9.86E-05	4.45E-04	4.18E-04	3.78E-04
5:Del:R:2	2.95E-05	2.03E-04	8.46E-05	1.27E-04
5:Del:R:3	3.08E-05	3.79E-05	2.15E-05	6.13E-05
5:Del:R:4	7.69E-10	2.64E-08	2.45E-09	3.85E-08
5:Del:R:5	6.90E-10	8.65E-05	4.15E-06	4.14E-05
2:Ins:R:0	1.77E-04	2.82E-04	3.57E-04	5.33E-04
2:Ins:R:1	6.29E-05	3.35E-04	2.22E-04	2.63E-04
2:Ins:R:2	4.56E-05	2.38E-04	7.28E-05	1.96E-04
2:Ins:R:3	5.63E-05	5.63E-05	7.36E-05	8.75E-05
2:Ins:R:4	9.69E-05	5.51E-09	2.14E-04	3.32E-04
2:Ins:R:5	3.01E-04	4.07E-04	9.07E-04	4.68E-04
3:Ins:R:0	1.09E-04	1.53E-04	3.30E-04	5.44E-04
3:Ins:R:1	6.11E-05	2.45E-04	2.24E-04	2.28E-04
3:Ins:R:2	3.24E-05	5.23E-05	1.64E-05	4.23E-05
3:Ins:R:3	7.69E-10	2.64E-08	2.45E-09	3.85E-08
3:Ins:R:4	5.49E-10	4.09E-08	5.35E-05	1.76E-05
3:Ins:R:5	6.37E-05	5.49E-05	1.55E-04	1.50E-04
4:Ins:R:0	1.39E-04	2.57E-06	3.98E-04	6.89E-04
4:Ins:R:1	9.83E-05	3.72E-04	3.04E-04	2.81E-04
4:Ins:R:2	3.33E-05	5.19E-08	9.72E-05	2.44E-05
4:Ins:R:3	5.54E-05	1.34E-08	5.59E-05	1.99E-08
4:Ins:R:4	5.19E-05	1.97E-08	1.19E-09	1.04E-08
4:Ins:R:5	7.21E-05	3.75E-05	1.63E-04	1.39E-04
5:Ins:R:0	6.28E-04	9.09E-05	5.26E-03	8.60E-03
5:Ins:R:1	1.34E-04	5.67E-04	3.72E-04	6.67E-04
5:Ins:R:2	4.33E-05	1.05E-04	1.42E-04	1.03E-04
5:Ins:R:3	2.03E-05	3.95E-05	3.81E-05	6.81E-05
5:Ins:R:4	2.52E-05	5.74E-05	3.11E-09	2.19E-05
5:Ins:R:5	2.48E-05	1.13E-04	7.62E-05	3.57E-05
2:Del:M:1	1.90E-04	5.54E-04	4.25E-04	4.78E-04
3:Del:M:1	6.44E-05	2.51E-04	1.45E-04	2.36E-04
3:Del:M:2	9.66E-05	5.82E-04	3.15E-04	8.32E-04
4:Del:M:1	3.91E-05	3.48E-04	1.60E-04	2.57E-04
4:Del:M:2	9.09E-05	6.86E-04	1.86E-04	9.06E-04
4:Del:M:3	8.34E-05	1.17E-03	2.57E-04	1.45E-03
5:Del:M:1	2.15E-04	1.18E-03	1.38E-03	1.48E-03
5:Del:M:2	1.52E-04	9.08E-04	5.01E-04	8.07E-04
5:Del:M:3	1.29E-04	5.97E-04	3.77E-04	4.94E-04
5:Del:M:4	9.61E-05	3.79E-04	1.91E-04	4.79E-04
5:Del:M:5	1.35E-04	4.86E-04	3.23E-04	3.61E-04
