MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	2.18E-04	1.13E-03	6.10E-04	2.44E-03
1:Del:C:1	1.72E-04	1.86E-03	5.02E-04	2.95E-03
1:Del:C:2	1.33E-04	1.21E-03	3.14E-04	1.32E-03
1:Del:C:3	1.06E-04	4.94E-04	2.92E-04	6.25E-04
1:Del:C:4	6.66E-05	4.53E-04	1.84E-04	4.94E-04
1:Del:C:5	1.96E-04	2.40E-04	2.99E-04	3.60E-04
1:Del:T:0	2.19E-04	1.40E-03	4.76E-04	1.58E-03
1:Del:T:1	2.14E-04	1.32E-03	4.03E-04	1.18E-03
1:Del:T:2	1.68E-04	1.19E-03	4.24E-04	7.76E-04
1:Del:T:3	2.02E-04	7.73E-04	1.94E-04	7.75E-04
1:Del:T:4	2.27E-04	7.43E-04	2.72E-04	6.47E-04
1:Del:T:5	1.61E-03	6.28E-04	2.02E-03	1.33E-03
1:Ins:C:0	5.90E-04	2.59E-05	1.76E-04	3.52E-04
1:Ins:C:1	9.28E-05	1.61E-04	2.17E-04	2.31E-04
1:Ins:C:2	7.05E-05	1.74E-04	7.01E-05	2.02E-04
1:Ins:C:3	7.01E-05	7.14E-05	1.93E-04	1.91E-04
1:Ins:C:4	1.01E-04	7.25E-05	1.79E-04	1.43E-04
1:Ins:C:5	1.80E-04	3.21E-04	4.46E-04	3.75E-04
1:Ins:T:0	2.53E-04	3.75E-04	5.07E-04	3.91E-04
1:Ins:T:1	1.98E-04	8.59E-04	3.02E-04	1.30E-03
1:Ins:T:2	1.68E-04	3.95E-04	2.68E-04	4.04E-04
1:Ins:T:3	1.33E-04	3.83E-04	3.30E-04	4.78E-04
1:Ins:T:4	1.57E-04	2.18E-04	2.69E-04	3.43E-04
1:Ins:T:5	1.21E-03	1.77E-03	6.56E-03	4.61E-03
2:Del:R:0	1.42E-04	6.62E-04	3.19E-04	6.07E-04
2:Del:R:1	1.57E-04	6.30E-04	4.67E-04	7.67E-04
2:Del:R:2	6.92E-05	3.03E-04	2.23E-04	3.08E-04
2:Del:R:3	7.13E-05	9.58E-05	2.11E-04	1.87E-04
2:Del:R:4	5.87E-05	4.12E-05	1.30E-04	1.49E-04
2:Del:R:5	1.14E-04	3.13E-03	8.96E-05	1.43E-03
3:Del:R:0	6.42E-05	4.58E-04	1.44E-04	3.37E-04
3:Del:R:1	1.22E-04	1.05E-03	5.92E-04	1.05E-03
3:Del:R:2	2.47E-05	2.69E-04	2.22E-04	3.86E-04
3:Del:R:3	9.39E-10	3.12E-04	1.21E-04	1.63E-04
3:Del:R:4	2.66E-05	3.74E-04	8.70E-05	2.38E-04
3:Del:R:5	0.00E+00	4.99E-04	1.47E-04	2.90E-04
4:Del:R:0	7.41E-05	2.36E-04	3.14E-04	3.90E-04
4:Del:R:1	9.44E-05	8.40E-04	4.09E-04	1.65E-03
4:Del:R:2	8.67E-05	2.56E-04	1.11E-04	2.55E-04
4:Del:R:3	5.72E-05	3.80E-04	2.02E-04	2.34E-04
