Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP109953	394	0.992	244.665	62.098%	96.204	48.874%	1.83999	0.995
SP107650	351	0.986	254.802	72.593%	98.15	61.769%	1.87904	0.99
SP13206	358	0.985	252.196	70.446%	85.51	62.341%	2.31761	0.99
SP13078	420	0.968	354.864	84.491%	134.731	86.838%	2.46123	0.975
SP107607	315	0.956	236.542	75.093%	63.159	62.26%	0.92114	0.959
SP109941	210	0.965	188.414	89.721%	68.225	92.348%	2.95107	0.974
SP109801	395	0.988	253.775	64.247%	86.434	54.889%	1.88989	0.993
SP13072	311	0.945	196.861	63.299%	45.412	53.017%	0.3875	0.945
SP107595	712	0.985	365.732	51.367%	98.553	40.357%	0.34179	0.987
SP107640	301	0.98	213.05	70.781%	80.042	58.301%	1.75994	0.983
SP13084	417	0.982	346.997	83.213%	131.985	75.129%	2.64654	0.988
SP107603	278	0.965	207.093	74.494%	59.659	63.118%	0.93791	0.969
SP109957	546	0.902	496.701	90.971%	142.186	93.225%	1.3318	0.907
SP114020	652	0.964	575.651	88.29%	213.332	91.928%	2.42452	0.972
SP96540	228	0.981	124.646	54.669%	28.223	33.991%	0.34973	0.982
SP114032	309	0.98	282.766	91.51%	116.058	93.235%	3.62751	0.988
SP107624	165	0.971	90.954	55.124%	16.85	31.23%	0.40516	0.969
SP107575	314	0.964	196.846	62.69%	44.24	45.247%	0.45156	0.964
SP13242	270	0.979	168.26	62.319%	47.768	48.506%	0.83396	0.982
SP114016	312	0.964	319.528	102.413%	152.281	112.668%	5.33768	0.971
CPCT02070011T	2484	0.951	1660.799	66.86%	368.07	57.523%	0.90199	0.954
CPCT02020317T	307	0.935	153.341	49.948%	25.357	39.51%	0.31903	0.916
CPCT02010352T	108	0.912	65.551	60.695%	10.923	45.994%	0.48099	0.889
CPCT02010362T	142	0.909	79.516	55.997%	14.108	52.003%	0.48918	0.884
CPCT02010366T	51	0.902	33.66	66.0%	6.205	46.64%	0.54041	0.883
CPCT02010383T	147	0.907	107.074	72.839%	18.551	44.485%	0.74867	0.892
CPCT02050049T	222	0.938	93.685	42.2%	17.812	34.693%	0.25263	0.919
CPCT02020350T	282	0.926	136.487	48.4%	25.877	41.912%	0.31465	0.906
CPCT02060023T	907	0.973	441.109	48.634%	97.965	38.393%	0.24136	0.974
CPCT02080030T	2873	0.988	643.299	22.391%	121.372	17.433%	0.07004	0.985
CPCT02060010T	1035	0.95	613.955	59.319%	133.009	56.27%	0.47081	0.954
CPCT02040037T	2166	0.996	550.109	25.397%	128.666	15.681%	0.11188	0.996
CPCT02070018T	737	0.955	349.76	47.457%	72.434	41.373%	0.25105	0.951
CPCT02080041T	911	0.957	312.688	34.324%	57.972	29.882%	0.16237	0.943
CPCT02070029T	955	0.982	547.633	57.344%	162.166	48.567%	0.94416	0.986
CPCT02060033T	750	0.967	329.28	43.904%	65.142	39.265%	0.19327	0.967
CPCT02020399T	2073	0.984	873.943	42.158%	217.434	28.534%	0.25747	0.984
CPCT02140024T	6100	0.997	1954.541	32.042%	671.814	20.425%	1.12314	0.997
CPCT02080050T	382	0.942	144.161	37.738%	27.077	33.852%	0.15805	0.92
CPCT02030293T	419	0.955	217.984	52.025%	42.289	40.065%	0.29757	0.951
CPCT02010441T	76919	0.999	13294.033	17.283%	3930.415	7.564%	0.81179	0.999
CPCT02090030T	921	0.99	417.721	45.355%	111.182	31.435%	0.41161	0.992
CPCT02010718T	717	0.996	193.596	27.001%	36.745	11.873%	0.15	0.996
CPCT02020653T	499	0.968	188.006	37.677%	32.51	25.066%	0.18472	0.961
CPCT02340008TII	393	0.977	130.695	33.256%	26.076	21.575%	0.20761	0.973
CPCT02020876T	259	0.906	143.654	55.465%	23.795	48.642%	0.35465	0.872
CPCT02370016T	585	0.962	215.968	36.918%	37.164	27.282%	0.18553	0.952
CPCT02070275T	650	0.996	200.022	30.773%	43.488	16.006%	0.13865	0.996
CPCT02011028T	1074	0.987	418.519	38.968%	91.756	27.789%	0.18715	0.988
CPCT02230072T	39266	0.994	17451.113	44.443%	6107.521	31.37%	2.21756	0.995
CPCT02130028T	663	0.987	283.22	42.718%	59.855	23.055%	0.44071	0.986
CPCT02060182T	176	0.941	89.137	50.646%	14.445	36.479%	0.39637	0.926
CPCT02020657T	286	0.939	151.547	52.988%	28.266	36.061%	0.34675	0.928
DRUP01090026T	314	0.937	168.014	53.508%	28.802	43.579%	0.29941	0.924
CPCT02130029T	150	0.939	83.27	55.513%	13.243	35.343%	0.534	0.925
CPCT02340010TII	2776	0.935	1297.304	46.733%	298.433	36.868%	0.57297	0.924
DRUP01020022T	265	0.923	132.453	49.982%	23.082	44.729%	0.24465	0.899
CPCT02120103T	622	0.98	351.679	56.54%	98.224	42.062%	0.4455	0.981
CPCT02300030T	641	0.992	229.445	35.795%	49.901	20.132%	0.20841	0.992
CPCT02150044T	276	0.958	134.41	48.699%	23.797	33.996%	0.2535	0.952
CPCT02020920T	345	0.919	155.084	44.952%	28.134	43.14%	0.22025	0.886
CPCT02080192T	532	0.984	213.777	40.184%	41.85	23.239%	0.2626	0.983
CPCT02130170T	1547	0.924	885.874	57.264%	179.689	40.679%	0.69732	0.912
CPCT02260014T	2329	0.991	1261.975	54.185%	442.955	44.515%	3.16926	0.993
CPCT02020922T	243	0.798	161.435	66.434%	36.378	67.987%	0.56505	0.742
CPCT02011072T	173	0.967	69.21	40.006%	12.33	29.103%	0.24093	0.96
CPCT02010758T	442	0.964	150.889	34.138%	27.171	26.674%	0.13573	0.953
WIDE01010006T	133	0.864	108.595	81.65%	20.66	77.481%	0.85621	0.849
CPCT02040220T	450	0.964	227.988	50.664%	52.074	39.584%	0.33773	0.963
CPCT02100157T	1078	0.987	575.297	53.367%	160.8	38.951%	0.53739	0.99
CPCT02230088T	8655	0.981	2318.435	26.787%	487.235	21.979%	0.10837	0.978
CPCT02130178T	325	0.893	174.885	53.811%	32.63	50.966%	0.29963	0.856
WIDE01010017T	573	0.968	288.59	50.365%	58.948	40.229%	0.29466	0.969
WIDE01010025T	217	0.876	139.077	64.091%	26.13	54.977%	0.40568	0.843
WIDE01010028T	1357	0.943	867.421	63.922%	187.875	62.839%	0.51436	0.95
WIDE01010012T	1112	0.993	235.564	21.184%	40.749	14.054%	0.07939	0.993
WIDE01010031T	2243	0.99	1090.923	48.637%	341.508	40.707%	0.42046	0.993
CPCT02020956T	152	0.904	90.876	59.787%	15.706	48.332%	0.39425	0.878
CPCT02010774T	279	0.967	100.004	35.844%	16.32	27.204%	0.18726	0.957
CPCT02010756T	257	0.891	164.005	63.815%	34.178	59.833%	0.54632	0.874
WIDE01010045T	406	0.969	145.744	35.898%	26.689	27.282%	0.16056	0.963
