Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP24708	56	80	116	26	147	0	0
SP24301	106	108	177	52	158	5	35
SP27201	44	146	113	25	169	0	0
SP28791	8	31	22	2	91	0	13
SP23739	32	27	67	28	99	0	0
SP24702	120	81	108	44	130	0	0
SP25332	5	21	45	23	26	3	31
SP28335	0	42	66	35	136	3	30
SP26709	66	31	36	29	40	0	30
SP25350	0	63	177	12	133	3	55
SP25380	51	130	106	30	182	5	0
SP24565	5	13	93	28	96	2	0
SP25833	93	41	91	33	153	0	0
SP25905	5	25	33	33	111	1	0
SP26439	0	26	13	32	52	2	36
SP24236	42	153	130	16	262	0	0
SP23925	36	32	1559	94	30	0	6
SP24815	47	131	128	51	197	6	16
SP27957	39	83	82	39	132	0	0
SP27603	2	54	84	40	158	0	41
SP27825	50	120	131	50	165	2	0
SP24135	0	99	188	522	199	8	48
SP26499	9	43	42	24	87	0	44
SP25518	47	125	93	35	249	8	0
SP28659	75	123	214	574	204	1	0
SP23622	29	66	132	4	150	11	0
SP27939	14	38	66	28	124	0	46
SP23754	6	27	20	15	57	1	3
SP29697	33	59	74	21	76	0	50
SP27339	43	50	68	24	121	6	0
SP29559	44	9	6	636	89	6	24
SP29331	23	108	81	45	194	2	0
SP26475	56	80	64	28	131	2	46
SP23775	43	97	150	560	169	1	0
SP28275	20	18	101	39	69	0	41
SP28581	37	92	104	40	131	0	17
SP23639	51	83	132	43	160	4	0
SP24391	60	65	102	36	162	1	0
SP28041	68	143	136	25	165	0	0
SP25494	101	201	242	887	517	8	0
SP26649	50	55	177	41	109	4	0
SP78927	36	6	2	0	12	0	7
SP78913	18	3	4	13	7	0	6
SP107375	26	15	7	38	46	0	63
SP107408	165	61	26	22	32	3	11
SP107439	14	10	0	0	220	17	26
SP78816	31	2	5	3	3	0	0
SP78663	105	4	12	41	5	0	44
SP78709	62	6	9	11	2	0	41
SP107462	158	11	0	8	20	0	26
SP78951	54	12	4	1	36	0	6
SP107435	62	24	23	13	28	0	49
SP78679	15	62	25	10	40	0	67
SP107360	90	48	38	30	0	7	85
SP78819	0	5	5	2	4	0	19
SP78821	50	10	6	3	52	2	18
SP107552	42	0	6	7	10	0	6
SP78865	0	2	1	7	7	0	48
SP107470	71	38	8	1	14	4	8
SP78673	0	6	12	5	20	0	4
SP78824	25	4	2	12	8	0	0
SP107550	12	11	0	0	9	0	30
SP78718	204	43	3	0	24	0	0
SP107451	36	8	6	8	0	0	32
SP107557	51	8	0	7	6	0	7
SP107358	2	5	18	11	19	2	36
SP78731	21	6	1	5	6	0	25
SP107455	9	6	0	0	10	0	33
SP107549	28	7	6	5	0	1	9
SP78814	5	4	1	11	29	3	60
SP107357	147	91	52	29	40	21	116
SP78919	54	3	8	17	7	2	21
SP107453	34	17	6	4	15	0	24
SP78719	0	4	4	0	0	0	6
SP78662	11	6	0	0	18	0	0
SP107457	98	2	9	9	15	3	49
SP107404	77	69	38	19	15	4	57
