MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	1.43E-04	1.32E-04	1.57E-03	1.28E-03	1.66E-03	3.34E-03	7.22E-04	1.73E-03	1.67E-03	1.82E-03	5.84E-03	2.24E-03	1.18E-03	1.26E-03	1.53E-03
1:Del:C:1	3.02E-05	1.53E-04	1.02E-03	3.87E-04	4.71E-04	1.30E-03	1.97E-05	1.12E-03	1.05E-03	1.28E-03	1.52E-03	3.24E-03	6.28E-04	9.68E-04	5.83E-04
1:Del:C:2	4.99E-05	4.76E-05	3.36E-04	3.28E-04	2.96E-04	7.87E-04	3.03E-04	7.57E-04	1.39E-04	4.93E-04	1.39E-03	3.25E-03	2.30E-04	4.83E-04	3.59E-04
1:Del:C:3	8.77E-05	6.97E-05	4.71E-04	1.35E-04	9.23E-05	8.42E-04	1.30E-04	3.61E-04	5.22E-04	5.29E-04	6.70E-04	1.40E-03	2.13E-04	2.24E-04	1.64E-04
1:Del:C:4	3.43E-04	2.32E-05	2.11E-03	1.06E-04	1.18E-04	5.21E-04	2.78E-05	2.43E-05	1.06E-03	4.66E-04	4.14E-04	8.18E-04	1.48E-04	9.00E-05	2.28E-04
1:Del:C:5	1.56E-03	2.07E-04	8.68E-03	4.98E-05	3.70E-05	1.04E-04	9.45E-05	6.38E-09	4.76E-03	4.71E-08	3.02E-04	1.05E-03	1.23E-04	3.94E-04	2.41E-04
1:Del:T:0	3.90E-05	2.10E-04	9.88E-04	4.19E-04	5.45E-04	4.66E-03	5.37E-04	2.48E-03	2.90E-03	3.54E-03	1.07E-03	9.05E-04	6.48E-04	1.43E-03	8.11E-04
1:Del:T:1	5.10E-05	1.30E-04	7.17E-04	1.37E-04	3.95E-04	2.60E-03	3.17E-04	1.92E-03	1.96E-03	2.04E-03	5.58E-04	8.85E-04	6.46E-04	6.73E-04	7.60E-04
1:Del:T:2	1.56E-04	2.51E-05	4.94E-04	4.85E-04	4.16E-04	4.22E-03	1.74E-04	1.57E-03	1.36E-03	1.51E-03	9.08E-04	8.94E-04	2.50E-04	1.17E-03	5.44E-04
1:Del:T:3	3.83E-04	1.01E-04	8.62E-04	6.84E-04	4.89E-04	6.24E-03	1.18E-04	1.33E-03	5.22E-04	1.12E-03	1.29E-03	1.10E-03	1.91E-04	8.60E-04	3.91E-04
1:Del:T:4	6.61E-04	1.18E-04	2.96E-04	5.52E-04	6.66E-05	5.73E-03	1.25E-04	8.86E-04	4.99E-04	8.88E-04	7.39E-04	1.12E-03	4.07E-04	2.18E-04	5.49E-04
1:Del:T:5	3.72E-03	6.61E-04	1.62E-02	8.76E-04	7.49E-04	8.05E-03	4.59E-04	8.84E-04	5.83E-03	6.67E-03	6.45E-04	2.97E-03	1.38E-03	1.25E-03	2.40E-03
1:Ins:C:0	2.30E-05	7.85E-10	4.58E-08	3.73E-05	1.05E-07	1.32E-07	1.57E-09	7.50E-10	3.97E-08	8.41E-08	1.30E-08	3.00E-08	9.14E-08	3.51E-09	2.71E-03
1:Ins:C:1	6.63E-06	5.77E-05	3.17E-04	6.11E-05	8.34E-05	3.05E-04	1.40E-04	3.48E-04	4.65E-04	5.76E-04	1.55E-04	1.98E-04	2.89E-04	7.44E-04	6.92E-04
1:Ins:C:2	5.99E-06	4.58E-05	2.18E-04	2.03E-05	4.22E-05	3.45E-04	7.95E-05	2.16E-04	3.15E-04	3.03E-04	8.94E-05	1.72E-04	7.97E-05	6.51E-04	3.28E-04
1:Ins:C:3	1.20E-05	6.75E-05	9.74E-05	0.00E+00	0.00E+00	6.40E-05	1.45E-04	2.15E-04	3.90E-04	2.72E-04	2.34E-05	1.87E-04	1.97E-47	5.13E-04	2.65E-04
