MutationType	ID83A	ID83B	ID83C
1:Del:C:0	7.80E-05	3.23E-04	7.97E-04
1:Del:C:1	3.04E-05	1.85E-04	4.11E-04
1:Del:C:2	2.70E-05	1.01E-04	2.45E-04
1:Del:C:3	3.22E-05	4.79E-05	1.39E-04
1:Del:C:4	4.99E-05	4.52E-05	8.43E-05
1:Del:C:5	1.50E-04	8.99E-05	6.47E-05
1:Del:T:0	6.66E-05	1.74E-04	4.39E-04
1:Del:T:1	5.85E-05	8.93E-05	2.33E-04
1:Del:T:2	6.20E-05	1.23E-04	3.35E-04
1:Del:T:3	9.71E-05	1.29E-04	3.82E-04
1:Del:T:4	2.05E-04	1.72E-04	2.91E-04
1:Del:T:5	3.46E-03	1.77E-03	2.98E-04
1:Ins:C:0	5.59E-05	5.44E-05	1.50E-04
1:Ins:C:1	8.92E-04	6.30E-04	2.87E-03
1:Ins:C:2	4.55E-04	3.31E-04	1.54E-03
1:Ins:C:3	1.98E-04	1.38E-04	6.66E-04
1:Ins:C:4	8.80E-05	7.34E-05	2.31E-04
1:Ins:C:5	1.80E-04	1.86E-04	1.24E-04
1:Ins:T:0	4.63E-05	5.10E-05	1.47E-04
1:Ins:T:1	1.13E-03	8.08E-04	3.88E-03
1:Ins:T:2	6.83E-04	5.04E-04	2.24E-03
1:Ins:T:3	4.79E-04	3.52E-04	1.52E-03
1:Ins:T:4	2.56E-04	2.19E-04	7.82E-04
1:Ins:T:5	3.84E-03	3.75E-03	2.34E-03
2:Del:R:0	3.77E-05	6.35E-05	1.87E-04
2:Del:R:1	7.07E-05	6.64E-05	1.68E-04
2:Del:R:2	2.61E-05	3.30E-05	7.57E-05
2:Del:R:3	3.46E-05	2.38E-05	3.64E-05
2:Del:R:4	1.92E-05	1.21E-05	1.90E-05
2:Del:R:5	3.47E-05	3.62E-05	4.60E-05
3:Del:R:0	1.04E-05	4.97E-05	1.28E-04
3:Del:R:1	5.67E-05	6.64E-05	1.65E-04
3:Del:R:2	1.33E-05	2.22E-05	4.62E-05
3:Del:R:3	6.55E-06	1.08E-05	1.30E-05
3:Del:R:4	9.04E-06	1.40E-05	2.57E-05
3:Del:R:5	1.91E-05	2.32E-05	2.56E-05
4:Del:R:0	8.37E-06	4.36E-05	1.02E-04
4:Del:R:1	3.25E-05	5.91E-05	1.40E-04
4:Del:R:2	9.51E-06	1.93E-05	4.41E-05
4:Del:R:3	9.96E-06	1.64E-05	3.33E-05
4:Del:R:4	7.75E-06	1.03E-05	1.54E-05
4:Del:R:5	4.86E-06	7.22E-06	1.05E-05
5:Del:R:0	1.22E-05	5.12E-04	1.22E-03
5:Del:R:1	9.71E-06	5.36E-05	1.23E-04
5:Del:R:2	4.13E-06	1.00E-05	2.48E-05
5:Del:R:3	3.11E-06	5.42E-06	1.13E-05
5:Del:R:4	1.62E-06	2.43E-06	5.36E-06
5:Del:R:5	1.62E-06	2.37E-06	6.02E-06
2:Ins:R:0	4.16E-05	5.09E-05	1.11E-04
2:Ins:R:1	1.74E-05	2.63E-05	5.26E-05
2:Ins:R:2	1.60E-05	1.73E-05	2.90E-05
2:Ins:R:3	1.18E-05	1.29E-05	2.14E-05
2:Ins:R:4	2.81E-05	3.08E-05	1.81E-05
2:Ins:R:5	1.40E-04	1.37E-04	1.13E-04
3:Ins:R:0	1.23E-05	2.35E-05	5.85E-05
3:Ins:R:1	1.61E-05	2.34E-05	3.17E-05
3:Ins:R:2	2.03E-06	7.32E-06	2.06E-05
3:Ins:R:3	3.36E-06	4.23E-06	7.94E-06
3:Ins:R:4	5.28E-06	5.90E-06	1.16E-05
3:Ins:R:5	1.89E-05	1.87E-05	1.38E-05
4:Ins:R:0	2.30E-05	2.85E-05	6.55E-05
4:Ins:R:1	1.53E-05	2.16E-05	3.33E-05
4:Ins:R:2	5.27E-06	7.98E-06	1.73E-05
4:Ins:R:3	5.30E-06	6.63E-06	1.22E-05
4:Ins:R:4	4.48E-06	7.38E-06	3.35E-06
4:Ins:R:5	9.99E-06	1.16E-05	2.13E-05
5:Ins:R:0	9.02E-05	1.88E-04	4.60E-04
5:Ins:R:1	2.53E-05	9.24E-05	1.86E-04
5:Ins:R:2	4.44E-06	9.72E-06	1.94E-05
5:Ins:R:3	1.52E-06	5.54E-06	8.49E-06
5:Ins:R:4	2.84E-06	4.81E-06	7.41E-06
5:Ins:R:5	7.43E-07	4.84E-06	8.09E-06
2:Del:M:1	6.21E-05	7.37E-05	1.88E-04
3:Del:M:1	8.17E-06	3.99E-05	9.08E-05
3:Del:M:2	2.80E-05	4.98E-05	1.17E-04
4:Del:M:1	1.33E-05	3.47E-05	9.28E-05
4:Del:M:2	1.28E-05	6.30E-05	1.64E-04
4:Del:M:3	1.73E-05	5.40E-05	1.22E-04
5:Del:M:1	3.04E-05	5.59E-04	1.32E-03
5:Del:M:2	3.24E-06	8.72E-04	2.19E-03
5:Del:M:3	1.48E-05	6.82E-04	1.76E-03
5:Del:M:4	3.25E-06	3.76E-04	9.70E-04
5:Del:M:5	1.45E-05	3.62E-04	8.93E-04
