Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
SP111062	375	326	0	46	0	4	16	188	12	28	28	44
SP111006	470	550	0	506	0	621	66	146	3	72	0	115
SP110846	196	95	0	41	0	0	48	141	1	36	70	47
SP111086	509	152	0	233	0	758	188	88	8	57	127	23
SP111096	463	308	0	0	0	34	90	89	4	45	33	11
SP111021	0	0	0	0	0	0	1	0	0	0	0	1
SP111058	497	359	21	0	0	887	341	0	12	79	117	23
SP111092	1028	172	0	53	0	42	140	90	28	642	240	72
SP111076	875	561	156	13	0	51	22	118	0	45	9	48
SP111098	367	360	0	106	0	101	88	94	25	35	48	51
SP111039	2	0	0	112	0	1	28	32	7	1	12	58
SP111052	8	13	0	0	0	19	10	33	4	12	14	7
SP111166	529	843	258	0	0	190	143	158	0	62	62	33
SP111014	55	0	0	100	10	4	72	8	0	8	1	12
SP111066	763	555	93	0	0	368	432	0	6	18	80	55
SP111094	400	220	83	0	0	250	185	376	0	50	125	28
SP111015	177	21	0	163	0	56	90	6	0	34	4	52
SP110853	175	123	0	190	207	142	177	135	3	106	50	89
SP111051	239	115	0	301	0	5	34	0	10	76	0	61
SP110855	504	181	0	145	0	214	144	200	11	90	9	40
SP111004	417	684	0	32	0	23	55	231	3	28	81	32
SP111078	149	96	0	0	0	5	62	64	0	5	11	26
SP110863	169	231	0	12	0	76	188	96	5	34	111	8
SP111013	262	70	0	390	0	42	50	0	0	16	0	14
SP111042	9	0	0	28	0	4	14	19	0	0	8	7
SP111040	36	123	0	162	0	63	41	21	0	50	48	40
SP111031	1765	670	0	339	0	145	130	138	19	14	0	39
SP23496	263	299	15	0	0	80	95	130	2	34	73	30
SP111030	39	0	0	293	26	15	71	43	0	27	6	22
SP111019	43	56	0	0	0	31	147	95	2	23	50	24
SP111026	392	334	183	0	0	176	248	93	3	38	79	6
SP110860	845	340	0	137	0	120	217	83	8	43	101	21
SP110851	374	526	0	231	0	63	76	199	3	54	43	29
SP111059	444	330	0	173	0	46	38	129	8	108	48	91
SP111170	752	674	187	0	0	102	133	148	0	97	157	52
SP111054	417	466	0	126	67	35	253	34	0	82	0	84
SP111033	887	620	0	0	0	46	72	80	0	84	39	41
