MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	0.001314955023896358	0.0017576391944021453	0.0006675806951534468	0.008705428875982761	4.4594304267775445e-05	2.8183273389004172e-06	0.003668550186849574	0.0015412459970684722	0.0010148291118093767	0.05312500026077032	0.12894716292619704	0.01608039367944002	0.04634266544715501	0.0024240018644195514	0.05185206603258848
1:Del:C:1	0.0002590394041545056	0.00060693641121361	0.001006998103002843	0.0006579643539589597	3.4350009605077504e-05	0.000343028002362189	0.0007852531835669652	0.0024695495679043235	0.0005730183257401223	0.004620459276920883	0.17851964890956878	0.012383416802622378	0.014589443727163597	0.0004972235982131679	0.024018422031076625
1:Del:C:2	0.000592959319641011	0.0009899080256309388	0.0019090838355077721	0.00010247111160424538	0.00040261111142172014	0.00018870459511163062	0.006029475759714842	0.0009920629698899576	0.00010540304481764906	0.00014496585179585964	0.15745549157261848	0.005683477171696722	0.006280663151701446	0.0009683854686490934	0.003133001824699022
1:Del:C:3	0.0022658274103014263	0.003826005055743735	0.006405480530811474	0.001576681763144734	7.36095326647046e-05	2.0071077242391765e-05	0.032573144055204464	0.0037875650345813483	0.0001777626369130303	0.007336188321642112	0.05329568549990654	0.006121547310613096	0.0030237755937076115	0.004396301515988212	0.003656881572678685
1:Del:C:4	0.008526597036398015	0.0064586945228802504	0.0199697597254999	0.004646324641394865	9.978383895941078e-06	0.00019693380557555428	0.09250076291617006	0.0022993741882237372	0.00013221232900832548	0.0013248667781590483	0.034171561133116486	0.005289448715629987	0.002472709735739045	0.009150129075721287	0.001998742382484533
1:Del:C:5	0.04045451305806637	0.01691613721124213	0.04464123086538166	0.038012497201561926	0.0028982962251757273	7.658172435185407e-06	0.21396131901070475	0.0036752234793675596	0.0033269220417605537	0.021321371676167475	0.007354610810691611	0.003807327919639647	0.0024030547856818884	0.02802870804349409	0.0007198699619038962
1:Del:T:0	0.0007698832231880667	0.0016057419808930718	0.0005812269431044115	0.004323209048015997	0.00016347545162716414	0.0	0.002052133160759695	0.0002003577730647521	0.0006105143226886867	0.03342298172414303	0.040665888488292695	0.01017267260234803	0.03994525626534596	0.0037729070904606488	0.019124373781960458
1:Del:T:1	0.00045794722596838257	0.0015780642918980447	0.0011927723247208632	0.000917520719804088	0.0	0.0	0.005707231274136575	0.0032232715975260362	5.676075728388241e-05	0.03244092705775983	0.03526530411094427	0.00032089755546621746	0.07256531061721035	0.0036257976712356487	0.020925203450606205
1:Del:T:2	0.00039109907527745235	0.004068443390715402	0.0018677943759394112	8.195584632630926e-05	4.059718252392486e-05	0.0006759363287528686	0.002673270409577526	0.05272025457350537	0.00040387624571849303	0.02182388664688915	0.022223817044869067	0.007929560809861869	0.022075779958395287	0.001665073406911688	0.0461609862651676
1:Del:T:3	0.0049688922592802465	0.017797646424733103	0.016245057855267076	0.0019703437141834	0.0015093873562000227	0.001295850522355977	0.018524505389650586	0.14010470265056937	5.1935786632384404e-05	0.031600050507113335	0.02138293892145157	0.00629906354675768	0.03242738709843252	0.0019726016547792825	0.013188462687539869
1:Del:T:4	0.027456037970259785	0.04586659012362361	0.054720931220799685	0.008649906358914449	0.0042948056836030445	0.0019076395392931685	0.08291461852611974	0.21869412388652562	0.0015161028779402841	0.003685081641888246	0.004967072526924312	0.0035155869594018442	0.030163495379965752	0.010318466823810013	0.005181726083392278
1:Del:T:5	0.7819965255260467	0.8231089708209037	0.7197860422730445	0.7194536566734314	0.04766556403976807	0.008445953663031105	0.10674688436195429	0.43179032564163206	0.12972470686305315	0.058066562007310966	0.0	0.07727249658673527	0.02340281431995596	0.13243060453290353	0.052251523697622614
1:Ins:C:0	0.00013685866906598676	0.0007549262895918218	0.0008796051928948146	0.00015085388131411124	0.0037660462711937726	0.0010642398140043952	0.0007867898436961695	0.00025791065316298044	0.0004893238354998175	0.005984530867426657	0.00315948670177022	0.0003517218821798451	0.001565774425980635	0.000622265873971628	0.42248302087187767
1:Ins:C:1	5.62576901279499e-05	0.00017798167575847401	0.0001275061403066502	0.00011499264759549988	0.0006340138634550385	0.00016007936163987325	6.0589236672967674e-05	0.00012423069856595247	0.0024146669497713447	0.0017560375641915017	0.008016042155468313	0.0010900278566259658	0.004496261300810147	0.0418499171348958	0.013925489410758019
1:Ins:C:2	3.5375396137169446e-05	0.0001736119592897012	5.2563335010660236e-05	1.0855432465177728e-05	0.0005737913988923538	0.00021711054045454149	9.109115811952507e-05	0.00022668704701573006	0.001306189940078184	0.0014464669037988643	0.0065484007366467265	0.00017767181852832437	0.0014378271520399722	0.028543725579947932	0.0031531899271067232
