MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	3.94E-04	4.29E-04	1.06E-04	3.77E-04	1.33E-05	2.82E-06	6.71E-04	2.55E-04	3.43E-05	1.24E-03	3.66E-04	2.74E-04	1.45E-03	2.30E-04	6.46E-04
1:Del:C:1	5.38E-05	6.19E-05	9.40E-05	4.63E-05	1.26E-05	1.04E-05	1.43E-04	1.92E-04	2.04E-05	2.52E-04	4.59E-04	2.01E-04	5.12E-04	1.22E-04	4.91E-04
1:Del:C:2	6.63E-05	7.52E-05	1.47E-04	3.03E-05	2.53E-05	7.71E-06	3.03E-04	1.42E-04	1.30E-05	8.69E-05	3.65E-04	1.88E-04	3.07E-04	1.38E-04	2.38E-04
1:Del:C:3	3.10E-04	3.64E-04	5.78E-04	1.95E-04	1.39E-05	4.74E-06	1.19E-03	5.13E-04	2.04E-05	4.08E-04	1.87E-04	2.13E-04	3.36E-04	7.20E-04	1.71E-04
1:Del:C:4	9.86E-04	6.76E-04	1.60E-03	5.80E-04	7.04E-06	9.80E-06	3.23E-03	6.08E-04	3.74E-05	1.02E-03	3.36E-04	3.16E-04	7.81E-04	2.01E-03	1.29E-04
1:Del:C:5	2.93E-03	1.27E-03	3.11E-03	1.78E-03	2.08E-04	5.80E-06	8.50E-03	6.68E-04	2.06E-04	2.93E-03	7.57E-04	6.49E-04	1.82E-03	5.70E-03	1.11E-04
1:Del:T:0	2.13E-04	2.31E-04	5.29E-05	1.84E-04	2.46E-05	0.00E+00	2.97E-04	1.13E-04	2.31E-05	8.73E-04	1.40E-04	2.04E-04	1.27E-03	3.90E-04	5.10E-04
1:Del:T:1	1.29E-04	1.49E-04	1.23E-04	7.43E-05	0.00E+00	0.00E+00	3.47E-04	2.58E-04	1.13E-05	1.94E-03	1.81E-04	9.35E-05	2.72E-03	4.29E-04	9.10E-04
1:Del:T:2	2.18E-04	3.83E-04	3.62E-04	3.33E-05	2.17E-05	3.67E-05	5.53E-04	2.04E-03	2.39E-05	6.75E-04	1.77E-04	2.04E-04	1.10E-03	6.58E-04	1.10E-03
1:Del:T:3	8.59E-04	9.42E-04	1.38E-03	2.24E-04	9.14E-05	8.25E-05	2.56E-03	3.55E-03	2.21E-05	1.11E-03	2.81E-04	3.89E-04	3.59E-03	8.93E-04	3.79E-04
1:Del:T:4	1.56E-03	1.74E-03	2.58E-03	7.90E-04	1.91E-04	1.24E-04	5.30E-03	4.96E-03	1.56E-04	1.09E-03	4.14E-04	5.70E-04	6.15E-03	1.65E-03	3.90E-04
1:Del:T:5	8.55E-03	7.16E-03	1.34E-02	9.93E-03	4.74E-03	9.05E-04	1.41E-02	1.02E-02	6.84E-03	1.21E-02	0.00E+00	6.99E-03	7.40E-03	2.27E-02	3.33E-03
