Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
SP23435	6	44	0	0	55	7	1	17	56	8	5	13	3	0
SP112829	0	50	0	0	45	9	0	45	30	27	10	182	0	13
SP112947	3	51	3	0	0	8	1	21	25	21	20	22	0	150
SP112985	0	0	2	1	0	0	0	0	0	0	0	0	0	29
SP112925	6	45	0	6	24	14	7	26	18	26	15	12	16	121
SP112937	6	13	17	0	0	8	1	11	16	24	11	4	0	11
SP112989	2	23	1	0	0	4	1	9	30	11	6	23	2	10
SP111145	28	53	0	4	18	13	1	9	74	14	31	16	6	2
SP111143	7	35	0	11	50	7	0	30	28	26	11	13	0	1
SP125584	2	2	0	0	0	3	2	0	0	0	1	4	0	0
SP111144	15	100	0	12	6	15	1	36	82	21	27	0	0	0
SP116296	0	12	0	0	0	0	0	4	14	32	0	5	0	3
SP116254	17	74	6	19	5	51	1	33	6	21	0	21	0	0
SP116256	18	77	4	3	0	53	1	32	0	33	3	17	0	0
SP116274	12	29	0	0	0	12	0	6	37	0	15	5	3	0
SP116259	7	66	0	10	0	1	1	19	46	12	6	15	8	0
SP116290	0	3	0	0	27	7	0	10	8	14	7	6	0	1
SP116258	4	75	6	10	17	30	0	24	15	31	2	12	0	0
SP116261	0	5	0	0	0	1	0	11	12	12	4	0	1	1
SP23463	0	14	0	2	3	6	2	7	4	0	11	11	0	0
SP116268	4	7	0	5	0	1	0	11	16	0	11	7	0	0
SP23471	5	22	0	8	1	3	0	12	17	4	8	8	0	0
SP116266	5	14	0	23	0	1	0	16	24	11	22	12	0	0
SP116264	6	34	0	10	30	0	6	30	29	0	16	15	3	0
SP116269	1	40	0	0	27	2	2	17	41	1	23	11	0	0
SP116275	15	35	0	8	0	7	1	6	47	0	12	8	2	0
SP23447	6	18	0	7	0	3	0	1	23	7	9	10	0	0
SP116255	25	94	0	2	0	58	2	21	5	34	3	20	0	1
SP23455	6	6	2	9	0	0	0	11	1	16	28	14	0	2
SP23475	8	9	0	0	16	0	1	9	20	0	13	5	0	1
SP116227	4	77	6	23	40	12	0	5	9	20	8	9	0	1
SP116226	2	11	0	0	12	2	0	10	16	4	4	0	5	1
SP23443	15	69	3	0	18	0	4	33	19	16	6	8	8	0
SP116260	15	42	0	13	10	5	0	12	40	12	4	15	1	0
SP116280	21	135	13	51	1	25	5	30	60	25	51	27	6	0
SP116224	4	26	0	0	4	12	0	7	21	3	2	1	0	1
SP116249	0	0	0	0	0	0	0	0	0	0	3	0	0	0
SP116232	1	1	0	0	0	0	0	5	4	0	2	4	0	0
SP116251	2	6	0	1	2	0	0	0	0	29	7	6	4	1
SP116272	9	42	7	0	0	7	1	0	47	0	6	2	2	0
SP116286	2	8	0	0	0	0	0	10	8	14	0	7	0	0
SP116282	4	34	2	0	2	0	0	24	27	7	6	6	7	1
SP116288	2	7	0	0	0	0	0	1	0	12	0	0	0	0
SP23467	4	35	0	3	0	7	0	7	31	5	11	6	3	2
SP116263	2	13	0	0	0	4	0	11	10	7	15	0	1	1
SP116292	5	13	0	0	0	0	0	9	17	11	5	0	0	1
SP116248	2	15	0	0	0	3	0	0	26	0	0	8	1	0
SP116276	1	0	0	0	0	1	0	7	0	6	0	2	0	0
SP116265	15	41	0	19	31	5	4	25	52	16	24	32	1	0
