MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	2.97E-05	3.58E-03	5.91E-05	1.65E-03
1:Del:C:1	1.23E-05	1.83E-03	3.91E-05	1.15E-03
1:Del:C:2	1.16E-05	9.12E-04	5.12E-05	5.19E-04
1:Del:C:3	1.37E-05	2.98E-04	2.54E-05	1.66E-04
1:Del:C:4	3.02E-05	8.27E-05	4.81E-05	8.30E-05
1:Del:C:5	1.25E-04	3.00E-04	1.53E-04	9.45E-05
1:Del:T:0	2.05E-05	2.10E-03	4.04E-05	1.16E-03
1:Del:T:1	1.05E-05	1.23E-03	4.46E-05	8.27E-04
1:Del:T:2	4.32E-05	1.20E-04	5.07E-04	3.71E-04
1:Del:T:3	2.15E-04	2.89E-03	1.42E-03	2.30E-04
1:Del:T:4	4.29E-04	5.93E-03	2.07E-03	6.28E-04
1:Del:T:5	1.13E-03	1.48E-02	4.36E-03	9.77E-04
1:Ins:C:0	2.85E-06	6.36E-04	2.12E-04	3.52E-04
1:Ins:C:1	4.24E-06	3.51E-04	5.11E-05	2.13E-04
1:Ins:C:2	2.78E-06	1.62E-04	2.12E-05	6.68E-05
1:Ins:C:3	4.34E-06	1.69E-04	4.65E-05	1.19E-04
1:Ins:C:4	1.24E-05	1.28E-04	1.23E-04	6.60E-05
1:Ins:C:5	3.20E-05	3.27E-04	5.80E-04	1.79E-04
1:Ins:T:0	8.72E-06	6.88E-04	1.15E-04	3.61E-04
1:Ins:T:1	4.92E-06	1.27E-03	9.53E-05	9.00E-04
1:Ins:T:2	1.38E-05	6.82E-04	2.64E-04	4.23E-04
1:Ins:T:3	1.44E-05	4.30E-04	1.76E-04	3.35E-04
1:Ins:T:4	4.71E-05	5.41E-04	9.12E-05	6.70E-05
1:Ins:T:5	8.62E-04	1.31E-02	4.18E-03	1.74E-03
2:Del:R:0	1.67E-05	9.99E-04	5.33E-05	5.76E-04
2:Del:R:1	1.66E-05	1.44E-03	2.60E-04	8.34E-04
2:Del:R:2	1.12E-05	3.90E-04	5.82E-05	2.60E-04
2:Del:R:3	2.37E-05	4.26E-05	2.07E-05	3.72E-05
2:Del:R:4	2.89E-05	3.39E-05	1.29E-05	2.97E-05
2:Del:R:5	6.38E-05	1.53E-04	5.66E-06	8.13E-05
3:Del:R:0	6.36E-06	3.94E-04	3.97E-06	1.93E-04
3:Del:R:1	1.52E-05	1.31E-03	2.62E-04	7.65E-04
3:Del:R:2	9.10E-06	2.70E-04	6.78E-05	1.50E-04
3:Del:R:3	4.70E-06	1.09E-04	4.68E-05	6.59E-05
3:Del:R:4	3.85E-06	7.02E-05	5.88E-06	5.52E-05
3:Del:R:5	5.99E-06	6.17E-05	6.19E-06	5.58E-05
4:Del:R:0	3.55E-06	3.03E-04	6.21E-06	1.08E-04
4:Del:R:1	9.01E-06	8.72E-04	1.07E-04	6.01E-04
4:Del:R:2	4.89E-06	2.68E-04	4.86E-05	1.60E-04
4:Del:R:3	5.00E-06	1.18E-04	4.13E-07	8.54E-05
4:Del:R:4	3.27E-06	6.57E-05	3.21E-06	5.20E-05
4:Del:R:5	3.15E-06	9.11E-06	1.38E-06	1.76E-05
5:Del:R:0	2.75E-06	1.95E-03	1.72E-05	1.24E-03
5:Del:R:1	5.02E-06	4.28E-04	2.70E-05	2.15E-04
5:Del:R:2	2.80E-06	9.80E-05	1.52E-05	6.23E-05
5:Del:R:3	2.05E-06	2.68E-05	9.18E-06	1.99E-05
5:Del:R:4	1.53E-06	3.98E-06	6.66E-06	3.54E-06
5:Del:R:5	9.93E-07	3.90E-07	5.44E-10	4.06E-06
2:Ins:R:0	8.46E-06	7.69E-04	1.57E-04	4.13E-04
2:Ins:R:1	2.57E-06	3.85E-04	5.10E-05	2.81E-04
2:Ins:R:2	4.04E-06	2.38E-04	5.69E-05	1.53E-04
2:Ins:R:3	5.26E-06	2.48E-05	5.97E-05	2.48E-05
2:Ins:R:4	1.33E-05	1.76E-04	5.66E-05	1.67E-05
2:Ins:R:5	4.79E-05	3.63E-04	7.03E-04	1.51E-04
3:Ins:R:0	4.11E-06	2.93E-04	1.24E-05	7.19E-05
3:Ins:R:1	2.35E-06	2.92E-04	1.65E-05	2.15E-04
3:Ins:R:2	3.85E-07	4.21E-05	1.16E-05	2.39E-05
3:Ins:R:3	1.81E-06	7.99E-06	1.40E-05	6.09E-06
3:Ins:R:4	3.61E-06	3.01E-06	1.22E-05	1.02E-06
3:Ins:R:5	8.81E-06	2.59E-05	7.34E-05	1.23E-05
4:Ins:R:0	7.22E-06	5.44E-04	7.65E-05	2.73E-04
4:Ins:R:1	6.80E-07	3.03E-04	3.93E-05	2.07E-04
4:Ins:R:2	1.45E-06	3.82E-05	1.56E-05	2.62E-05
4:Ins:R:3	2.88E-06	4.82E-06	1.44E-05	1.66E-05
4:Ins:R:4	3.75E-06	2.52E-05	3.02E-05	2.58E-05
4:Ins:R:5	4.91E-06	7.33E-05	5.69E-05	3.62E-05
5:Ins:R:0	4.18E-05	3.21E-03	3.56E-05	1.91E-03
5:Ins:R:1	4.68E-08	1.01E-03	4.99E-05	5.87E-04
5:Ins:R:2	1.75E-06	6.23E-05	8.62E-06	2.95E-05
5:Ins:R:3	9.52E-07	2.40E-05	1.23E-05	1.70E-05
5:Ins:R:4	1.11E-06	1.82E-05	1.35E-05	1.29E-05
5:Ins:R:5	1.99E-07	1.86E-05	1.41E-05	1.07E-05
2:Del:M:1	1.27E-05	1.41E-03	1.84E-04	8.82E-04
3:Del:M:1	4.03E-06	3.80E-04	1.21E-05	2.65E-04
3:Del:M:2	9.66E-06	7.03E-04	1.03E-04	3.34E-04
4:Del:M:1	7.06E-06	3.65E-04	2.25E-05	1.58E-04
4:Del:M:2	5.82E-06	4.42E-04	3.47E-05	1.59E-04
4:Del:M:3	7.59E-06	6.02E-04	6.32E-05	3.23E-04
5:Del:M:1	4.65E-06	1.28E-03	3.32E-06	2.63E-03
5:Del:M:2	4.22E-06	2.71E-04	6.29E-06	4.97E-03
5:Del:M:3	7.87E-06	1.65E-04	3.91E-06	3.66E-03
5:Del:M:4	3.99E-06	5.46E-05	3.32E-06	2.33E-03
5:Del:M:5	3.82E-06	1.99E-04	4.92E-06	1.60E-03
