Samples	ID83A	ID83B
DRUP01330013T	4.87E+00	4.87E+00
DRUP01050033T	3.16E+00	3.16E+00
DRUP01440001T	5.89E+00	5.89E+00
CPCT02040156T	4.25E+00	4.25E+00
DRUP01340013T	4.43E+00	4.43E+00
CPCT02080141T	3.86E+00	3.86E+00
CPCT02010662T	5.53E+00	5.53E+00
CPCT02120069T	4.46E+00	4.46E+00
CPCT02100126T	5.83E+00	5.83E+00
CPCT02380021T	4.27E+00	4.27E+00
CPCT02020622T	7.11E+00	7.11E+00
CPCT02340034T	3.76E+00	3.76E+00
CPCT02210033T	5.07E+00	5.07E+00
CPCT02050163T	3.83E+00	3.83E+00
CPCT02030277T	4.65E+00	4.65E+00
CPCT02100064T	3.26E+00	3.26E+00
CPCT02010569T	4.79E+00	4.79E+00
CPCT02110032T	3.30E+00	3.30E+00
CPCT02340011T	2.42E+00	2.42E+00
CPCT02330033T	3.63E+00	3.63E+00
CPCT02040119T	3.26E+00	3.26E+00
CPCT02020536T	3.49E+00	3.49E+00
CPCT02340012T	3.94E+00	3.94E+00
CPCT02020527T	2.34E+00	2.34E+00
CPCT02020526T	6.29E+00	6.29E+00
CPCT02100098T	4.11E+00	4.11E+00
CPCT02230029T	3.63E+00	3.63E+00
CPCT02230030T	4.22E+00	4.22E+00
CPCT02230034T	3.60E+00	3.60E+00
CPCT02070034T	4.32E+00	4.32E+00
CPCT02030363T	2.15E+00	2.15E+00
CPCT02230039T	4.69E+00	4.69E+00
CPCT02080130T	4.55E+00	4.55E+00
CPCT02340019T	5.03E+00	5.03E+00
CPCT02050233T	3.32E+00	3.32E+00
CPCT02100044T	4.81E+00	4.81E+00
CPCT02050100T	3.13E+00	3.13E+00
CPCT02030243T	1.92E+00	1.92E+00
CPCT02050041T	7.42E+00	7.42E+00
CPCT02030310T	4.07E+00	4.07E+00
CPCT02220007T	3.17E+00	3.17E+00
CPCT02030307T	3.55E+00	3.55E+00
CPCT02030304T	2.98E+00	2.98E+00
CPCT02110018T	3.13E+00	3.13E+00
CPCT02100061T	3.25E+00	3.25E+00
CPCT02070120T	4.68E+00	4.68E+00
CPCT02120011T	4.92E+00	4.92E+00
CPCT02120012T	4.64E+00	4.64E+00
CPCT02050147T	5.05E+00	5.05E+00
CPCT02030335T	4.52E+00	4.52E+00
CPCT02040108T	3.66E+00	3.66E+00
CPCT02400002T	3.60E+00	3.60E+00
CPCT02340041T	5.42E+00	5.42E+00
CPCT02380030T	3.25E+00	3.25E+00
CPCT02040196T	5.36E+00	5.36E+00
CPCT02230068T	3.90E+00	3.90E+00
CPCT02100127T	4.59E+00	4.59E+00
CPCT02100133T	1.07E+01	1.07E+01
CPCT02090026T	3.62E+00	3.62E+00
CPCT02050287T	5.02E+00	5.02E+00
CPCT02050292T	4.20E+00	4.20E+00
DRUP01050016T	3.62E+00	3.62E+00
CPCT02250004T	4.57E+00	4.57E+00
WIDE01010644T	2.98E+00	2.98E+00
WIDE01010539T	7.11E+00	7.11E+00
WIDE01010590T	6.15E+00	6.15E+00
WIDE01010691T	3.27E+00	3.27E+00
WIDE01010704T	4.52E+00	4.52E+00
WIDE01010725T	3.77E+00	3.77E+00
