Samples	ID83A	ID83B
SP111062	2.82E+00	2.82E+00
SP111006	5.26E+00	5.26E+00
SP110846	2.12E+00	2.12E+00
SP111086	3.86E+00	3.86E+00
SP111096	2.27E+00	2.27E+00
SP111021	0.00E+00	0.00E+00
SP111058	4.40E+00	4.40E+00
SP111092	3.56E+00	3.56E+00
SP111076	2.56E+00	2.56E+00
SP111098	3.03E+00	3.03E+00
SP111039	1.02E+00	1.02E+00
SP111052	7.65E-01	7.63E-01
SP111166	4.72E+00	4.72E+00
SP111014	1.26E+00	1.26E+00
SP111066	4.84E+00	4.84E+00
SP111094	3.60E+00	3.60E+00
SP111015	1.95E+00	1.95E+00
SP110853	3.37E+00	3.37E+00
SP111051	2.66E+00	2.66E+00
SP110855	3.04E+00	3.04E+00
SP111004	4.41E+00	4.41E+00
SP111078	1.63E+00	1.63E+00
SP110863	2.57E+00	2.57E+00
SP111013	2.53E+00	2.53E+00
SP111042	7.28E-01	7.28E-01
SP111040	2.33E+00	2.33E+00
SP111031	3.39E+00	3.39E+00
SP23496	3.03E+00	3.03E+00
SP111030	2.01E+00	2.01E+00
SP111019	1.76E+00	1.76E+00
SP111026	3.06E+00	3.06E+00
SP110860	3.32E+00	3.32E+00
SP110851	4.78E+00	4.78E+00
SP111059	3.27E+00	3.27E+00
SP111170	4.08E+00	4.08E+00
SP111054	3.81E+00	3.81E+00
SP111033	2.85E+00	2.85E+00
SP111113	4.15E+00	4.15E+00
SP110865	5.70E+00	5.70E+00
SP111061	3.04E+00	3.04E+00
SP111101	3.54E+00	3.54E+00
SP110859	4.29E+00	4.29E+00
SP111168	1.93E+00	1.93E+00
SP111067	2.42E+00	2.42E+00
SP111036	2.13E+00	2.13E+00
SP111116	3.33E+00	3.33E+00
SP111099	3.43E+00	3.43E+00
SP23502	4.14E+00	4.14E+00
SP111069	5.79E+00	5.79E+00
SP111043	5.63E+00	5.63E+00
SP111024	2.55E+00	2.55E+00
SP111011	3.44E+00	3.44E+00
SP111082	3.75E+00	3.75E+00
SP111074	2.93E+00	2.93E+00
SP110845	3.13E+00	3.13E+00
SP110857	2.32E+00	2.32E+00
SP111017	2.86E+00	2.86E+00
SP111080	1.53E+00	1.53E+00
SP23506	2.73E+00	2.73E+00
SP111075	4.25E+00	4.25E+00
SP111112	2.99E+00	2.99E+00
SP111001	3.97E+00	3.97E+00
SP111027	1.42E+00	1.42E+00
SP111117	4.20E+00	4.20E+00
SP110842	3.41E+00	3.41E+00
SP111173	4.06E+00	4.06E+00
SP111008	3.55E+00	3.55E+00
SP111070	3.49E+00	3.49E+00
SP110847	2.37E+00	2.37E+00
SP111077	3.77E+00	3.77E+00
SP111091	1.99E+00	1.99E+00
SP111072	2.45E+00	2.45E+00
SP111084	3.17E+00	3.17E+00
SP23504	2.46E+00	2.46E+00
SP23500	1.68E+00	1.68E+00
SP111029	1.75E+00	1.75E+00
SP111175	6.79E+00	6.79E+00
SP111049	3.60E+00	3.60E+00
SP23498	3.12E+00	3.12E+00
SP111002	1.49E+00	1.49E+00
SP110866	3.00E+00	3.00E+00
SP111035	4.41E+00	4.41E+00
SP111009	2.93E+00	2.93E+00
SP111114	4.58E+00	4.58E+00
SP111000	3.67E+00	3.67E+00
SP111045	3.96E+00	3.96E+00
SP110861	3.93E+00	3.93E+00
SP111047	3.97E+00	3.97E+00
SP111088	3.14E+00	3.14E+00
SP111056	3.71E+00	3.71E+00
SP111089	2.36E+00	2.36E+00
SP111038	3.52E+00	3.52E+00
SP110849	2.99E+00	2.99E+00
SP111164	3.02E+00	3.02E+00
SP111057	2.93E+00	2.93E+00
SP111119	3.79E+00	3.79E+00
SP111095	3.54E+00	3.54E+00
SP111064	3.82E+00	3.82E+00
CPCT02030245T	1.67E+00	1.67E+00
CPCT02030257T	4.71E+00	4.71E+00
CPCT02070015T	4.12E+00	4.12E+00
CPCT02040043T	3.18E+00	3.18E+00
CPCT02100032T	5.51E+00	5.51E+00
CPCT02160007T	2.73E+00	2.73E+00
CPCT02030286T	3.90E+00	3.90E+00
CPCT02100140T	9.39E+00	9.39E+00
CPCT02100141T	4.50E+00	4.50E+00
CPCT02330072TII	4.79E+00	4.79E+00
CPCT02330132T	4.18E+00	4.18E+00
CPCT02130030T	5.09E+00	5.09E+00
CPCT02060183T	5.11E+00	5.11E+00
CPCT02130033T	4.34E+00	4.34E+00
CPCT02300031T	4.46E+00	4.46E+00
CPCT02180054T	5.83E+00	5.83E+00
CPCT02090037T	4.69E+00	4.69E+00
CPCT02130041T	4.17E+00	4.17E+00
CPCT02060200T	3.65E+00	3.65E+00
WIDE01010009T	3.39E+00	3.39E+00
CPCT02330094T	3.13E+00	3.13E+00
CPCT02110061T	4.89E+00	4.89E+00
WIDE01010016T	3.35E+00	3.35E+00
CPCT02230070T	4.94E+00	4.94E+00
CPCT02340070T	3.04E+00	3.04E+00
CPCT02340073T	4.16E+00	4.16E+00
CPCT02050330T	3.23E+00	3.23E+00
CPCT02340077T	3.22E+00	3.22E+00
WIDE01010064T	7.14E+00	7.14E+00
CPCT02050314T	2.24E+00	2.24E+00
CPCT02220037T	3.95E+00	3.95E+00
WIDE01010073T	4.44E+00	4.44E+00
CPCT02210045T	4.08E+00	4.08E+00
CPCT02100163T	3.46E+00	3.46E+00
CPCT02130049T	6.56E+00	6.56E+00
CPCT02050343T	3.17E+00	3.17E+00
CPCT02020712T	4.05E+00	4.05E+00
CPCT02130070T	5.32E+00	5.32E+00
CPCT02130071T	3.01E+00	3.01E+00
DRUP01020027T	3.59E+00	3.59E+00
CPCT02050349T	2.65E+00	2.65E+00
CPCT02040242T	4.29E+00	4.29E+00
CPCT02300039T	3.81E+00	3.81E+00
CPCT02010815T	4.09E+00	4.09E+00
CPCT02010813T	3.18E+00	3.18E+00
WIDE01010355T	4.25E+00	4.25E+00
CPCT02330072T	3.71E+00	3.71E+00
CPCT02130091T	4.90E+00	4.90E+00
CPCT02230097T	2.66E+00	2.66E+00
CPCT02050357T	3.97E+00	3.97E+00
CPCT02010833T	3.94E+00	3.94E+00
CPCT02060213T	2.42E+00	2.42E+00
CPCT02130107T	4.11E+00	4.11E+00
CPCT02070342T	3.02E+00	3.02E+00
CPCT02050362T	4.34E+00	4.34E+00
CPCT02150012T	5.75E+00	5.75E+00
DRUP01210002T	3.74E+00	3.74E+00
CPCT02130105T	1.73E+00	1.72E+00
CPCT02100176T	4.16E+00	4.16E+00
CPCT02230106T	5.07E+00	5.07E+00
CPCT02060199T	1.50E+00	1.50E+00
DRUP01330005T	5.80E+00	5.80E+00
CPCT02120150T	3.70E+00	3.70E+00
CPCT02060248T	3.57E+00	3.57E+00
CPCT02060255T	2.62E+00	2.62E+00
DRUP01010088T	3.80E+00	3.80E+00
CPCT02440014T	5.02E+00	5.02E+00
CPCT02050384T	3.58E+00	3.58E+00
CPCT02030519T	5.22E+00	5.22E+00
CPCT02050380T	5.46E+00	5.46E+00
CPCT02130140T	2.25E+01	2.25E+01
CPCT02220056T	3.58E+00	3.58E+00
DRUP01210003T	4.94E+00	4.94E+00
DRUP01050030T	2.60E+00	2.60E+00
CPCT02210067T	2.92E+00	2.92E+00
CPCT02150021T	5.42E+00	5.42E+00
CPCT02080255T	4.36E+00	4.36E+00
CPCT02330124T	4.11E+00	4.11E+00
CPCT02100186T	4.00E+00	4.00E+00
CPCT02050403T	2.50E+00	2.50E+00
