Samples	ID83A	ID83B
SP111062	642	425
SP111006	1070	1479
SP110846	412	263
SP111086	1374	769
SP111096	834	243
SP111021	0	2
SP111058	1329	1007
SP111092	2490	17
SP111076	1628	270
SP111098	655	620
SP111039	26	227
SP111052	29	91
SP111166	1061	1217
SP111014	140	130
SP111066	1584	786
SP111094	1034	683
SP111015	398	205
SP110853	738	659
SP111051	425	416
SP110855	1152	386
SP111004	673	913
SP111078	295	123
SP110863	356	574
SP111013	496	348
SP111042	26	63
SP111040	123	461
SP111031	3259	0
SP23496	501	520
SP111030	152	390
SP111019	127	344
SP111026	912	640
SP110860	1739	176
SP110851	659	939
SP111059	799	616
SP111170	1417	885
SP111054	804	760
SP111033	1505	364
SP111113	3007	0
SP110865	1221	1831
SP111061	751	406
SP111101	1567	596
SP110859	515	844
SP111168	169	355
SP111067	254	483
SP111036	986	283
SP111116	1502	696
SP111099	904	570
SP23502	1743	531
SP111069	676	1192
SP111043	1462	1130
SP111024	1590	79
SP111011	979	443
SP111082	1095	732
SP111074	577	488
SP110845	561	606
SP110857	581	548
SP111017	1094	516
SP111080	132	212
SP23506	128	489
SP111075	538	753
SP111112	706	558
SP111001	1745	894
SP111027	69	210
SP111117	848	1122
SP110842	1404	701
SP111173	2194	6
SP111008	765	752
SP111070	1156	664
SP110847	1726	0
SP111077	1584	466
SP111091	159	480
SP111072	634	390
SP111084	342	787
SP23504	123	377
SP23500	115	274
SP111029	77	220
SP111175	4302	265
SP111049	861	880
SP23498	1149	629
SP111002	182	210
SP110866	677	551
SP111035	1466	1110
SP111009	1291	269
SP111114	3172	455
SP111000	961	879
SP111045	1457	759
SP110861	374	766
SP111047	609	772
SP111088	1068	528
SP111056	770	750
SP111089	387	356
SP111038	2672	747
SP110849	1134	474
SP111164	1414	507
SP111057	621	676
SP111119	3850	0
SP111095	1641	707
SP111064	977	1027
CPCT02030245T	130	642
CPCT02030257T	1935	927
CPCT02070015T	2879	495
CPCT02040043T	362	751
CPCT02100032T	228	950
CPCT02160007T	250	717
CPCT02030286T	1349	736
CPCT02100140T	1135	2414
CPCT02100141T	2837	377
CPCT02330072TII	2559	849
CPCT02330132T	3272	0
CPCT02130030T	413	1025
CPCT02060183T	2967	585
CPCT02130033T	1093	698
CPCT02300031T	926	868
CPCT02180054T	1679	1405
CPCT02090037T	1153	1027
CPCT02130041T	1437	678
CPCT02060200T	861	1039
WIDE01010009T	1283	523
CPCT02330094T	323	750
CPCT02110061T	575	1043
WIDE01010016T	654	495
CPCT02230070T	2597	705
CPCT02340070T	1913	0
CPCT02340073T	117	586
CPCT02050330T	546	734
CPCT02340077T	623	641
WIDE01010064T	3148	1498
CPCT02050314T	228	545
CPCT02220037T	1195	761
WIDE01010073T	307	977
CPCT02210045T	2678	234
CPCT02100163T	956	567
CPCT02130049T	4106	747
CPCT02050343T	269	836
CPCT02020712T	855	1195
CPCT02130070T	606	1292
CPCT02130071T	504	667
DRUP01020027T	740	1380
CPCT02050349T	0	2513
CPCT02040242T	1292	776
CPCT02300039T	751	722
CPCT02010815T	3226	0
CPCT02010813T	727	616
WIDE01010355T	919	922
CPCT02330072T	1886	412
CPCT02130091T	1104	2000
CPCT02230097T	514	342
CPCT02050357T	549	892
CPCT02010833T	1439	827
CPCT02060213T	934	201
CPCT02130107T	769	881
CPCT02070342T	360	546
CPCT02050362T	1930	657
CPCT02150012T	2584	1408
DRUP01210002T	2448	239
CPCT02130105T	176	521
CPCT02100176T	942	934
CPCT02230106T	965	1228
CPCT02060199T	141	180
DRUP01330005T	2305	1130
CPCT02120150T	2341	23
CPCT02060248T	861	572
CPCT02060255T	1053	336
DRUP01010088T	439	727
CPCT02440014T	2534	793
CPCT02050384T	765	735
CPCT02030519T	2607	644
CPCT02050380T	4442	0
CPCT02130140T	74708	0
CPCT02220056T	1139	533
DRUP01210003T	1530	855
DRUP01050030T	319	677
CPCT02210067T	2002	0
CPCT02150021T	1948	1110
CPCT02080255T	2055	878
CPCT02330124T	1109	869
CPCT02100186T	1668	586
CPCT02050403T	344	505
DRUP01330013T	1736	960
DRUP01050033T	526	717
DRUP01440001T	2652	956
CPCT02040156T	1062	906
DRUP01340013T	3426	11
CPCT02080141T	1932	331
CPCT02010662T	890	1646
CPCT02120069T	851	929
CPCT02100126T	2376	1015
CPCT02380021T	1681	860
CPCT02020622T	2560	1756
CPCT02340034T	1207	650
CPCT02210033T	1795	995
CPCT02050163T	1422	612
CPCT02030277T	3736	0
CPCT02100064T	968	519
CPCT02010569T	3585	291
CPCT02110032T	141	692
CPCT02340011T	917	228
CPCT02330033T	581	877
CPCT02040119T	457	704
CPCT02020536T	865	931
CPCT02340012T	906	818
CPCT02020527T	148	466
CPCT02020526T	817	1579
CPCT02100098T	586	748
CPCT02230029T	1321	426
CPCT02230030T	2056	314
CPCT02230034T	1308	600
CPCT02070034T	1296	565
CPCT02030363T	1169	0
CPCT02230039T	3669	614
CPCT02080130T	1364	964
CPCT02340019T	2082	782
CPCT02050233T	1900	136
CPCT02100044T	1362	1434
CPCT02050100T	1198	275
CPCT02030243T	75	1044
CPCT02050041T	3312	1626
CPCT02030310T	1350	719
CPCT02220007T	880	576
CPCT02030307T	1638	579
CPCT02030304T	306	580
CPCT02110018T	975	509
CPCT02100061T	1244	308
CPCT02070120T	1190	968
CPCT02120011T	2152	708
CPCT02120012T	2064	988
CPCT02050147T	2495	707
CPCT02030335T	2850	286
CPCT02040108T	1045	655
CPCT02400002T	1313	506
CPCT02340041T	4207	54
CPCT02380030T	699	453
CPCT02040196T	2912	984
CPCT02230068T	866	820
CPCT02100127T	2740	163
CPCT02100133T	178	1205
CPCT02090026T	1714	475
CPCT02050287T	1093	1143
CPCT02050292T	1380	782
DRUP01050016T	2033	333
CPCT02250004T	2325	761
WIDE01010644T	350	509
WIDE01010539T	2419	1686
WIDE01010590T	2640	1169
WIDE01010691T	1199	381
WIDE01010704T	1130	1045
WIDE01010725T	974	2109
