Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP124389	334	22	61	0	6
SP124362	819	9	180	0	18
SP124394	449	10	79	47	20
SP124334	359	22	152	0	15
SP124339	15	8	64	13	29
SP124454	238	33	167	9	13
SP124380	623	26	84	0	13
SP124273	0	38	447	0	6
SP124357	56	61	157	13	26
SP124399	646	26	290	23	9
SP124311	774	9	131	50	51
SP124355	25	21	154	8	15
SP124434	466	36	114	7	19
SP124428	1172	43	403	61	39
SP124449	412	66	292	8	3
SP124298	1516	32	323	173	63
SP124431	484	13	114	61	24
SP124396	254	125	247	0	43
SP124409	842	29	258	0	25
SP124341	52	48	243	0	20
SP124353	23	7	87	10	13
SP124278	0	41	286	0	13
SP124376	293	36	122	30	40
SP124346	59	38	422	0	26
SP124439	1115	33	51	23	0
SP124351	25	12	80	8	10
SP124406	417	124	0	19	168
SP124323	19	31	162	0	9
SP124391	48	19	215	18	22
SP124423	51	1	24	0	3
SP124382	2835	0	105	118	95
SP124415	1789	55	310	74	6
SP124436	1654	49	494	6	81
SP124460	739	63	202	0	20
SP124425	327	7	45	24	12
SP124456	277	48	13	80	26
SP124367	576	27	100	20	33
SP124281	6	14	149	3	10
SP124377	383	5	80	52	38
SP124412	366	9	56	19	17
SP124333	192	15	133	22	24
SP124359	12	51	328	1	25
SP124286	9	26	66	1	9
SP124329	188	0	13	4	13
SP124326	182	34	232	21	29
SP124458	804	42	97	122	63
SP124401	2300	78	277	32	34
SP124264	103	38	368	0	40
SP124384	718	20021	1165	0	96
SP124403	108	5	7	24	11
SP124462	598	56	194	56	60
SP124271	76	81	697	0	30
SP124336	1	19	416	0	18
SP124452	445	22	91	66	25
SP124386	582	35	168	54	33
SP124441	59	173	253	4	50
SP124418	534	11	60	12	11
SP124291	6	34	239	0	22
SP124319	632	7	11	0	7
SP124305	150	10	253	10	32
SP124447	2835	103	328	432	194
SP124344	24	21	147	10	23
SP124369	622	37	150	50	44
SP124348	14	8	181	1	9
SP124295	60	135	361	0	24
SP124444	75	41	259	11	3
SP124365	478	38	156	23	45
SP124420	316	39	187	41	36
SP124364	403	250	216	0	916
SP124307	551	43	108	0	43
SP82445	1592	7	139	0	0
SP83242	342	30	107	6	30
SP103894	480	34	0	0	4218
SP83382	375	31	104	39	63
SP82451	240	52	300	8	72
SP104330	34	0	13	21	13
SP83312	373	35	48	7	21
SP82614	390	35	41	51	26
SP82431	1776	54	49	116	66
SP82459	291	9	133	0	11
SP113197	25	7	124	4	18
SP82532	739	13	231	0	23
SP82636	48	80	239	0	27
SP82796	240	26	143	0	7
SP83482	247	58	96	0	19
SP104530	235	119	907	0	23
SP82429	147	23	132	31	20
SP82644	960	21	137	4	20
SP82988	278	43	145	0	13
SP82461	420	14	195	68	45
SP82900	666	37	125	70	51
SP82399	466	17	230	60	32
SP82756	107	10	67	8	34
SP82836	120	25	265	0	16
SP82417	732	0	53	0	4
SP82471	0	23	422	0	20
SP82435	14	32	192	2	9
SP104056	2069	32	168	96	99
SP83083	446	21	112	6	9
SP82433	170	43	169	0	17
SP82780	186	27	156	9	12
SP83019	489	21	95	0	14
SP83099	118	16	98	0	13
SP83146	1386	13	138	100	63
SP103866	489	37	112	0	35
SP83844	380	28	62	42	21
SP83027	16	32	160	7	15
CPCT02060044T	411	103	94	265	33
CPCT02030247T	164	35	115	113	23
CPCT02050043T	37	26	186	53	0
