Samples	ID83A	ID83B	ID83C	ID83D
SP53460	1041	23	120	6
SP50827	1501	73	190	162
SP50263	93	50	149	228
SP50317	154	145	157	74
SP54113	3576	76	159	62
SP50406	10	0	1	2
SP51824	609	33	133	135
SP55387	252	0	4	10
SP52779	1300	36	162	110
SP55235	2824	78	229	103
SP50713	310	7	106	19
SP50611	1724	25	59	85
SP50485	45	14	50	46
SP51037	26	24	52	129
SP55142	4176	281	950	421
SP53387	1020	33	209	41
SP54745	525	96	247	232
SP52284	65	34	116	220
SP53618	2015	22	200	91
SP52232	869	7	56	2
SP50412	38	7	42	32
SP50321	342	3	174	78
SP53548	25	19	108	107
SP55004	1	0	15	5
SP56079	1433	9	26	35
SP56168	175	38	225	159
SP54363	1036	54	139	282
SP53810	5382	19	10	31
SP50518	50	18	165	169
SP56303	92	54	465	193
SP55711	88	15	155	168
SP55509	1971	18	74	114
SP55309	21	5	33	10
SP52607	44	1	46	33
SP52667	969	23	164	24
SP51446	108	3	125	173
SP50592	44	12	124	161
SP53073	634	33	153	69
SP56638	1057	46	183	223
SP56537	1190	132	162	249
SP57586	777	94	211	227
SP56541	1182	38	237	21
SP56553	2110	175	196	343
SP56771	229	48	193	318
SP57941	2225	94	347	165
SP57818	1522	68	357	102
SP56460	364	99	336	588
SP56474	146	167	185	271
SP56704	1966	82	0	132
SP56533	617	81	216	191
SP56730	1114	112	189	281
SP59245	1079	84	675	208
SP57024	582	34	129	194
SP57933	1158	259	1748	250
SP56754	655	65	195	177
SP56827	1061	33	37	32
SP57084	1213	118	174	475
SP57538	1035	153	297	146
SP57735	1221	114	143	69
SP57669	1458	93	243	150
SP56566	330	48	161	310
SP56569	863	84	129	141
SP58342	1779	117	145	505
SP58349	1071	105	536	122
SP56644	1344	129	242	432
SP57629	499	239	258	1046
SP56941	40	3	37	140
SP57619	1122	51	240	60
SP58245	1527	170	197	96
SP57251	1142	111	318	309
SP56502	1315	135	192	229
SP58668	1791	121	137	245
SP58101	1150	156	236	130
SP58991	702	139	190	437
SP56607	553	36	104	224
SP58326	2433	207	87	406
SP57267	1583	135	243	272
SP57066	1434	57	231	603
SP57901	655	52	195	455
SP57651	330	43	224	117
SP57450	246	87	183	326
SP57846	1245	56	88	243
SP58612	875	93	238	277
SP56821	1049	83	28	353
SP58882	366	109	266	286
SP57189	3892	357	0	458
CPCT02020306T	1049	6	138	55
CPCT02110002T	1543	49	295	202
CPCT02020308T	0	64467	47	7402
CPCT02020305T	516	59	246	158
CPCT02010356T	437	90	247	196
CPCT02020337T	1916	78	92	204
CPCT02010373T	5278	292	226	174
CPCT02020343T	53	16	303	146
CPCT02020353T	937	215	393	263
CPCT02020334T	1468	106	315	143
CPCT02140018T	25	93	397	200
CPCT02140021T	78	58	204	88
CPCT02040039T	550	57	143	222
CPCT02010409T	611	121	473	259
CPCT02110010T	233	58	180	185
CPCT02070025T	16	3	135	41
CPCT02040045T	3116	154	452	134
CPCT02040051T	1148	279	285	152
CPCT02040054T	509	30	230	249
CPCT02140028T	1198	97	476	265
CPCT02011006T	3868	122	475	223
CPCT02040302T	42	339	100	307
CPCT02011015T	7590	1008	761	531
DRUP01040009T	841	26	417	870
CPCT02011018T	1711	116	311	98
CPCT02270045T	325	55	237	254
CPCT02120088T	0	20	359	59
CPCT02011022T	39	45	267	111
CPCT02010722T	888	109	690	187
CPCT02011021T	62	208	362	586
CPCT02011019T	638	79	456	144
CPCT02011008T	225	108	125	104
CPCT02011017T	1386	258	178	359
DRUP01010116T	2442	404	906	244
CPCT02011029T	156	275	211	305
CPCT02020887T	39	13	233	32
CPCT02040214T	1076	193	285	204
CPCT02190052T	1511	105	751	208
CPCT02010699T	1825	72	346	103
CPCT02040213T	879	124	320	210
CPCT02070276T	1309	59	647	0
CPCT02040208T	0	42	265	80
DRUP01040010T	3494	95	90	213
CPCT02040315T	1462	26	178	88
CPCT02040313T	445	147	265	66
CPCT02040312T	162	24	180	207
CPCT02010727T	1365	166	364	1882
CPCT02010728T	159	55	777	73
CPCT02011031T	290	137	723	158
CPCT02011035T	567	36	296	196
CPCT02011038T	22	1	53	6
CPCT02010927T	516	105	420	365
CPCT02070447T	41	25	148	943
DRUP01020043T	39	15	177	39
DRUP01270007T	42	78	222	375
CPCT02011040T	50	3	163	80
CPCT02011032T	104	87	257	42
CPCT02010738T	1294	399	387	516
CPCT02011044T	377	73	147	263
CPCT02011036T	439	198	611	663
CPCT02020906T	0	307	2667	758
CPCT02011046T	542	25	235	123
CPCT02011047T	110	152	265	140
CPCT02011050T	0	39604	135	3288
CPCT02390011T	118	34	735	73
CPCT02080188T	4855	315	491	530
CPCT02020912T	273	95	203	180
CPCT02120100T	38	28	300	60
CPCT02011053T	634	115	285	371
CPCT02011055T	1944	191	416	172
DRUP01010119T	66	37	373	173
DRUP01010116TII	2514	577	1071	301
CPCT02040317T	2063	115	148	150
CPCT02040320T	1591	102	286	481
CPCT02010955T	148	1170	405	406
CPCT02011057T	237	151	277	656
CPCT02011059T	81	12	218	70
