Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP53460	513	13	3	298	172	0	6	35	33	36	1	6	19	10	12	33
SP50827	708	44	113	244	279	0	160	38	128	45	0	5	72	59	2	29
SP50263	16	35	157	38	0	0	59	42	53	22	8	0	15	40	0	35
SP50317	31	115	55	67	13	0	106	25	0	30	0	0	31	46	4	7
SP54113	2058	54	59	573	295	0	131	118	306	114	0	11	44	1	65	44
SP50406	4	0	1	1	0	0	0	0	0	0	1	0	0	6	0	0
SP51824	324	20	92	59	83	13	83	64	60	34	0	0	6	20	6	46
SP55387	132	0	8	30	41	0	15	13	17	0	10	0	0	0	0	0
SP52779	584	20	52	255	209	48	49	77	225	3	0	6	33	24	21	2
SP55235	1478	48	64	410	516	65	93	163	223	77	0	0	56	41	0	0
SP50713	169	2	13	48	47	0	22	63	15	23	1	0	4	23	4	8
SP50611	887	14	73	352	304	0	0	43	97	16	0	1	73	28	0	5
SP50485	8	7	28	7	18	5	23	5	11	11	0	0	4	26	0	2
SP51037	12	19	96	0	2	2	28	25	8	5	0	1	7	18	2	6
SP55142	2033	170	246	1122	366	218	486	70	272	483	0	10	184	65	18	85
SP53387	433	15	7	192	153	0	98	62	187	15	0	6	35	41	32	27
SP54745	164	64	147	137	84	0	148	54	102	22	0	2	18	83	34	41
SP52284	26	23	152	11	17	14	40	38	0	20	0	2	20	31	4	37
SP53618	958	6	60	406	414	5	36	109	211	35	0	5	63	0	8	12
SP52232	456	1	0	164	134	5	18	24	39	18	0	5	25	11	13	21
SP50412	11	4	19	6	11	0	14	11	9	5	0	1	3	18	0	7
SP50321	138	0	48	94	88	16	44	98	12	2	0	4	14	9	4	26
SP53548	0	10	74	0	4	0	70	32	0	10	5	1	23	11	13	6
SP55004	0	0	4	3	1	0	2	7	0	2	0	0	0	2	0	0
SP56079	778	3	27	209	180	0	0	42	162	17	0	0	47	20	18	0
SP56168	45	22	101	89	20	12	45	70	3	23	13	1	26	72	10	45
SP54363	495	42	215	238	186	0	41	74	107	22	0	4	22	16	18	31
SP53810	2618	4	7	1239	758	0	0	35	685	0	0	0	74	11	11	0
SP50518	5	7	118	16	7	0	73	48	18	25	0	9	4	51	3	18
SP56303	7	30	141	117	1	0	68	160	0	137	0	11	19	51	7	55
SP55711	2	7	113	88	11	0	13	54	2	13	0	0	0	60	3	60
SP55509	978	8	93	459	358	0	29	56	111	12	0	0	43	24	4	2
SP55309	4	2	4	5	7	1	7	2	0	6	0	1	0	23	0	7
SP52607	7	0	19	12	12	0	32	7	0	7	0	0	4	15	8	1
SP52667	488	13	16	279	110	0	0	67	61	35	0	3	49	24	0	35
SP51446	43	0	131	51	0	0	31	65	3	2	7	3	16	30	5	22
SP50592	2	3	99	13	11	19	43	34	15	9	7	3	17	50	0	16
SP53073	325	21	42	82	45	0	60	84	146	17	0	0	20	28	11	8
SP56638	564	25	163	98	183	21	175	76	22	49	15	4	54	17	43	0
SP56537	622	105	196	187	99	0	267	78	73	20	2	0	36	3	29	16
SP57586	392	64	144	89	95	77	156	79	49	29	0	9	61	27	19	19
SP56541	624	18	3	182	134	9	65	84	131	80	0	6	37	28	31	46
SP56553	1016	138	221	495	124	83	96	29	439	60	0	12	20	64	11	16
SP56771	93	30	198	64	24	125	75	78	0	32	0	7	14	18	0	30
SP57941	964	52	116	591	375	0	405	50	14	37	0	8	118	31	11	59
SP57818	738	45	72	396	279	3	32	174	116	81	0	7	19	38	21	28
SP56460	181	72	433	120	12	118	121	115	0	124	0	12	15	18	18	28
SP56474	17	136	196	101	23	40	78	37	0	52	0	2	23	25	18	21
