Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP29914	374	280	316	109	159	11	16	9	90	83	5	0	25
SP31046	12	46	0	19	60	13	0	0	0	0	13	15	8
SP31334	12	0	28	37	132	120	111	9	37	24	18	0	2
SP30011	16	173	2	300	0	124	35	0	16	17	23	0	0
SP31174	73	96	35	20	91	64	25	0	49	3	15	15	6
SP32662	107	158	6	69	105	70	14	3	57	75	19	26	30
SP31126	101	61	71	614	207	105	80	8	88	166	51	0	0
SP32958	17	209	9	4	222	7	15	2	11	33	17	4	6
SP31422	115	108	27	145	34	71	118	6	84	36	10	26	19
SP33496	256	381	86	0	0	43	140	9	36	221	4	13	9
SP34005	10	98	12	42	16	5	6	0	6	42	7	10	5
SP30113	24	104	3201	113	5	2	49	0	65	2	15	2	0
SP31030	273	260	20	0	197	23	0	3	21	57	22	104	2
SP33544	43	171	75	140	76	208	169	6	161	81	0	13	53
SP33688	2	52	9	43	0	1113	9	8	7	39	12	0	51
SP30907	46	52	172	85	14	107	190	1	32	0	17	0	21
SP30185	2	20	5	0	12	16	6	0	0	23	17	2	0
SP33837	8	61	25	20	27	9	0	0	19	35	6	27	0
SP31790	100	98	0	47	31	46	3	5	24	54	20	32	16
SP30143	21	104	3	51	43	9	18	0	12	28	22	7	6
SP30071	106	85	119	16	122	18	176	0	68	47	28	27	0
SP30493	2	46	0	25	2	0	11	2	12	45	14	27	0
SP32014	137	36	9	23	122	53	0	0	10	0	7	25	6
SP30332	130	15	1880	25	121	20	31	9	66	3	75	0	0
SP31814	34	33	24	2	147	88	5	6	6	15	16	0	9
SP29987	103	0	17	136	397	13	297	12	76	29	7	40	1
SP30083	54	23	0	31	129	20	23	1	15	0	7	21	13
SP32742	11	102	30	0	209	25	14	3	26	50	15	40	18
SP115162	2	53	9	14	12	26	4	1	35	12	10	17	9
SP29940	59	54	10	0	146	9	0	2	17	22	12	52	0
SP30843	7	58	0	33	30	1	15	2	1	0	6	17	0
SP32222	0	0	5	0	0	0	0	0	0	0	0	0	0
SP31190	58	119	27	65	148	31	147	0	90	6	7	0	5
SP30077	132	163	65	17	0	161	211	9	110	147	35	39	0
SP32694	97	54	23	41	243	36	147	3	87	42	20	15	10
SP33774	0	22	32	9	157	48	3	0	13	3	10	0	0
SP30093	149	70	20	8	77	25	13	6	14	0	4	55	0
SP33094	99	121	0	62	94	24	96	5	33	50	43	0	19
SP30803	0	92	37	126	0	51	72	7	35	224	0	0	0
SP30675	35	0	2170	0	68	11	77	16	15	43	22	3	54
SP31854	91	310	175	81	0	233	267	5	131	101	24	37	16
SP31606	0	118	1	21	126	8	9	1	9	0	0	17	9
SP30213	16	137	7	35	0	28	20	1	21	25	8	23	0
SP32894	10	91	6	47	41	0	3	1	0	16	1	16	0
SP117260	29	0	68	63	50	34	47	3	39	3	18	26	0
SP117124	176	39	22	32	138	33	12	0	17	32	25	40	0
SP117932	154	35	20	8	262	20	6	0	32	15	24	28	9
SP117189	8	18	7	19	21	5	4	4	0	7	8	8	2
SP117217	2	3	0	7	0	0	10	2	0	0	0	0	2
SP117779	88	12	15	17	46	66	5	3	17	10	13	36	4
SP117376	754	0	0	13	231	43	5	4	42	53	42	68	0
SP117681	34	0	5	9	37	0	1	3	8	29	5	11	0
SP117408	14	0	5	14	9	13	0	0	8	31	0	11	4
SP118015	67	115	19	10	0	22	0	3	49	15	17	47	6
SP117509	235	1	21	36	320	43	5	0	43	0	6	30	5
SP117482	149	0	31	6	194	21	0	0	45	47	8	2	15
SP117003	81	0	0	16	120	270	5	0	14	0	2	40	0
CPCT02060034T	0	45	29	119	0	9	11	38	16	19	2	16	17
CPCT02020356T	51	125	35	4	0	34	43	71	15	23	11	0	16
CPCT02050063T	20	51	27	213	16	46	53	43	77	98	24	0	24
CPCT02030275T	23	208	42	312	0	84	48	65	39	0	27	2	24
CPCT02070033T	18	98	18	53	59	12	19	30	30	14	4	24	6
CPCT02030294T	33	48	156	116	0	192	198	91	33	64	23	48	41
CPCT02070038T	39	266	34	0	5	14	67	68	24	21	19	0	31
CPCT02080179T	35	0	8	28	0	113	2	119	36	139	14	42	91
CPCT02010866TII	253	726	763	66	0	17	0	93	46	114	5	28	348
CPCT02330133T	27	196	266	344	0	166	481	44	51	56	28	4	27
CPCT02050427T	77	264	0	0	0	75	130	46	37	0	14	3	327
DRUP01030028T	47	46	39	28	12	68	7	61	17	0	1344	0	6
CPCT02080193T	41	137	56	14	55	148	106	103	60	8	12	27	108
CPCT02030556T	80	307	144	127	0	75	89	87	114	569	14	0	85
CPCT02120111T	15	0	0	8	41	11	6	110	0	0	5	0	0
CPCT02050341T	14	143	21	34	0	13	18	110	0	1	1	15	12
WIDE01010210T	22	8	20	10	68	7	13	21	2	22	6	14	14
WIDE01010208T	516	3	1	0	0	0	5	31	5	2	305	662	6
CPCT02290033T	66	71	200	51	10	163	82	60	63	46	18	36	36
CPCT02070323T	2	57	26	51	100	27	2	79	15	0	8	6	3
WIDE01010450T	217	364	16	0	0	32	48	39	23	8	37	115	48
CPCT02090049T	0	202	0	72	66	16	12	94	0	0	236	461	0
CPCT02010866T	206	631	750	269	0	63	5	96	75	119	16	31	58
CPCT02070363T	41	83	6	220	0	427	23	193	10	30	4	43	0
CPCT02060222T	8	0	14	43	44	0	0	69	2	0	9	0	10
CPCT02080251T	116	337	47	520	64	305	237	154	116	172	32	34	46
CPCT02070384T	91	242	11	75	75	48	8	123	24	20	7	3	10
CPCT02070386T	210	75	70	320	490	24	48	105	81	10	38	0	395
DRUP01070051T	55	72	8	406	137	37	10	105	45	0	4	0	12
CPCT02080137T	248	0	194	19	39	76	22	245	39	92	31	23	71
CPCT02080157T	34914	2143	239	0	0	0	269	561	73	8	270	73	452
CPCT02330128T	0	0	0	369	145	125	25	56	31	44	6	36	43
CPCT02070030T	0	2	0	0	0	2	3	70	0	14	0	0	15
DRUP01050009T	50	247	137	112	0	27	284	115	8	251	46	0	9
CPCT02070225T	32	70	0	29	95	0	40	238	3	1	17	26	15
CPCT02070230T	8	108	13	362	0	68	20	80	68	60	14	0	9
DRUP01070022T	341	32	34	10	0	34	35	88	61	88	66	163	3
DRUP01050010T	0	0	9	242	0	0	0	86	41	43	2	8	0
CPCT02050161T	48	232	54	103	0	8	97	35	15	166	33	14	1
CPCT02050174T	1	29	24	50	196	1	15	42	15	5	9	0	18
CPCT02050172T	257	384	25	444	118	221	141	75	67	91	42	49	44
CPCT02050186T	375	0	97	0	325	64	209	78	61	50	18	15	63
DRUP01070016T	0	39	55	378	18	9	28	20	88	6	11	4	29
CPCT02080120T	18	151	0	54	0	15	162	36	41	9	18	24	28
CPCT02030351T	124	22	15	338	166	58	10	323	73	34	17	27	2
CPCT02060119T	20	119	22	15	0	14	25	165	23	22	8	28	10
CPCT02080136T	145	297	4	53	100	29	13	64	4	18	10	66	15
DRUP01010035T	3	0	0	25	35	0	4	90	0	0	3	1	0
CPCT02070039T	9	0	0	264	73	44	21	29	29	43	0	0	6
CPCT02030302T	26	109	6	18	103	25	65	46	11	31	4	2	22
CPCT02070053T	0	2	0	0	0	0	0	35	1473	0	0	0	0
CPCT02070065T	10	6	8	16	32	9	11	32	8	20	14	17	5
DRUP01070003T	0	38	6	48	44	1	12	19	6	22	10	16	6
CPCT02070099T	2	23	8	18	9	0	5	25	4	37	0	18	5
CPCT02020473T	4	45	9	12	0	6	14	24	16	30	4	9	10
DRUP01070009T	89	454	14	0	86	49	33	45	30	32	14	39	23
CPCT02030324T	352	322	34	186	0	73	12	63	47	72	18	38	23
CPCT02030330T	47	302	154	38	146	321	225	125	24	42	14	33	43
CPCT02050151T	18	67	6	31	69	6	14	28	19	0	4	20	14
CPCT02070128T	0	40	47	390	18	3	37	12	92	4	11	5	33
CPCT02080099T	147	172	0	222	67	124	13	37	40	65	29	25	44
DRUP01030004T	36	64	166	135	0	188	220	55	40	63	20	66	53
CPCT02070265T	74	103	56	0	237	212	23	57	52	0	42	24	29
CPCT02080040T	111	279	47	30	0	126	29	78	21	134	24	43	79
WIDE01010705T	25	0	6	8	35	3	16	35	20	23	3	19	60
