Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
SP116536	14	13	0	13	6	31	0	0	12	0	0	11
SP116539	0	0	0	3	0	13	3	0	4	0	0	0
SP116542	0	3	0	2	2	10	0	0	1	2	0	10
SP116545	0	1	0	6	15	5	0	1	0	1	0	0
SP116548	1	7	0	4	2	10	1	0	7	3	0	5
SP116550	1	1	0	0	2	0	0	0	0	2	0	0
SP116553	3	12	0	1	7	0	0	4	0	0	1	7
SP116557	0	0	1	0	0	2	3	0	0	0	0	3
SP116559	0	5	0	4	6	14	0	0	5	1	0	5
SP116562	10	17	2	0	3	0	0	0	6	2	0	6
SP116564	3	3	1	8	1	0	5	11	2	7	0	5
SP116571	1	1	0	10	3	3	1	0	3	3	0	1
SP116393	0	0	0	0	0	0	0	2	0	0	0	0
SP116442	0	0	0	0	2	0	0	0	0	0	0	2
SP116446	0	1	0	1	0	2	0	4	0	1	1	0
SP116419	7	1	0	10	40	19	2	5	23	1	0	23
SP116383	143	42	3	117	35	13	42	0	22	22	12	52
SP116385	30	51	0	16	17	0	17	15	5	14	13	48
SP116440	17	28	0	17	0	32	6	0	21	4	2	52
SP116450	137	96	4	52	39	21	0	3	25	19	0	48
SP116493	0	27	0	2	9	28	2	0	4	4	2	5
SP116391	3	13	0	22	9	18	2	3	1	0	0	3
SP116401	21	11	0	2	6	10	0	0	5	6	1	4
SP116409	11	35	0	14	15	0	2	0	9	18	7	33
SP116416	0	1	0	3	4	15	2	0	2	2	2	0
SP116424	3	2	0	1	5	0	2	0	7	5	0	9
SP116515	20	0	2	9	23	12	12	0	11	1	0	4
SP116499	8	7	6	43	61	0	19	0	9	2	3	0
SP116505	4	140	2	74	30	0	8	0	2	3	4	11
SP116509	19	13	2	45	36	23	17	0	8	5	6	8
SP116437	9	6	0	3	14	12	0	0	13	0	0	8
SP116512	21	28	0	18	85	0	6	0	3	208	0	17
SP116465	0	1	1	44	0	0	11	0	0	53	0	82
SP116496	173	43	0	43	43	121	44	0	19	19	4	43
SP116525	48	17	0	37	40	65	3	0	11	5	0	28
SP116481	2	10	2	5	15	0	4	0	0	1	1	1
SP116586	4	2	0	4	20	22	9	0	4	2	1	7
SP116528	34	183	0	19	19	37	6	41	8	15	4	9
SP116589	80	70	8	50	99	0	45	7	14	8	5	9
SP116406	13	7	1	28	38	0	4	2	0	11	1	12
SP116484	0	2	3	5	22	0	1	0	1	4	0	5
SP116453	11	10	1	9	24	21	0	0	2	6	5	10
SP116469	174	21	0	12	65	57	33	0	22	30	10	8
SP116578	393	17	0	28	18	67	120	0	19	27	8	22
SP116531	0	36	0	6	15	21	2	0	7	9	0	2
SP116593	0	2	1	5	39	2	0	0	7	0	0	6
SP116487	3	6	0	1	5	0	5	6	0	4	0	0
SP116456	0	2	0	2	4	14	0	0	5	1	17	4
SP116472	21	38	3	58	29	0	37	0	4	6	15	28
SP116518	19	120	0	158	117	30	10	63	6	18	0	26
SP116412	4	22	0	29	36	0	0	0	7	5	0	0
SP116534	12	9	0	17	10	13	15	0	6	0	0	7
SP116596	97	21	0	9	101	40	22	0	42	20	19	27
SP116490	0	21	0	51	41	0	19	3	8	4	0	10
SP116459	26	30	1	34	47	20	7	0	3	13	2	18
SP116475	2	31	0	23	33	2	1	0	4	0	3	14
SP116520	23	18	0	39	97	28	11	0	15	6	0	15
SP116431	24	52	4	30	113	1	1	0	17	22	14	6
SP116582	54	105	0	56	52	53	39	0	6	6	10	12
SP116599	0	35	0	59	16	27	1	4	10	7	0	0
SP116478	0	21	2	36	87	0	6	0	1	5	8	3
SP116462	9	28	0	17	11	14	4	0	3	6	0	10
SP116523	16	45	0	28	16	11	4	0	1	0	4	2
SP116434	12	6	0	1	0	1	0	6	1	0	0	0
SP122725	35	66	0	49	35	26	15	12	4	37	0	16
SP122476	28	13	5	16	91	23	31	25	29	9	0	9
SP122372	158	0	0	0	50	24	1	0	36	13	0	5
SP122489	5	29	0	23	33	61	4	0	10	9	3	4
SP122560	32	42	1	23	39	0	17	4	0	6	17	2
SP122590	29	12	0	25	74	10	6	2	5	9	6	15
SP122714	17	13	2	8	39	17	8	4	1	6	7	26
SP121870	0	44	1	57	18	63	8	0	11	11	0	13
SP123010	34	69	2	18	16	52	8	0	0	17	3	59
SP121865	38	16	3	33	33	50	4	0	14	11	0	12
SP122676	11	135	5	43	102	0	20	0	21	14	6	14
SP122412	29	22	4	6	11	44	20	14	4	10	0	24
SP122392	69	120	4	74	119	56	166	0	15	41	8	88
SP122634	35	26	0	23	35	34	12	0	9	14	7	22
SP122702	4	28	7	23	65	67	11	0	47	16	0	8
SP121828	22	28	2	4	65	0	18	0	40	5	0	25
SP121783	69	8	0	12	95	0	21	0	8	8	0	21
SP121774	79	40	0	41	193	0	20	16	12	21	3	24
SP121790	23	12	1	25	94	25	17	2	10	3	5	14
SP121859	11	24	0	21	62	40	13	6	29	11	0	13
SP121808	14	11	3	3	0	61	4	0	18	4	0	14
SP121781	75	38	2	69	197	0	20	0	40	23	0	90
SP121763	43	13	0	8	37	24	15	0	0	6	4	11
SP121811	45	16	1	4	50	0	43	0	10	1	8	23
SP121852	50	27	1	24	65	5	16	40	16	1	9	1
SP122361	50	63	0	206	104	62	23	25	17	61	0	78
SP121837	38	5	2	8	24	32	13	0	7	9	3	13
SP121824	28	0	0	0	20	39	12	0	2	2	0	14
SP121841	12	2	1	21	31	28	1	0	8	4	0	8
SP121831	39	37	5	33	87	0	18	0	1	0	0	0
SP121761	40	63	2	25	165	8	16	0	20	11	2	32
SP121816	24	19	1	21	94	44	12	0	25	12	5	11
SP121861	4	1	0	0	0	6	0	0	0	0	5	0
SP121847	39	31	2	22	76	35	14	0	12	12	0	2
DRUP01010001T	83	57	23	34	78	22	46	8	54	61	12	80
CPCT02010424T	171	98	24	26	117	0	20	58	72	32	21	12
CPCT02010349T	23	8	6	3	21	3	7	23	17	17	3	13
CPCT02020325T	0	61	69	21	3	46	13	37	11	32	43	5
CPCT02030246T	19	38	57	31	14	113	28	0	10	15	11	24
CPCT02070010T	0	80	45	33	18	43	15	0	21	11	17	14
CPCT02010370T	47	5	22	30	68	0	24	45	0	0	12	0
