Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
SP99325	28408	29961	8018	8956	19486	11753	0	7765	0	0	0	212	0	2178	8731	0	0	264	340
SP18310	53046	36831	0	9144	11619	10722	2782	9340	32	0	0	0	0	466	0	0	0	0	0
SP17172	21879	3051	0	2276	6864	5266	0	289	0	0	0	0	0	0	0	0	0	255	0
SP96133	34922	10702	1473	18866	2995	3557	707	2712	846	0	0	0	0	476	0	0	0	132	0
SP110242	39154	19049	521	12655	24431	12272	8177	7749	88	0	0	0	0	399	0	0	0	0	0
SP21017	33673	19906	5658	11084	22651	12558	798	6039	0	0	0	0	0	0	0	0	0	12	0
SP22383	27465	14532	583	16863	11805	4705	0	2825	0	0	0	0	0	510	0	0	0	0	0
SP81312	2485	138	0	1181	0	4940	0	0	0	0	0	254	1825	2	0	0	33	731	0
SP19215	16503	22192	0	19210	8000	3718	0	3308	474	0	0	0	0	326	0	0	0	0	0
SP16886	442	0	0	0	0	4451	0	0	0	0	102	116	1625	18	0	0	1	879	29
SP17905	123	0	0	0	0	3393	0	0	0	0	0	789	20001	0	0	151	0	1209	0
SP18121	34029	16001	1833	16582	6990	20464	0	3776	0	0	0	173	0	8	0	0	0	174	0
SP96118	1497	540	0	5894	0	165	0	1096	127	0	0	0	0	146	0	0	0	0	0
SP21400	1431	0	0	409	0	6153	0	0	0	0	0	129	1831	2	0	31	25	540	0
SP18946	3746	0	0	1582	0	4886	54	0	0	0	0	265	5647	78	0	25	45	473	0
SP80615	1440	0	0	0	0	8299	0	0	192	0	0	274	6432	0	0	276	123	2148	155
SP102897	5308	0	0	62	1860	1060	368	896	0	0	0	246	906	985	1458	144	151	0	30
SP98845	2152	0	0	1186	3214	741	0	930	22	0	0	194	0	83	608	0	50	2	32
SP107012	14532	951	0	4030	1504	2510	0	1134	0	0	0	276	0	149	4609	0	0	2	76
SP55142	0	0	0	0	0	65	0	155	0	0	0	3758	801	197	0	123	709	20	0
SP53810	61	0	0	0	0	96	0	66	20	0	0	4841	12	0	0	333	6	7	0
SP116697	0	0	0	1038	1500	3792	359	0	106	154	0	232	182	677	0	0	1300	22	22
SP102133	0	0	0	0	3279	4629	10028	26	1055	0	0	18	0	74	728	0	51	130	81
SP125732	2327	445	0	3434	954	234	0	129	106	0	0	0	0	97	0	0	6	11	0
