Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
SP116536	6.13E-01	5.42E-01	0.00E+00	5.58E-01	7.29E-01	9.03E-01	1.22E-01	7.69E-01	9.28E-01	4.69E-01	2.89E-01	5.57E-01	1.65E-01	7.04E-01	1.64E-01	3.98E-01	2.05E-01	5.36E-01	2.42E-01	5.60E-01
SP116539	9.13E-02	1.75E-01	0.00E+00	1.97E-01	2.39E-01	3.13E-01	2.14E-01	4.69E-01	4.54E-01	2.30E-01	1.76E-01	9.20E-02	0.00E+00	7.92E-02	1.27E-01	1.14E-01	9.48E-02	0.00E+00	3.00E-02	5.37E-02
SP116542	2.18E-01	3.00E-02	0.00E+00	1.66E-01	2.42E-01	3.57E-01	0.00E+00	3.83E-01	4.60E-01	1.49E-01	1.85E-01	3.58E-01	1.53E-01	2.76E-01	9.47E-02	1.13E-01	8.16E-02	4.02E-01	5.37E-02	9.54E-02
SP116545	1.82E-01	0.00E+00	0.00E+00	2.93E-01	6.14E-01	5.40E-01	1.06E-01	1.54E-01	3.57E-01	0.00E+00	4.55E-02	1.37E-01	1.13E-01	2.07E-01	2.35E-01	1.71E-01	0.00E+00	1.27E-01	0.00E+00	9.92E-02
SP116548	3.44E-01	1.48E-01	0.00E+00	2.71E-01	3.73E-01	3.60E-01	8.11E-02	2.84E-01	3.97E-01	3.01E-01	7.79E-02	4.15E-01	2.12E-01	3.84E-01	3.03E-01	2.10E-01	0.00E+00	2.75E-01	1.43E-01	8.09E-02
SP116550	8.20E-02	1.15E-01	2.23E-02	0.00E+00	1.34E-01	1.05E-01	0.00E+00	8.63E-02	1.41E-02	0.00E+00	0.00E+00	5.91E-02	1.19E-01	6.82E-02	0.00E+00	0.00E+00	0.00E+00	9.16E-02	2.97E-02	2.00E-02
SP116553	3.96E-01	1.68E-01	0.00E+00	1.21E-01	3.46E-01	2.86E-01	5.18E-02	1.64E-01	2.41E-01	0.00E+00	2.07E-01	3.44E-01	0.00E+00	4.20E-01	1.16E-01	1.81E-01	1.24E-01	3.22E-01	3.02E-01	5.00E-02
SP116557	0.00E+00	0.00E+00	1.19E-01	0.00E+00	8.42E-02	9.57E-02	1.47E-01	8.20E-02	1.52E-01	1.00E-02	1.12E-01	1.52E-01	0.00E+00	3.00E-02	9.30E-02	7.62E-02	0.00E+00	1.89E-01	1.51E-01	1.69E-01
SP116559	3.49E-01	9.69E-02	0.00E+00	2.31E-01	5.25E-01	4.79E-01	0.00E+00	2.59E-01	4.77E-01	2.18E-01	1.63E-01	3.71E-01	1.05E-01	3.18E-01	1.79E-01	2.10E-01	1.01E-01	3.32E-01	1.22E-01	1.09E-01
SP116562	4.97E-01	3.32E-01	1.69E-01	1.26E-01	2.13E-01	3.17E-01	1.26E-01	1.69E-01	2.28E-01	2.92E-01	4.00E-02	2.90E-01	1.71E-01	4.08E-01	2.88E-01	1.61E-01	0.00E+00	4.77E-01	1.08E-01	1.73E-01
SP116564	3.00E-01	2.53E-01	1.35E-01	3.07E-01	3.89E-01	2.58E-01	2.34E-01	3.93E-01	3.20E-01	1.62E-01	2.76E-01	4.06E-01	2.75E-01	3.79E-01	1.75E-01	2.54E-01	1.03E-01	3.91E-01	4.24E-01	2.24E-01
SP116571	1.77E-01	1.12E-01	0.00E+00	2.67E-01	2.88E-01	2.65E-01	1.20E-01	1.57E-01	2.22E-01	1.53E-01	1.52E-01	1.61E-01	1.68E-01	1.93E-01	1.24E-01	1.12E-01	1.08E-01	2.50E-01	7.56E-02	1.23E-01
SP116393	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.97E-02	4.93E-02	2.23E-02	2.23E-02	0.00E+00	7.45E-02	3.39E-02	0.00E+00	2.23E-02	5.61E-02	2.23E-02	1.41E-02	0.00E+00	7.45E-02	4.64E-02
SP116442	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.44E-01	9.08E-02	0.00E+00	2.23E-02	4.55E-02	0.00E+00	0.00E+00	7.19E-02	0.00E+00	1.00E-02	0.00E+00	1.00E-02	0.00E+00	1.15E-01	2.00E-02	1.00E-02
