NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	132.629	28.302	27.317	17.145	44.053	0.964	1000000.0
2	137.526	28.454	29.37	17.163	22.178	0.963	1000000.0
3	132.07	28.403	27.009	17.196	12.359	0.965	1000000.0
4	128.086	28.286	25.356	17.085	7.554	0.964	1000000.0
5	127.603	27.907	25.204	16.79	22.106	0.966	1000000.0
6	129.362	28.253	26.209	16.984	9.924	0.966	1000000.0
7	136.05	28.16	28.478	17.026	41.62	0.965	1000000.0
8	132.865	28.264	27.41	17.218	26.987	0.963	1000000.0
9	130.511	28.162	26.756	17.115	19.746	0.964	1000000.0
10	130.128	28.348	26.579	17.209	7.501	0.965	1000000.0
11	137.058	28.634	28.67	17.359	17.246	0.964	1000000.0
12	131.4	28.439	26.381	17.193	17.259	0.964	1000000.0
13	132.737	28.325	27.068	17.043	14.832	0.965	1000000.0
14	134.608	28.345	27.481	17.15	19.687	0.965	1000000.0
15	130.374	28.411	26.561	17.339	22.119	0.964	1000000.0
16	129.096	28.12	26.059	17.053	5.045	0.965	1000000.0
17	129.335	28.221	25.994	17.122	7.511	0.965	1000000.0
18	134.023	28.072	27.987	16.89	12.367	0.966	1000000.0
19	130.296	28.182	26.612	16.98	31.894	0.965	1000000.0
20	130.459	28.169	26.582	16.929	14.851	0.963	1000000.0
21	128.288	28.302	25.776	17.281	5.055	0.962	1000000.0
22	130.167	28.234	25.796	17.025	19.665	0.966	1000000.0
23	131.915	28.304	27.345	16.965	39.199	0.965	1000000.0
24	139.004	28.261	29.895	16.976	12.396	0.965	1000000.0
25	132.333	28.386	27.147	17.116	17.25	0.965	1000000.0
26	140.187	28.527	30.305	17.271	17.247	0.962	1000000.0
27	135.903	28.338	28.159	16.988	29.438	0.965	1000000.0
28	128.356	28.248	25.478	17.075	22.22	0.964	1000000.0
29	126.088	28.164	25.07	17.173	17.25	0.963	1000000.0
30	128.13	28.334	25.257	17.014	0.173	0.965	1000000.0
31	139.642	28.326	31.516	17.068	12.427	0.963	1000000.0
32	128.65	28.531	25.869	17.323	46.494	0.964	1000000.0
33	133.239	28.422	27.205	17.155	2.621	0.964	1000000.0
34	134.9	28.276	28.966	17.068	14.794	0.964	1000000.0
35	130.248	28.287	25.853	17.361	41.696	0.963	1000000.0
36	131.588	28.336	26.517	17.28	17.235	0.963	1000000.0
37	131.696	28.257	27.272	17.182	22.122	0.964	1000000.0
38	131.853	28.247	27.133	17.14	26.976	0.964	1000000.0
39	128.72	28.379	25.504	17.035	22.127	0.963	1000000.0
40	130.469	28.225	26.177	17.008	17.232	0.965	1000000.0
41	134.368	28.362	29.421	17.153	31.88	0.963	1000000.0
42	145.098	28.373	33.893	17.203	9.92	0.965	1000000.0
43	128.926	28.335	25.489	17.092	7.481	0.964	1000000.0
44	143.108	28.704	31.169	17.324	14.843	0.963	1000000.0
45	129.985	28.126	26.612	17.002	36.746	0.965	1000000.0
46	139.722	28.181	31.282	17.01	17.235	0.966	1000000.0
47	132.657	28.458	27.681	17.213	12.363	0.965	1000000.0
48	154.739	28.035	38.267	16.837	24.565	0.965	1000000.0
49	129.548	28.374	26.081	17.105	19.699	0.964	1000000.0
50	128.835	28.063	25.804	16.955	14.798	0.965	1000000.0
51	131.323	28.354	26.899	17.216	36.751	0.964	1000000.0
52	130.136	28.408	25.816	17.219	34.315	0.963	1000000.0
53	129.763	28.017	25.825	16.724	12.382	0.966	1000000.0
54	128.443	28.183	25.212	16.968	7.5	0.965	1000000.0
55	143.593	28.549	32.45	17.439	12.383	0.964	1000000.0
56	132.486	28.207	27.117	16.931	22.111	0.965	1000000.0
57	151.434	28.074	37.175	16.887	14.844	0.966	1000000.0
58	149.625	28.18	35.82	16.951	31.883	0.965	1000000.0
59	130.003	28.279	26.017	17.013	22.171	0.965	1000000.0
60	133.618	28.283	27.73	17.079	14.852	0.964	1000000.0
61	131.484	28.067	26.57	16.955	24.543	0.966	1000000.0
62	130.893	28.199	26.447	17.223	19.67	0.965	1000000.0
