MutationType	ID83A	ID83B
1:Del:C:0	1.18E-05	3.93E-05
1:Del:C:1	7.49E-06	2.52E-05
1:Del:C:2	5.96E-06	1.63E-05
1:Del:C:3	1.07E-05	1.14E-05
1:Del:C:4	1.84E-05	1.04E-05
1:Del:C:5	5.60E-05	1.47E-05
1:Del:T:0	9.64E-06	2.81E-05
1:Del:T:1	7.30E-06	2.05E-05
1:Del:T:2	1.08E-05	2.05E-05
1:Del:T:3	1.51E-05	1.83E-05
1:Del:T:4	4.02E-05	1.71E-05
1:Del:T:5	7.81E-04	1.71E-04
1:Ins:C:0	7.79E-06	1.43E-05
1:Ins:C:1	4.46E-06	9.88E-06
1:Ins:C:2	2.53E-06	7.36E-06
1:Ins:C:3	5.93E-06	6.86E-06
1:Ins:C:4	1.01E-05	7.55E-06
1:Ins:C:5	3.92E-05	1.77E-05
1:Ins:T:0	1.13E-05	1.37E-05
1:Ins:T:1	6.26E-06	1.70E-05
1:Ins:T:2	1.20E-05	1.18E-05
1:Ins:T:3	1.24E-05	1.02E-05
1:Ins:T:4	2.03E-05	1.19E-05
1:Ins:T:5	7.43E-04	3.22E-04
2:Del:R:0	9.12E-06	1.72E-05
2:Del:R:1	1.35E-05	2.00E-05
2:Del:R:2	9.52E-06	1.00E-05
2:Del:R:3	1.44E-05	6.72E-06
2:Del:R:4	1.42E-05	5.49E-06
2:Del:R:5	2.68E-05	8.27E-06
3:Del:R:0	3.96E-06	1.18E-05
3:Del:R:1	1.60E-05	1.65E-05
3:Del:R:2	8.65E-06	8.10E-06
3:Del:R:3	4.99E-06	4.09E-06
3:Del:R:4	5.03E-06	3.64E-06
3:Del:R:5	6.30E-06	3.23E-06
4:Del:R:0	2.44E-06	1.06E-05
4:Del:R:1	1.18E-05	1.60E-05
4:Del:R:2	7.55E-06	8.83E-06
4:Del:R:3	7.67E-06	5.87E-06
4:Del:R:4	4.84E-06	3.37E-06
4:Del:R:5	4.83E-06	2.69E-06
5:Del:R:0	3.40E-06	4.76E-05
5:Del:R:1	4.48E-06	1.42E-05
5:Del:R:2	4.06E-06	4.97E-06
5:Del:R:3	2.86E-06	3.41E-06
5:Del:R:4	2.70E-06	1.71E-06
5:Del:R:5	1.25E-06	8.93E-07
2:Ins:R:0	1.05E-05	1.50E-05
2:Ins:R:1	5.67E-06	1.04E-05
2:Ins:R:2	5.18E-06	7.72E-06
2:Ins:R:3	6.58E-06	5.76E-06
2:Ins:R:4	1.39E-05	6.96E-06
2:Ins:R:5	4.37E-05	2.20E-05
3:Ins:R:0	5.10E-06	1.05E-05
3:Ins:R:1	2.97E-06	8.70E-06
3:Ins:R:2	2.00E-06	3.70E-06
3:Ins:R:3	1.80E-06	1.60E-06
3:Ins:R:4	2.38E-06	1.42E-06
3:Ins:R:5	9.67E-06	4.05E-06
4:Ins:R:0	1.02E-05	1.13E-05
4:Ins:R:1	3.22E-06	9.70E-06
4:Ins:R:2	2.72E-06	3.65E-06
4:Ins:R:3	3.99E-06	2.59E-06
4:Ins:R:4	4.08E-06	2.96E-06
4:Ins:R:5	4.97E-06	3.89E-06
5:Ins:R:0	1.44E-05	3.89E-05
5:Ins:R:1	4.34E-06	1.61E-05
5:Ins:R:2	2.56E-06	4.03E-06
5:Ins:R:3	2.41E-06	2.25E-06
5:Ins:R:4	2.10E-06	2.12E-06
5:Ins:R:5	1.85E-06	1.66E-06
2:Del:M:1	1.24E-05	1.99E-05
3:Del:M:1	2.83E-06	1.17E-05
3:Del:M:2	8.72E-06	1.40E-05
4:Del:M:1	4.39E-06	1.15E-05
4:Del:M:2	4.03E-06	1.36E-05
4:Del:M:3	5.65E-06	1.33E-05
5:Del:M:1	4.97E-06	4.85E-05
5:Del:M:2	2.98E-06	5.12E-05
5:Del:M:3	3.06E-06	3.97E-05
5:Del:M:4	2.03E-06	2.86E-05
5:Del:M:5	3.12E-06	2.23E-05
