NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	112.626	38.165	20.37	27.52	10.492	0.935	1000000.0
2	113.062	38.301	20.602	27.843	7.057	0.932	1000000.0
3	113.227	37.975	20.651	27.686	0.223	0.934	1000000.0
4	112.763	38.205	20.705	27.73	3.637	0.934	1000000.0
5	112.557	37.807	20.48	27.55	0.222	0.936	1000000.0
6	113.074	38.151	20.681	27.593	3.701	0.935	1000000.0
7	113.821	38.138	20.741	27.757	7.054	0.934	1000000.0
8	112.972	38.079	20.552	27.284	3.642	0.937	1000000.0
9	113.531	38.026	20.756	27.484	3.643	0.935	1000000.0
10	112.008	37.747	20.431	27.305	3.648	0.936	1000000.0
11	113.37	38.108	20.695	27.9	0.271	0.933	1000000.0
12	112.806	38.058	20.675	27.695	0.212	0.936	1000000.0
13	113.508	38.112	20.677	27.702	7.092	0.934	1000000.0
14	111.916	37.688	20.29	27.255	7.057	0.937	1000000.0
15	112.564	37.862	20.503	27.385	7.062	0.935	1000000.0
16	112.868	38.001	20.606	27.545	0.248	0.935	1000000.0
17	112.067	37.893	20.44	27.512	3.645	0.935	1000000.0
18	112.384	37.864	20.477	27.594	3.695	0.934	1000000.0
19	113.388	37.838	20.786	27.325	7.092	0.938	1000000.0
20	114.538	37.913	21.363	27.63	3.671	0.934	1000000.0
21	112.249	38.075	20.447	27.702	0.273	0.934	1000000.0
22	112.713	38.179	20.457	27.652	7.219	0.932	1000000.0
23	113.476	38.217	20.757	27.687	3.677	0.935	1000000.0
24	113.419	38.425	20.694	27.966	0.245	0.933	1000000.0
25	112.518	37.887	20.574	27.462	3.696	0.936	1000000.0
26	113.662	37.999	20.89	27.733	0.252	0.936	1000000.0
27	112.762	37.928	20.552	27.518	3.637	0.936	1000000.0
28	113.705	38.211	20.896	27.846	0.28	0.935	1000000.0
29	113.129	37.825	20.678	27.466	7.058	0.937	1000000.0
30	113.228	38.053	20.607	27.665	3.642	0.933	1000000.0
31	111.902	37.988	20.295	27.483	0.219	0.935	1000000.0
32	112.805	37.938	20.766	27.499	3.627	0.935	1000000.0
33	112.412	37.893	20.374	27.485	7.05	0.935	1000000.0
34	111.713	37.86	20.172	27.08	0.249	0.937	1000000.0
35	112.88	37.917	20.487	27.542	0.387	0.935	1000000.0
36	114.528	38.257	21.286	28.173	7.061	0.932	1000000.0
37	112.421	37.789	20.541	27.487	3.693	0.936	1000000.0
38	112.389	38.03	20.368	27.626	7.056	0.933	1000000.0
39	113.718	38.238	20.879	27.999	0.304	0.932	1000000.0
40	111.515	37.706	20.144	27.239	3.636	0.937	1000000.0
41	111.482	37.705	20.224	27.307	3.64	0.935	1000000.0
42	112.142	38.102	20.347	27.481	0.314	0.934	1000000.0
43	113.488	38.201	20.98	28.098	7.072	0.933	1000000.0
44	113.179	38.084	20.518	27.631	0.245	0.934	1000000.0
45	111.903	37.553	20.243	27.084	7.064	0.937	1000000.0
46	112.196	37.897	20.366	27.545	7.048	0.936	1000000.0
47	112.935	37.809	20.586	27.371	0.224	0.936	1000000.0
48	113.456	38.199	20.685	27.694	3.632	0.935	1000000.0
49	111.405	37.774	20.365	27.422	3.644	0.937	1000000.0
50	113.305	38.349	20.617	27.809	0.236	0.934	1000000.0
51	112.966	38.038	20.612	27.478	0.221	0.936	1000000.0
52	111.723	37.683	20.388	27.392	3.647	0.936	1000000.0
53	113.368	38.061	20.779	27.492	0.225	0.936	1000000.0
54	113.319	37.865	20.587	27.435	0.218	0.935	1000000.0
55	113.44	37.958	20.745	27.494	3.632	0.935	1000000.0
56	112.727	37.995	20.514	27.522	0.271	0.936	1000000.0
57	112.446	37.86	20.397	27.545	10.517	0.933	1000000.0
58	111.72	37.987	20.31	27.526	3.639	0.934	1000000.0
59	113.703	37.997	20.771	27.62	0.251	0.935	1000000.0
60	113.189	38.054	20.562	27.468	3.725	0.935	1000000.0
61	114.117	38.053	21.269	27.695	0.219	0.934	1000000.0
62	113.109	37.858	20.479	27.53	3.68	0.935	1000000.0
63	112.755	37.898	20.646	27.618	7.052	0.937	1000000.0
64	113.671	38.12	20.624	27.796	3.634	0.933	1000000.0
65	113.374	37.884	20.855	27.52	3.651	0.935	1000000.0
66	112.996	38.131	20.554	27.705	0.22	0.934	1000000.0
67	112.54	38.103	20.516	27.688	3.65	0.934	1000000.0
68	112.471	37.858	20.419	27.255	0.272	0.936	1000000.0
69	111.569	37.636	20.089	27.068	0.227	0.937	1000000.0
70	113.004	38.224	20.718	27.756	3.689	0.935	1000000.0
71	113.72	37.963	20.932	27.785	0.222	0.935	1000000.0
72	112.583	38.091	20.634	27.896	0.218	0.934	1000000.0
73	111.863	37.737	20.308	27.402	3.691	0.935	1000000.0
74	111.828	37.744	20.188	27.188	3.654	0.935	1000000.0
75	113.074	37.984	20.795	27.541	3.638	0.935	1000000.0
76	113.119	37.97	20.726	27.655	7.065	0.933	1000000.0
77	112.222	37.956	20.526	27.762	10.487	0.934	1000000.0
78	112.173	37.935	20.467	27.635	3.639	0.934	1000000.0
79	113.35	37.996	20.799	27.869	3.757	0.934	1000000.0
80	113.941	38.42	20.904	28.161	7.151	0.933	1000000.0
81	112.691	37.692	20.788	27.309	7.06	0.936	1000000.0
82	113.263	38.102	20.787	27.575	3.722	0.935	1000000.0
83	113.423	37.985	20.741	27.516	3.635	0.936	1000000.0
84	113.415	37.947	20.641	27.457	7.064	0.936	1000000.0
85	112.126	38.03	20.408	27.392	0.217	0.935	1000000.0
86	112.952	38.186	20.533	27.806	0.215	0.935	1000000.0
