MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	2.47E-04	5.44E-04	5.65E-04	1.79E-03	2.53E-03	2.69E-03
1:Del:C:1	2.56E-04	4.94E-04	5.66E-04	3.11E-03	3.66E-03	3.18E-03
1:Del:C:2	1.61E-04	2.36E-04	5.20E-04	1.71E-03	2.14E-03	1.60E-03
1:Del:C:3	1.27E-04	3.16E-04	2.96E-04	8.35E-04	1.30E-03	8.33E-04
1:Del:C:4	7.83E-05	1.87E-04	1.28E-04	8.15E-04	8.04E-04	8.42E-04
1:Del:C:5	2.84E-04	3.63E-04	3.47E-04	2.98E-04	9.49E-04	4.26E-04
1:Del:T:0	2.65E-04	4.07E-04	7.07E-04	3.11E-03	3.17E-03	2.96E-03
1:Del:T:1	2.94E-04	3.25E-04	6.60E-04	1.78E-03	2.30E-03	2.01E-03
1:Del:T:2	2.22E-04	4.37E-04	5.43E-04	1.86E-03	2.20E-03	2.60E-03
1:Del:T:3	2.30E-04	1.57E-04	4.24E-04	1.44E-03	1.53E-03	1.66E-03
1:Del:T:4	3.32E-04	2.73E-04	4.35E-04	1.36E-03	1.84E-03	1.78E-03
1:Del:T:5	3.29E-03	2.64E-03	1.84E-03	1.17E-03	1.04E-02	1.43E-03
1:Ins:C:0	1.22E-03	2.62E-04	4.23E-04	8.90E-05	2.30E-03	1.66E-04
1:Ins:C:1	1.20E-04	2.77E-04	2.45E-04	3.39E-04	4.84E-04	1.57E-04
1:Ins:C:2	7.59E-05	7.99E-05	1.32E-04	3.81E-04	3.32E-04	3.80E-04
1:Ins:C:3	8.09E-05	2.33E-04	1.97E-04	1.70E-04	3.03E-04	1.27E-04
1:Ins:C:4	1.08E-04	2.03E-04	1.29E-04	9.17E-05	3.70E-04	1.00E-04
1:Ins:C:5	2.05E-04	4.95E-04	4.28E-04	4.98E-04	6.52E-04	5.38E-04
1:Ins:T:0	3.88E-04	5.70E-04	4.19E-04	6.19E-04	8.83E-04	6.91E-04
1:Ins:T:1	3.57E-04	3.48E-04	4.72E-04	1.58E-03	2.09E-03	2.22E-03
1:Ins:T:2	2.58E-04	3.16E-04	3.98E-04	7.01E-04	1.17E-03	6.59E-04
1:Ins:T:3	1.60E-04	3.25E-04	2.96E-04	8.15E-04	9.44E-04	8.28E-04
1:Ins:T:4	2.13E-04	2.23E-04	3.61E-04	4.04E-04	8.18E-04	3.79E-04
1:Ins:T:5	3.10E-03	2.92E-03	3.56E-03	1.80E-03	9.59E-03	8.54E-04
2:Del:R:0	1.61E-04	2.45E-04	4.63E-04	1.28E-03	1.50E-03	1.24E-03
2:Del:R:1	1.84E-04	5.04E-04	3.84E-04	1.11E-03	1.14E-03	8.85E-04
2:Del:R:2	7.62E-05	2.62E-04	2.35E-04	5.57E-04	6.61E-04	5.61E-04
2:Del:R:3	7.94E-05	2.40E-04	1.98E-04	1.23E-04	2.66E-04	1.49E-04
2:Del:R:4	6.33E-05	1.41E-04	1.54E-04	9.39E-05	2.03E-04	7.99E-05
2:Del:R:5	1.26E-04	1.16E-04	3.28E-04	1.10E-03	7.74E-04	5.06E-03
3:Del:R:0	7.16E-05	7.35E-05	2.55E-04	7.31E-04	8.06E-04	7.53E-04
3:Del:R:1	1.35E-04	6.53E-04	3.74E-04	1.59E-03	1.72E-03	2.02E-03
3:Del:R:2	2.66E-05	2.28E-04	1.04E-04	5.43E-04	6.41E-04	5.81E-04
3:Del:R:3	9.89E-10	1.50E-04	1.20E-05	3.39E-04	4.65E-04	4.49E-04
3:Del:R:4	2.37E-05	1.10E-04	1.88E-09	3.94E-04	4.10E-04	8.08E-04
3:Del:R:5	0.00E+00	1.79E-04	4.84E-05	6.12E-04	5.40E-04	1.21E-03
4:Del:R:0	7.91E-05	2.00E-04	3.07E-04	4.68E-04	6.08E-04	4.59E-04
4:Del:R:1	1.22E-04	3.50E-04	2.44E-04	1.32E-03	1.85E-03	1.71E-03
4:Del:R:2	1.02E-04	7.21E-05	1.87E-04	5.28E-04	5.88E-04	4.40E-04
4:Del:R:3	5.95E-05	2.32E-04	7.26E-05	4.34E-04	6.15E-04	6.08E-04
4:Del:R:4	5.92E-10	1.89E-05	8.36E-05	4.14E-04	4.48E-04	7.09E-04
4:Del:R:5	4.28E-05	1.37E-08	8.74E-05	1.42E-04	1.47E-04	2.45E-04
5:Del:R:0	2.57E-04	4.14E-04	1.34E-03	2.32E-03	3.43E-03	2.25E-03
5:Del:R:1	1.07E-04	4.60E-04	2.88E-04	8.28E-04	1.11E-03	9.58E-04
5:Del:R:2	2.78E-05	7.50E-05	1.24E-04	2.69E-04	2.79E-04	4.48E-04
