Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
SP116788	0	0	5	0	2	0	0	0	0	1	2	3	2	0	1	0	0	0
SP116789	0	0	1	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0
SP116919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SP109002	3	0	0	0	0	9	0	0	12	3	0	2	0	3	0	0	21	0
SP109001	0	1	0	0	0	1	0	5	0	0	0	0	0	2	1	0	1	0
SP109006	17	15	0	0	0	0	0	6	11	0	0	1	11	0	0	0	4	0
SP108998	0	30	24	0	0	0	0	0	51	6	0	3	0	4	1	0	19	0
SP127706	10	0	3	13	0	18	0	70	0	4	11	0	0	0	0	0	26	0
SP108999	44	0	4	13	17	1	0	0	0	0	0	0	0	10	0	9	13	0
SP109007	0	16	0	2	0	0	27	7	0	0	5	2	1	2	0	0	14	0
SP109003	0	0	3	1	0	2	9	0	13	7	0	0	2	12	0	3	0	0
SP116868	0	8	0	7	5	0	4	0	10	0	13	8	0	0	0	0	0	0
SP116794	0	0	3	0	1	0	1	0	1	1	0	0	0	0	8	0	0	0
SP116791	0	0	2	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0
SP116866	0	0	0	0	7	0	0	0	4	2	7	5	0	0	4	8	0	11
SP116815	0	0	4	0	0	1	3	0	0	21	1	5	0	4	2	6	0	0
SP116853	0	0	7	6	0	4	0	0	0	0	0	11	5	0	0	0	0	9
SP116901	1	0	4	1	2	6	5	0	0	0	0	0	0	0	2	0	0	3
SP116830	0	0	8	3	18	14	0	26	0	0	6	0	0	12	5	0	0	0
SP116802	0	0	0	0	0	0	0	3	0	0	1	1	0	2	0	8	0	0
SP116885	21	0	8	0	0	5	15	0	7	9	0	16	9	0	0	0	0	0
SP116834	0	0	0	0	0	0	3	0	15	0	0	0	0	0	7	6	0	0
SP116913	0	0	0	15	0	5	0	2	0	0	0	0	0	0	3	0	0	0
SP116799	0	0	0	0	10	6	1	8	0	4	0	1	1	4	0	0	0	0
SP116920	0	0	0	0	1	0	0	0	0	5	0	0	4	7	1	0	0	0
SP116835	9	0	3	11	0	1	8	0	15	4	7	0	18	0	12	0	0	0
SP116852	0	0	9	11	0	0	0	0	0	0	0	11	7	0	0	0	0	0
SP116902	0	0	2	8	0	2	8	1	0	1	0	0	0	0	0	0	0	9
SP116871	0	0	0	0	0	6	0	0	0	0	2	0	2	0	0	0	0	0
SP116820	0	0	5	0	4	0	0	12	22	2	0	4	0	2	0	0	0	0
SP116889	3	0	7	19	7	3	0	5	0	1	4	0	4	0	0	10	0	0
SP116923	0	0	11	0	14	2	11	3	0	4	2	0	0	11	4	0	0	0
SP116829	0	0	7	0	28	0	7	14	0	0	4	0	0	9	5	0	0	0
SP116872	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	5	0	0
SP116904	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0
