Sample Names	MutationType	ID83A	ID83B	ID83C
SP99325	1:Del:C:0	0.4510995414976561	0.019811615105431498	0.5290888433969123
SP99325	1:Del:C:1	0.0832953254856647	0.0153072580383347	0.9013974164760006
SP99325	1:Del:C:2	0.21689166771128654	0.0004589275112695947	0.7826494047774439
SP99325	1:Del:C:3	0.8145879856217405	0.0003668575574034654	0.18504515682085607
SP99325	1:Del:C:4	0.9449862868664921	0.0005208775781534216	0.054492835555354634
SP99325	1:Del:C:5	0.9860596194660493	0.004086791670383992	0.009853588863566706
SP99325	1:Del:T:0	0.5963332470085264	0.023701814423332326	0.37996493856814123
SP99325	1:Del:T:1	0.5572379122933386	0.011734282228874121	0.43102780547778724
SP99325	1:Del:T:2	0.6787084470491735	0.141654268547153	0.17963728440367344
SP99325	1:Del:T:3	0.8835343163999998	0.06777096197406147	0.04869472162593869
SP99325	1:Del:T:4	0.9630315084085516	0.0270948533973984	0.00987363819405004
SP99325	1:Del:T:5	0.9923165693358269	0.007232895234960942	0.0004505354292122071
SP99325	1:Ins:C:0	0.17399211198972223	0.3729709813243109	0.45303690668596686
SP99325	1:Ins:C:1	0.15317633777863973	0.29953076505182846	0.5472928971695319
SP99325	1:Ins:C:2	0.1777800664394776	0.3208858303151944	0.501334103245328
SP99325	1:Ins:C:3	0.46594672852222097	0.28772604356611514	0.24632722791166395
SP99325	1:Ins:C:4	0.1143079195009207	0.8591765787996323	0.026515501699447042
SP99325	1:Ins:C:5	0.5012328895186022	0.48923764753697774	0.009529462944420034
SP99325	1:Ins:T:0	0.220380123520753	0.5038947138416501	0.2757251626375969
SP99325	1:Ins:T:1	0.00035023925268434477	0.253194383520509	0.7464553772268067
SP99325	1:Ins:T:2	0.451958098500146	0.20452722274107474	0.34351467875877917
SP99325	1:Ins:T:3	0.3110464786434347	0.3853409001780008	0.30361262117856436
SP99325	1:Ins:T:4	0.03749273776471672	0.91947441050283	0.043032851732453435
SP99325	1:Ins:T:5	0.2505508415296706	0.7425331547039669	0.006916003766362472
SP99325	2:Del:R:0	0.879923146069682	0.010897777016892018	0.10917907691342603
SP99325	2:Del:R:1	0.809802661591587	0.009575258381877016	0.18062208002653607
SP99325	2:Del:R:2	0.8557006934544131	0.003249313903788867	0.141049992641798
SP99325	2:Del:R:3	0.9885133083250666	0.001580562354880686	0.009906129320052774
SP99325	2:Del:R:4	0.9797523605282452	0.005920499936090493	0.014327139535664318
