Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP97749	144	86	5	61	56	11
SP49235	171	115	20	41	65	15
SP50177	227	102	12	94	62	4
SP97775	216	178	61	343	180	28
SP97685	86	89	15	113	190	8
SP97747	230	117	23	104	95	16
SP97771	319	117	29	75	124	12
SP97681	283	97	53	168	91	3
SP98082	245	174	34	58	111	19
SP49334	186	128	16	74	75	5
SP49124	103	120	36	41	951	29
SP115501	99	363	42	29	34	13
SP98305	245	558	68	211	68	11
SP49247	409	260	53	79	94	8
SP49328	279	172	31	0	71	15
SP98092	186	144	38	56	101	26
SP120755	89	6	5	0	35	4
SP49417	218	182	45	103	123	3
SP49175	158	404	20	32	28	0
SP49223	20	128	9	29	99	0
SP49187	187	65	26	100	36	3
SP49157	436	126	29	86	28	5
SP49379	208	285	22	77	54	5
SP49541	263	239	69	109	143	11
SP98164	453	188	37	125	73	6
SP49481	66	0	11	36	69	0
SP98078	373	94	21	107	171	19
SP106677	132	144	39	109	74	0
SP106743	63	85	21	40	39	19
SP98359	115	282	57	113	115	20
SP98192	38	355	9	14	26	0
SP98053	313	226	43	87	71	21
SP106631	0	46	16	309	49	5
SP49551	243	133	23	76	4	3
SP49651	0	148	0	0	650	0
SP98265	240	319	52	88	139	10
SP98297	452	84	38	83	87	10
SP98060	66	0	5	11	8	0
SP98289	227	162	29	195	133	12
SP115498	445	286	86	70	0	35
SP98096	231	251	46	131	56	20
SP49114	524	100	35	168	243	26
SP98090	749	945	117	68	0	0
SP49286	269	111	23	97	87	16
SP49469	126	222	71	87	169	7
SP49205	39	159	36	35	92	9
SP98327	250	141	24	103	74	18
SP49449	27	305	23	14	26	0
SP49391	110	80	9	37	86	10
SP49531	438	422	100	48	69	18
SP49322	146	330	58	48	41	10
SP49433	80	145	23	87	45	0
SP109384	125	98	20	14	81	6
SP98065	253	109	52	76	103	22
SP49591	113	111	57	57	59	2
SP49385	229	92	20	114	168	8
SP98313	70	438	38	40	33	11
SP49119	218	213	39	93	42	13
SP109301	373	187	55	107	29	0
SP115830	127	286	41	61	56	3
SP49229	0	812	6	63	18	0
SP98853	46	231	37	511	93	12
SP98855	156	209	12	32	70	4
SP98859	111	197	22	19	91	0
SP98865	27	99	34	72	48	3
SP98879	253	67	30	87	102	6
SP98871	81	121	22	130	51	0
SP98867	207	256	37	173	142	0
SP98861	392	95	52	66	150	18
SP98877	253	85	20	118	34	18
SP98889	200	224	46	202	121	20
SP98887	296	248	49	240	78	16
SP98875	277	239	26	145	115	7
SP98851	30	32	11	18	27	2
SP98833	152	38	18	71	69	6
SP98873	357	165	29	113	89	0
SP98883	174	316	47	141	61	2
SP98849	56	49	7	124	54	17
SP98869	78	241	47	57	53	15
SP98893	73	327	63	382	46	3
SP98847	236	141	29	15	49	7
SP98881	186	156	46	199	200	31
SP98841	207	76	20	44	28	3
SP98845	337	0	8833	0	31	13
SP98839	249	65	37	75	99	12
SP98843	209	92	18	62	46	3
SP98863	57	110	6	21	30	4
SP98891	215	114	43	127	89	16
SP98885	45	133	49	395	76	15
SP107047	378	131	28	175	92	3
SP107050	275	144	18	78	20	0
SP99261	246	118	33	106	94	4
SP107052	131	169	28	94	40	0
SP99269	258	100	19	56	51	0
SP99271	217	20	8	46	0	0
SP107056	376	297	44	136	70	3
SP107060	222	198	36	39	93	4
SP99279	244	165	18	93	61	5
SP107063	122	73	17	86	60	0
SP107068	172	253	36	72	19	0
SP107071	362	108	32	147	121	6
SP107073	38	6	1	2	2	0
SP98896	370	303	46	141	106	14
SP99003	177	411	52	93	102	7
SP107076	338	112	39	116	1086	39
SP107078	109	78	23	42	72	2
SP107080	159	120	38	59	378	28
SP98898	298	211	24	97	59	17
SP107084	290	136	29	83	68	25
SP107088	72	58	24	31	70	7
SP107091	276	196	45	65	59	14
SP107094	85	62	15	32	10	0
SP112224	216	118	39	84	104	12
SP107097	233	149	25	45	69	13
SP107101	345	238	58	446	131	0
SP98900	159	169	26	144	58	4
SP107104	91	72	15	158	54	14
SP107109	73	125	18	34	42	0
SP107111	166	235	40	173	52	1
SP107115	7	2	4	0	0	4
SP98902	256	149	27	187	240	4
SP107119	226	288	34	136	38	6
SP98904	171	18	22	88	17	3
SP98909	394	133	29	222	73	3
SP107121	349	225	54	258	111	2
SP107123	228	201	20	64	78	9
SP98907	434	174	43	179	61	22
SP107132	44	16	8	26	6	0
SP107136	135	185	41	299	198	15
SP107141	75	59	17	58	43	4
SP98913	304	147	40	91	122	6
SP107146	221	182	36	79	69	7
SP107150	192	88	23	144	40	6
SP98915	59	185	29	128	16	9
SP107152	353	183	22	77	21	20
SP107155	99	135	17	141	43	0
SP112125	190	54	12	92	50	0
SP98921	148	86	16	71	57	11
SP112130	237	128	25	62	40	4
SP112133	57	82	32	346	129	10
SP98925	71	124	23	54	69	2
SP112138	51	198	88	76	47	4
SP112141	443	110	39	74	181	0
SP98927	157	155	31	259	84	0
SP112147	292	117	30	24	65	12
SP112152	114	190	72	40	25	16
SP112156	174	88	15	67	0	0
SP98933	227	139	35	47	46	0
SP112160	217	197	33	60	50	12
SP98937	85	15	2	45	3	0
SP112165	178	166	19	60	60	7
SP112168	380	183	22	206	74	1
SP98941	472	191	20	193	22	4
SP112170	330	181	44	333	38	14
SP112174	76	44	21	72	128	20
SP98945	67	103	16	52	96	0
SP112178	141	128	41	570	197	8
SP112180	206	236	43	83	96	11
SP98949	520	229	49	91	27	8
SP112182	223	82	23	92	44	0
SP98953	169	758	61	105	98	15
SP112186	201	146	29	138	54	5
SP98955	542	204	59	365	348	9
SP112188	187	53	13	51	16	5
SP112190	283	164	34	390	189	13
SP112192	229	87	63	172	132	0
SP112194	128	175	42	307	47	0
SP98959	87	108	9	41	46	1
SP112196	280	212	55	120	118	5
SP112198	165	52	25	188	26	3
SP112201	111	36	15	27	23	0
SP98965	267	261	45	73	66	4
SP112205	219	173	34	114	94	3
SP112208	119	289	66	279	127	0
SP98967	129	101	29	122	18	5
SP112210	209	279	43	276	113	2
SP112211	121	291	55	241	137	31
SP98973	282	263	284	372	491	0
SP112213	380	122	34	56	74	11
SP50097	249	280	60	840	0	0
SP112215	404	108	28	98	32	5
SP112217	413	116	44	107	233	4
SP98975	146	78	15	81	53	4
SP112219	281	144	68	322	179	5
SP112221	161	50	11	12	1	0
SP112228	172	131	44	214	93	11
SP50099	185	347	35	70	81	19
SP98981	137	150	46	68	63	17
SP112234	363	196	60	219	85	8
SP98985	420	205	28	85	26	1
SP112237	172	146	48	29	40	1
SP98989	87	171	15	51	13	0
SP112241	59	239	14	147	95	0
SP112245	94	90	24	35	49	3
SP98991	72	51	24	51	86	5
SP112248	161	117	46	200	189	7
SP112051	155	143	50	283	131	9
SP98997	353	98	39	370	100	1
SP112252	268	343	82	155	68	5
SP99001	85	88	14	101	27	0
SP112257	38	4	0	0	6	0
SP99007	91	125	36	61	70	1
SP112261	150	32	18	19	85	6
SP50101	253	63	26	65	98	10
SP112265	22	164	33	237	87	10
SP112268	297	120	43	167	137	12
SP99011	442	106	40	132	116	20
SP112269	218	201	31	158	69	5
SP99013	0	191	11	167	325	132
SP112273	357	519	121	210	86	8
SP112274	94	21	9	9	26	3
SP50105	234	100	27	127	95	1
SP112276	62	58	5	74	6	0
SP99019	242	231	49	29	86	2
SP99021	174	117	27	115	93	5
SP112283	62	24	6	86	34	0
SP112288	195	168	34	146	59	3
SP99025	172	201	43	136	82	10
SP112290	463	169	28	229	146	1
SP99029	296	77	12	76	0	0
SP99033	401	123	43	99	0	0
SP99037	74	18	3	40	7	0
SP99041	255	133	23	92	46	4
SP99045	220	199	66	219	106	17
SP112300	122	174	16	13	56	1
SP99049	218	102	23	226	262	18
SP112304	201	165	17	97	118	1
SP50107	363	200	57	274	67	20
SP112310	318	106	41	131	128	12
SP99053	167	85	28	82	43	4
SP99057	33	3	0	68	25	0
SP99061	389	155	87	681	0	0
SP50109	107	103	17	215	118	0
SP99065	112	160	51	102	47	11
SP106993	552	222	62	131	41	8
SP50111	93	230	32	50	34	6
SP99069	121	151	14	219	296	9
SP99073	87	168	29	361	84	0
SP99077	232	89	6	75	71	0
SP99081	196	131	43	108	91	0
SP99085	299	226	32	121	121	2
SP99089	212	199	24	84	48	5
SP99093	438	83	26	63	14	0
SP99097	43	142	15	10	19	9
SP99101	44	383	28	38	33	3
SP106998	444	178	33	136	11	0
SP99105	112	93	18	54	36	12
SP99109	197	384	39	127	64	11
SP50113	340	207	83	393	115	17
SP50115	134	95	15	144	68	5
SP50117	89	177	37	189	92	11
SP107004	231	148	28	155	121	15
SP99117	284	172	46	43	33	4
SP99121	378	222	33	79	60	6
SP107007	330	180	39	153	111	3
SP99125	232	64	28	108	60	3
SP99129	124	239	24	199	168	4
SP99133	189	62	25	127	72	3
SP50119	254	118	72	32	133	7
SP99137	329	136	45	201	100	20
SP50121	87	69	4	155	14	0
SP50123	281	309	92	100	66	6
SP99141	184	220	91	49	53	14
SP50125	262	136	34	66	108	3
SP99145	74	233	64	57	18	0
SP99149	217	134	48	134	71	0
SP50129	235	178	31	91	36	10
SP99153	209	3	9	33	16	0
SP99157	155	149	43	65	64	18
SP99161	96	125	25	116	92	12
SP99165	191	110	46	84	69	8
SP50131	212	406	186	222	298	5
SP50133	130	117	13	71	30	0
SP99169	69	39	13	27	16	0
SP50135	107	75	33	139	91	13
SP50137	56	149	15	0	48	7
SP99173	181	125	11	171	75	9
SP99177	322	194	45	28	6	5
SP99181	149	88	13	124	32	1
SP50139	107	59	8	40	57	0
SP107010	221	150	39	102	94	25
SP99189	85	38	14	78	24	0
SP50141	14	0	0	4	11	1
SP99193	202	129	11	37	23	0
SP50145	212	72	22	51	53	14
SP50147	455	107	40	106	84	13
SP107012	0	2255	27518	0	0	0
SP50149	180	176	62	136	144	3
SP107017	112	142	27	69	81	1
SP107019	249	188	37	120	59	8
SP107023	226	88	20	62	57	5
SP50151	175	70	26	86	48	5
SP50153	359	182	45	139	87	0
SP99197	254	221	67	49	1122	7
SP50155	504	145	56	176	86	16
SP99201	64	153	26	71	51	1
SP50157	180	80	18	121	106	6
SP99205	58	76	17	104	66	0
SP50159	219	183	40	120	163	8
SP50161	280	87	27	139	197	4
SP107025	142	30	23	210	200	9
SP107028	57	0	5	61	9	2
SP50163	115	108	27	231	55	0
SP99217	84	90	17	31	47	7
SP50165	273	71	46	135	76	10
SP107030	259	102	32	43	31	0
SP50167	197	87	30	157	138	7
SP99229	79	266	23	76	66	9
SP99233	31	112	23	192	91	6
SP107032	26	6	0	31	27	3
SP50169	331	104	29	250	60	5
SP50171	342	178	30	107	58	6
SP50173	167	71	16	51	42	0
SP50175	27	7	1	21	10	0
SP107034	196	36	9	58	22	0
SP50179	188	145	14	147	19	0
SP99237	132	91	55	64	90	14
SP107037	230	90	31	263	113	9
SP107041	149	156	19	21	39	2
SP50181	140	78	21	224	40	0
SP99249	155	143	64	60	57	2
SP99253	240	189	65	116	65	4
SP50183	429	132	36	46	67	0
SP99257	314	247	107	163	217	12
SP107044	132	31	11	29	38	0
SP50185	145	153	20	80	115	7
CPCT02020315T	246	184	83	111	65	122
CPCT02020321T	5	2	1	0	7	56
CPCT02020330T	201	239	86	120	76	55
CPCT02010372T	0	402	149	23	330	155
CPCT02020326T	214	276	46	46	85	121
CPCT02020403T	286	123	45	77	113	84
CPCT02040063T	607	202	191	121	91	111
CPCT02060054T	564	204	80	95	214	137
CPCT02060053T	33	238	13	34	12	42
CPCT02020886T	235	235	182	19	194	120
CPCT02130167T	173	170	84	97	23	87
CPCT02080186T	219	271	93	110	84	75
CPCT02130172T	51	260	31	42	218	79
CPCT02020413TII	391	0	5	93	539	308
CPCT02130180T	284	175	62	124	164	76
CPCT02130057T	270	155	77	114	42	158
CPCT02130186T	284	437	114	88	47	74
CPCT02130184T	0	252	79	643	93	93
CPCT02020690T	319	164	49	108	173	106
CPCT02080215T	115	298	35	61	92	143
CPCT02050360T	85	243	87	139	114	255
CPCT02130096T	313	221	70	117	134	217
CPCT02020759T	359	301	108	59	89	176
CPCT02130127T	171	170	62	88	112	86
CPCT02060242T	370	405	64	26	80	143
CPCT02050386T	152	166	62	107	64	161
CPCT02290055T	14	280	11	62	72	81
CPCT02130048T	137	241	36	33	81	114
CPCT02130155T	126	165	20	51	75	135
CPCT02130156T	161	214	64	163	67	167
CPCT02130157T	41	499	63	38	345	311
CPCT02130158T	78	319	21	8	316	223
CPCT02020852T	214	289	104	56	112	202
CPCT02020839T	47	5	7	33	27	58
CPCT02130159T	110	259	14	10	355	129
CPCT02020861T	262	233	52	62	107	193
CPCT02060276T	197	179	51	60	22	138
CPCT02350014T	129	428	38	90	41	243
CPCT02030315T	69	117	105	0	785	100
CPCT02090015T	348	133	133	176	1	88
CPCT02020533T	37	327	144	71	87	71
CPCT02020546T	56	80	10	20	68	36
CPCT02050224T	415	356	37	151	45	205
CPCT02180031T	386	186	41	70	97	292
CPCT02080057T	27	262	112	26	34	52
CPCT02020421T	255	180	66	41	152	132
CPCT02080054T	156	221	46	206	174	144
CPCT02020413T	750	0	23	160	917	92
CPCT02020448T	10	13	1	60	82	81
CPCT02190014T	237	102	42	42	55	79
CPCT02080101T	58	149	24	76	136	98
CPCT02030336T	332	143	208	69	172	80
CPCT02050295T	199	264	34	78	40	160
