Sample Names	MutationType	ID1	ID2	ID3	ID4	ID5	ID6	ID8	ID9	ID10	ID11	ID13	ID14	ID18	ID19	ID25
SP1086	1:Del:C:0	0.00036025817834499894	0.005143643393737387	0.2910690879473451	0.0	0.0	0.0	0.06329771166848415	0.6401292988120885	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP1086	1:Del:C:1	0.002426313901340843	3.2803778858922666e-05	0.6785824400163353	0.0	0.0	0.0	0.05291395728430011	0.2660444850191649	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP1086	1:Del:C:2	1.7676481014340855e-17	7.85933957054867e-06	0.9752585138489365	0.0	0.0	0.0	0.01254565572213725	0.01218797108935564	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP1086	1:Del:C:3	0.023198159324891856	0.014226003744581545	0.8066279886260812	0.0	0.0	0.0	0.046346782264717674	0.10960106603972776	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP1086	1:Del:C:4	0.011847075917629981	0.03062791304051847	0.7645478211124517	0.0	0.0	0.0	0.015099873535902248	0.17787731639349766	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP1086	1:Del:C:5	0.09853830474833326	0.20222257283960718	0.6788709726906875	0.0	0.0	0.0	0.019257073220885643	0.0011110765004863823	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP1086	1:Del:T:0	0.008338197220599192	0.023783835300681507	0.24756429982996359	0.0	0.0	0.0	0.15355313477401888	0.5667605328747367	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP1086	1:Del:T:1	5.63614155937776e-17	3.182796276045894e-17	0.23472869158801274	0.0	0.0	0.0	0.12553520214999495	0.6397361062619921	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP1086	1:Del:T:2	0.00931522269980093	0.03312201386490392	0.17001212072477015	0.0	0.0	0.0	0.06309196773709247	0.7244586749734326	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP1086	1:Del:T:3	0.01691573568374716	0.07055080516018974	0.15370136203779525	0.0	0.0	0.0	0.05106108648510346	0.7077710106331644	0.0	0.0	0.0	0.0	0.0	0.0	0.0
