MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	1.19E-03	4.57E-04	1.76E-03	1.82E-03	9.60E-04	1.05E-03	2.12E-03	5.26E-03	2.93E-03	2.39E-03
1:Del:C:1	6.72E-04	4.71E-04	1.11E-03	7.89E-04	7.05E-04	5.36E-04	1.48E-03	2.80E-03	1.27E-03	1.35E-03
1:Del:C:2	4.48E-04	3.10E-04	6.27E-04	0.00E+00	3.39E-04	3.54E-04	8.55E-04	1.70E-03	6.03E-04	7.98E-04
1:Del:C:3	2.55E-04	2.43E-04	4.20E-04	2.06E-04	2.79E-04	3.14E-04	6.49E-04	1.12E-03	6.33E-04	2.97E-04
1:Del:C:4	2.10E-04	1.77E-04	4.52E-04	2.88E-04	1.66E-04	2.12E-04	4.30E-04	9.38E-04	5.59E-04	4.65E-04
1:Del:C:5	1.68E-04	1.02E-04	3.64E-04	3.35E-04	2.43E-04	1.48E-04	6.53E-04	9.23E-04	8.28E-04	2.47E-04
1:Del:T:0	8.17E-04	6.70E-04	1.56E-03	7.13E-04	6.18E-04	5.73E-04	2.22E-03	3.70E-03	1.64E-03	1.05E-03
1:Del:T:1	1.11E-03	5.35E-05	1.00E-03	3.74E-04	1.53E-08	8.82E-05	5.14E-04	1.47E-03	5.65E-03	7.16E-04
1:Del:T:2	5.44E-04	4.24E-04	1.04E-03	6.76E-04	4.21E-04	5.46E-04	1.09E-03	2.75E-03	1.33E-03	8.69E-04
1:Del:T:3	6.45E-04	3.74E-04	9.83E-04	9.07E-04	4.56E-04	6.84E-04	8.77E-04	2.16E-03	1.27E-03	1.25E-03
1:Del:T:4	3.47E-04	4.03E-04	9.61E-04	9.13E-04	1.22E-04	5.35E-04	7.17E-04	1.63E-03	1.04E-03	9.91E-04
1:Del:T:5	1.11E-03	1.47E-03	2.73E-03	5.68E-03	5.55E-04	1.81E-03	9.40E-04	1.74E-03	2.47E-03	3.19E-03
1:Ins:C:0	1.73E-04	5.41E-05	1.13E-04	2.37E-04	2.70E-04	3.12E-04	2.89E-03	1.06E-03	1.90E-03	1.44E-04
1:Ins:C:1	1.43E-04	1.56E-04	1.89E-04	2.13E-04	1.88E-04	1.46E-04	1.01E-03	6.20E-04	6.42E-04	2.47E-04
1:Ins:C:2	1.48E-04	3.90E-05	1.87E-04	0.00E+00	1.78E-04	1.34E-04	6.29E-04	6.26E-04	3.35E-04	1.69E-04
1:Ins:C:3	8.38E-05	1.47E-04	5.44E-05	6.75E-05	1.78E-04	5.72E-05	4.91E-04	4.56E-04	1.50E-04	3.25E-04
1:Ins:C:4	7.73E-05	9.11E-05	5.52E-05	1.54E-04	1.13E-04	1.52E-05	6.02E-04	6.69E-04	1.18E-04	2.68E-04
1:Ins:C:5	1.45E-04	3.74E-04	3.09E-04	4.11E-04	1.64E-04	6.02E-05	1.00E-03	1.33E-03	2.66E-04	2.72E-04
1:Ins:T:0	1.22E-04	3.86E-04	2.82E-04	5.60E-04	4.30E-04	2.41E-04	1.90E-03	7.37E-04	1.89E-03	3.13E-04
1:Ins:T:1	3.51E-04	4.09E-04	5.56E-04	1.91E-05	4.18E-04	2.95E-04	1.97E-03	2.56E-03	1.07E-03	1.08E-03
1:Ins:T:2	2.51E-04	2.96E-04	4.32E-04	2.73E-04	3.18E-04	9.93E-05	1.44E-03	1.77E-03	9.38E-04	1.95E-05
1:Ins:T:3	1.11E-04	2.21E-04	2.56E-04	2.00E-04	3.00E-04	1.65E-04	9.61E-04	1.03E-03	7.57E-04	4.46E-04
1:Ins:T:4	1.09E-04	2.45E-04	2.18E-04	3.20E-04	2.44E-05	1.87E-04	4.72E-04	4.09E-04	4.11E-04	2.68E-04
1:Ins:T:5	4.38E-04	2.48E-03	1.94E-03	6.65E-03	7.13E-04	2.00E-03	1.83E-03	4.49E-03	3.61E-03	3.58E-03
2:Del:R:0	4.20E-04	2.64E-04	4.41E-04	1.98E-04	4.66E-04	2.85E-04	8.72E-04	1.55E-03	4.53E-04	2.14E-03
2:Del:R:1	4.94E-04	2.59E-04	2.11E-04	4.83E-04	2.60E-04	2.98E-04	6.87E-04	1.32E-03	6.11E-04	3.19E-03
2:Del:R:2	1.82E-04	5.37E-05	2.00E-04	2.82E-04	2.07E-04	1.06E-04	1.43E-04	4.02E-04	3.13E-04	1.01E-03
