Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP127630	363	86	631	0	35	50	24	19
SP127634	99	105	388	163	281	116	286	11
SP127636	295	339	364	77	49	0	97	17
SP127628	163	119	255	25	4	38	26	0
SP127640	513	332	103	116	47	0	45	8
SP127638	98	607	777	43	57	59	7	8
SP127632	1029	106	370	0	116	465	11	9
SP59388	85	87	122	0	1	49	25	0
SP116649	381	417	0	120	20	4	78	0
SP59416	183	136	55	34	16	0	65	1
SP124977	414	164	85	55	16	53	6	9
SP59356	116	68	83	56	14	40	25	3
SP116612	388	122	76	71	56	127	26	2
SP116659	0	238	366	180	13	17	51	4
SP116668	641	523	0	203	0	0	406	0
SP116630	901	247	258	43	66	0	0	1
SP59412	391	206	191	44	21	157	57	1
SP116686	60	8	149	93	60	0	0	0
SP116694	315	190	187	128	46	5	56	8
SP116712	39	42	0	24	10	0	2	0
SP116726	211	312	251	66	34	145	29	11
SP116723	91	46	0	61	17	4	30	0
SP59276	7	50	60	9	9	43	0	0
SP116703	67	12	48	76	8	0	15	0
SP59312	318	321	439	40	36	87	35	7
SP116701	217	185	140	123	51	78	26	7
SP59296	48	98	79	28	0	0	6	2
SP59280	118	171	119	59	0	0	15	0
SP59344	0	56	95	17	4	25	17	1
SP59460	124	290	197	44	11	97	56	1
SP59404	0	46	214	0	7	0	8	0
SP116709	42	50	202	34	30	45	29	7
SP59448	1403	968	654	46	58	179	48	2
SP116614	227	371	472	80	25	33	77	0
SP59464	116	33	36	52	6	4	37	2
SP59364	105	140	66	182	21	0	83	0
SP116663	650	411	604	0	67	127	20	21
SP59444	62	54	0	68	18	75	0	0
SP116690	623	366	326	0	70	333	97	8
SP59270	54	53	0	1	2	49	6	0
SP59352	35	113	269	65	27	65	70	0
SP116652	90	52	13	17	9	0	4	0
SP116715	1616	538	857	164	78	112	40	37
SP116718	153	59	184	100	37	0	45	6
SP116720	67	39	34	83	1	16	10	0
SP59284	135	100	214	0	8	0	0	3
SP116618	56	0	182	70	51	0	21	1
SP59436	15	0	4	23	2	9	8	0
SP116645	119	480	455	149	18	55	37	1
SP59320	28	0	180	72	2	0	46	0
SP116672	44	17	0	41	9	7	5	0
SP116635	54	81	116	75	19	35	22	0
SP59328	61	81	81	33	9	0	6	3
SP116627	66	0	110	28	14	34	15	0
SP116725	49	53	27	6	1	1	19	0
SP59292	61	35	72	43	6	23	40	0
SP116683	37	101	323	114	55	0	29	8
SP59372	32	0	0	10	57	19	20	6
SP116610	213	284	155	107	232	0	113	14
SP116638	44	104	65	62	17	0	33	0
SP59336	69	21	86	13	3	3	0	4
SP124971	474	385	427	133	44	6	61	2
SP116665	59	11	15	38	5	0	15	0
SP116674	187	249	15	47	27	84	57	1
SP116657	470	471	539	130	87	208	76	0
SP116670	855	45	0	16	56	173	46	13
SP116642	413	239	190	122	156	0	84	15
SP116606	82	2	57	44	218	0	27	0
SP116604	65	23	111	50	6	29	81	1
SP59376	19	3	72	0	17	32	0	2
SP59272	57	143	20	18	9	29	0	3
SP124969	565	263	450	12	89	247	106	13
SP116608	55	16	0	44	4	0	12	0
SP59396	53	54	116	4	5	3	6	5
SP116688	5	42	209	37	19	0	0	0
SP59392	24	88	70	0	1	30	0	0
SP59456	160	142	134	87	34	41	45	1
SP59348	139	91	0	79	22	33	25	0
SP59300	191	25	145	45	363	0	7	3
SP59340	115	115	0	80	1	34	20	0
SP59380	12	18	28	40	10	0	22	0
SP59440	307	0	299	0	121	0	18	13
SP59428	19	33	34	45	16	0	24	4
SP59400	793	75	0	27	189	307	18	12
SP116624	229	138	79	57	25	17	22	2
SP59432	0	1	145	91	9	0	35	1
SP59452	682	269	0	6	32	308	70	19
SP116679	31	12	0	41	11	6	2	0
SP116676	1214	99	0	102	83	278	90	6
SP59360	465	160	184	0	0	0	26	1
SP59384	96	141	229	37	0	0	0	0
SP59332	81	67	0	39	6	25	0	0
SP116616	305	208	50	83	9	13	85	2
SP124981	221	137	1	88	4	0	24	0
SP59368	439	69	584	159	86	0	73	23
SP116648	928	903	0	219	48	130	20	0
SP59420	7	14	95	56	8	22	28	4
SP116706	176	183	63	193	9	0	75	0
SP116654	36	36	247	108	1	0	18	5
SP59308	78	65	131	52	6	0	23	0
SP59288	568	117	48	8	20	35	40	11
SP116622	54	0	91	32	19	0	13	3
SP59316	66	36	113	31	5	19	47	0
SP59324	18	15	114	88	19	0	0	5
SP116697	5743	1557	0	199	1453	366	36	30
SP59304	783	818	686	117	668	226	80	32
SP116620	1068	366	189	240	0	0	145	1
SP13289	6	15	0	27	3	0	12	3
SP116742	0	7	0	16	7	12	7	0
SP115134	0	8	0	0	3	10	20	3
SP96884	0	3	8	0	7	20	27	4
SP13385	0	0	0	63	8	113	0	2
SP13291	6	10	23	86	4	0	0	5
SP13514	30	9	86	24	12	0	1	8
SP115117	19	8	15	0	4	0	10	6
SP115114	46	40	77	26	12	0	12	1
SP13279	0	3	36	47	6	0	2	3
SP13487	7	23	0	27	4	7	18	0
SP13361	40	21	49	40	19	3	6	0
SP13421	87	34	3	29	11	0	5	7
SP116738	8	0	18	59	6	0	8	3
SP13293	1	15	0	63	0	3	21	0
SP13281	34	22	3	14	5	12	0	3
SP13677	3	2	0	20	15	34	15	3
SP13399	13	13	0	62	3	0	17	0
SP116732	42	31	0	15	31	0	18	1
SP115073	0	20	5	26	6	0	6	4
SP13307	0	13	13	72	4	12	13	7
SP13299	19	10	38	38	15	66	27	4
SP13481	1	0	18	39	22	0	0	1
SP116780	0	3	18	55	10	0	31	0
SP13433	30	0	0	39	10	28	12	0
SP115064	41	39	0	40	0	35	4	1
SP13359	11	0	5	48	14	6	6	5
SP116734	92	3	42	26	8	0	12	3
SP116770	15	7	12	11	19	6	5	3
SP13323	12	12	0	59	10	0	0	2
SP13367	87	77	0	33	30	0	9	6
SP96882	15	1	0	66	48	52	30	7
SP13283	0	7	7	25	6	15	1	2
SP116728	6	7	12	46	10	11	0	1
SP13478	0	2	9	40	5	0	4	0
SP116744	18	16	0	45	14	0	12	14
SP115093	73	5	64	61	17	0	3	3
SP13315	0	10	0	21	1	0	2	0
SP13331	61	17	0	37	19	14	16	0
SP115108	49	0	91	30	17	0	9	0
SP116752	4	0	0	55	0	60	5	0
SP115085	4	13	0	60	15	0	31	0
SP115102	11	12	6	18	8	28	29	3
SP13379	5	29	0	52	12	0	10	1
SP116750	63	45	0	15	13	11	35	3
SP115125	0	6	8	30	1	16	3	0
SP115089	52	48	0	27	10	6	21	3
SP13297	0	21	19	50	16	0	17	0
SP13339	0	7	11	31	8	0	3	0
SP13671	0	9	14	87	7	0	17	1
SP116776	7	0	12	37	15	0	16	0
SP13683	40	17	16	0	0	0	17	0
SP116758	85	25	0	16	6	7	9	8
SP116782	71	0	95	44	7	0	7	0
SP13317	3	14	0	20	6	51	8	1
SP115128	24	29	19	11	5	8	0	0
SP116754	24	12	45	8	14	3	8	7
SP116766	116	101	29	57	10	9	24	4
SP116748	22	60	35	45	11	23	25	6
SP115070	12	0	0	32	11	42	0	0
SP115131	3	12	48	18	1	0	9	1
SP115097	8	11	13	40	27	0	17	8
SP115060	39	0	54	35	13	1	4	0
SP13594	52	63	0	28	16	0	0	0
SP96834	17	17	14	21	23	28	16	1
SP115057	0	8	11	79	2	29	25	0
SP116768	42	32	21	18	0	6	12	6
SP13442	60	55	0	66	11	0	0	2
SP13325	0	17	10	0	1	22	9	0
SP116736	0	1	33	60	0	5	4	2
SP13619	15	9	10	30	8	52	2	0
SP115111	40	48	86	72	9	1	25	0
SP116760	10	0	52	21	10	0	18	6
SP13311	5	14	0	40	10	2	15	4
SP13509	7	0	27	43	13	3	0	0
SP13539	7	15	0	27	4	0	19	6
SP13624	3	14	0	53	8	0	30	1
SP116746	25	0	56	0	10	11	5	7
SP13490	3	12	0	43	10	35	24	2
SP116774	21	21	0	31	0	0	25	0
SP115105	5	15	9	45	6	5	8	6
SP13278	0	24	3	35	10	0	21	0
SP116756	48	79	20	26	16	0	35	3
SP13319	0	2	6	18	0	11	0	0
SP13280	62	28	0	26	7	0	14	0
SP13363	0	23	0	25	10	24	0	2
SP13347	0	13	18	43	7	10	17	3
SP116730	30	0	64	33	3	14	13	4
SP13365	5	10	0	28	1	12	18	3
SP115099	52	63	0	21	11	15	0	1
SP116764	1	0	37	39	5	0	6	4
SP116772	28	9	0	56	13	0	6	3
SP96888	1	5	0	0	4	32	6	2
SP13327	9	6	43	49	26	0	9	0
SP116740	81	31	0	26	8	5	22	1
CPCT02150038T	0	127	470	11	35	52	66	66
CPCT02040203T	0	0	0	2	1	0	0	84
CPCT02300038T	337	118	715	23	31	145	0	231
WIDE01010265T	147	4	901	51	25	0	32	99
CPCT02310012T	710	852	407	27	0	45	186	286
CPCT02080232T	850	735	994	0	44	0	95	219
CPCT02180068T	1414	2416	1530	15	389	0	0	407
CPCT02290041T	19	770	617	93	54	86	77	132
CPCT02040278T	163	171	583	32	77	148	55	107
CPCT02310017T	652	1035	2101	0	49	0	35	419
CPCT02150022T	58	27	43	33	7	27	2	84
CPCT02150026T	741	290	1206	9	58	0	35	223
CPCT02150030T	0	922	556	55	14	0	29	151
CPCT02180037T	266	234	213	52	54	9	13	270
CPCT02150033T	51	59	143	2	30	35	12	226
CPCT02230051T	6	16	103	50	21	0	13	69
CPCT02340030T	241	21	0	0	123	0	742	239
CPCT02340031T	487	6	818	46	53	17	14	130
CPCT02230066T	245	43	194	35	5	15	0	184
CPCT02180043T	343	382	51	66	17	5	0	455
CPCT02120032T	696	10932	0	52	0	0	71	151
CPCT02300023T	124	193	116	137	5	13	15	162
CPCT02180001T	822	833	527	59	18	30	134	193
CPCT02330016T	521	355	948	0	24	147	0	91
CPCT02180015T	112	127	239	59	27	0	21	36
WIDE01010545T	581	88	2093	0	40	0	0	182
